trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status,failure_type,failure_message
0,DGA,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,dga_gilbert_elliott_drop_0_30_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(17,16);01:(18,16);02:(15,11);03:(17,17)",00:0;01:0;02:0;03:0,,completed,,
1,DGA,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,dga_gilbert_elliott_drop_0_30_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(16,8);01:(17,9);02:(12,8);03:(15,11)",00:0;01:0;02:0;03:0,,completed,,
2,DGA,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,dga_gilbert_elliott_drop_0_30_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,0);01:(18,10);02:(18,12);03:(12,15)",00:0;01:0;02:0;03:0,,completed,,
3,DGA,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,dga_gilbert_elliott_drop_0_30_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,9);01:(18,10);02:(11,2);03:(11,1)",00:0;01:0;02:0;03:0,,completed,,
4,DGA,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,dga_gilbert_elliott_drop_0_30_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(7,15);01:(18,11);02:(8,15);03:(7,16)",00:0;01:0;02:0;03:0,,completed,,
5,DGA,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,dga_gilbert_elliott_drop_0_30_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,13);01:(18,18);02:(9,5);03:(18,17)",00:0;01:0;02:0;03:0,,completed,,
6,DGA,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,dga_gilbert_elliott_drop_0_30_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(14,12);01:(17,16);02:(18,18);03:(16,16)",00:0;01:0;02:0;03:0,,completed,,
7,DGA,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,dga_gilbert_elliott_drop_0_30_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(17,16);01:(18,17);02:(14,1);03:(3,11)",00:0;01:0;02:0;03:0,,completed,,
8,DGA,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,dga_gilbert_elliott_drop_0_30_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,,failed,RuntimeError,Debug safety cap reached in trial 8. This usually means the allocator is stuck or returning no reachable goals.
9,DGA,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,dga_gilbert_elliott_drop_0_30_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(9,7);01:(17,2);02:(10,7);03:(18,18)",00:0;01:0;02:0;03:0,,completed,,
