trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,HIPC,bernoulli,drop_0.25,19,361,5,10,hipc_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(2,13);(13,1);(5,17);(8,3);(1,6);(12,13);(15,15);(10,3);(14,4);(17,0)",10,True,38.79889006721155,38.79889006721155,00:4;01:2;02:0;03:3;04:1,"(0,0);(0,4);(0,9);(0,14);(0,18)","(17,0);(14,4);(8,7);(15,15);(5,17)",296,0,completed
1,known_visit,HIPC,bernoulli,drop_0.25,19,361,5,10,hipc_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(11,9);(17,15);(15,3);(11,10);(11,14);(7,15);(0,17);(7,1);(5,0);(14,3)",10,True,34.043279575682305,34.043279575682305,00:2;01:2;02:2;03:3;04:1,"(0,0);(0,4);(0,9);(0,14);(0,18)","(7,1);(15,3);(11,10);(17,15);(7,15)",258,0,completed
2,known_visit,HIPC,bernoulli,drop_0.25,19,361,5,10,hipc_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(12,16);(18,6);(17,7);(6,13);(2,15);(12,0);(15,2);(4,14);(9,11);(5,3)",10,True,41.170620096914966,41.170620096914966,00:2;01:3;02:2;03:3;04:0,"(0,0);(0,4);(0,9);(0,14);(0,18)","(15,4);(18,6);(12,16);(6,3);(2,17)",307,0,completed
3,known_visit,HIPC,bernoulli,drop_0.25,19,361,5,10,hipc_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(1,13);(13,13);(12,3);(17,18);(16,3);(14,6);(7,15);(10,1);(13,15);(10,10)",10,True,42.95828891676213,42.95828891676213,00:4;01:0;02:1;03:4;04:1,"(0,0);(0,4);(0,9);(0,14);(0,18)","(14,6);(10,10);(13,12);(17,18);(3,13)",317,0,completed
4,known_visit,HIPC,bernoulli,drop_0.25,19,361,5,10,hipc_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(8,9);(4,2);(12,9);(14,3);(2,12);(12,1);(5,17);(6,1);(2,15);(8,16)",10,True,28.448308571745724,28.448308571745724,00:3;01:1;02:2;03:2;04:2,"(0,0);(0,4);(0,9);(0,14);(0,18)","(14,3);(6,1);(12,9);(2,12);(8,16)",216,0,completed
5,known_visit,HIPC,bernoulli,drop_0.25,19,361,5,10,hipc_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(11,3);(11,15);(17,18);(6,10);(11,6);(14,0);(14,2);(2,17);(3,13);(10,13)",10,True,39.03648298842071,39.03648298842071,00:2;01:2;02:1;03:4;04:1,"(0,0);(0,4);(0,9);(0,14);(0,18)","(14,2);(11,6);(6,10);(17,18);(9,17)",296,0,completed
6,known_visit,HIPC,bernoulli,drop_0.25,19,361,5,10,hipc_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(2,3);(9,7);(10,17);(18,9);(11,7);(17,18);(12,8);(4,16);(16,1);(13,15)",10,True,38.44510514339534,38.44510514339534,00:1;01:1;02:4;03:1;04:3,"(0,0);(0,4);(0,9);(0,14);(0,18)","(16,1);(9,3);(18,9);(4,16);(17,18)",287,0,completed
7,known_visit,HIPC,bernoulli,drop_0.25,19,361,5,10,hipc_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(4,0);(9,6);(12,13);(13,18);(0,1);(2,12);(14,3);(4,2);(9,13);(8,16)",10,True,33.14534673052167,33.14534673052167,00:3;01:1;02:1;03:3;04:2,"(0,0);(0,4);(0,9);(0,14);(0,18)","(14,3);(5,10);(9,3);(12,13);(13,18)",228,0,completed
8,known_visit,HIPC,bernoulli,drop_0.25,19,361,5,10,hipc_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(6,14);(17,0);(15,18);(5,4);(6,9);(8,0);(5,7);(2,4);(10,8);(7,0)",10,True,27.538760112936398,27.538760112936398,00:3;01:3;02:2;03:1;04:1,"(0,0);(0,4);(0,9);(0,14);(0,18)","(17,0);(6,9);(7,7);(6,14);(15,18)",196,0,completed
9,known_visit,HIPC,bernoulli,drop_0.25,19,361,5,10,hipc_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,15);(12,3);(3,11);(13,3);(17,3);(3,0);(11,15);(7,4);(12,0);(15,11)",10,True,35.69043049775037,35.69043049775037,00:2;01:4;02:3;03:0;04:1,"(0,0);(0,4);(0,9);(0,14);(0,18)","(12,3);(17,3);(15,15);(3,11);(11,15)",263,0,completed
