trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status,failure_type,failure_message
0,PI,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,pi_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(2,3);01:(18,5);02:(2,4);03:(18,6)",00:0;01:0;02:0;03:0,,completed,,
1,PI,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,pi_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(17,4);01:(17,15);02:(18,18);03:(18,16)",00:0;01:0;02:0;03:0,,completed,,
2,PI,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,pi_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,18);01:(16,11);02:(2,13);03:(2,14)",00:0;01:0;02:0;03:0,,completed,,
3,PI,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,pi_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(0,3);01:(0,4);02:(16,16);03:(18,18)",00:0;01:0;02:0;03:0,,completed,,
4,PI,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,pi_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(0,3);01:(0,4);02:(18,18);03:(7,13)",00:0;01:0;02:0;03:0,,completed,,
5,PI,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,pi_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(0,2);01:(0,3);02:(17,14);03:(18,13)",00:0;01:0;02:0;03:0,,completed,,
6,PI,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,pi_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(2,2);01:(2,1);02:(17,17);03:(18,17)",00:0;01:0;02:0;03:0,,completed,,
7,PI,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,pi_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(2,6);01:(2,7);02:(18,18);03:(15,17)",00:0;01:0;02:0;03:0,,completed,,
8,PI,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,pi_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(6,5);01:(17,17);02:(18,14);03:(17,10)",00:0;01:0;02:0;03:0,,completed,,
9,PI,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,pi_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(8,5);01:(18,18);02:(8,4);03:(18,17)",00:0;01:0;02:0;03:0,,completed,,
10,PI,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,pi_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(0,2);01:(0,3);02:(17,16);03:(18,16)",00:0;01:0;02:0;03:0,,completed,,
11,PI,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,pi_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,13);01:(2,6);02:(2,7);03:(18,18)",00:0;01:0;02:0;03:0,,completed,,
12,PI,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,pi_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,17);01:(8,8);02:(18,12);03:(9,8)",00:0;01:0;02:0;03:0,,completed,,
13,PI,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,pi_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,12);01:(13,9);02:(9,15);03:(18,17)",00:0;01:0;02:0;03:0,,completed,,
14,PI,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,pi_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,18);01:(9,16);02:(16,10);03:(9,15)",00:0;01:0;02:0;03:0,,completed,,
15,PI,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,pi_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(6,16);01:(18,8);02:(18,7);03:(6,15)",00:0;01:0;02:0;03:0,,completed,,
16,PI,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,pi_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(7,9);01:(17,18);02:(7,10);03:(15,10)",00:0;01:0;02:0;03:0,,completed,,
17,PI,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,pi_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,18);01:(14,6);02:(17,5);03:(14,5)",00:0;01:0;02:0;03:0,,completed,,
18,PI,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,pi_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(3,5);01:(18,12);02:(18,7);03:(2,5)",00:0;01:0;02:0;03:0,,completed,,
19,PI,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,pi_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,17);01:(18,14);02:(17,9);03:(15,2)",00:0;01:0;02:0;03:0,,completed,,
20,PI,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,pi_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(13,16);01:(13,17);02:(18,18);03:(18,10)",00:0;01:0;02:0;03:0,,completed,,
21,PI,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,pi_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,5);01:(5,16);02:(5,15);03:(9,11)",00:0;01:0;02:0;03:0,,completed,,
22,PI,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,pi_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(8,1);01:(7,1);02:(8,2);03:(18,18)",00:0;01:0;02:0;03:0,,completed,,
23,PI,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,pi_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,18);01:(18,14);02:(18,15);03:(17,14)",00:0;01:0;02:0;03:0,,completed,,
