trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,DGA_iter_25,ideal,1.0,19,361,4,20,targets_20_dga_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(11,7);(17,15);(14,5);(8,0);(14,15);(7,5);(2,6);(3,8);(12,12);(16,5);(10,14);(3,18);(10,12);(5,18);(13,14);(4,11);(12,18);(1,14);(15,10);(11,10)",20,True,46.133657692349985,46.133657692349985,00:3;01:6;02:5;03:6,"(0,0);(0,6);(0,12);(0,18)","(6,11);(16,5);(10,12);(15,10)",241,0,completed
1,known_visit,DGA_iter_25,ideal,1.0,19,361,4,20,targets_20_dga_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(10,3);(7,11);(0,1);(9,4);(0,3);(3,5);(1,17);(3,17);(12,8);(15,13);(5,5);(18,7);(2,12);(1,3);(8,10);(4,1);(4,10);(16,15);(2,7);(10,2)",20,True,49.320826169297014,49.320826169297014,00:6;01:3;02:4;03:7,"(0,0);(0,6);(0,12);(0,18)","(12,8);(11,1);(18,7);(12,2)",259,0,completed
2,known_visit,DGA_iter_25,ideal,1.0,19,361,4,20,targets_20_dga_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(8,17);(9,7);(13,2);(17,3);(16,16);(10,9);(9,6);(17,15);(6,12);(17,0);(1,17);(7,10);(13,18);(11,15);(0,1);(3,17);(3,0);(13,13);(15,18);(0,2)",20,True,72.14279451648255,72.14279451648255,00:7;01:4;02:5;03:4,"(0,0);(0,6);(0,12);(0,18)","(17,0);(13,0);(18,5);(17,3)",371,0,completed
3,known_visit,DGA_iter_25,ideal,1.0,19,361,4,20,targets_20_dga_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(12,12);(17,11);(2,6);(9,13);(2,17);(6,11);(17,3);(5,8);(14,10);(16,4);(8,15);(18,8);(9,8);(6,10);(10,16);(10,8);(12,0);(6,6);(1,18);(3,12)",20,True,48.45070169606691,48.45070169606691,00:3;01:6;02:7;03:4,"(0,0);(0,6);(0,12);(0,18)","(18,3);(18,11);(17,11);(17,12)",259,0,completed
4,known_visit,DGA_iter_25,ideal,1.0,19,361,4,20,targets_20_dga_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(10,14);(3,1);(12,5);(12,17);(17,8);(8,7);(17,13);(4,6);(5,18);(10,10);(2,2);(8,1);(2,13);(7,8);(4,17);(2,12);(5,4);(11,12);(11,2);(13,9)",20,True,59.610731728662216,59.610731728662216,00:6;01:6;02:5;03:3,"(0,0);(0,6);(0,12);(0,18)","(17,13);(12,17);(11,2);(9,7)",344,0,completed
5,known_visit,DGA_iter_25,ideal,1.0,19,361,4,20,targets_20_dga_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(11,10);(3,13);(17,2);(10,12);(7,0);(1,9);(9,9);(5,1);(12,13);(16,10);(17,5);(18,6);(11,11);(8,9);(12,2);(8,3);(13,16);(1,12);(8,12);(4,5)",20,True,54.77258728395174,54.77258728395174,00:7;01:5;02:4;03:4,"(0,0);(0,6);(0,12);(0,18)","(18,9);(16,9);(16,10);(12,10)",286,0,completed
6,known_visit,DGA_iter_25,ideal,1.0,19,361,4,20,targets_20_dga_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(2,9);(9,11);(17,12);(16,3);(18,4);(12,18);(11,8);(14,6);(13,10);(4,8);(10,16);(10,18);(12,3);(6,11);(5,0);(2,6);(15,1);(13,3);(13,7);(11,6)",20,True,58.135068158568195,58.135068158568195,00:7;01:3;02:5;03:5,"(0,0);(0,6);(0,12);(0,18)","(15,1);(17,15);(18,4);(14,18)",307,0,completed
7,known_visit,DGA_iter_25,ideal,1.0,19,361,4,20,targets_20_dga_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(4,7);(11,12);(14,18);(4,5);(9,6);(16,18);(4,17);(5,1);(17,17);(17,3);(11,9);(6,2);(3,12);(13,18);(9,16);(14,3);(0,15);(8,14);(18,5);(13,11)",20,True,45.71921931017902,45.71921931017902,00:5;01:4;02:5;03:6,"(0,0);(0,6);(0,12);(0,18)","(18,5);(12,11);(13,11);(17,17)",248,0,completed
8,known_visit,DGA_iter_25,ideal,1.0,19,361,4,20,targets_20_dga_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(16,2);(8,3);(18,12);(6,1);(17,14);(4,18);(10,17);(4,6);(7,18);(15,9);(4,1);(5,18);(12,13);(0,9);(2,7);(0,4);(4,5);(15,3);(6,6);(9,5)",20,True,60.38941301986734,60.38941301986734,00:3;01:7;02:3;03:7,"(0,0);(0,6);(0,12);(0,18)","(1,8);(0,9);(15,2);(16,2)",329,0,completed
9,known_visit,DGA_iter_25,ideal,1.0,19,361,4,20,targets_20_dga_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(0,3);(12,1);(6,13);(4,16);(5,4);(10,1);(2,0);(14,17);(12,14);(17,2);(9,15);(8,10);(2,16);(12,12);(7,10);(16,12);(14,2);(4,9);(9,12);(14,7)",20,True,74.44654903054705,74.44654903054705,00:7;01:4;02:4;03:5,"(0,0);(0,6);(0,12);(0,18)","(16,14);(7,15);(15,12);(2,16)",405,0,completed
10,known_visit,DGA_iter_25,ideal,1.0,19,361,4,20,targets_20_dga_h12_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(4,8);(2,6);(12,8);(14,13);(16,9);(18,9);(10,0);(8,13);(2,7);(18,4);(1,9);(10,13);(1,6);(12,12);(6,17);(5,6);(13,11);(18,5);(5,0);(10,14)",20,True,51.88323970776458,51.88323970776458,00:3;01:8;02:5;03:4,"(0,0);(0,6);(0,12);(0,18)","(17,6);(18,4);(18,7);(13,14)",285,0,completed
