trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
10,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,14,10,acbba_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,19);(15,13);(2,29);(13,8);(25,22);(16,8);(33,10);(18,14);(21,31);(22,25)",10,True,78.3043000491498,78.3043000491498,00:0;01:2;02:2;03:0;04:0;05:0;06:0;07:0;08:0;09:2;10:2;11:0;12:1;13:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(15,12);(33,10);(18,15);(2,29);(16,15);(2,13);(25,22);(20,23);(22,30);(13,13);(25,20);(13,28);(2,23);(20,28)",1698,0,completed
11,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,14,10,acbba_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(8,17);(25,27);(1,25);(17,1);(15,15);(3,19);(24,17);(16,12);(29,24);(1,26)",10,True,72.49006202909176,72.49006202909176,00:0;01:2;02:2;03:0;04:0;05:1;06:0;07:1;08:0;09:1;10:3;11:0;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(8,17);(24,17);(17,10);(15,12);(15,19);(3,19);(19,16);(22,17);(9,20);(29,24);(28,27);(13,25);(12,25);(0,26)",1558,0,completed
12,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,14,10,acbba_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(14,20);(19,27);(26,11);(31,30);(14,13);(20,1);(19,12);(15,5);(9,27);(20,0)",10,True,69.09172457805089,69.09172457805089,00:2;01:0;02:1;03:0;04:0;05:3;06:0;07:0;08:3;09:0;10:0;11:1;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(20,1);(12,21);(21,5);(19,6);(18,12);(26,11);(19,15);(15,5);(31,30);(18,25);(16,15);(14,13);(14,30);(19,27)",1439,0,completed
13,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,14,10,acbba_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,7);(10,3);(25,1);(19,9);(30,19);(5,13);(33,25);(27,18);(14,17);(22,31)",10,True,67.64677003970398,67.64677003970398,00:0;01:2;02:0;03:1;04:1;05:1;06:1;07:1;08:2;09:0;10:0;11:0;12:0;13:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(10,4);(26,1);(24,5);(23,7);(28,9);(19,9);(27,13);(27,18);(33,25);(9,23);(10,25);(10,28);(23,31);(22,15)",1422,0,completed
14,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,14,10,acbba_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(26,21);(19,17);(30,30);(23,1);(28,33);(8,20);(30,13);(19,15);(2,18);(33,8)",10,True,77.72193525971697,77.72193525971697,00:1;01:1;02:0;03:0;04:0;05:0;06:3;07:1;08:2;09:0;10:0;11:0;12:1;13:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(19,15);(27,16);(12,5);(20,4);(20,14);(14,21);(33,8);(10,18);(26,21);(22,16);(8,25);(8,28);(30,28);(28,28)",1668,0,completed
15,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,14,10,acbba_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(32,18);(21,0);(3,27);(7,8);(33,29);(20,7);(6,0);(20,31);(24,30);(16,32)",10,True,151.04532297277186,151.04532297277186,00:0;01:2;02:1;03:1;04:1;05:0;06:1;07:0;08:0;09:0;10:1;11:1;12:0;13:2,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(3,27);(16,32);(16,20);(3,26);(32,18);(21,7);(33,29);(13,18);(21,0);(10,23);(13,27);(24,31);(16,0);(21,31)",3498,0,completed
16,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,14,10,acbba_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(16,14);(9,22);(26,13);(4,24);(11,9);(20,7);(27,16);(21,13);(22,30);(32,17)",10,True,79.08449718794044,79.08449718794044,00:0;01:1;02:0;03:2;04:2;05:2;06:0;07:0;08:0;09:1;10:1;11:0;12:0;13:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(11,2);(20,7);(23,26);(32,17);(21,7);(26,13);(20,13);(11,8);(9,23);(10,17);(8,20);(4,21);(21,14);(22,22)",1715,0,completed
17,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,14,10,acbba_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,0);(19,24);(12,18);(21,27);(17,8);(5,23);(14,25);(33,9);(29,21);(16,3)",10,True,76.77020547401852,76.77020547401852,00:1;01:3;02:0;03:0;04:1;05:0;06:1;07:1;08:1;09:1;10:0;11:1;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(33,9);(17,8);(17,7);(13,19);(14,25);(18,12);(12,19);(20,23);(29,22);(21,27);(12,23);(30,23);(11,5);(15,26)",1625,0,completed
18,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,14,10,acbba_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(24,8);(28,25);(26,24);(29,0);(11,25);(24,19);(20,9);(22,16);(12,3);(25,17)",10,True,89.1210475617796,89.1210475617796,00:1;01:1;02:2;03:0;04:0;05:3;06:0;07:0;08:0;09:0;10:3;11:0;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(29,0);(25,18);(29,2);(10,8);(13,3);(24,19);(27,15);(20,8);(12,25);(15,24);(30,16);(26,26);(8,30);(18,33)",1980,0,completed
19,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,14,10,acbba_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,5);(13,19);(29,20);(27,28);(8,21);(15,14);(16,1);(3,33);(31,23);(17,0)",10,True,93.08924449324057,93.08924449324057,00:2;01:0;02:1;03:0;04:0;05:0;06:0;07:0;08:3;09:1;10:1;11:0;12:0;13:2,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(19,5);(15,14);(23,5);(18,6);(11,10);(4,13);(16,5);(2,18);(29,20);(14,21);(31,22);(23,29);(20,28);(27,13)",2108,0,completed
20,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,14,10,acbba_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(25,17);(12,20);(15,28);(23,12);(29,15);(14,15);(22,2);(8,23);(8,5);(6,15)",10,True,53.671293358767805,53.671293358767805,00:1;01:1;02:0;03:1;04:0;05:1;06:1;07:2;08:1;09:1;10:0;11:1;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(22,2);(6,15);(15,8);(14,16);(8,24);(24,16);(9,4);(29,15);(13,19);(12,23);(10,16);(15,17);(6,21);(15,30)",1092,0,completed
21,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,14,10,acbba_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(11,8);(23,31);(2,2);(6,23);(14,22);(4,6);(4,29);(11,19);(21,7);(12,20)",10,True,43.11572533750131,43.11572533750131,00:1;01:1;02:2;03:0;04:0;05:0;06:0;07:2;08:0;09:2;10:0;11:1;12:0;13:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(13,8);(11,6);(21,8);(7,14);(4,8);(13,20);(1,17);(12,9);(7,21);(22,23);(6,23);(23,31);(5,29);(4,29)",917,0,completed
22,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,14,10,acbba_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(4,33);(25,14);(3,12);(29,19);(27,15);(23,6);(8,32);(20,20);(1,3);(11,6)",10,True,66.4161236640859,66.4161236640859,00:0;01:1;02:4;03:0;04:0;05:1;06:1;07:0;08:0;09:1;10:0;11:0;12:0;13:2,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(3,12);(20,8);(28,15);(4,22);(4,33);(21,14);(29,19);(24,19);(12,6);(21,20);(18,25);(10,29);(8,33);(15,31)",1434,0,completed
23,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,14,10,acbba_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(10,9);(25,12);(25,5);(9,33);(21,9);(1,11);(15,22);(32,25);(21,17);(8,30)",10,True,79.38625358933257,79.38625358933257,00:1;01:1;02:1;03:0;04:1;05:1;06:1;07:0;08:1;09:0;10:1;11:1;12:0;13:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(20,9);(25,9);(19,12);(22,10);(8,30);(22,9);(21,17);(2,13);(33,20);(1,11);(25,22);(21,22);(9,30);(10,9)",1714,0,completed
24,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,14,10,acbba_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,33);(33,23);(1,17);(21,0);(25,13);(27,31);(18,4);(27,17);(32,19);(3,31)",10,True,98.0313372740264,98.0313372740264,00:0;01:1;02:1;03:0;04:1;05:0;06:1;07:2;08:0;09:0;10:1;11:0;12:1;13:2,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(3,32);(25,10);(32,16);(25,25);(32,28);(21,13);(32,19);(26,22);(21,19);(21,3);(33,23);(9,29);(23,33);(27,31)",2084,0,completed
25,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,14,10,acbba_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(32,21);(8,16);(30,7);(5,9);(22,7);(18,25);(29,31);(27,12);(19,0);(24,26)",10,True,87.70798591377952,87.70798591377952,00:3;01:0;02:1;03:0;04:1;05:0;06:0;07:0;08:0;09:3;10:0;11:0;12:1;13:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(30,7);(17,3);(5,9);(27,12);(13,8);(25,19);(7,15);(13,16);(12,20);(32,21);(25,26);(19,24);(22,1);(29,29)",1887,0,completed
26,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,14,10,acbba_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(14,25);(5,4);(32,8);(33,26);(24,17);(11,21);(11,7);(10,4);(2,1);(20,3)",10,True,91.25816429933666,91.25816429933666,00:1;01:0;02:3;03:0;04:1;05:0;06:1;07:2;08:0;09:2;10:0;11:0;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(15,8);(14,22);(32,8);(14,6);(14,4);(19,0);(4,7);(24,16);(24,17);(33,25);(17,25);(9,28);(8,30);(11,19)",2064,0,completed
27,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,14,10,acbba_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(15,17);(5,32);(24,32);(22,27);(2,14);(5,15);(32,12);(8,27);(25,24);(2,19)",10,True,87.65487120074124,87.65487120074124,00:0;01:0;02:1;03:0;04:0;05:2;06:0;07:1;08:0;09:0;10:3;11:1;12:1;13:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(15,17);(5,8);(24,27);(3,18);(12,12);(12,15);(10,14);(13,20);(20,24);(8,27);(32,12);(15,27);(24,32);(22,24)",1996,0,completed
28,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,14,10,acbba_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(2,6);(25,6);(29,4);(10,13);(23,2);(8,33);(16,32);(26,14);(25,17);(25,7)",10,True,91.75547394350409,91.75547394350409,00:1;01:0;02:3;03:0;04:0;05:1;06:0;07:1;08:2;09:0;10:0;11:0;12:0;13:2,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(25,6);(16,32);(29,4);(19,30);(25,7);(8,33);(12,15);(26,14);(16,5);(12,23);(16,24);(26,18);(13,2);(16,28)",1942,0,completed
29,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,14,10,acbba_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(18,19);(10,33);(7,0);(1,33);(14,31);(4,1);(7,26);(14,5);(10,12);(11,32)",10,True,74.07702266008539,74.07702266008539,00:3;01:0;02:0;03:1;04:1;05:0;06:0;07:0;08:1;09:0;10:0;11:0;12:2;13:2,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(7,26);(19,4);(1,33);(18,8);(7,0);(4,2);(11,15);(11,32);(18,19);(3,33);(10,5);(10,33);(15,31);(10,12)",1607,0,completed
30,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,14,10,acbba_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(28,8);(23,15);(28,19);(29,4);(20,7);(12,22);(24,15);(31,25);(5,5);(16,22)",10,True,68.76875369213684,68.76875369213684,00:1;01:0;02:2;03:0;04:0;05:1;06:2;07:2;08:0;09:0;10:0;11:1;12:0;13:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(20,20);(20,7);(29,4);(23,9);(15,13);(28,8);(24,14);(16,7);(24,19);(21,5);(13,22);(28,19);(16,21);(31,25)",1378,0,completed
31,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,14,10,acbba_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,2);(20,12);(17,22);(30,16);(28,19);(16,4);(21,16);(20,3);(29,9);(13,22)",10,True,87.38030407454342,87.38030407454342,00:1;01:2;02:1;03:1;04:0;05:2;06:0;07:3;08:0;09:0;10:0;11:0;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(20,5);(26,2);(21,16);(29,9);(21,12);(29,19);(11,15);(28,18);(19,20);(17,16);(20,22);(15,19);(21,2);(9,33)",1898,0,completed
32,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,14,10,acbba_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(25,22);(19,16);(2,33);(17,21);(19,27);(24,25);(25,6);(21,15);(25,24);(15,28)",10,True,63.64572939140147,63.64572939140147,00:1;01:0;02:0;03:0;04:1;05:1;06:0;07:0;08:2;09:0;10:2;11:2;12:0;13:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(25,11);(2,30);(23,5);(19,16);(21,16);(21,15);(17,22);(25,21);(25,23);(24,28);(25,24);(19,26);(23,30);(23,32)",1276,0,completed
33,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,14,10,acbba_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,9);(4,26);(3,32);(30,6);(2,30);(28,32);(17,6);(19,11);(12,26);(32,17)",10,True,105.90155588310613,105.90155588310613,00:1;01:0;02:0;03:2;04:0;05:1;06:1;07:1;08:0;09:0;10:2;11:1;12:1;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(3,25);(13,12);(19,11);(30,6);(7,31);(32,18);(28,32);(17,6);(12,25);(25,32);(12,26);(20,9);(4,27);(7,30)",2300,0,completed
34,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,14,10,acbba_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,6);(10,3);(14,22);(18,33);(24,22);(31,5);(18,6);(8,9);(25,33);(33,2)",10,True,64.50440652912373,64.50440652912373,00:0;01:3;02:2;03:0;04:1;05:0;06:0;07:1;08:0;09:1;10:0;11:0;12:2;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(14,6);(33,2);(20,6);(14,22);(10,5);(20,11);(15,21);(14,33);(18,13);(24,17);(8,23);(8,9);(25,33);(19,33)",1362,0,completed
35,known_visit,ACBBA,bernoulli,drop_0.25,34,1156,14,10,acbba_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(28,9);(30,28);(32,28);(18,24);(17,11);(2,10);(29,33);(11,11);(7,15);(32,5)",10,True,123.7036706860159,123.7036706860159,00:0;01:3;02:1;03:2;04:1;05:0;06:0;07:1;08:0;09:0;10:0;11:1;12:0;13:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(18,10);(30,28);(33,5);(30,25);(32,6);(26,14);(29,33);(22,20);(11,11);(18,21);(18,23);(17,9);(30,26);(29,21)",2700,0,completed
