trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
10,known_visit,ACBBA,bernoulli,drop_0.25,25,625,13,10,acbba_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(7,19);(19,17);(5,6);(15,7);(18,8);(10,8);(22,4);(18,0);(16,19);(4,13)",10,True,44.6547364767363,44.6547364767363,00:1;01:1;02:0;03:2;04:2;05:0;06:0;07:1;08:0;09:1;10:1;11:1;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(18,0);(22,4);(4,15);(16,7);(15,7);(11,12);(10,8);(7,6);(14,19);(20,16);(15,19);(17,17);(16,24)",838,0,completed
11,known_visit,ACBBA,bernoulli,drop_0.25,25,625,13,10,acbba_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(20,11);(6,17);(9,3);(9,13);(12,20);(2,14);(16,16);(20,1);(20,16);(12,19)",10,True,46.176134424023374,46.176134424023374,00:1;01:1;02:0;03:1;04:2;05:0;06:0;07:1;08:1;09:2;10:1;11:0;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(21,3);(10,17);(16,5);(10,6);(20,11);(10,13);(12,12);(10,8);(16,16);(20,16);(14,20);(6,16);(12,16)",873,0,completed
12,known_visit,ACBBA,bernoulli,drop_0.25,25,625,13,10,acbba_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(1,15);(19,20);(4,24);(14,12);(9,13);(5,13);(14,13);(14,9);(13,3);(13,6)",10,True,40.88230440257205,40.88230440257205,00:0;01:0;02:0;03:2;04:3;05:0;06:0;07:2;08:1;09:1;10:0;11:0;12:1,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(5,0);(3,16);(8,14);(14,3);(14,13);(5,14);(10,15);(12,7);(12,15);(19,20);(4,23);(9,8);(3,21)",814,0,completed
13,known_visit,ACBBA,bernoulli,drop_0.25,25,625,13,10,acbba_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(22,9);(15,5);(2,20);(2,18);(23,0);(16,9);(13,16);(22,12);(2,3);(12,19)",10,True,56.41170494480965,56.41170494480965,00:0;01:1;02:2;03:0;04:2;05:1;06:0;07:0;08:0;09:1;10:1;11:0;12:2,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(7,5);(13,6);(22,9);(13,10);(23,0);(17,15);(16,12);(3,20);(6,19);(9,18);(2,3);(4,22);(16,9)",1131,0,completed
14,known_visit,ACBBA,bernoulli,drop_0.25,25,625,13,10,acbba_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(15,19);(12,23);(23,21);(3,18);(1,5);(10,4);(12,2);(22,16);(22,11);(1,6)",10,True,72.20864060820679,72.20864060820679,00:0;01:1;02:1;03:2;04:0;05:0;06:1;07:0;08:1;09:1;10:1;11:1;12:1,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(2,6);(12,23);(10,1);(12,2);(3,8);(2,9);(22,11);(2,8);(19,22);(22,16);(23,21);(15,19);(4,7)",1544,0,completed
15,known_visit,ACBBA,bernoulli,drop_0.25,25,625,13,10,acbba_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(5,0);(3,20);(11,15);(12,22);(12,12);(7,23);(15,0);(19,18);(23,16);(20,8)",10,True,67.51810533955987,67.51810533955987,00:1;01:1;02:0;03:0;04:0;05:1;06:1;07:1;08:1;09:0;10:1;11:3;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(11,15);(17,0);(14,10);(3,7);(15,0);(20,8);(14,23);(19,18);(23,16);(13,16);(18,18);(12,12);(11,24)",1339,0,completed
16,known_visit,ACBBA,bernoulli,drop_0.25,25,625,13,10,acbba_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(19,8);(6,17);(5,12);(12,11);(18,17);(3,18);(16,16);(13,21);(11,3);(14,9)",10,True,44.13891971313053,44.13891971313053,00:1;01:0;02:0;03:0;04:0;05:3;06:1;07:2;08:0;09:2;10:0;11:0;12:1,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(11,4);(10,6);(12,12);(4,8);(11,12);(19,8);(3,18);(18,17);(14,21);(9,17);(9,12);(3,4);(13,21)",873,0,completed
17,known_visit,ACBBA,bernoulli,drop_0.25,25,625,13,10,acbba_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(1,11);(4,12);(1,15);(8,10);(1,13);(22,23);(10,12);(23,16);(17,15);(17,5)",10,True,72.7399873922602,72.7399873922602,00:0;01:0;02:1;03:0;04:0;05:1;06:3;07:1;08:4;09:0;10:0;11:0;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(5,12);(4,12);(16,10);(17,15);(5,11);(13,11);(18,5);(14,16);(22,23);(16,17);(8,5);(1,11);(12,23)",1568,0,completed
18,known_visit,ACBBA,bernoulli,drop_0.25,25,625,13,10,acbba_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(10,17);(24,20);(14,15);(22,23);(3,21);(17,20);(20,6);(12,10);(2,20);(16,8)",10,True,46.93612927159699,46.93612927159699,00:0;01:0;02:0;03:0;04:2;05:1;06:1;07:0;08:1;09:1;10:2;11:2;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(2,19);(10,11);(14,4);(16,11);(21,9);(14,15);(6,17);(16,20);(14,14);(22,20);(3,21);(24,20);(10,22)",883,0,completed
19,known_visit,ACBBA,bernoulli,drop_0.25,25,625,13,10,acbba_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(18,6);(17,8);(17,17);(20,16);(21,13);(7,17);(2,5);(24,5);(20,4);(4,24)",10,True,55.93974124593817,55.93974124593817,00:2;01:1;02:0;03:0;04:1;05:1;06:0;07:1;08:0;09:2;10:0;11:1;12:1,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(24,5);(4,7);(12,5);(4,24);(19,18);(17,6);(17,13);(21,5);(16,5);(18,12);(18,17);(20,16);(7,19)",1041,0,completed
20,known_visit,ACBBA,bernoulli,drop_0.25,25,625,13,10,acbba_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(24,7);(10,3);(21,19);(8,3);(12,12);(22,21);(22,4);(16,12);(19,12);(13,14)",10,True,66.61432169989858,66.61432169989858,00:1;01:1;02:0;03:0;04:0;05:2;06:3;07:1;08:0;09:2;10:0;11:0;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(16,12);(14,6);(12,4);(16,13);(17,12);(22,4);(13,10);(15,19);(11,14);(22,21);(8,3);(21,18);(21,19)",1307,0,completed
21,known_visit,ACBBA,bernoulli,drop_0.25,25,625,13,10,acbba_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(1,6);(8,14);(14,12);(21,0);(2,0);(23,6);(6,20);(1,3);(6,1);(16,19)",10,True,49.07253836016569,49.07253836016569,00:2;01:1;02:2;03:2;04:0;05:0;06:1;07:0;08:0;09:0;10:1;11:1;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(8,15);(21,0);(14,12);(23,6);(9,8);(1,1);(9,14);(11,9);(5,2);(6,18);(2,11);(16,19);(7,19)",981,0,completed
22,known_visit,ACBBA,bernoulli,drop_0.25,25,625,13,10,acbba_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(5,24);(13,19);(22,5);(17,23);(18,16);(6,6);(23,8);(12,8);(11,11);(1,5)",10,True,45.51168118310568,45.51168118310568,00:0;01:1;02:1;03:1;04:3;05:0;06:0;07:0;08:1;09:0;10:1;11:0;12:2,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(2,4);(11,11);(13,16);(7,6);(22,5);(0,6);(7,12);(8,14);(19,23);(6,6);(13,19);(12,22);(17,22)",924,0,completed
23,known_visit,ACBBA,bernoulli,drop_0.25,25,625,13,10,acbba_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(7,9);(17,17);(21,11);(24,6);(7,15);(15,9);(18,0);(13,12);(12,23);(3,13)",10,True,50.329102520471324,50.329102520471324,00:0;01:0;02:1;03:1;04:2;05:2;06:2;07:0;08:0;09:0;10:0;11:1;12:1,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(9,0);(5,4);(19,6);(21,11);(13,12);(24,6);(10,23);(7,3);(16,16);(7,12);(6,19);(18,13);(16,17)",977,0,completed
24,known_visit,ACBBA,bernoulli,drop_0.25,25,625,13,10,acbba_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(19,14);(14,3);(19,23);(22,23);(6,15);(18,24);(20,16);(2,16);(9,4);(4,16)",10,True,38.155253059254896,38.155253059254896,00:0;01:2;02:0;03:0;04:0;05:0;06:1;07:1;08:3;09:0;10:0;11:2;12:1,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(4,14);(16,3);(8,4);(6,6);(4,17);(8,10);(19,14);(6,15);(20,18);(5,15);(6,16);(22,23);(18,23)",750,0,completed
25,known_visit,ACBBA,bernoulli,drop_0.25,25,625,13,10,acbba_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(12,11);(23,9);(9,19);(17,21);(21,8);(5,4);(21,11);(2,10);(18,22);(17,9)",10,True,39.59967761871513,39.59967761871513,00:0;01:0;02:1;03:1;04:2;05:1;06:2;07:0;08:0;09:0;10:2;11:0;12:1,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(2,10);(5,4);(12,11);(17,10);(23,9);(6,10);(21,12);(4,14);(6,16);(6,18);(18,22);(9,22);(9,18)",802,0,completed
26,known_visit,ACBBA,bernoulli,drop_0.25,25,625,13,10,acbba_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(22,7);(4,6);(1,13);(7,8);(20,21);(13,6);(17,3);(14,1);(14,5);(14,13)",10,True,52.85114598248336,52.85114598248336,00:1;01:0;02:3;03:1;04:1;05:0;06:1;07:1;08:1;09:0;10:0;11:1;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(13,7);(2,11);(22,7);(9,6);(11,8);(7,8);(16,1);(1,9);(14,12);(7,10);(17,12);(20,21);(13,22)",1066,0,completed
27,known_visit,ACBBA,bernoulli,drop_0.25,25,625,13,10,acbba_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(3,4);(2,11);(21,7);(5,3);(3,19);(3,10);(20,8);(7,0);(4,19);(2,15)",10,True,40.335553935181004,40.335553935181004,00:1;01:1;02:1;03:2;04:0;05:2;06:1;07:1;08:0;09:1;10:0;11:0;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(9,0);(4,18);(2,7);(21,7);(3,8);(6,19);(8,1);(4,11);(5,3);(3,19);(2,19);(2,22);(5,20)",874,0,completed
28,known_visit,ACBBA,bernoulli,drop_0.25,25,625,13,10,acbba_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(5,21);(20,18);(20,23);(23,3);(12,14);(20,19);(0,9);(4,4);(5,3);(13,8)",10,True,58.27584512743834,58.27584512743834,00:0;01:1;02:3;03:0;04:0;05:0;06:1;07:4;08:0;09:0;10:0;11:1;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(4,2);(7,9);(23,3);(4,5);(17,19);(4,4);(7,8);(20,23);(12,12);(8,17);(6,18);(16,15);(6,20)",1197,0,completed
29,known_visit,ACBBA,bernoulli,drop_0.25,25,625,13,10,acbba_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(20,20);(2,17);(23,18);(11,20);(1,21);(19,18);(10,19);(16,20);(8,16);(16,0)",10,True,56.86388190714935,56.86388190714935,00:1;01:0;02:0;03:0;04:0;05:0;06:0;07:2;08:1;09:1;10:5;11:0;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(16,18);(11,16);(15,17);(16,7);(15,13);(9,12);(19,16);(19,18);(8,17);(2,16);(22,18);(9,14);(16,8)",1091,0,completed
30,known_visit,ACBBA,bernoulli,drop_0.25,25,625,13,10,acbba_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(7,1);(19,11);(2,0);(23,14);(23,17);(19,13);(9,1);(13,4);(8,1);(24,11)",10,True,62.30027290713708,62.30027290713708,00:4;01:1;02:0;03:0;04:1;05:0;06:1;07:0;08:1;09:2;10:0;11:0;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(9,1);(13,5);(18,10);(6,3);(21,11);(19,14);(20,13);(16,12);(20,14);(24,11);(11,20);(8,2);(8,1)",1247,0,completed
31,known_visit,ACBBA,bernoulli,drop_0.25,25,625,13,10,acbba_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(1,1);(13,22);(10,8);(2,17);(3,23);(16,15);(19,20);(12,10);(2,3);(11,9)",10,True,47.989689464264174,47.989689464264174,00:1;01:1;02:1;03:0;04:2;05:1;06:0;07:0;08:1;09:0;10:0;11:2;12:1,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(12,6);(3,12);(16,15);(5,7);(11,11);(14,10);(4,7);(15,14);(10,7);(6,18);(13,22);(19,20);(8,17)",962,0,completed
32,known_visit,ACBBA,bernoulli,drop_0.25,25,625,13,10,acbba_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(8,20);(13,4);(19,14);(18,4);(11,24);(15,8);(10,10);(12,5);(2,18);(24,19)",10,True,52.300013358699815,52.300013358699815,00:2;01:1;02:0;03:0;04:0;05:2;06:0;07:0;08:2;09:1;10:1;11:0;12:1,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(13,5);(12,18);(9,4);(12,5);(12,15);(15,6);(4,18);(11,15);(24,19);(13,14);(17,19);(9,22);(16,24)",1050,0,completed
33,known_visit,ACBBA,bernoulli,drop_0.25,25,625,13,10,acbba_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(4,3);(4,12);(23,0);(12,7);(3,14);(8,4);(20,8);(9,24);(23,6);(5,20)",10,True,70.42347907009429,70.42347907009429,00:0;01:1;02:1;03:0;04:1;05:0;06:1;07:2;08:0;09:2;10:1;11:0;12:1,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(7,5);(6,6);(9,2);(7,21);(12,7);(8,4);(7,2);(13,7);(9,24);(23,0);(10,20);(3,6);(10,8)",1439,0,completed
34,known_visit,ACBBA,bernoulli,drop_0.25,25,625,13,10,acbba_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(9,4);(12,5);(19,3);(8,0);(14,6);(17,10);(10,8);(20,10);(11,24);(3,3)",10,True,40.583508150868475,40.583508150868475,00:1;01:1;02:2;03:0;04:3;05:2;06:0;07:0;08:0;09:0;10:0;11:0;12:1,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(14,6);(12,5);(17,8);(16,9);(19,3);(20,10);(17,12);(8,9);(12,24);(11,18);(9,15);(10,19);(14,24)",752,0,completed
35,known_visit,ACBBA,bernoulli,drop_0.25,25,625,13,10,acbba_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(8,20);(7,3);(14,16);(17,5);(9,24);(16,11);(14,8);(22,20);(17,7);(6,3)",10,True,57.65037938678947,57.65037938678947,00:0;01:2;02:0;03:3;04:1;05:0;06:0;07:0;08:1;09:0;10:0;11:2;12:1,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(17,6);(7,3);(3,4);(16,11);(7,4);(5,20);(15,10);(9,14);(22,19);(8,20);(14,16);(22,20);(14,24)",1158,0,completed
36,known_visit,ACBBA,bernoulli,drop_0.25,25,625,13,10,acbba_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(6,11);(19,8);(15,15);(17,18);(18,8);(23,12);(18,18);(15,12);(15,13);(24,12)",10,True,43.773032351307464,43.773032351307464,00:0;01:0;02:0;03:2;04:0;05:3;06:1;07:1;08:1;09:2;10:0;11:0;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(14,3);(9,2);(11,4);(19,8);(14,12);(24,12);(14,11);(17,13);(15,11);(18,14);(17,20);(17,16);(7,24)",842,0,completed
37,known_visit,ACBBA,bernoulli,drop_0.25,25,625,13,10,acbba_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(8,4);(13,14);(23,2);(22,11);(13,5);(6,16);(5,11);(18,23);(19,8);(24,5)",10,True,54.00139777003887,54.00139777003887,00:0;01:1;02:2;03:0;04:2;05:0;06:2;07:1;08:1;09:0;10:0;11:1;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(10,7);(23,2);(6,11);(21,13);(24,5);(13,5);(23,10);(20,22);(8,4);(18,23);(17,20);(20,23);(13,12)",995,0,completed
