trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,HIPC,ideal,1.0,34,1156,24,10,hipc_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,5);(28,1);(11,25);(20,24);(25,8);(3,5);(1,16);(23,30);(33,13);(24,22)",10,True,71.2896813816812,71.2896813816812,00:1;01:0;02:0;03:4;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:1;12:0;13:0;14:0;15:0;16:0;17:3;18:0;19:0;20:0;21:1;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(28,1);(0,1);(0,3);(33,13);(0,6);(4,7);(4,9);(0,10);(0,11);(4,13);(0,14);(1,16);(0,17);(0,19);(1,20);(1,22);(0,23);(24,22);(0,26);(0,27);(0,29);(23,30);(1,32);(1,33)",3245,0,completed
1,known_visit,HIPC,ideal,1.0,34,1156,24,10,hipc_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(19,17);(14,6);(17,16);(16,15);(5,33);(11,30);(26,23);(24,33);(27,21);(19,32)",10,True,48.546253996642925,48.546253996642925,00:0;01:0;02:0;03:0;04:1;05:0;06:0;07:0;08:0;09:0;10:0;11:3;12:0;13:0;14:0;15:0;16:2;17:0;18:0;19:0;20:0;21:0;22:1;23:3,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(0,0);(0,1);(0,3);(0,4);(14,6);(1,7);(0,9);(0,10);(0,11);(0,13);(0,14);(19,17);(0,17);(0,19);(0,20);(0,22);(27,21);(1,24);(0,26);(0,27);(0,29);(0,30);(11,28);(24,33)",2189,0,completed
2,known_visit,HIPC,ideal,1.0,34,1156,24,10,hipc_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(3,32);(26,0);(14,7);(19,20);(29,15);(24,23);(11,8);(21,32);(22,8);(10,12)",10,True,67.35290197711517,67.35290197711517,00:1;01:0;02:0;03:0;04:0;05:3;06:0;07:0;08:1;09:0;10:0;11:0;12:0;13:0;14:3;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:2;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(26,0);(0,1);(1,3);(0,4);(0,6);(22,8);(0,9);(0,10);(10,13);(0,13);(1,14);(0,16);(0,17);(0,19);(29,15);(1,22);(1,23);(0,24);(0,26);(0,27);(0,29);(0,30);(21,32);(0,33)",3076,0,completed
3,known_visit,HIPC,ideal,1.0,34,1156,24,10,hipc_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(18,8);(19,29);(2,31);(11,10);(20,22);(32,21);(14,23);(9,2);(6,3);(3,22)",10,True,59.640945530045315,59.640945530045315,00:0;01:0;02:2;03:0;04:0;05:0;06:1;07:1;08:0;09:0;10:0;11:0;12:0;13:0;14:0;15:4;16:0;17:0;18:0;19:0;20:1;21:1;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(0,0);(0,1);(9,2);(0,4);(0,6);(0,7);(18,8);(11,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(3,20);(32,21);(0,23);(1,24);(1,26);(0,27);(19,29);(2,31);(0,32);(0,33)",2739,0,completed
4,known_visit,HIPC,ideal,1.0,34,1156,24,10,hipc_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(17,0);(33,1);(26,29);(15,17);(9,10);(17,18);(23,29);(13,30);(6,0);(29,29)",10,True,56.479800213456095,56.479800213456095,00:3;01:0;02:0;03:0;04:0;05:0;06:0;07:1;08:0;09:0;10:0;11:0;12:2;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:3;21:1;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(33,1);(0,1);(1,3);(0,4);(0,6);(1,7);(0,9);(9,10);(1,11);(0,13);(0,14);(0,16);(17,18);(0,19);(0,20);(0,22);(0,23);(1,24);(0,26);(1,27);(29,29);(23,30);(1,32);(1,33)",2556,0,completed
5,known_visit,HIPC,ideal,1.0,34,1156,24,10,hipc_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(21,6);(4,2);(16,26);(9,17);(5,0);(19,7);(31,31);(15,20);(30,27);(22,11)",10,True,81.34912213666794,81.34912213666794,00:0;01:2;02:0;03:0;04:0;05:2;06:0;07:0;08:1;09:0;10:0;11:0;12:1;13:0;14:0;15:0;16:0;17:0;18:2;19:0;20:0;21:2;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(0,0);(5,0);(0,3);(2,4);(0,6);(21,6);(0,9);(0,10);(22,11);(1,13);(0,14);(0,16);(9,17);(0,19);(0,20);(0,22);(1,23);(1,24);(15,20);(1,27);(0,29);(30,27);(0,32);(0,33)",3744,0,completed
6,known_visit,HIPC,ideal,1.0,34,1156,24,10,hipc_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(21,15);(1,18);(14,25);(6,19);(4,11);(20,18);(16,2);(23,22);(33,20);(23,9)",10,True,66.29396651346904,66.29396651346904,00:0;01:2;02:0;03:0;04:0;05:0;06:0;07:0;08:1;09:0;10:0;11:0;12:0;13:4;14:0;15:0;16:0;17:3;18:0;19:0;20:0;21:0;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(2,0);(23,9);(0,3);(1,4);(0,6);(0,7);(1,9);(0,10);(9,11);(0,13);(0,14);(0,16);(1,17);(21,15);(8,20);(0,22);(0,23);(33,20);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)",3037,0,completed
7,known_visit,HIPC,ideal,1.0,34,1156,24,10,hipc_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(11,6);(22,28);(9,12);(33,20);(16,10);(15,3);(24,5);(9,8);(18,10);(4,26)",10,True,72.66950668955515,72.66950668955515,00:0;01:0;02:1;03:1;04:1;05:0;06:2;07:2;08:0;09:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:3;19:0;20:0;21:0;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(1,0);(0,1);(25,3);(24,5);(11,6);(0,7);(9,12);(18,10);(1,11);(0,13);(0,14);(0,16);(1,17);(0,19);(0,20);(0,22);(0,23);(1,24);(33,20);(0,27);(0,29);(0,30);(0,32);(0,33)",3309,0,completed
8,known_visit,HIPC,ideal,1.0,34,1156,24,10,hipc_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(10,22);(29,12);(29,17);(17,15);(11,32);(24,29);(25,3);(5,8);(6,23);(18,30)",10,True,66.3422697007743,66.3422697007743,00:0;01:0;02:1;03:0;04:1;05:0;06:0;07:0;08:0;09:0;10:0;11:3;12:0;13:0;14:0;15:1;16:1;17:0;18:0;19:0;20:2;21:0;22:1;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(1,0);(0,1);(25,3);(0,4);(5,8);(5,7);(0,9);(0,10);(0,11);(1,13);(17,14);(29,12);(0,17);(0,19);(0,20);(10,22);(6,23);(0,24);(0,26);(0,27);(24,29);(1,30);(11,32);(0,33)",2993,0,completed
9,known_visit,HIPC,ideal,1.0,34,1156,24,10,hipc_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(18,24);(6,0);(2,8);(22,15);(23,3);(22,26);(14,7);(29,27);(31,19);(17,25)",10,True,67.15691400139578,67.15691400139578,00:1;01:0;02:0;03:0;04:0;05:3;06:0;07:0;08:0;09:0;10:1;11:0;12:0;13:0;14:0;15:0;16:0;17:2;18:3;19:0;20:0;21:0;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(6,0);(1,1);(1,3);(0,4);(0,6);(23,3);(0,9);(0,10);(1,11);(0,13);(22,15);(5,16);(0,17);(0,19);(0,20);(0,22);(0,23);(18,24);(31,19);(0,27);(1,29);(0,30);(0,32);(0,33)",3073,0,completed
