trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,HIPC,ideal,1.0,34,1156,14,10,hipc_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,5);(28,1);(11,25);(20,24);(25,8);(3,5);(1,16);(23,30);(33,13);(24,22)",10,True,93.59202316771609,93.59202316771609,00:0;01:0;02:5;03:0;04:0;05:0;06:1;07:0;08:0;09:0;10:3;11:0;12:1;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(17,0);(1,3);(33,13);(4,8);(1,10);(4,13);(1,16);(1,18);(0,20);(0,23);(24,22);(0,28);(23,30);(0,33)",2444,0,completed
1,known_visit,HIPC,ideal,1.0,34,1156,14,10,hipc_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(19,17);(14,6);(17,16);(16,15);(5,33);(11,30);(26,23);(24,33);(27,21);(19,32)",10,True,48.44641352414067,48.44641352414067,00:0;01:0;02:1;03:0;04:0;05:0;06:3;07:0;08:0;09:2;10:0;11:0;12:1;13:3,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(0,0);(0,3);(14,6);(0,8);(0,10);(0,13);(19,17);(1,18);(0,20);(27,21);(1,25);(0,28);(19,31);(24,33)",1211,0,completed
2,known_visit,HIPC,ideal,1.0,34,1156,14,10,hipc_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(3,32);(26,0);(14,7);(19,20);(29,15);(24,23);(11,8);(21,32);(22,8);(10,12)",10,True,67.18170424284956,67.18170424284956,00:1;01:0;02:3;03:0;04:0;05:1;06:0;07:0;08:3;09:0;10:0;11:0;12:0;13:2,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(26,0);(0,3);(22,8);(0,8);(0,10);(13,12);(0,15);(1,18);(29,15);(0,23);(0,25);(0,28);(2,30);(21,32)",1713,0,completed
3,known_visit,HIPC,ideal,1.0,34,1156,14,10,hipc_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(18,8);(19,29);(2,31);(11,10);(20,22);(32,21);(14,23);(9,2);(6,3);(3,22)",10,True,61.3171254613132,61.3171254613132,00:0;01:2;02:0;03:0;04:2;05:0;06:0;07:0;08:0;09:4;10:0;11:0;12:2;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(0,0);(9,2);(0,5);(1,8);(18,8);(0,13);(0,15);(0,18);(3,21);(32,21);(1,25);(0,28);(19,29);(0,33)",1599,0,completed
4,known_visit,HIPC,ideal,1.0,34,1156,14,10,hipc_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(17,0);(33,1);(26,29);(15,17);(9,10);(17,18);(23,29);(13,30);(6,0);(29,29)",10,True,56.820613278829505,56.820613278829505,00:3;01:0;02:0;03:0;04:1;05:0;06:0;07:2;08:0;09:0;10:0;11:3;12:1;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(33,1);(0,3);(0,5);(0,8);(9,10);(1,13);(0,15);(17,18);(0,20);(0,23);(0,25);(29,29);(23,30);(0,33)",1441,0,completed
5,known_visit,HIPC,ideal,1.0,34,1156,14,10,hipc_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(21,6);(4,2);(16,26);(9,17);(5,0);(19,7);(31,31);(15,20);(30,27);(22,11)",10,True,83.22642305324858,83.22642305324858,00:2;01:0;02:0;03:2;04:1;05:0;06:0;07:1;08:0;09:0;10:2;11:0;12:2;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(4,2);(0,3);(8,5);(21,6);(22,11);(0,13);(9,16);(9,17);(0,20);(0,23);(15,20);(0,28);(30,27);(0,33)",2143,0,completed
6,known_visit,HIPC,ideal,1.0,34,1156,14,10,hipc_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(21,15);(1,18);(14,25);(6,19);(4,11);(20,18);(16,2);(23,22);(33,20);(23,9)",10,True,63.64690313865372,63.64690313865372,00:0;01:1;02:0;03:0;04:1;05:0;06:0;07:5;08:0;09:0;10:3;11:0;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(0,0);(21,2);(0,5);(0,8);(4,14);(0,13);(0,15);(23,9);(10,20);(0,23);(33,20);(1,28);(0,30);(0,33)",1640,0,completed
7,known_visit,HIPC,ideal,1.0,34,1156,14,10,hipc_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(11,6);(22,28);(9,12);(33,20);(16,10);(15,3);(24,5);(9,8);(18,10);(4,26)",10,True,74.2760890002947,74.2760890002947,00:0;01:2;02:1;03:3;04:1;05:0;06:0;07:0;08:0;09:0;10:3;11:0;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(0,0);(24,5);(11,6);(18,10);(9,12);(0,13);(0,15);(0,18);(1,20);(0,23);(33,20);(0,28);(0,30);(0,33)",1931,0,completed
8,known_visit,HIPC,ideal,1.0,34,1156,14,10,hipc_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(10,22);(29,12);(29,17);(17,15);(11,32);(24,29);(25,3);(5,8);(6,23);(18,30)",10,True,64.5757853729632,64.5757853729632,00:0;01:1;02:0;03:1;04:0;05:0;06:3;07:0;08:0;09:2;10:0;11:2;12:0;13:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(0,0);(25,3);(0,5);(5,8);(0,10);(0,13);(29,12);(0,18);(0,20);(10,22);(0,25);(24,29);(0,30);(11,32)",1655,0,completed
9,known_visit,HIPC,ideal,1.0,34,1156,14,10,hipc_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(18,24);(6,0);(2,8);(22,15);(23,3);(22,26);(14,7);(29,27);(31,19);(17,25)",10,True,71.06216579794028,71.06216579794028,00:1;01:0;02:0;03:3;04:0;05:0;06:1;07:0;08:0;09:0;10:2;11:3;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(6,0);(1,3);(0,5);(23,3);(0,10);(0,13);(24,15);(0,18);(0,20);(0,23);(18,24);(31,19);(1,30);(0,33)",1834,0,completed
