trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,robot_id,steps_total,steps_after_first_clue,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,messages_sent,protected_messages_sent,unprotected_messages_sent,core_messages_sent,allocation_messages_sent,post_clue_messages_sent,messages_sent_by_topic,messages_delivered_to_robot,messages_dropped_to_robot,trial_status,failure_type,failure_message
0,HIPC,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,hipc_gilbert_elliott_drop_0_30_rho_0_8,,coverage,00,154,0,68,87,0,0,0,619,157,462,311,308,0,collision_intent:157;hipc_entry:308;state:154,1705,448,completed,,
0,HIPC,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,hipc_gilbert_elliott_drop_0_30_rho_0_8,,coverage,01,156,0,123,34,0,0,0,766,158,608,314,452,0,collision_intent:158;hipc_entry:452;state:156,1586,421,completed,,
0,HIPC,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,hipc_gilbert_elliott_drop_0_30_rho_0_8,,coverage,02,153,0,104,50,0,0,0,746,156,590,309,437,0,collision_intent:156;hipc_clear_bundle:1;hipc_entry:436;state:153,1573,454,completed,,
0,HIPC,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,hipc_gilbert_elliott_drop_0_30_rho_0_8,,coverage,03,156,0,66,91,0,0,0,642,159,483,315,327,0,collision_intent:159;hipc_entry:327;state:156,1659,471,completed,,
1,HIPC,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,hipc_gilbert_elliott_drop_0_30_rho_0_8,,coverage,00,154,0,72,83,0,0,0,724,162,562,316,408,0,collision_intent:162;hipc_entry:408;state:154,1567,539,completed,,
1,HIPC,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,hipc_gilbert_elliott_drop_0_30_rho_0_8,,coverage,01,154,0,125,30,0,0,0,732,160,572,314,418,0,collision_intent:160;hipc_entry:418;state:154,1644,455,completed,,
1,HIPC,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,hipc_gilbert_elliott_drop_0_30_rho_0_8,,coverage,02,159,0,69,91,0,0,0,654,159,495,318,336,0,collision_intent:159;hipc_entry:336;state:159,1631,546,completed,,
1,HIPC,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,hipc_gilbert_elliott_drop_0_30_rho_0_8,,coverage,03,157,0,95,63,0,0,0,721,159,562,316,405,0,collision_intent:159;hipc_entry:405;state:157,1661,448,completed,,
2,HIPC,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,hipc_gilbert_elliott_drop_0_30_rho_0_8,,coverage,00,201,0,100,102,0,0,0,894,204,690,405,489,0,collision_intent:204;hipc_entry:489;state:201,1929,676,completed,,
2,HIPC,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,hipc_gilbert_elliott_drop_0_30_rho_0_8,,coverage,01,200,0,135,66,0,0,0,917,202,715,402,515,0,collision_intent:202;hipc_clear_bundle:1;hipc_entry:514;state:200,1794,789,completed,,
