trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status
10,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,401,401,0,361,44,0,0,0,1956,5476,388,406,1550,807,1149,0,0,0.08351269909599655,5.418282548476454,0.0,2.865336658354115,0.0,3.182825484764543,collision_intent:406;hipc_entry:1149;state:401,102,501,0.04778393351800547,completed
11,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,442,442,0,361,85,0,0,0,2049,5708,436,451,1598,893,1156,0,0,0.09100396576915049,5.67590027700831,0.0,2.6153846153846154,0.0,3.2022160664819945,collision_intent:451;hipc_entry:1156;state:442,114,542,0.07409972299168976,completed
12,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,468,468,0,361,111,0,0,0,2146,5969,467,472,1674,940,1206,0,0,0.09302788844621514,5.944598337950138,0.0,2.576923076923077,0.0,3.3407202216066483,collision_intent:472;hipc_entry:1206;state:468,118,565,0.07409972299168976,completed
13,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,430,430,0,361,73,0,0,0,2033,5706,390,436,1597,866,1167,0,0,0.08145363408521303,5.631578947368421,0.0,2.713953488372093,0.0,3.2326869806094183,collision_intent:436;hipc_clear_bundle:3;hipc_entry:1164;state:430,108,519,0.013157894736842035,completed
14,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,478,478,0,361,121,0,0,0,2153,6003,453,491,1662,969,1184,0,0,0.09090909090909091,5.96398891966759,0.0,2.4769874476987446,0.0,3.2797783933518008,collision_intent:491;hipc_entry:1184;state:478,121,569,0.05747922437673125,completed
15,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,663,663,0,361,306,0,0,0,2699,7401,693,680,2019,1343,1356,0,0,0.11446977205153618,7.476454293628809,0.0,2.0452488687782804,0.0,3.7562326869806095,collision_intent:680;hipc_clear_bundle:2;hipc_entry:1354;state:663,169,706,0.0602493074792243,completed
16,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,425,425,0,361,68,0,0,0,2003,5533,473,426,1577,851,1152,0,0,0.10004230118443316,5.5484764542936285,0.0,2.7105882352941175,0.0,3.1911357340720223,collision_intent:426;hipc_entry:1152;state:425,107,512,0.04916897506925211,completed
17,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,425,425,0,361,68,0,0,0,1996,5525,460,437,1559,862,1134,0,0,0.09841677364142062,5.529085872576177,0.0,2.6682352941176473,0.0,3.141274238227147,collision_intent:437;hipc_clear_bundle:1;hipc_entry:1133;state:425,108,520,0.05332409972299179,completed
18,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,452,452,0,361,95,0,0,0,2136,5841,562,460,1676,912,1224,0,0,0.11188532749352977,5.916897506925208,0.0,2.7079646017699117,0.0,3.3905817174515236,collision_intent:460;hipc_entry:1224;state:452,115,569,0.10595567867036015,completed
19,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,448,448,0,361,91,0,0,0,2056,5726,439,456,1600,904,1152,0,0,0.09151553053992079,5.695290858725762,0.0,2.5714285714285716,0.0,3.1911357340720223,collision_intent:456;hipc_clear_bundle:1;hipc_entry:1151;state:448,113,553,0.08518005540166196,completed
20,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,457,457,0,361,100,0,0,0,2111,5902,428,465,1646,922,1189,0,0,0.0867274569402229,5.847645429362881,0.0,2.6017505470459517,0.0,3.293628808864266,collision_intent:465;hipc_clear_bundle:4;hipc_entry:1185;state:457,115,561,0.05747922437673125,completed
21,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,523,523,0,361,166,0,0,0,2269,6296,499,534,1735,1057,1212,0,0,0.09603541185527328,6.285318559556787,0.0,2.317399617590822,0.0,3.3573407202216066,collision_intent:534;hipc_entry:1212;state:523,132,602,0.12950138504155118,completed
22,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,505,505,0,361,148,0,0,0,2323,6363,592,516,1807,1021,1302,0,0,0.10942698706099815,6.434903047091413,0.0,2.5782178217821783,0.0,3.6066481994459836,collision_intent:516;hipc_entry:1302;state:505,129,596,0.020083102493074767,completed
23,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,460,460,0,361,103,0,0,0,2113,5957,379,470,1643,930,1183,0,0,0.07693869265123833,5.853185595567867,0.0,2.5717391304347825,0.0,3.2770083102493075,collision_intent:470;hipc_clear_bundle:1;hipc_entry:1182;state:460,117,554,0.054709141274238204,completed
24,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,510,510,0,361,153,0,0,0,2269,6424,380,534,1735,1044,1225,0,0,0.07304882737408688,6.285318559556787,0.0,2.4019607843137254,0.0,3.3933518005540164,collision_intent:534;hipc_clear_bundle:1;hipc_entry:1224;state:510,131,614,0.10595567867036015,completed
25,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,413,413,0,361,56,0,0,0,1967,5542,356,418,1549,831,1136,0,0,0.07665805340223945,5.448753462603878,0.0,2.750605326876513,0.0,3.146814404432133,collision_intent:418;hipc_clear_bundle:1;hipc_entry:1135;state:413,106,517,0.04085872576177296,completed
26,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,531,531,0,361,174,0,0,0,2293,6410,466,544,1749,1075,1218,0,0,0.08886346300533944,6.351800554016621,0.0,2.2937853107344632,0.0,3.3739612188365653,collision_intent:544;hipc_entry:1218;state:531,134,586,0.020083102493074767,completed
27,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,451,451,0,361,94,0,0,0,2081,5782,458,458,1623,909,1172,0,0,0.09412248253185368,5.7645429362880884,0.0,2.598669623059867,0.0,3.2465373961218837,collision_intent:458;hipc_entry:1172;state:451,114,541,0.06994459833795008,completed
28,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,409,409,0,361,52,0,0,0,1868,5201,397,416,1452,825,1043,0,0,0.09126436781609196,5.174515235457064,0.0,2.550122249388753,0.0,2.889196675900277,collision_intent:416;hipc_clear_bundle:1;hipc_entry:1042;state:409,103,496,0.029778393351800547,completed
29,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,436,436,0,361,79,0,0,0,2066,5695,500,445,1621,881,1185,0,0,0.102880658436214,5.7229916897506925,0.0,2.717889908256881,0.0,3.2825484764542936,collision_intent:445;hipc_entry:1185;state:436,110,540,0.051939058171745156,completed
30,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,524,524,0,361,167,0,0,0,2283,6254,593,535,1748,1059,1224,0,0,0.11312476154139642,6.32409972299169,0.0,2.33587786259542,0.0,3.3905817174515236,collision_intent:535;hipc_entry:1224;state:524,132,606,0.05609418282548484,completed
31,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,445,445,0,361,88,0,0,0,2074,5753,455,455,1619,900,1174,0,0,0.09389186958316137,5.745152354570637,0.0,2.6382022471910114,0.0,3.25207756232687,collision_intent:455;hipc_clear_bundle:2;hipc_entry:1172;state:445,112,547,0.06440443213296398,completed
32,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,453,453,0,361,96,0,0,0,2085,5712,541,459,1626,912,1173,0,0,0.11095159967186219,5.775623268698061,0.0,2.589403973509934,0.0,3.2493074792243766,collision_intent:459;hipc_clear_bundle:1;hipc_entry:1172;state:453,114,554,0.10734072022160657,completed
33,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,461,461,0,361,104,0,0,0,2140,5925,492,471,1669,932,1208,0,0,0.09832134292565947,5.92797783933518,0.0,2.6203904555314534,0.0,3.3462603878116344,collision_intent:471;hipc_entry:1208;state:461,118,556,0.04362880886426601,completed
34,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,422,422,0,361,65,0,0,0,2012,5602,431,425,1587,847,1165,0,0,0.09058427910886928,5.573407202216067,0.0,2.7606635071090047,0.0,3.227146814404432,collision_intent:425;hipc_clear_bundle:1;hipc_entry:1164;state:422,106,511,0.015927977839335083,completed
35,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,422,422,0,361,65,0,0,0,2015,5599,444,433,1582,855,1160,0,0,0.09359190556492411,5.581717451523546,0.0,2.748815165876777,0.0,3.2132963988919667,collision_intent:433;hipc_entry:1160;state:422,107,534,0.06578947368421062,completed
36,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,440,440,0,361,83,0,0,0,2091,5834,437,452,1639,892,1199,0,0,0.08891149542217701,5.792243767313019,0.0,2.725,0.0,3.3213296398891967,collision_intent:452;hipc_entry:1199;state:440,112,548,0.054709141274238204,completed
37,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,496,496,0,361,139,0,0,0,2232,6169,524,504,1728,1000,1232,0,0,0.10113877629801196,6.1828254847645425,0.0,2.4838709677419355,0.0,3.412742382271468,collision_intent:504;hipc_entry:1232;state:496,126,582,0.025623268698060864,completed
38,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,486,486,0,361,129,0,0,0,2233,6153,543,494,1739,980,1253,0,0,0.10414269275028769,6.185595567867036,0.0,2.578189300411523,0.0,3.4709141274238227,collision_intent:494;hipc_entry:1253;state:486,122,609,0.10595567867036015,completed
39,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,453,453,0,361,96,0,0,0,2076,5820,405,458,1618,911,1165,0,0,0.08348794063079777,5.750692520775623,0.0,2.5717439293598234,0.0,3.227146814404432,collision_intent:458;hipc_entry:1165;state:453,116,539,0.06994459833795008,completed
40,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,414,414,0,361,57,0,0,0,2002,5538,466,425,1577,839,1163,0,0,0.09854091774159442,5.545706371191136,0.0,2.8091787439613527,0.0,3.221606648199446,collision_intent:425;hipc_clear_bundle:1;hipc_entry:1162;state:414,105,507,0.028393351800553912,completed
41,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,416,416,0,361,59,0,0,0,1964,5480,411,430,1534,846,1118,0,0,0.08932840686807215,5.4404432132963985,0.0,2.6875,0.0,3.096952908587258,collision_intent:430;hipc_entry:1118;state:416,106,504,0.04085872576177296,completed
42,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,467,467,0,361,110,0,0,0,2153,5943,514,484,1669,951,1202,0,0,0.10269730269730269,5.96398891966759,0.0,2.5738758029978586,0.0,3.329639889196676,collision_intent:484;hipc_entry:1202;state:467,120,545,0.020083102493074767,completed
43,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,423,423,0,361,66,0,0,0,2028,5612,470,435,1593,858,1170,0,0,0.09838810969227549,5.617728531855955,0.0,2.765957446808511,0.0,3.2409972299168976,collision_intent:435;hipc_clear_bundle:3;hipc_entry:1167;state:423,108,524,0.04778393351800547,completed
44,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,405,405,0,361,48,0,0,0,1911,5383,347,406,1505,811,1100,0,0,0.07690602836879433,5.293628808864266,0.0,2.7160493827160495,0.0,3.0470914127423825,collision_intent:406;hipc_entry:1100;state:405,102,504,0.06301939058171735,completed
45,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,549,549,0,361,192,0,0,0,2341,6528,490,565,1776,1114,1227,0,0,0.09205335337215856,6.484764542936288,0.0,2.2349726775956285,0.0,3.398891966759003,collision_intent:565;hipc_entry:1227;state:549,139,607,0.04362880886426601,completed
46,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,516,516,0,361,159,0,0,0,2280,6299,538,525,1755,1041,1239,0,0,0.10224249334853668,6.315789473684211,0.0,2.4011627906976742,0.0,3.4321329639889195,collision_intent:525;hipc_entry:1239;state:516,132,608,0.12673130193905813,completed
47,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,459,459,0,361,102,0,0,0,2107,5851,467,465,1642,924,1183,0,0,0.09486085720089377,5.836565096952908,0.0,2.577342047930283,0.0,3.2770083102493075,collision_intent:465;hipc_entry:1183;state:459,117,570,0.11011080332409962,completed
48,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,425,425,0,361,68,0,0,0,2018,5649,398,433,1585,858,1160,0,0,0.08378947368421052,5.590027700831025,0.0,2.7294117647058824,0.0,3.2132963988919667,collision_intent:433;hipc_clear_bundle:2;hipc_entry:1158;state:425,108,520,0.03393351800554023,completed
49,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,471,471,0,361,114,0,0,0,2123,5871,496,480,1643,951,1172,0,0,0.10066977877004263,5.880886426592798,0.0,2.4883227176220806,0.0,3.2465373961218837,collision_intent:480;hipc_clear_bundle:1;hipc_entry:1171;state:471,120,573,0.06994459833795008,completed
50,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,447,447,0,361,90,0,0,0,2057,5676,489,456,1601,903,1154,0,0,0.1018962283809127,5.698060941828255,0.0,2.58165548098434,0.0,3.1966759002770084,collision_intent:456;hipc_clear_bundle:3;hipc_entry:1151;state:447,113,532,0.05609418282548484,completed
51,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,539,539,0,361,182,0,0,0,2318,6487,464,553,1765,1092,1226,0,0,0.08767951625094482,6.421052631578948,0.0,2.274582560296846,0.0,3.3961218836565097,collision_intent:553;hipc_entry:1226;state:539,138,605,0.07132963988919672,completed
52,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,457,457,0,361,100,0,0,0,2117,5834,514,467,1650,924,1193,0,0,0.10390135435617547,5.864265927977839,0.0,2.6105032822757113,0.0,3.3047091412742384,collision_intent:467;hipc_entry:1193;state:457,117,543,0.042243767313019376,completed
53,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,508,508,0,361,151,0,0,0,2266,6259,536,514,1752,1022,1244,0,0,0.10203693127736531,6.2770083102493075,0.0,2.4488188976377954,0.0,3.445983379501385,collision_intent:514;hipc_clear_bundle:2;hipc_entry:1242;state:508,129,586,0.05332409972299179,completed
54,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,526,526,0,361,169,0,0,0,2264,6323,466,533,1731,1059,1205,0,0,0.08978805394990366,6.271468144044321,0.0,2.290874524714829,0.0,3.337950138504155,collision_intent:533;hipc_entry:1205;state:526,134,628,0.09349030470914133,completed
55,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,506,506,0,361,149,0,0,0,2252,6136,618,522,1730,1028,1224,0,0,0.11912104857363146,6.238227146814404,0.0,2.41897233201581,0.0,3.3905817174515236,collision_intent:522;hipc_clear_bundle:3;hipc_entry:1221;state:506,129,574,0.03808864265927969,completed
56,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,426,426,0,361,69,0,0,0,1968,5443,458,431,1537,857,1111,0,0,0.0993923611111111,5.4515235457063715,0.0,2.607981220657277,0.0,3.0775623268698062,collision_intent:431;hipc_entry:1111;state:426,108,529,0.035318559556786644,completed
57,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,516,516,0,361,159,0,0,0,2324,6355,614,530,1794,1046,1278,0,0,0.11414761108012642,6.437673130193906,0.0,2.4767441860465116,0.0,3.5401662049861495,collision_intent:530;hipc_clear_bundle:1;hipc_entry:1277;state:516,130,599,0.04639889196675906,completed
58,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,489,489,0,361,132,0,0,0,2199,6083,511,500,1699,989,1210,0,0,0.10031409501374165,6.091412742382271,0.0,2.474437627811861,0.0,3.3518005540166205,collision_intent:500;hipc_entry:1210;state:489,125,592,0.07132963988919672,completed
59,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,500,500,0,361,143,0,0,0,2229,6153,532,503,1726,1003,1226,0,0,0.10278207109737249,6.174515235457064,0.0,2.452,0.0,3.3961218836565097,collision_intent:503;hipc_clear_bundle:1;hipc_entry:1225;state:500,126,566,0.03393351800554023,completed
60,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,551,551,0,361,194,0,0,0,2326,6524,451,559,1767,1110,1216,0,0,0.08512646281615704,6.443213296398892,0.0,2.206896551724138,0.0,3.3684210526315788,collision_intent:559;hipc_clear_bundle:1;hipc_entry:1215;state:551,140,642,0.12673130193905813,completed
61,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,460,460,0,361,103,0,0,0,2120,5871,486,467,1653,927,1193,0,0,0.09806295399515738,5.872576177285318,0.0,2.5934782608695652,0.0,3.3047091412742384,collision_intent:467;hipc_clear_bundle:1;hipc_entry:1192;state:460,117,565,0.10595567867036015,completed
62,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,412,412,0,361,55,0,0,0,1951,5425,425,416,1535,828,1123,0,0,0.09235115167318557,5.404432132963989,0.0,2.7257281553398056,0.0,3.110803324099723,collision_intent:416;hipc_clear_bundle:2;hipc_entry:1121;state:412,104,509,0.05747922437673125,completed
63,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,477,477,0,361,120,0,0,0,2132,5988,405,480,1652,957,1175,0,0,0.08176862507571168,5.905817174515235,0.0,2.4633123689727463,0.0,3.2548476454293627,collision_intent:480;hipc_clear_bundle:1;hipc_entry:1174;state:477,120,558,0.04085872576177296,completed
64,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,416,416,0,361,59,0,0,0,1991,5549,422,421,1570,837,1154,0,0,0.08963466440101954,5.515235457063712,0.0,2.7740384615384617,0.0,3.1966759002770084,collision_intent:421;hipc_clear_bundle:2;hipc_entry:1152;state:416,106,524,0.04639889196675906,completed
65,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,452,452,0,361,95,0,0,0,2127,5899,477,458,1669,910,1217,0,0,0.09536185525789684,5.89196675900277,0.0,2.6924778761061945,0.0,3.371191135734072,collision_intent:458;hipc_entry:1217;state:452,114,547,0.03947368421052633,completed
66,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,449,449,0,361,92,0,0,0,2134,5910,489,460,1674,909,1225,0,0,0.09742976688583384,5.911357340720222,0.0,2.728285077951002,0.0,3.3933518005540164,collision_intent:460;hipc_clear_bundle:3;hipc_entry:1222;state:449,115,538,0.009002770083102574,completed
