trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,robot_id,steps_total,steps_after_first_clue,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,messages_sent,protected_messages_sent,unprotected_messages_sent,core_messages_sent,allocation_messages_sent,post_clue_messages_sent,messages_sent_by_topic,messages_delivered_to_robot,messages_dropped_to_robot,trial_status
2,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,117,0,88,30,0,0,0,529,118,411,235,294,0,collision_intent:118;hipc_entry:294;state:117,1507,128,completed
2,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,116,0,107,10,0,0,0,573,117,456,233,340,0,collision_intent:117;hipc_entry:340;state:116,1464,128,completed
3,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,118,0,98,21,0,0,0,545,120,425,238,307,0,collision_intent:120;hipc_entry:307;state:118,1456,118,completed
3,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,121,0,83,39,0,0,0,494,124,370,245,249,0,collision_intent:124;hipc_entry:249;state:121,1487,139,completed
3,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,119,0,101,19,0,0,0,549,123,426,242,307,0,collision_intent:123;hipc_entry:307;state:119,1463,107,completed
3,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,120,0,79,42,0,0,0,532,123,409,243,289,0,collision_intent:123;hipc_entry:289;state:120,1455,132,completed
4,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,133,0,113,21,0,0,0,631,134,497,267,364,0,collision_intent:134;hipc_entry:364;state:133,1532,156,completed
4,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,131,0,87,45,0,0,0,583,131,452,262,321,0,collision_intent:131;hipc_entry:321;state:131,1574,161,completed
4,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,131,0,110,22,0,0,0,613,132,481,263,350,0,collision_intent:132;hipc_entry:350;state:131,1607,98,completed
4,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,132,0,51,82,0,0,0,492,132,360,264,228,0,collision_intent:132;hipc_entry:228;state:132,1700,127,completed
5,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,122,0,70,53,0,0,0,510,123,387,245,265,0,collision_intent:123;hipc_entry:265;state:122,1501,176,completed
5,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,119,0,89,31,0,0,0,545,121,424,240,305,0,collision_intent:121;hipc_entry:305;state:119,1500,141,completed
5,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,122,0,98,25,0,0,0,563,123,440,245,318,0,collision_intent:123;hipc_entry:318;state:122,1479,144,completed
5,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,120,0,104,17,0,0,0,570,122,448,242,328,0,collision_intent:122;hipc_entry:328;state:120,1485,132,completed
6,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,120,0,110,11,0,0,0,583,124,459,244,339,0,collision_intent:124;hipc_entry:339;state:120,1511,55,completed
6,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,119,0,85,35,0,0,0,530,120,410,239,291,0,collision_intent:120;hipc_entry:291;state:119,1531,88,completed
6,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,121,0,72,50,0,0,0,488,126,362,247,241,0,collision_intent:126;hipc_entry:241;state:121,1569,93,completed
6,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,120,0,94,27,0,0,0,549,123,426,243,306,0,collision_intent:123;hipc_entry:306;state:120,1458,142,completed
7,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,118,0,99,20,0,0,0,551,118,433,236,315,0,collision_intent:118;hipc_entry:315;state:118,1489,140,completed
7,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,118,0,99,20,0,0,0,567,120,447,238,329,0,collision_intent:120;hipc_entry:329;state:118,1469,143,completed
7,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,123,0,67,57,0,0,0,504,123,381,246,258,0,collision_intent:123;hipc_entry:258;state:123,1542,134,completed
7,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,118,0,96,23,0,0,0,558,120,438,238,320,0,collision_intent:120;hipc_entry:320;state:118,1475,146,completed
8,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,109,0,88,22,0,0,0,408,116,292,225,183,0,collision_intent:116;hipc_entry:183;state:109,1399,98,completed
8,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,107,0,88,20,0,0,0,512,109,403,216,296,0,collision_intent:109;hipc_entry:296;state:107,1275,117,completed
8,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,108,0,98,11,0,0,0,527,111,416,219,308,0,collision_intent:111;hipc_entry:308;state:108,1289,88,completed
8,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,108,0,87,22,0,0,0,458,110,348,218,240,0,collision_intent:110;hipc_clear_bundle:1;hipc_entry:239;state:108,1366,81,completed
9,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,124,0,95,30,0,0,0,569,126,443,250,319,0,collision_intent:126;hipc_clear_bundle:1;hipc_entry:318;state:124,1552,133,completed
9,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,130,0,52,79,0,0,0,495,131,364,261,234,0,collision_intent:131;hipc_entry:234;state:130,1588,171,completed
9,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,130,0,121,10,0,0,0,621,131,490,261,360,0,collision_intent:131;hipc_entry:360;state:130,1525,109,completed
9,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,128,0,93,36,0,0,0,570,130,440,258,312,0,collision_intent:130;hipc_entry:312;state:128,1507,177,completed
10,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,100,0,94,7,0,0,0,501,101,400,201,300,0,collision_intent:101;hipc_entry:300;state:100,1353,101,completed
10,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,99,0,75,25,0,0,0,469,102,367,201,268,0,collision_intent:102;hipc_entry:268;state:99,1370,116,completed
10,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,102,0,98,5,0,0,0,497,102,395,204,293,0,collision_intent:102;hipc_entry:293;state:102,1405,53,completed
10,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,100,0,94,7,0,0,0,489,101,388,201,288,0,collision_intent:101;hipc_entry:288;state:100,1348,118,completed
11,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,107,0,75,33,0,0,0,500,110,390,217,283,0,collision_intent:110;hipc_entry:283;state:107,1408,140,completed
11,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,110,0,80,31,0,0,0,481,113,368,223,258,0,collision_intent:113;hipc_entry:258;state:110,1459,108,completed
11,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,111,0,103,9,0,0,0,526,113,413,224,302,0,collision_intent:113;hipc_entry:302;state:111,1439,83,completed
11,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,114,0,103,12,0,0,0,542,115,427,229,313,0,collision_intent:115;hipc_entry:313;state:114,1402,105,completed
12,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,117,0,98,20,0,0,0,542,119,423,236,306,0,collision_intent:119;hipc_entry:306;state:117,1491,113,completed
12,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,118,0,101,18,0,0,0,565,119,446,237,328,0,collision_intent:119;hipc_entry:328;state:118,1473,107,completed
12,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,115,0,96,20,0,0,0,546,115,431,230,316,0,collision_intent:115;hipc_entry:316;state:115,1492,107,completed
12,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,118,0,66,53,0,0,0,493,119,374,237,256,0,collision_intent:119;hipc_entry:256;state:118,1513,140,completed
13,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,108,0,93,16,0,0,0,518,109,409,217,301,0,collision_intent:109;hipc_entry:301;state:108,1406,108,completed
13,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,107,0,90,18,0,0,0,507,109,398,216,291,0,collision_intent:109;hipc_clear_bundle:1;hipc_entry:290;state:107,1432,93,completed
13,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,108,0,87,22,0,0,0,489,109,380,217,272,0,collision_intent:109;hipc_clear_bundle:2;hipc_entry:270;state:108,1448,95,completed
13,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,107,0,91,17,0,0,0,519,109,410,216,303,0,collision_intent:109;hipc_entry:303;state:107,1420,94,completed
14,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,120,0,101,20,0,0,0,569,122,447,242,327,0,collision_intent:122;hipc_entry:327;state:120,1476,108,completed
14,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,121,0,75,47,0,0,0,524,123,401,244,280,0,collision_intent:123;hipc_entry:280;state:121,1477,151,completed
14,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,118,0,90,29,0,0,0,514,125,389,243,271,0,collision_intent:125;hipc_entry:271;state:118,1560,78,completed
14,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,119,0,95,25,0,0,0,546,121,425,240,306,0,collision_intent:121;hipc_entry:306;state:119,1490,116,completed
15,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,166,0,107,60,0,0,0,706,178,528,344,362,0,collision_intent:178;hipc_entry:362;state:166,1832,160,completed
15,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,160,0,81,80,0,0,0,642,163,479,323,319,0,collision_intent:163;hipc_clear_bundle:2;hipc_entry:317;state:160,1885,171,completed
15,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,168,0,82,87,0,0,0,657,170,487,338,319,0,collision_intent:170;hipc_entry:319;state:168,1896,146,completed
15,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,169,0,91,79,0,0,0,694,169,525,338,356,0,collision_intent:169;hipc_entry:356;state:169,1788,216,completed
16,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,107,0,95,13,0,0,0,505,107,398,214,291,0,collision_intent:107;hipc_entry:291;state:107,1424,73,completed
16,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,106,0,87,20,0,0,0,497,106,391,212,285,0,collision_intent:106;hipc_entry:285;state:106,1353,152,completed
16,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,106,0,79,28,0,0,0,489,107,382,213,276,0,collision_intent:107;hipc_entry:276;state:106,1389,124,completed
16,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,106,0,100,7,0,0,0,512,106,406,212,300,0,collision_intent:106;hipc_entry:300;state:106,1367,124,completed
17,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,104,0,90,15,0,0,0,500,109,391,213,287,0,collision_intent:109;hipc_clear_bundle:1;hipc_entry:286;state:104,1428,67,completed
17,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,107,0,92,16,0,0,0,506,108,398,215,291,0,collision_intent:108;hipc_entry:291;state:107,1348,141,completed
17,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,106,0,77,30,0,0,0,470,111,359,217,253,0,collision_intent:111;hipc_entry:253;state:106,1385,140,completed
17,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,108,0,102,7,0,0,0,520,109,411,217,303,0,collision_intent:109;hipc_entry:303;state:108,1364,112,completed
18,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,115,0,111,5,0,0,0,569,115,454,230,339,0,collision_intent:115;hipc_entry:339;state:115,1420,146,completed
18,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,112,0,97,16,0,0,0,542,116,426,228,314,0,collision_intent:116;hipc_entry:314;state:112,1465,127,completed
18,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,111,0,91,21,0,0,0,530,114,416,225,305,0,collision_intent:114;hipc_entry:305;state:111,1483,122,completed
18,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,114,0,62,53,0,0,0,495,115,380,229,266,0,collision_intent:115;hipc_entry:266;state:114,1473,167,completed
19,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,112,0,75,38,0,0,0,488,115,373,227,261,0,collision_intent:115;hipc_entry:261;state:112,1427,140,completed
19,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,110,0,77,34,0,0,0,477,113,364,223,254,0,collision_intent:113;hipc_clear_bundle:1;hipc_entry:253;state:110,1484,94,completed
19,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,113,0,108,6,0,0,0,538,113,425,226,312,0,collision_intent:113;hipc_entry:312;state:113,1416,102,completed
19,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,113,0,101,13,0,0,0,553,115,438,228,325,0,collision_intent:115;hipc_entry:325;state:113,1399,103,completed
20,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,113,0,86,28,0,0,0,515,115,400,228,287,0,collision_intent:115;hipc_entry:287;state:113,1490,105,completed
20,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,115,0,91,25,0,0,0,531,116,415,231,300,0,collision_intent:116;hipc_clear_bundle:4;hipc_entry:296;state:115,1460,119,completed
20,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,115,0,105,11,0,0,0,561,116,445,231,330,0,collision_intent:116;hipc_entry:330;state:115,1439,111,completed
20,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,114,0,79,36,0,0,0,504,118,386,232,272,0,collision_intent:118;hipc_entry:272;state:114,1513,93,completed
21,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,132,0,108,25,0,0,0,565,133,432,265,300,0,collision_intent:133;hipc_entry:300;state:132,1589,114,completed
21,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,129,0,89,41,0,0,0,588,132,456,261,327,0,collision_intent:132;hipc_entry:327;state:129,1530,146,completed
21,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,131,0,110,22,0,0,0,602,134,468,265,337,0,collision_intent:134;hipc_entry:337;state:131,1568,98,completed
21,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,131,0,54,78,0,0,0,514,135,379,266,248,0,collision_intent:135;hipc_entry:248;state:131,1609,141,completed
22,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,129,0,94,36,0,0,0,581,130,451,259,322,0,collision_intent:130;hipc_entry:322;state:129,1573,165,completed
22,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,128,0,90,39,0,0,0,574,130,444,258,316,0,collision_intent:130;hipc_entry:316;state:128,1647,98,completed
22,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,123,0,92,32,0,0,0,572,127,445,250,322,0,collision_intent:127;hipc_entry:322;state:123,1625,125,completed
22,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,125,0,85,41,0,0,0,596,129,467,254,342,0,collision_intent:129;hipc_entry:342;state:125,1518,204,completed
23,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,114,0,81,34,0,0,0,508,117,391,231,277,0,collision_intent:117;hipc_entry:277;state:114,1479,125,completed
23,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,112,0,83,30,0,0,0,522,116,406,228,294,0,collision_intent:116;hipc_clear_bundle:1;hipc_entry:293;state:112,1489,101,completed
23,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,117,0,93,25,0,0,0,529,118,411,235,294,0,collision_intent:118;hipc_entry:294;state:117,1501,82,completed
23,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,117,0,104,14,0,0,0,554,119,435,236,318,0,collision_intent:119;hipc_entry:318;state:117,1488,71,completed
24,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,131,0,98,34,0,0,0,614,132,482,263,351,0,collision_intent:132;hipc_entry:351;state:131,1555,99,completed
24,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,130,0,106,25,0,0,0,608,132,476,262,346,0,collision_intent:132;hipc_clear_bundle:1;hipc_entry:345;state:130,1583,77,completed
24,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,124,0,56,69,0,0,0,495,126,369,250,245,0,collision_intent:126;hipc_entry:245;state:124,1657,116,completed
24,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,125,0,101,25,0,0,0,552,144,408,269,283,0,collision_intent:144;hipc_entry:283;state:125,1629,88,completed
25,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,106,0,83,24,0,0,0,476,106,370,212,264,0,collision_intent:106;hipc_entry:264;state:106,1397,94,completed
25,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,101,0,93,9,0,0,0,497,104,393,205,292,0,collision_intent:104;hipc_entry:292;state:101,1396,73,completed
25,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,104,0,85,20,0,0,0,477,104,373,208,269,0,collision_intent:104;hipc_clear_bundle:1;hipc_entry:268;state:104,1372,117,completed
