dga_iterations,ideal_mean_maximum_agent_steps,bernoulli_025_mean_maximum_agent_steps,ideal_normalized_regret_pct,bernoulli_025_normalized_regret_pct,mean_normalized_regret_pct,selected_for_main_benchmark,selection_rule
1,22.6766666666667,23.7466666666667,4.85511713933416,2.42990654205607,3.64251184069512,0,minimum mean normalized regret
2,22.7333333333333,23.8466666666667,5.11713933415538,2.86125089863408,3.98919511639473,0,minimum mean normalized regret
5,22.3633333333333,23.7566666666667,3.40628853267572,2.47304097771388,2.9396647551948,0,minimum mean normalized regret
10,21.9333333333333,23.4733333333333,1.41800246609125,1.2508986340762,1.33445055008373,0,minimum mean normalized regret
25,21.8666666666667,23.1833333333333,1.10974106041924,0,0.554870530209622,1,minimum mean normalized regret
50,21.6266666666667,23.6,0,1.79726815240834,0.898634076204172,0,minimum mean normalized regret
