scenario,metric,comm_model,comm_level_pct,algorithm,eligible_paired_trials,raw_mean,mean_paired_deviation_pct,ci95_low,ci95_high,ci_method
Bayesian clue-informed search,max_agent_steps,bernoulli,30,DGA,386,66.47150259067358,7.664489453686561,2.1838092945024554,13.145169612870667,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,bernoulli,40,CBAA,386,70.25388601036269,0.422233517827971,-2.129720240311799,2.9741872759677412,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,bernoulli,40,ACBBA,386,66.30310880829016,-3.4968761505943458,-6.29386635487393,-0.6998859463147618,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,bernoulli,40,PI,386,70.24611398963731,0.4725756860753935,-2.288333013412344,3.2334843855631306,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,bernoulli,40,HIPC,386,69.68134715025907,-0.4011252922221983,-3.266607682486782,2.464357098042385,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,bernoulli,40,DMCHBA,386,59.759067357512954,-7.033710058538985,-10.822098093229453,-3.245322023848518,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,bernoulli,40,DGA,386,67.83419689119171,10.036902297452164,4.18612375581631,15.887680839088016,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,bernoulli,50,CBAA,386,75.16062176165804,3.153055756954113,0.37312658071880334,5.932984933189422,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,bernoulli,50,ACBBA,386,69.38082901554404,-2.5711621879797653,-5.6341799731296325,0.49185559717010197,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,bernoulli,50,PI,386,73.79015544041451,0.11306430108860732,-2.9250065612257146,3.1511351634029294,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,bernoulli,50,HIPC,386,75.06994818652849,1.5256795980116808,-1.4461826791578143,4.4975418751811755,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,bernoulli,50,DMCHBA,386,60.33937823834197,-10.38646282639,-13.984315347565579,-6.788610305214421,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,bernoulli,50,DGA,386,70.84715025906736,8.165825358315363,2.5425831466437767,13.78906756998695,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,bernoulli,60,CBAA,386,73.19430051813471,0.011138757629565408,-2.995822973663778,3.0181004889229093,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,bernoulli,60,ACBBA,386,71.85233160621762,-0.7123990727234535,-3.878200741531642,2.453402596084735,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,bernoulli,60,PI,386,75.21502590673575,2.3637285422225123,-1.5253664796195836,6.252823564064608,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,bernoulli,60,HIPC,386,74.47150259067358,0.3990247128910036,-2.7025556212579502,3.500605047039958,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,bernoulli,60,DMCHBA,386,60.74611398963731,-11.033570563972422,-14.617246340749517,-7.449894787195326,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,bernoulli,60,DGA,386,70.65025906735751,8.972077623952794,2.5109841040563428,15.433171143849245,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,bernoulli,70,CBAA,385,75.77922077922078,-1.325577438887325,-4.234598413342662,1.5834435355680123,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,bernoulli,70,ACBBA,385,75.75324675324676,-0.7858783348504617,-4.108314484681015,2.5365578149800925,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,bernoulli,70,PI,385,77.6077922077922,1.4444129197940925,-2.0956010712345554,4.984426910822741,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,bernoulli,70,HIPC,385,76.55844155844156,-1.1340951134668908,-4.178103092822166,1.9099128658883844,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,bernoulli,70,DMCHBA,385,66.06753246753247,-8.134891397400057,-11.450583437633107,-4.819199357167008,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,bernoulli,70,DGA,385,75.05974025974027,9.93602936481064,2.8995362698387845,16.972522459782496,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,5,CBAA,385,53.80779220779221,0.008528736835410052,-3.0263537648920917,3.043411238562912,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,5,ACBBA,385,51.81038961038961,-2.545421222140933,-5.487135597084878,0.396293152803012,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,5,PI,385,52.67272727272727,-1.254869178855366,-3.7111827782369256,1.2014444205261932,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,5,HIPC,385,53.527272727272724,-0.8012301051042939,-3.4080426782789273,1.8055824680703392,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,5,DMCHBA,385,51.225974025974025,-1.1528941591827107,-4.535945703762473,2.230157385397052,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,5,DGA,385,54.54805194805195,5.745885928447894,1.0943619529115587,10.39740990398423,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,10,CBAA,386,56.33160621761658,-1.117653110853654,-3.6245161645048194,1.3892099427975113,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,10,ACBBA,386,54.380829015544045,-3.337079583836188,-6.596196163045583,-0.07796300462679318,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,10,PI,386,58.08031088082902,1.9084819142773974,-0.9755862193488478,4.792550047903642,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,10,HIPC,386,57.64766839378238,-0.10709301974668624,-2.8211518701252847,2.606965830631912,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,10,DMCHBA,386,52.652849740932645,-3.695536531416795,-7.007152877539955,-0.3839201852936349,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,10,DGA,386,58.873056994818654,6.348880331575925,1.9978200343276313,10.69994062882422,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,20,CBAA,385,62.68051948051948,2.597053068812091,-0.43755128918741804,5.6316574268116,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,20,ACBBA,385,58.83116883116883,-2.8508207934974696,-6.084962042304415,0.3833204553094762,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,20,PI,385,61.28051948051948,-1.3297399230227274,-4.106340096529624,1.4468602504841692,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,20,HIPC,385,63.43896103896104,0.8839992790814445,-1.7949051272299577,3.5629036853928464,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,20,DMCHBA,385,54.23376623376623,-7.050248137255203,-10.428810652874608,-3.6716856216357976,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,20,DGA,385,62.5948051948052,7.749756505881862,2.653975660339773,12.845537351423951,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,30,CBAA,385,66.68831168831169,1.172620625901681,-1.670089619677905,4.015330871481266,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,30,ACBBA,385,62.506493506493506,-3.0638106528247353,-6.265459064512845,0.13783775886337368,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,30,PI,385,66.86233766233767,0.8292049094206289,-2.267914856450332,3.92632467529159,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,30,HIPC,385,68.30909090909091,3.5453772793589273,0.3332346984228738,6.75751986029498,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,30,DMCHBA,385,56.516883116883115,-9.289238194389972,-12.655032799592965,-5.923443589186979,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,30,DGA,385,66.47012987012987,6.805846032533467,1.8250191951354635,11.786672869931472,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,40,CBAA,384,72.63020833333333,5.507267357192409,1.8275245196035805,9.187010194781237,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,40,ACBBA,384,66.78125,-1.4293406078697652,-4.989626079983837,2.1309448642443067,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,40,PI,384,69.82291666666667,0.7000524832407997,-2.5937800820774783,3.9938850485590778,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,40,HIPC,384,71.92708333333333,2.8602618447046058,-0.9437347015116275,6.664258390920839,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,40,DMCHBA,384,59.40625,-10.266025609757833,-13.995571386534706,-6.536479832980959,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,40,DGA,384,67.796875,2.627784532489785,-2.5134828333393298,7.769051898318899,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,50,CBAA,385,74.01818181818182,1.1538693728217932,-2.4521677961453276,4.759906541788914,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,50,ACBBA,385,70.2987012987013,-0.9507083304331082,-4.790942611639639,2.889525950773422,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,50,PI,385,74.42857142857143,3.015948227334836,-0.9551359453186317,6.987032399988304,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,50,HIPC,385,72.36363636363636,-1.4395944065904829,-5.175742165806906,2.2965533526259394,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,50,DMCHBA,385,62.01298701298701,-9.460450034360473,-13.465400944403282,-5.455499124317666,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,50,DGA,385,72.9064935064935,7.680935171227433,1.9395326345468256,13.42233770790804,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,60,CBAA,385,75.1974025974026,3.6023154443365457,-1.2950059417674527,8.499636830440544,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,60,ACBBA,385,70.68571428571428,-0.2882201345875447,-5.087750468903247,4.5113101997281575,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,60,PI,385,75.03896103896103,2.3962809947151027,-2.128099642290904,6.92066163172111,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,60,HIPC,385,73.07012987012988,1.6921604433030315,-3.060870677758895,6.445191564364958,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,60,DMCHBA,385,60.32727272727273,-12.838684740566771,-17.145841257721894,-8.531528223411648,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,60,DGA,385,71.03116883116883,5.436147992799632,-0.5794863904784933,11.451782376077757,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,70,CBAA,386,70.43523316062176,-1.6399965711401778,-6.56970617739863,3.2897130351182744,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,70,ACBBA,386,67.91709844559585,-2.254243336502967,-7.29953406595928,2.7910473929533466,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,70,PI,386,74.59067357512953,4.704815632279628,-0.6877981566536899,10.097429421212945,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,70,HIPC,386,73.79533678756476,2.3781257748559157,-3.1251762931391407,7.881427842850972,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,70,DMCHBA,386,61.91450777202073,-10.032338917050753,-14.364984385676886,-5.69969344842462,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,gilbert_elliott,70,DGA,386,69.68911917098445,6.843637417558355,-0.26268364355184115,13.949958478668552,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,5,CBAA,386,51.380829015544045,-0.34526280841994716,-3.1199361268016688,2.429410509961774,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,5,ACBBA,386,48.95336787564767,-3.1121209405525447,-6.458582476634671,0.2343405955295812,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,5,PI,386,50.87823834196891,-2.1104993258300735,-4.930327729184519,0.7093290775243726,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,5,HIPC,386,50.32642487046632,-3.916346955738956,-6.205894276154655,-1.6267996353232563,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,5,DMCHBA,386,49.80829015544042,-0.2855014524798108,-3.6333155651156765,3.0623126601560546,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,5,DGA,386,53.65025906735751,9.769731483021328,4.940253592575336,14.599209373467321,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,10,CBAA,385,50.9038961038961,-2.3498952321920883,-4.8414687897149395,0.14167832533076297,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,10,ACBBA,385,49.335064935064935,-4.653594558192516,-7.806244257950409,-1.5009448584346239,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,10,PI,385,52.17142857142857,-0.40862311115498073,-3.2327897179647325,2.415543495654771,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,10,HIPC,385,50.53506493506494,-3.5859348234219834,-6.108418754409113,-1.063450892434854,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,10,DMCHBA,385,50.54025974025974,0.829506774359781,-2.815907904278817,4.4749214529983785,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,10,DGA,385,54.27792207792208,10.168540950601788,5.075445603689755,15.261636297513821,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,20,CBAA,386,52.04922279792746,-2.697436756242406,-5.080838153218373,-0.31403535926643933,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,20,ACBBA,386,49.619170984455955,-5.370226998168392,-8.23568317009896,-2.504770826237823,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,20,PI,386,52.55181347150259,-1.4815293865277004,-4.246884639931577,1.2838258668761757,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,20,HIPC,386,50.92746113989637,-4.3127225146272625,-6.622257332863328,-2.0031876963911968,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,20,DMCHBA,386,51.012953367875646,0.18234662276013727,-3.213287910839406,3.57798115635968,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,20,DGA,386,58.02849740932643,13.679569032805626,8.742301755309661,18.61683631030159,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,30,CBAA,386,55.23834196891192,-0.32705690774490304,-2.8833739516236605,2.2292601361338544,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,30,ACBBA,386,51.79015544041451,-5.35381264554163,-8.324358044162782,-2.3832672469204796,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,30,PI,386,53.829015544041454,-3.5635809185251377,-6.142148242442445,-0.98501359460783,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,30,HIPC,386,53.740932642487046,-3.2885602393858933,-5.723163371762432,-0.8539571070093546,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,30,DMCHBA,386,52.80829015544042,-0.45866213498978,-4.063211861825424,3.1458875918458644,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,30,DGA,386,60.28238341968912,12.991672846187344,8.533286808673353,17.450058883701335,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,40,CBAA,385,56.532467532467535,-0.5226072422120169,-3.1930423090227484,2.1478278245987146,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,40,ACBBA,385,53.9974025974026,-3.651296193904158,-6.623001004976649,-0.6795913828316666,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,40,PI,385,55.48051948051948,-3.0397072048038254,-5.894976297707695,-0.18443811189995651,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,40,HIPC,385,58.47792207792208,1.4781515528470932,-1.2138017030921493,4.170104808786336,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,40,DMCHBA,385,52.3012987012987,-3.4698760245477365,-6.795592412080344,-0.14415963701512835,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,40,DGA,385,59.51948051948052,9.205335112620645,4.336231151310796,14.074439073930495,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,50,CBAA,386,60.72020725388601,-2.0868317901362055,-4.693031528146994,0.5193679478745836,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,50,ACBBA,386,58.13989637305699,-4.574304132342428,-7.590342735937439,-1.5582655287474179,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,50,PI,386,61.987046632124354,0.2682649123270405,-2.734226058057082,3.2707558827111627,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,50,HIPC,386,60.67616580310881,-1.8529989742143924,-4.6676731724391285,0.9616752240103439,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,50,DMCHBA,386,56.73575129533679,-3.5212492718633532,-7.431805757466908,0.3893072137402007,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,50,DGA,386,63.082901554404145,11.767119256229336,6.338366883833988,17.195871628624683,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,60,CBAA,386,64.89896373056995,-0.45814064413566774,-3.2409546631958843,2.324673374924549,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,60,ACBBA,386,63.30829015544042,-0.42916967943221207,-3.8180306965587127,2.9596913376942884,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,60,PI,386,66.29533678756476,2.3203172608241243,-1.223342261127582,5.863976782775831,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,60,HIPC,386,64.46632124352331,-1.5711318191163108,-4.62155856181642,1.4792949235837989,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,60,DMCHBA,386,57.29274611398964,-8.418934302308113,-11.2676382368155,-5.570230367800725,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,60,DGA,386,65.46632124352331,8.557059184168178,3.0227553796345488,14.091362988701807,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,70,CBAA,385,62.67012987012987,-5.994569118641108,-8.707017286757024,-3.2821209505251914,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,70,ACBBA,385,62.625974025974024,-3.368400806883226,-6.553723898817209,-0.1830777149492424,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,70,PI,385,66.56103896103896,0.11388927455069743,-3.548369102207961,3.776147651309356,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,70,HIPC,385,64.93246753246753,-3.6082761601423723,-6.744397918617095,-0.47215440166764955,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,70,DMCHBA,385,62.83116883116883,-4.12483591881053,-7.383165885049376,-0.8665059525716834,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,max_agent_steps,rayleigh_style,70,DGA,385,75.77662337662338,16.98219272992654,10.078409418281279,23.885976041571798,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,total_team_steps,bernoulli,5,CBAA,385,213.93506493506493,0.566742722284536,-1.8548740841430977,2.98835952871217,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,total_team_steps,bernoulli,5,ACBBA,385,203.54545454545453,-2.0993699669070858,-5.739069564692375,1.5403296308782033,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,total_team_steps,bernoulli,5,PI,385,204.5012987012987,-3.7002570250327698,-6.2789509379945505,-1.121563112070989,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,total_team_steps,bernoulli,5,HIPC,385,214.05714285714285,-0.3017393211178055,-2.9084538125402046,2.3049751703045933,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,total_team_steps,bernoulli,5,DMCHBA,385,199.97142857142856,-1.9747040554961215,-5.373782248710377,1.4243741377181345,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,total_team_steps,bernoulli,5,DGA,385,220.94545454545454,7.509327646269243,3.0291056590751904,11.989549633463296,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,total_team_steps,bernoulli,10,CBAA,385,219.9844155844156,-0.7399141347649473,-3.467509174626162,1.9876809050962674,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,total_team_steps,bernoulli,10,ACBBA,385,214.11688311688312,-2.3680240026103685,-5.565011471767881,0.8289634665471439,normal_approximation_on_paired_trial_deviations
Bayesian clue-informed search,total_team_steps,bernoulli,10,PI,385,217.08311688311687,-3.150167091633322,-5.751695373528581,-0.5486388097380628,normal_approximation_on_paired_trial_deviations
