scenario,grid_size,grid_cells,target_cells_per_robot,robot_count,comm_label,algorithm,attempted_block_n,raw_completed_n,raw_failed_n,finite_max_agent_step_n,common_block_eligible_n,excluded_from_continuous_n,condition_mean_max_agent_steps,condition_median_max_agent_steps,condition_sd_max_agent_steps,condition_ci95_low,condition_ci95_high,eligibility_rule,condition_rank,condition_best_mean,percent_above_condition_best,is_leader,is_top_two
CV,19,361,85,5,bernoulli_025,CBAA,50,50,0,50,50,0,22.56,22,3.63744696293475,21.5262490111015,23.5937509888985,all six named algorithms completed with finite maximum-agent steps,3,21.2,6.41509433962264,0,0
CV,19,361,85,5,bernoulli_025,ACBBA,50,50,0,50,50,0,27.62,27.5,5.47681569929842,26.0635062001297,29.1764937998703,all six named algorithms completed with finite maximum-agent steps,4,21.2,30.2830188679245,0,0
CV,19,361,85,5,bernoulli_025,PI,50,50,0,50,50,0,32.48,32,7.31015508364486,30.402476912042,34.557523087958,all six named algorithms completed with finite maximum-agent steps,5,21.2,53.2075471698113,0,0
CV,19,361,85,5,bernoulli_025,HIPC,50,50,0,50,50,0,34.52,32,9.82342057720908,31.7282147617451,37.3117852382549,all six named algorithms completed with finite maximum-agent steps,6,21.2,62.8301886792453,0,0
CV,19,361,85,5,bernoulli_025,DMCHBA,50,50,0,50,50,0,21.36,22,2.53755466413423,20.6388349438045,22.0811650561955,all six named algorithms completed with finite maximum-agent steps,2,21.2,0.754716981132076,0,1
CV,19,361,85,5,bernoulli_025,DGA,50,50,0,50,50,0,21.2,20,3.6922422809486,20.150676354026,22.249323645974,all six named algorithms completed with finite maximum-agent steps,1,21.2,0,1,1
CV,19,361,140,3,ideal,CBAA,50,50,0,50,50,0,26.66,26,3.87882793153408,25.557649298849,27.762350701151,all six named algorithms completed with finite maximum-agent steps,3,25.48,4.63108320251177,0,0
CV,19,361,140,3,ideal,ACBBA,50,50,0,50,50,0,27.3,28,4.12681623590123,26.1271718025482,28.4728281974519,all six named algorithms completed with finite maximum-agent steps,4,25.48,7.14285714285714,0,0
CV,19,361,140,3,ideal,PI,50,50,0,50,50,0,33.94,33,7.2179198767331,31.8886898678123,35.9913101321877,all six named algorithms completed with finite maximum-agent steps,5,25.48,33.2025117739403,0,0
CV,19,361,140,3,ideal,HIPC,50,50,0,50,50,0,37.2,34.5,9.79170827896788,34.4172272971858,39.9827727028142,all six named algorithms completed with finite maximum-agent steps,6,25.48,45.9968602825746,0,0
CV,19,361,140,3,ideal,DMCHBA,50,50,0,50,50,0,25.66,26,3.31730158350403,24.7172333212371,26.6027666787629,all six named algorithms completed with finite maximum-agent steps,2,25.48,0.706436420722134,0,1
CV,19,361,140,3,ideal,DGA,50,50,0,50,50,0,25.48,25,3.48899143370829,24.4884396056886,26.4715603943114,all six named algorithms completed with finite maximum-agent steps,1,25.48,0,1,1
CV,19,361,140,3,bernoulli_025,CBAA,50,50,0,50,50,0,28.96,27.5,6.36623747529392,27.1507353281824,30.7692646718176,all six named algorithms completed with finite maximum-agent steps,2,26.88,7.73809523809524,0,1
CV,19,361,140,3,bernoulli_025,ACBBA,50,50,0,50,50,0,31.56,30,8.24165626310535,29.2177472059488,33.9022527940512,all six named algorithms completed with finite maximum-agent steps,4,26.88,17.4107142857143,0,0
CV,19,361,140,3,bernoulli_025,PI,50,50,0,50,50,0,35.94,34,8.62935190415331,33.4875653238735,38.3924346761264,all six named algorithms completed with finite maximum-agent steps,5,26.88,33.7053571428571,0,0
CV,19,361,140,3,bernoulli_025,HIPC,50,50,0,50,50,0,37.54,33,11.0291080550422,34.4055621718344,40.6744378281656,all six named algorithms completed with finite maximum-agent steps,6,26.88,39.6577380952381,0,0
CV,19,361,140,3,bernoulli_025,DMCHBA,50,50,0,50,50,0,26.88,26.5,4.00835861363604,25.7408370863054,28.0191629136946,all six named algorithms completed with finite maximum-agent steps,1,26.88,0,1,1
CV,19,361,140,3,bernoulli_025,DGA,50,50,0,50,50,0,29.12,28.5,5.94409327803318,27.4307073816097,30.8092926183903,all six named algorithms completed with finite maximum-agent steps,3,26.88,8.33333333333334,0,0
CV,19,361,220,2,ideal,CBAA,50,50,0,50,50,0,35.36,34,6.0432455126803,33.6425286283076,37.0774713716924,all six named algorithms completed with finite maximum-agent steps,3,33.88,4.36835891381345,0,0
CV,19,361,220,2,ideal,ACBBA,50,50,0,50,50,0,35.62,34,6.05380635869462,33.8995272690789,37.3404727309211,all six named algorithms completed with finite maximum-agent steps,4,33.88,5.13577331759148,0,0
CV,19,361,220,2,ideal,PI,50,50,0,50,50,0,37.5,36.5,7.0283681736,35.5025598657966,39.4974401342034,all six named algorithms completed with finite maximum-agent steps,5,33.88,10.6847697756789,0,0
CV,19,361,220,2,ideal,HIPC,50,50,0,50,50,0,41.64,41,9.17796829591475,39.0316502704615,44.2483497295385,all six named algorithms completed with finite maximum-agent steps,6,33.88,22.9043683589138,0,0
CV,19,361,220,2,ideal,DMCHBA,50,50,0,50,50,0,35.3,35,5.08800109100232,33.8540060891783,36.7459939108217,all six named algorithms completed with finite maximum-agent steps,2,33.88,4.19126328217236,0,1
CV,19,361,220,2,ideal,DGA,50,50,0,50,50,0,33.88,33.5,5.02499873083546,32.4519111618265,35.3080888381735,all six named algorithms completed with finite maximum-agent steps,1,33.88,0,1,1
CV,19,361,220,2,bernoulli_025,CBAA,50,50,0,50,50,0,38.38,37,8.14634010724185,36.0648357577231,40.6951642422769,all six named algorithms completed with finite maximum-agent steps,3,36.14,6.19811842833426,0,0
CV,19,361,220,2,bernoulli_025,ACBBA,50,50,0,50,50,0,39.44,37.5,8.84829050709566,36.9253436613707,41.9546563386293,all six named algorithms completed with finite maximum-agent steps,4,36.14,9.13115661317099,0,0
CV,19,361,220,2,bernoulli_025,PI,50,50,0,50,50,0,41.82,40,10.1291456617394,38.9413286540754,44.6986713459246,all six named algorithms completed with finite maximum-agent steps,6,36.14,15.7166574432761,0,0
CV,19,361,220,2,bernoulli_025,HIPC,50,50,0,50,50,0,40.6,39.5,8.73183245139207,38.1184406745988,43.0815593254012,all six named algorithms completed with finite maximum-agent steps,5,36.14,12.3408965135584,0,0
CV,19,361,220,2,bernoulli_025,DMCHBA,50,50,0,50,50,0,36.14,35,6.64250383085002,34.2522212986541,38.0277787013459,all six named algorithms completed with finite maximum-agent steps,1,36.14,0,1,1
CV,19,361,220,2,bernoulli_025,DGA,50,50,0,50,50,0,37.18,36,8.58496550098259,34.7401798000814,39.6198201999186,all six named algorithms completed with finite maximum-agent steps,2,36.14,2.87769784172662,0,1
CV,25,625,50,13,ideal,CBAA,50,50,0,50,48,2,24.1041666666667,25,1.6789001381139,23.6166648838681,24.5916684494653,all six named algorithms completed with finite maximum-agent steps,3,23.4583333333333,2.753108348135,0,0
CV,25,625,50,13,ideal,ACBBA,50,48,2,48,48,2,30.0208333333333,29,4.37832953345749,28.7494989610352,31.2921677056314,all six named algorithms completed with finite maximum-agent steps,4,23.4583333333333,27.9751332149201,0,0
CV,25,625,50,13,ideal,PI,50,50,0,50,48,2,42.6041666666667,44.5,8.03116160574475,40.2721604252814,44.9361729080519,all six named algorithms completed with finite maximum-agent steps,5,23.4583333333333,81.6163410301954,0,0
CV,25,625,50,13,ideal,HIPC,50,50,0,50,48,2,45.5833333333333,46,10.5423832206779,42.5221443451663,48.6445223215004,all six named algorithms completed with finite maximum-agent steps,6,23.4583333333333,94.316163410302,0,0
CV,25,625,50,13,ideal,DMCHBA,50,50,0,50,48,2,23.4583333333333,24,1.72538411798936,22.957334009766,23.9593326569007,all six named algorithms completed with finite maximum-agent steps,1,23.4583333333333,0,1,1
CV,25,625,50,13,ideal,DGA,50,50,0,50,48,2,23.8541666666667,24,1.9892218443651,23.2765568532567,24.4317764800766,all six named algorithms completed with finite maximum-agent steps,2,23.4583333333333,1.68738898756662,0,1
CV,25,625,50,13,bernoulli_025,CBAA,50,50,0,50,48,2,24.25,25,1.37608757761873,23.8504258191736,24.6495741808264,all six named algorithms completed with finite maximum-agent steps,2,24.0208333333333,0.954032957502173,0,1
CV,25,625,50,13,bernoulli_025,ACBBA,50,50,0,50,48,2,32.6666666666667,32,6.68861634813078,30.7244949316446,34.6088384016888,all six named algorithms completed with finite maximum-agent steps,4,24.0208333333333,35.9930615784909,0,0
CV,25,625,50,13,bernoulli_025,PI,50,50,0,50,48,2,43.4375,42,11.1849181318873,40.1897383220023,46.6852616779977,all six named algorithms completed with finite maximum-agent steps,5,24.0208333333333,80.8326105810928,0,0
CV,25,625,50,13,bernoulli_025,HIPC,50,49,1,49,48,2,45,45.5,10.5184741228156,41.9457534901665,48.0542465098335,all six named algorithms completed with finite maximum-agent steps,6,24.0208333333333,87.3373807458803,0,0
CV,25,625,50,13,bernoulli_025,DMCHBA,50,49,1,49,48,2,24.0208333333333,24,1.57763064109325,23.5627371472227,24.478929519444,all six named algorithms completed with finite maximum-agent steps,1,24.0208333333333,0,1,1
CV,25,625,50,13,bernoulli_025,DGA,50,50,0,50,48,2,24.7291666666667,24,2.71120278979199,23.941915439779,25.5164178935544,all six named algorithms completed with finite maximum-agent steps,3,24.0208333333333,2.94882914137035,0,0
CV,25,625,85,8,ideal,CBAA,50,50,0,50,50,0,25.18,25,1.71059125713292,24.6938553436843,25.6661446563157,all six named algorithms completed with finite maximum-agent steps,3,24.56,2.52442996742671,0,0
CV,25,625,85,8,ideal,ACBBA,50,50,0,50,50,0,30.22,30,4.84152952725327,28.8440525325649,31.5959474674351,all six named algorithms completed with finite maximum-agent steps,4,24.56,23.0456026058632,0,0
CV,25,625,85,8,ideal,PI,50,50,0,50,50,0,44.16,43.5,9.05168830796166,41.5875386459498,46.7324613540502,all six named algorithms completed with finite maximum-agent steps,5,24.56,79.8045602605863,0,0
CV,25,625,85,8,ideal,HIPC,50,50,0,50,50,0,45.22,43.5,11.3358560617653,41.9983853528941,48.4416146471059,all six named algorithms completed with finite maximum-agent steps,6,24.56,84.1205211726384,0,0
CV,25,625,85,8,ideal,DMCHBA,50,50,0,50,50,0,24.58,25,1.6173800936536,24.1203456632423,25.0396543367577,all six named algorithms completed with finite maximum-agent steps,2,24.56,0.0814332247556986,0,1
CV,25,625,85,8,ideal,DGA,50,50,0,50,50,0,24.56,24,1.88614713646846,24.0239629148134,25.0960370851866,all six named algorithms completed with finite maximum-agent steps,1,24.56,0,1,1
CV,25,625,85,8,bernoulli_025,CBAA,50,50,0,50,50,0,26.48,27,2.58914531639067,25.7441730426603,27.2158269573397,all six named algorithms completed with finite maximum-agent steps,3,25.2,5.07936507936508,0,0
CV,25,625,85,8,bernoulli_025,ACBBA,50,50,0,50,50,0,33.94,32.5,6.83451624073701,31.997651975548,35.882348024452,all six named algorithms completed with finite maximum-agent steps,4,25.2,34.6825396825397,0,0
CV,25,625,85,8,bernoulli_025,PI,50,50,0,50,50,0,44.56,42.5,11.9234976377893,41.1713794648295,47.9486205351705,all six named algorithms completed with finite maximum-agent steps,6,25.2,76.8253968253968,0,0
CV,25,625,85,8,bernoulli_025,HIPC,50,50,0,50,50,0,43.66,42,10.918267785165,40.5570626279958,46.7629373720042,all six named algorithms completed with finite maximum-agent steps,5,25.2,73.2539682539683,0,0
CV,25,625,85,8,bernoulli_025,DMCHBA,50,50,0,50,50,0,25.64,25.5,2.20166912563525,25.0142925576524,26.2657074423476,all six named algorithms completed with finite maximum-agent steps,2,25.2,1.74603174603175,0,1
CV,25,625,85,8,bernoulli_025,DGA,50,50,0,50,50,0,25.2,25,2.53948411923303,24.4782865987326,25.9217134012674,all six named algorithms completed with finite maximum-agent steps,1,25.2,0,1,1
CV,25,625,140,5,ideal,CBAA,50,50,0,50,50,0,28.72,29,2.89996481329815,27.8958391190124,29.5441608809876,all six named algorithms completed with finite maximum-agent steps,3,27.18,5.66593083149374,0,0
CV,25,625,140,5,ideal,ACBBA,50,50,0,50,50,0,32.44,32,5.55550838982246,30.8611419849323,34.0188580150677,all six named algorithms completed with finite maximum-agent steps,4,27.18,19.3524650478293,0,0
CV,25,625,140,5,ideal,PI,50,50,0,50,50,0,42.78,44,8.34777252459894,40.4075892981153,45.1524107018847,all six named algorithms completed with finite maximum-agent steps,5,27.18,57.3951434878587,0,0
CV,25,625,140,5,ideal,HIPC,50,50,0,50,50,0,47.48,47,11.7529674932742,44.139843595668,50.820156404332,all six named algorithms completed with finite maximum-agent steps,6,27.18,74.6872700515084,0,0
CV,25,625,140,5,ideal,DMCHBA,50,50,0,50,50,0,28.18,28,3.16027640227489,27.2818593839761,29.0781406160239,all six named algorithms completed with finite maximum-agent steps,2,27.18,3.67917586460633,0,1
CV,25,625,140,5,ideal,DGA,50,50,0,50,50,0,27.18,26.5,3.30546856723515,26.2405962272518,28.1194037727482,all six named algorithms completed with finite maximum-agent steps,1,27.18,0,1,1
CV,25,625,140,5,bernoulli_025,CBAA,50,50,0,50,50,0,31.76,31,5.02873376361347,30.3308496772558,33.1891503227442,all six named algorithms completed with finite maximum-agent steps,3,28.46,11.5952213633169,0,0
CV,25,625,140,5,bernoulli_025,ACBBA,50,50,0,50,50,0,37.82,36,9.41056722574171,35.145546386013,40.494453613987,all six named algorithms completed with finite maximum-agent steps,4,28.46,32.8882642304989,0,0
CV,25,625,140,5,bernoulli_025,PI,50,50,0,50,50,0,49.26,46,13.0334107553766,45.5559456469377,52.9640543530623,all six named algorithms completed with finite maximum-agent steps,6,28.46,73.085031623331,0,0
CV,25,625,140,5,bernoulli_025,HIPC,50,50,0,50,50,0,46.32,46,10.2547947969002,43.405619564967,49.234380435033,all six named algorithms completed with finite maximum-agent steps,5,28.46,62.7547434996486,0,0
CV,25,625,140,5,bernoulli_025,DMCHBA,50,50,0,50,50,0,28.46,28.5,2.83714429578441,27.6536925125504,29.2663074874496,all six named algorithms completed with finite maximum-agent steps,1,28.46,0,1,1
CV,25,625,140,5,bernoulli_025,DGA,50,50,0,50,50,0,28.96,28,4.08061619996644,27.8003017074846,30.1196982925154,all six named algorithms completed with finite maximum-agent steps,2,28.46,1.75685172171469,0,1
CV,25,625,220,3,ideal,CBAA,50,50,0,50,50,0,36.82,36,4.73238948144398,35.4750697903926,38.1649302096074,all six named algorithms completed with finite maximum-agent steps,3,34.9,5.50143266475645,0,0
CV,25,625,220,3,ideal,ACBBA,50,50,0,50,50,0,37.84,37,7.0749918872096,35.8293095529972,39.8506904470028,all six named algorithms completed with finite maximum-agent steps,4,34.9,8.42406876790832,0,0
CV,25,625,220,3,ideal,PI,50,50,0,50,50,0,46.2,46,7.67981717469464,44.0174201081697,48.3825798918303,all six named algorithms completed with finite maximum-agent steps,5,34.9,32.378223495702,0,0
CV,25,625,220,3,ideal,HIPC,50,50,0,50,50,0,51.28,52,11.635694554048,47.9731721962308,54.5868278037692,all six named algorithms completed with finite maximum-agent steps,6,34.9,46.9340974212034,0,0
CV,25,625,220,3,ideal,DMCHBA,50,50,0,50,50,0,35.7,36,5.25764749130798,34.2057931156653,37.1942068843347,all six named algorithms completed with finite maximum-agent steps,2,34.9,2.2922636103152,0,1
CV,25,625,220,3,ideal,DGA,50,50,0,50,50,0,34.9,34.5,6.77103675780232,32.9756926449866,36.8243073550134,all six named algorithms completed with finite maximum-agent steps,1,34.9,0,1,1
CV,25,625,220,3,bernoulli_025,CBAA,50,50,0,50,50,0,40.02,39,6.68379093213498,38.1204876342964,41.9195123657036,all six named algorithms completed with finite maximum-agent steps,3,37.28,7.34978540772533,0,0
CV,25,625,220,3,bernoulli_025,ACBBA,50,50,0,50,50,0,44.06,41.5,9.60741635298439,41.3296024830436,46.7903975169564,all six named algorithms completed with finite maximum-agent steps,4,37.28,18.18669527897,0,0
CV,25,625,220,3,bernoulli_025,PI,50,50,0,50,50,0,54.26,52,14.104290850949,50.2516048911631,58.2683951088369,all six named algorithms completed with finite maximum-agent steps,6,37.28,45.5472103004292,0,0
CV,25,625,220,3,bernoulli_025,HIPC,50,50,0,50,50,0,49.82,50,11.3617510866548,46.5910260682475,53.0489739317525,all six named algorithms completed with finite maximum-agent steps,5,37.28,33.637339055794,0,0
CV,25,625,220,3,bernoulli_025,DMCHBA,50,50,0,50,50,0,37.28,37,5.98992351148739,35.5776825733753,38.9823174266247,all six named algorithms completed with finite maximum-agent steps,1,37.28,0,1,1
CV,25,625,220,3,bernoulli_025,DGA,50,50,0,50,50,0,38.88,37.5,7.40281248263531,36.7761439706105,40.9838560293895,all six named algorithms completed with finite maximum-agent steps,2,37.28,4.29184549356224,0,1
CV,34,1156,50,24,ideal,CBAA,50,50,0,50,26,24,30,30.5,3.53270434653114,28.5731098345938,31.4268901654062,all six named algorithms completed with finite maximum-agent steps,2,29.7692307692308,0.77519379844961,0,1
CV,34,1156,50,24,ideal,ACBBA,50,49,1,49,26,24,38.2307692307692,37,7.2294270440067,35.3107404543039,41.1507980072345,all six named algorithms completed with finite maximum-agent steps,4,29.7692307692308,28.4237726098191,0,0
CV,34,1156,50,24,ideal,PI,50,35,15,35,26,24,51.8076923076923,52.5,6.52392048246593,49.1726237983608,54.4427608170239,all six named algorithms completed with finite maximum-agent steps,5,29.7692307692308,74.031007751938,0,0
CV,34,1156,50,24,ideal,HIPC,50,38,12,38,26,24,52.1538461538462,51.5,12.6037845354237,47.0630674086182,57.2446248990741,all six named algorithms completed with finite maximum-agent steps,6,29.7692307692308,75.1937984496124,0,0
CV,34,1156,50,24,ideal,DMCHBA,50,50,0,50,26,24,29.7692307692308,30.5,3.44450510010007,28.3779650504195,31.1604964880421,all six named algorithms completed with finite maximum-agent steps,1,29.7692307692308,0,1,1
CV,34,1156,50,24,ideal,DGA,50,50,0,50,26,24,31.1538461538462,31,4.23973874376531,29.4413786151146,32.8663136925777,all six named algorithms completed with finite maximum-agent steps,3,29.7692307692308,4.65116279069767,0,0
CV,34,1156,50,24,bernoulli_025,CBAA,50,50,0,50,28,22,30.9285714285714,31.5,3.28778402720188,29.6537018725407,32.2034409846022,all six named algorithms completed with finite maximum-agent steps,2,30.8571428571429,0.231481481481475,0,1
CV,34,1156,50,24,bernoulli_025,ACBBA,50,50,0,50,28,22,41.7857142857143,42,8.46499171033762,38.5033331638781,45.0680954075505,all six named algorithms completed with finite maximum-agent steps,4,30.8571428571429,35.4166666666667,0,0
CV,34,1156,50,24,bernoulli_025,PI,50,42,8,42,28,22,46.8571428571429,46.5,7.70143943118229,43.8708364005156,49.8434493137701,all six named algorithms completed with finite maximum-agent steps,5,30.8571428571429,51.8518518518518,0,0
CV,34,1156,50,24,bernoulli_025,HIPC,50,34,16,34,28,22,50.3214285714286,51.5,7.9211557865446,47.2499250063246,53.3929321365325,all six named algorithms completed with finite maximum-agent steps,6,30.8571428571429,63.0787037037037,0,0
CV,34,1156,50,24,bernoulli_025,DMCHBA,50,49,1,49,28,22,30.8571428571429,31.5,3.26274464914168,29.5919825583282,32.1223031559575,all six named algorithms completed with finite maximum-agent steps,1,30.8571428571429,0,1,1
CV,34,1156,50,24,bernoulli_025,DGA,50,49,1,49,28,22,31.0714285714286,31,3.45262724901414,29.7326394868437,32.4102176560134,all six named algorithms completed with finite maximum-agent steps,3,30.8571428571429,0.694444444444448,0,0
CV,34,1156,85,14,ideal,CBAA,50,50,0,50,50,0,31.4,32,3.03718451792419,30.5368417104456,32.2631582895544,all six named algorithms completed with finite maximum-agent steps,2,31.14,0.834938985227996,0,1
CV,34,1156,85,14,ideal,ACBBA,50,50,0,50,50,0,39.12,38,7.02078546684262,37.1247148472132,41.1152851527868,all six named algorithms completed with finite maximum-agent steps,4,31.14,25.626204238921,0,0
CV,34,1156,85,14,ideal,PI,50,50,0,50,50,0,53.94,53.5,9.00433002414247,51.3809977212929,56.4990022787071,all six named algorithms completed with finite maximum-agent steps,5,31.14,73.2177263969171,0,0
CV,34,1156,85,14,ideal,HIPC,50,50,0,50,50,0,59.14,55,16.1675033095808,54.5452463982003,63.7347536017997,all six named algorithms completed with finite maximum-agent steps,6,31.14,89.9165061014772,0,0
CV,34,1156,85,14,ideal,DMCHBA,50,50,0,50,50,0,31.14,32,3.02378327697645,30.2806503009827,31.9993496990173,all six named algorithms completed with finite maximum-agent steps,1,31.14,0,1,1
CV,34,1156,85,14,ideal,DGA,50,50,0,50,50,0,32.24,33,3.62845894088858,31.2088033787041,33.2711966212959,all six named algorithms completed with finite maximum-agent steps,3,31.14,3.53243416827232,0,0
CV,34,1156,85,14,bernoulli_025,CBAA,50,50,0,50,44,6,31.5681818181818,32,3.28065313457994,30.5707721015146,32.565591534849,all six named algorithms completed with finite maximum-agent steps,1,31.5681818181818,0,1,1
CV,34,1156,85,14,bernoulli_025,ACBBA,50,50,0,50,44,6,44.9772727272727,46,7.57133098299913,42.6753777140671,47.2791677404783,all six named algorithms completed with finite maximum-agent steps,4,31.5681818181818,42.4766018718503,0,0
CV,34,1156,85,14,bernoulli_025,PI,50,50,0,50,44,6,51.7272727272727,48,14.3597687944781,47.3615039802696,56.0930414742759,all six named algorithms completed with finite maximum-agent steps,5,31.5681818181818,63.8588912886969,0,0
CV,34,1156,85,14,bernoulli_025,HIPC,50,44,6,44,44,6,57.2045454545455,54,14.533969104416,52.7858149725917,61.6232759364992,all six named algorithms completed with finite maximum-agent steps,6,31.5681818181818,81.2095032397408,0,0
CV,34,1156,85,14,bernoulli_025,DMCHBA,50,50,0,50,44,6,31.7954545454545,32.5,3.06957724120868,30.8622177658112,32.7286913250978,all six named algorithms completed with finite maximum-agent steps,3,31.5681818181818,0.719942404607641,0,0
CV,34,1156,85,14,bernoulli_025,DGA,50,50,0,50,44,6,31.6363636363636,32,3.37632598648576,30.6098667141317,32.6628605585956,all six named algorithms completed with finite maximum-agent steps,2,31.5681818181818,0.215982721382296,0,1
CV,34,1156,140,9,ideal,CBAA,50,50,0,50,50,0,32.94,33.5,3.29136160646165,32.0046053811442,33.8753946188558,all six named algorithms completed with finite maximum-agent steps,3,32.44,1.54130702836005,0,0
CV,34,1156,140,9,ideal,ACBBA,50,50,0,50,50,0,40.94,39.5,8.17015474586795,38.6180677123108,43.2619322876892,all six named algorithms completed with finite maximum-agent steps,4,32.44,26.2022194821208,0,0
CV,34,1156,140,9,ideal,PI,50,50,0,50,50,0,55.88,56,10.7620648955638,52.8214549980398,58.9385450019602,all six named algorithms completed with finite maximum-agent steps,5,32.44,72.2564734895191,0,0
CV,34,1156,140,9,ideal,HIPC,50,50,0,50,50,0,59.68,56,15.7382155459705,55.2072486307212,64.1527513692788,all six named algorithms completed with finite maximum-agent steps,6,32.44,83.9704069050555,0,0
CV,34,1156,140,9,ideal,DMCHBA,50,50,0,50,50,0,32.44,33,3.39963983686628,31.4738330485446,33.4061669514554,all six named algorithms completed with finite maximum-agent steps,1,32.44,0,1,1
CV,34,1156,140,9,ideal,DGA,50,50,0,50,50,0,32.46,33,4.3808954447646,31.2149632903423,33.7050367096577,all six named algorithms completed with finite maximum-agent steps,2,32.44,0.0616522811344116,0,1
CV,34,1156,140,9,bernoulli_025,CBAA,50,50,0,50,50,0,34.2,34,4.28571428571429,32.9820134764469,35.4179865235531,all six named algorithms completed with finite maximum-agent steps,3,33.2,3.01204819277108,0,0
CV,34,1156,140,9,bernoulli_025,ACBBA,50,50,0,50,50,0,46.1,45,10.7991874221902,43.0309048927045,49.1690951072955,all six named algorithms completed with finite maximum-agent steps,4,33.2,38.855421686747,0,0
CV,34,1156,140,9,bernoulli_025,PI,50,50,0,50,50,0,54.06,53,11.2674535811816,50.8578251227841,57.2621748772159,all six named algorithms completed with finite maximum-agent steps,5,33.2,62.8313253012048,0,0
CV,34,1156,140,9,bernoulli_025,HIPC,50,50,0,50,50,0,56.16,52,14.0543551242732,52.1657964676613,60.1542035323387,all six named algorithms completed with finite maximum-agent steps,6,33.2,69.1566265060241,0,0
CV,34,1156,140,9,bernoulli_025,DMCHBA,50,50,0,50,50,0,33.64,33.5,4.56588950137599,32.342388561168,34.937611438832,all six named algorithms completed with finite maximum-agent steps,2,33.2,1.32530120481927,0,1
CV,34,1156,140,9,bernoulli_025,DGA,50,50,0,50,50,0,33.2,34,4.09080601807896,32.037405793219,34.362594206781,all six named algorithms completed with finite maximum-agent steps,1,33.2,0,1,1
CV,34,1156,220,6,ideal,CBAA,50,50,0,50,50,0,36.06,37,4.21082182099448,34.8632976794206,37.2567023205794,all six named algorithms completed with finite maximum-agent steps,3,34.64,4.09930715935335,0,0
CV,34,1156,220,6,ideal,ACBBA,50,50,0,50,50,0,40.02,39,6.04233364838184,38.3027877772738,41.7372122227262,all six named algorithms completed with finite maximum-agent steps,4,34.64,15.5311778290993,0,0
CV,34,1156,220,6,ideal,PI,50,50,0,50,50,0,59.4,57,11.8269840204681,56.0388083313847,62.7611916686153,all six named algorithms completed with finite maximum-agent steps,5,34.64,71.4780600461894,0,0
CV,34,1156,220,6,ideal,HIPC,50,50,0,50,50,0,61.58,57.5,15.7507239872473,57.1036937710431,66.0563062289568,all six named algorithms completed with finite maximum-agent steps,6,34.64,77.7713625866051,0,0
CV,34,1156,220,6,ideal,DMCHBA,50,50,0,50,50,0,35.02,35,3.9460132295981,33.8985554484037,36.1414445515963,all six named algorithms completed with finite maximum-agent steps,2,34.64,1.09699769053119,0,1
CV,34,1156,220,6,ideal,DGA,50,50,0,50,50,0,34.64,34,5.16566371656664,33.1719346152034,36.1080653847966,all six named algorithms completed with finite maximum-agent steps,1,34.64,0,1,1
CV,34,1156,220,6,bernoulli_025,CBAA,50,50,0,50,50,0,37.38,37,5.05839371132532,35.942420413382,38.817579586618,all six named algorithms completed with finite maximum-agent steps,2,36.58,2.18698742482232,0,1
CV,34,1156,220,6,bernoulli_025,ACBBA,50,50,0,50,50,0,46.92,45.5,11.1590358737954,43.7486370943033,50.0913629056967,all six named algorithms completed with finite maximum-agent steps,4,36.58,28.2668124658283,0,0
CV,34,1156,220,6,bernoulli_025,PI,50,50,0,50,50,0,56.66,53.5,11.7518734937135,53.320154506903,59.999845493097,all six named algorithms completed with finite maximum-agent steps,5,36.58,54.8933843630399,0,0
CV,34,1156,220,6,bernoulli_025,HIPC,50,50,0,50,50,0,58.94,57,13.8805545969305,54.9951900310156,62.8848099689844,all six named algorithms completed with finite maximum-agent steps,6,36.58,61.1262985237835,0,0
CV,34,1156,220,6,bernoulli_025,DMCHBA,50,50,0,50,50,0,36.58,36.5,5.47383386145918,35.0243536290673,38.1356463709327,all six named algorithms completed with finite maximum-agent steps,1,36.58,0,1,1
CV,34,1156,220,6,bernoulli_025,DGA,50,50,0,50,50,0,37.44,35,8.56942833804078,35.0045954129328,39.8754045870672,all six named algorithms completed with finite maximum-agent steps,3,36.58,2.35101148168398,0,0
