mission,scenario,comm_model,metric,algorithm_a,algorithm_b,pair,total_trial_count,trial_id,prda,D_at_0pct,D_at_5pct,D_at_10pct,D_at_20pct,D_at_30pct,D_at_40pct,D_at_50pct,D_at_60pct,D_at_70pct,manual_sign_check
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,max_agent_steps,ACBBA,DGA,ACBBA vs DGA,500,485,-258.204034644161,0,-2.97552956623647,-3.48635519000246,-2.28238238567653,-2.61088645264856,-2.79320800944252,-1.75175413461436,-2.28238238567653,-4.50227576282546,negative means A improved relative to B; positive means A worsened relative to B
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,max_agent_steps,ACBBA,PI,ACBBA vs PI,500,485,-217.111995005604,0,-2.28238238567653,-2.28238238567653,-2.61885462229774,-2.10006082888257,-2.61885462229774,-1.75175413461436,-2.28238238567653,-1.94591014905531,negative means A improved relative to B; positive means A worsened relative to B
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,max_agent_steps,PI,DGA,PI vs DGA,500,433,-238.054689106106,0,-2.91476321102032,-3.25809653802148,-1.97024224971484,-3.28341434600577,-1.98124951550062,-4.01337549968843,-0.521296923633286,-1.98659138771637,negative means A improved relative to B; positive means A worsened relative to B
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,max_agent_steps,ACBBA,PI,ACBBA vs PI,500,485,-211.85260009849,0,-2.28238238567653,-2.43653306550378,-1.36609165380237,-2.43653306550378,-2.21784386453896,-2.75238601492226,-1.99470031322475,-2.1870722058722,negative means A improved relative to B; positive means A worsened relative to B
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,max_agent_steps,ACBBA,DGA,ACBBA vs DGA,500,485,-278.986191857185,0,-2.28238238567653,-2.28238238567653,-3.12968024606373,-1.94591014905531,-3.82282742662368,-3.89182029811063,-2.94735868926978,-1.87691727756836,negative means A improved relative to B; positive means A worsened relative to B
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,max_agent_steps,ACBBA,PI,ACBBA vs PI,500,485,-200.718558473079,0,-1.58923520511658,-2.28238238567653,-2.28238238567653,-1.94591014905531,-2.46470394247048,-1.81237875643079,-2.10006082888257,-1.87691727756836,negative means A improved relative to B; positive means A worsened relative to B
Collaborative Visit (CV),CV,bernoulli,max_agent_steps,HIPC,DMCHBA,HIPC vs DMCHBA,500,251,-76.9257681939121,0,-0.693147180559946,0,-0.707535918012046,-0.825318953668429,-1.05416052609728,-1.11300102612021,-0.991640169115942,-0.693147180559946,negative means A improved relative to B; positive means A worsened relative to B
Collaborative Visit (CV),CV,bernoulli,max_agent_steps,PI,DMCHBA,PI vs DMCHBA,500,138,-69.3527252006462,0,-1.03798766685167,-0.937904208294692,-0.470003629245736,-0.658498045146771,-0.602669595593829,-0.821764558382039,-0.68778523741856,-0.783095417222885,negative means A improved relative to B; positive means A worsened relative to B
Collaborative Visit (CV),CV,gilbert_elliott,max_agent_steps,HIPC,DMCHBA,HIPC vs DMCHBA,500,354,-106.218402789824,0,-0.962810747509048,-0.640037355245997,-0.640037355245997,-1.2855841397721,-1.41479587125211,-1.72495079955594,-0.962810747509048,-0.891351783526903,negative means A improved relative to B; positive means A worsened relative to B
Collaborative Visit (CV),CV,gilbert_elliott,max_agent_steps,HIPC,DGA,HIPC vs DGA,500,251,-101.035966667083,0,-0.97686885179563,-0.97686885179563,-1.13101953162289,-0.668606071643828,-1.20001240310984,-1.20001240310984,-1.20001240310984,-0.90353757871008,negative means A improved relative to B; positive means A worsened relative to B
Collaborative Visit (CV),CV,rayleigh_style,max_agent_steps,PI,DMCHBA,PI vs DMCHBA,500,346,-66.5326934459521,0,-0.829279354884525,-0.451985123743058,-0.803383010580947,-0.222111026700021,-1.06289420606603,-0.508583470360302,-0.726421969444818,-1.16053267562995,negative means A improved relative to B; positive means A worsened relative to B
Collaborative Visit (CV),CV,rayleigh_style,max_agent_steps,HIPC,DMCHBA,HIPC vs DMCHBA,500,273,-55.5182378619673,0,0,0,-0.139761942375159,-0.851258261603301,-0.688827519415429,-0.619558823902457,-1.25522299433623,-0.663294217410265,negative means A improved relative to B; positive means A worsened relative to B
Full Grid Search (FGS),FGS,bernoulli,max_agent_steps,DMCHBA,DGA,DMCHBA vs DGA,100,7,-49.7606529773584,0,-0.309396698653,-0.45725868750457,-0.365908908916343,-0.722583852855075,-0.636362677407946,-0.452523381753114,-0.589052460230552,-0.438344124594267,negative means A improved relative to B; positive means A worsened relative to B
Full Grid Search (FGS),FGS,bernoulli,max_agent_steps,ACBBA,HIPC,ACBBA vs HIPC,100,52,-37.8362910209195,0,-0.0641514493309181,-0.216460353836376,-0.765737498536728,-0.369208159805319,-0.467399261630436,-0.288547348961594,-0.397306338578532,-0.331841547818025,negative means A improved relative to B; positive means A worsened relative to B
Full Grid Search (FGS),FGS,gilbert_elliott,max_agent_steps,ACBBA,PI,ACBBA vs PI,100,21,-21.4633317254908,0,0.0837213405543453,0.309455872001342,-0.396024714329077,0.0372771485537156,-0.294146282866707,-0.638916011424723,-0.37806613392005,-0.213019602151388,negative means A improved relative to B; positive means A worsened relative to B
Full Grid Search (FGS),FGS,gilbert_elliott,max_agent_steps,DMCHBA,DGA,DMCHBA vs DGA,100,80,-19.7527334585603,0,-0.192160005794242,-0.447767487798854,-0.384118589900994,-0.0401513786462342,-0.39616271544585,-0.0406503059628758,-0.183421062127371,0.187436657460725,negative means A improved relative to B; positive means A worsened relative to B
