mission,scenario,comm_model,metric,method,algorithm_a,algorithm_b,legacy_six_way_complete_n,revised_complete_n,additional_trajectories
Collaborative Visit (CV),CV,bernoulli,max_agent_steps,PRDA,PI,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,max_agent_steps,PRDA,PI,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,max_agent_steps,PRDA,HIPC,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,max_agent_steps,PRDA,HIPC,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,max_agent_steps,PRDA,DMCHBA,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,total_team_steps,PRDS,CBAA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,total_team_steps,PRDS,ACBBA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,total_team_steps,PRDS,PI,,500,500,0
Collaborative Visit (CV),CV,bernoulli,total_team_steps,PRDS,HIPC,,500,500,0
Collaborative Visit (CV),CV,bernoulli,total_team_steps,PRDS,DMCHBA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,total_team_steps,PRDS,DGA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,total_team_steps,PRDA,CBAA,ACBBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,total_team_steps,PRDA,CBAA,PI,500,500,0
Collaborative Visit (CV),CV,bernoulli,total_team_steps,PRDA,CBAA,HIPC,500,500,0
Collaborative Visit (CV),CV,bernoulli,total_team_steps,PRDA,CBAA,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,total_team_steps,PRDA,CBAA,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,total_team_steps,PRDA,ACBBA,PI,500,500,0
Collaborative Visit (CV),CV,bernoulli,total_team_steps,PRDA,ACBBA,HIPC,500,500,0
Collaborative Visit (CV),CV,bernoulli,total_team_steps,PRDA,ACBBA,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,total_team_steps,PRDA,ACBBA,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,total_team_steps,PRDA,PI,HIPC,500,500,0
Collaborative Visit (CV),CV,bernoulli,total_team_steps,PRDA,PI,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,total_team_steps,PRDA,PI,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,total_team_steps,PRDA,HIPC,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,total_team_steps,PRDA,HIPC,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,total_team_steps,PRDA,DMCHBA,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_messages_per_step,PRDS,CBAA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_messages_per_step,PRDS,ACBBA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_messages_per_step,PRDS,PI,,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_messages_per_step,PRDS,HIPC,,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_messages_per_step,PRDS,DMCHBA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_messages_per_step,PRDS,DGA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_messages_per_step,PRDA,CBAA,ACBBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_messages_per_step,PRDA,CBAA,PI,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_messages_per_step,PRDA,CBAA,HIPC,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_messages_per_step,PRDA,CBAA,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_messages_per_step,PRDA,CBAA,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_messages_per_step,PRDA,ACBBA,PI,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_messages_per_step,PRDA,ACBBA,HIPC,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_messages_per_step,PRDA,ACBBA,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_messages_per_step,PRDA,ACBBA,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_messages_per_step,PRDA,PI,HIPC,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_messages_per_step,PRDA,PI,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_messages_per_step,PRDA,PI,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_messages_per_step,PRDA,HIPC,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_messages_per_step,PRDA,HIPC,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_messages_per_step,PRDA,DMCHBA,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,max_agent_messages,PRDS,CBAA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,max_agent_messages,PRDS,ACBBA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,max_agent_messages,PRDS,PI,,500,500,0
Collaborative Visit (CV),CV,bernoulli,max_agent_messages,PRDS,HIPC,,500,500,0
Collaborative Visit (CV),CV,bernoulli,max_agent_messages,PRDS,DMCHBA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,max_agent_messages,PRDS,DGA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,max_agent_messages,PRDA,CBAA,ACBBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,max_agent_messages,PRDA,CBAA,PI,500,500,0
Collaborative Visit (CV),CV,bernoulli,max_agent_messages,PRDA,CBAA,HIPC,500,500,0
Collaborative Visit (CV),CV,bernoulli,max_agent_messages,PRDA,CBAA,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,max_agent_messages,PRDA,CBAA,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,max_agent_messages,PRDA,ACBBA,PI,500,500,0
Collaborative Visit (CV),CV,bernoulli,max_agent_messages,PRDA,ACBBA,HIPC,500,500,0
Collaborative Visit (CV),CV,bernoulli,max_agent_messages,PRDA,ACBBA,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,max_agent_messages,PRDA,ACBBA,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,max_agent_messages,PRDA,PI,HIPC,500,500,0
Collaborative Visit (CV),CV,bernoulli,max_agent_messages,PRDA,PI,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,max_agent_messages,PRDA,PI,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,max_agent_messages,PRDA,HIPC,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,max_agent_messages,PRDA,HIPC,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,max_agent_messages,PRDA,DMCHBA,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_unique_cell,PRDS,CBAA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_unique_cell,PRDS,ACBBA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_unique_cell,PRDS,PI,,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_unique_cell,PRDS,HIPC,,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_unique_cell,PRDS,DMCHBA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_unique_cell,PRDS,DGA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_unique_cell,PRDA,CBAA,ACBBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_unique_cell,PRDA,CBAA,PI,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_unique_cell,PRDA,CBAA,HIPC,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_unique_cell,PRDA,CBAA,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_unique_cell,PRDA,CBAA,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_unique_cell,PRDA,ACBBA,PI,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_unique_cell,PRDA,ACBBA,HIPC,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_unique_cell,PRDA,ACBBA,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_unique_cell,PRDA,ACBBA,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_unique_cell,PRDA,PI,HIPC,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_unique_cell,PRDA,PI,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_unique_cell,PRDA,PI,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_unique_cell,PRDA,HIPC,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_unique_cell,PRDA,HIPC,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_unique_cell,PRDA,DMCHBA,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,unique_cell_contribution_gini,PRDS,CBAA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,unique_cell_contribution_gini,PRDS,ACBBA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,unique_cell_contribution_gini,PRDS,PI,,500,500,0
Collaborative Visit (CV),CV,bernoulli,unique_cell_contribution_gini,PRDS,HIPC,,500,500,0
Collaborative Visit (CV),CV,bernoulli,unique_cell_contribution_gini,PRDS,DMCHBA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,unique_cell_contribution_gini,PRDS,DGA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,unique_cell_contribution_gini,PRDA,CBAA,ACBBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,unique_cell_contribution_gini,PRDA,CBAA,PI,500,500,0
Collaborative Visit (CV),CV,bernoulli,unique_cell_contribution_gini,PRDA,CBAA,HIPC,500,500,0
Collaborative Visit (CV),CV,bernoulli,unique_cell_contribution_gini,PRDA,CBAA,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,unique_cell_contribution_gini,PRDA,CBAA,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,unique_cell_contribution_gini,PRDA,ACBBA,PI,500,500,0
Collaborative Visit (CV),CV,bernoulli,unique_cell_contribution_gini,PRDA,ACBBA,HIPC,500,500,0
Collaborative Visit (CV),CV,bernoulli,unique_cell_contribution_gini,PRDA,ACBBA,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,unique_cell_contribution_gini,PRDA,ACBBA,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,unique_cell_contribution_gini,PRDA,PI,HIPC,500,500,0
Collaborative Visit (CV),CV,bernoulli,unique_cell_contribution_gini,PRDA,PI,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,unique_cell_contribution_gini,PRDA,PI,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,unique_cell_contribution_gini,PRDA,HIPC,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,unique_cell_contribution_gini,PRDA,HIPC,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,unique_cell_contribution_gini,PRDA,DMCHBA,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_task_replans,PRDS,CBAA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_task_replans,PRDS,ACBBA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_task_replans,PRDS,PI,,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_task_replans,PRDS,HIPC,,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_task_replans,PRDS,DMCHBA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_task_replans,PRDS,DGA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_task_replans,PRDA,CBAA,ACBBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_task_replans,PRDA,CBAA,PI,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_task_replans,PRDA,CBAA,HIPC,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_task_replans,PRDA,CBAA,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_task_replans,PRDA,CBAA,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_task_replans,PRDA,ACBBA,PI,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_task_replans,PRDA,ACBBA,HIPC,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_task_replans,PRDA,ACBBA,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_task_replans,PRDA,ACBBA,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_task_replans,PRDA,PI,HIPC,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_task_replans,PRDA,PI,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_task_replans,PRDA,PI,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_task_replans,PRDA,HIPC,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_task_replans,PRDA,HIPC,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_task_replans,PRDA,DMCHBA,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_path_replans,PRDS,CBAA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_path_replans,PRDS,ACBBA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_path_replans,PRDS,PI,,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_path_replans,PRDS,HIPC,,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_path_replans,PRDS,DMCHBA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_path_replans,PRDS,DGA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_path_replans,PRDA,CBAA,ACBBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_path_replans,PRDA,CBAA,PI,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_path_replans,PRDA,CBAA,HIPC,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_path_replans,PRDA,CBAA,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_path_replans,PRDA,CBAA,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_path_replans,PRDA,ACBBA,PI,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_path_replans,PRDA,ACBBA,HIPC,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_path_replans,PRDA,ACBBA,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_path_replans,PRDA,ACBBA,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_path_replans,PRDA,PI,HIPC,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_path_replans,PRDA,PI,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_path_replans,PRDA,PI,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_path_replans,PRDA,HIPC,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_path_replans,PRDA,HIPC,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,team_path_replans,PRDA,DMCHBA,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,duplicate_target_visits,PRDS,CBAA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,duplicate_target_visits,PRDS,ACBBA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,duplicate_target_visits,PRDS,PI,,500,500,0
Collaborative Visit (CV),CV,bernoulli,duplicate_target_visits,PRDS,HIPC,,500,500,0
Collaborative Visit (CV),CV,bernoulli,duplicate_target_visits,PRDS,DMCHBA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,duplicate_target_visits,PRDS,DGA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,duplicate_target_visits,PRDA,CBAA,ACBBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,duplicate_target_visits,PRDA,CBAA,PI,500,500,0
Collaborative Visit (CV),CV,bernoulli,duplicate_target_visits,PRDA,CBAA,HIPC,500,500,0
Collaborative Visit (CV),CV,bernoulli,duplicate_target_visits,PRDA,CBAA,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,duplicate_target_visits,PRDA,CBAA,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,duplicate_target_visits,PRDA,ACBBA,PI,500,500,0
Collaborative Visit (CV),CV,bernoulli,duplicate_target_visits,PRDA,ACBBA,HIPC,500,500,0
Collaborative Visit (CV),CV,bernoulli,duplicate_target_visits,PRDA,ACBBA,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,duplicate_target_visits,PRDA,ACBBA,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,duplicate_target_visits,PRDA,PI,HIPC,500,500,0
Collaborative Visit (CV),CV,bernoulli,duplicate_target_visits,PRDA,PI,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,duplicate_target_visits,PRDA,PI,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,duplicate_target_visits,PRDA,HIPC,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,duplicate_target_visits,PRDA,HIPC,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,duplicate_target_visits,PRDA,DMCHBA,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,target_completion_gini,PRDS,CBAA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,target_completion_gini,PRDS,ACBBA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,target_completion_gini,PRDS,PI,,500,500,0
Collaborative Visit (CV),CV,bernoulli,target_completion_gini,PRDS,HIPC,,500,500,0
Collaborative Visit (CV),CV,bernoulli,target_completion_gini,PRDS,DMCHBA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,target_completion_gini,PRDS,DGA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,target_completion_gini,PRDA,CBAA,ACBBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,target_completion_gini,PRDA,CBAA,PI,500,500,0
Collaborative Visit (CV),CV,bernoulli,target_completion_gini,PRDA,CBAA,HIPC,500,500,0
Collaborative Visit (CV),CV,bernoulli,target_completion_gini,PRDA,CBAA,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,target_completion_gini,PRDA,CBAA,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,target_completion_gini,PRDA,ACBBA,PI,500,500,0
Collaborative Visit (CV),CV,bernoulli,target_completion_gini,PRDA,ACBBA,HIPC,500,500,0
Collaborative Visit (CV),CV,bernoulli,target_completion_gini,PRDA,ACBBA,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,target_completion_gini,PRDA,ACBBA,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,target_completion_gini,PRDA,PI,HIPC,500,500,0
Collaborative Visit (CV),CV,bernoulli,target_completion_gini,PRDA,PI,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,target_completion_gini,PRDA,PI,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,target_completion_gini,PRDA,HIPC,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,target_completion_gini,PRDA,HIPC,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,target_completion_gini,PRDA,DMCHBA,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_target,PRDS,CBAA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_target,PRDS,ACBBA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_target,PRDS,PI,,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_target,PRDS,HIPC,,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_target,PRDS,DMCHBA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_target,PRDS,DGA,,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_target,PRDA,CBAA,ACBBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_target,PRDA,CBAA,PI,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_target,PRDA,CBAA,HIPC,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_target,PRDA,CBAA,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_target,PRDA,CBAA,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_target,PRDA,ACBBA,PI,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_target,PRDA,ACBBA,HIPC,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_target,PRDA,ACBBA,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_target,PRDA,ACBBA,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_target,PRDA,PI,HIPC,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_target,PRDA,PI,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_target,PRDA,PI,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_target,PRDA,HIPC,DMCHBA,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_target,PRDA,HIPC,DGA,500,500,0
Collaborative Visit (CV),CV,bernoulli,messages_per_target,PRDA,DMCHBA,DGA,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,max_agent_steps,PRDS,CBAA,,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,max_agent_steps,PRDS,ACBBA,,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,max_agent_steps,PRDS,PI,,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,max_agent_steps,PRDS,HIPC,,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,max_agent_steps,PRDS,DMCHBA,,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,max_agent_steps,PRDS,DGA,,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,max_agent_steps,PRDA,CBAA,ACBBA,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,max_agent_steps,PRDA,CBAA,PI,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,max_agent_steps,PRDA,CBAA,HIPC,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,max_agent_steps,PRDA,CBAA,DMCHBA,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,max_agent_steps,PRDA,CBAA,DGA,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,max_agent_steps,PRDA,ACBBA,PI,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,max_agent_steps,PRDA,ACBBA,HIPC,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,max_agent_steps,PRDA,ACBBA,DMCHBA,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,max_agent_steps,PRDA,ACBBA,DGA,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,max_agent_steps,PRDA,PI,HIPC,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,max_agent_steps,PRDA,PI,DMCHBA,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,max_agent_steps,PRDA,PI,DGA,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,max_agent_steps,PRDA,HIPC,DMCHBA,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,max_agent_steps,PRDA,HIPC,DGA,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,max_agent_steps,PRDA,DMCHBA,DGA,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,total_team_steps,PRDS,CBAA,,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,total_team_steps,PRDS,ACBBA,,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,total_team_steps,PRDS,PI,,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,total_team_steps,PRDS,HIPC,,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,total_team_steps,PRDS,DMCHBA,,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,total_team_steps,PRDS,DGA,,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,total_team_steps,PRDA,CBAA,ACBBA,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,total_team_steps,PRDA,CBAA,PI,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,total_team_steps,PRDA,CBAA,HIPC,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,total_team_steps,PRDA,CBAA,DMCHBA,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,total_team_steps,PRDA,CBAA,DGA,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,total_team_steps,PRDA,ACBBA,PI,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,total_team_steps,PRDA,ACBBA,HIPC,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,total_team_steps,PRDA,ACBBA,DMCHBA,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,total_team_steps,PRDA,ACBBA,DGA,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,total_team_steps,PRDA,PI,HIPC,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,total_team_steps,PRDA,PI,DMCHBA,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,total_team_steps,PRDA,PI,DGA,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,total_team_steps,PRDA,HIPC,DMCHBA,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,total_team_steps,PRDA,HIPC,DGA,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,total_team_steps,PRDA,DMCHBA,DGA,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,team_messages_per_step,PRDS,CBAA,,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,team_messages_per_step,PRDS,ACBBA,,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,team_messages_per_step,PRDS,PI,,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,team_messages_per_step,PRDS,HIPC,,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,team_messages_per_step,PRDS,DMCHBA,,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,team_messages_per_step,PRDS,DGA,,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,team_messages_per_step,PRDA,CBAA,ACBBA,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,team_messages_per_step,PRDA,CBAA,PI,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,team_messages_per_step,PRDA,CBAA,HIPC,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,team_messages_per_step,PRDA,CBAA,DMCHBA,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,team_messages_per_step,PRDA,CBAA,DGA,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,team_messages_per_step,PRDA,ACBBA,PI,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,team_messages_per_step,PRDA,ACBBA,HIPC,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,team_messages_per_step,PRDA,ACBBA,DMCHBA,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,team_messages_per_step,PRDA,ACBBA,DGA,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,team_messages_per_step,PRDA,PI,HIPC,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,team_messages_per_step,PRDA,PI,DMCHBA,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,team_messages_per_step,PRDA,PI,DGA,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,team_messages_per_step,PRDA,HIPC,DMCHBA,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,team_messages_per_step,PRDA,HIPC,DGA,500,500,0
Collaborative Visit (CV),CV,gilbert_elliott,team_messages_per_step,PRDA,DMCHBA,DGA,500,500,0
