mission,scenario,comm_model,comm_label,degradation_pct,metric,algorithm,attempted_trial_n,six_way_paired_n,eligible_n,mean,median,sd,ci95_low,ci95_high,source_column,scope,ci_method
Collaborative Visit (CV),CV,gilbert_elliott,gilbert_elliott_drop_0_30_rho_0_8,30,team_messages_per_step,DMCHBA,500,500,500,2.08294058491728,2.07937668766877,0.023999955417098,2.08083181996626,2.08504934986829,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,gilbert_elliott,gilbert_elliott_drop_0_30_rho_0_8,30,team_messages_per_step,DGA,500,500,500,3.46218330977524,3.43010752688172,0.373322035187778,3.4293812312062,3.49498538834429,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,gilbert_elliott,gilbert_elliott_drop_0_40_rho_0_8,40,team_messages_per_step,CBAA,500,500,500,5.02335984992429,5.03625410733844,0.260170021440185,5.0004999148543,5.04621978499429,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,gilbert_elliott,gilbert_elliott_drop_0_40_rho_0_8,40,team_messages_per_step,ACBBA,500,500,500,4.1087539631653,4.09861209335219,0.384020420521463,4.07501186701572,4.14249605931488,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,gilbert_elliott,gilbert_elliott_drop_0_40_rho_0_8,40,team_messages_per_step,PI,500,500,500,2.67055782656002,2.65853174603175,0.128576156677768,2.65926043504299,2.68185521807705,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,gilbert_elliott,gilbert_elliott_drop_0_40_rho_0_8,40,team_messages_per_step,HIPC,500,500,500,2.78374579655995,2.7701926063995,0.136312428927083,2.77176865462309,2.79572293849682,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,gilbert_elliott,gilbert_elliott_drop_0_40_rho_0_8,40,team_messages_per_step,DMCHBA,500,500,500,2.07802549212408,2.07352941176471,0.0235912527030996,2.07595263798805,2.08009834626011,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,gilbert_elliott,gilbert_elliott_drop_0_40_rho_0_8,40,team_messages_per_step,DGA,500,500,500,3.37991218536207,3.36254107338445,0.35266221821295,3.34892538924558,3.41089898147856,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,gilbert_elliott,gilbert_elliott_drop_0_50_rho_0_8,50,team_messages_per_step,CBAA,500,500,500,4.76974476527444,4.77065069160335,0.247130666833984,4.74803053791513,4.79145899263376,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,gilbert_elliott,gilbert_elliott_drop_0_50_rho_0_8,50,team_messages_per_step,ACBBA,500,500,500,3.90856381903493,3.85510777881912,0.384939743962158,3.87474094619153,3.94238669187833,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,gilbert_elliott,gilbert_elliott_drop_0_50_rho_0_8,50,team_messages_per_step,PI,500,500,500,2.65854871496197,2.64,0.127820701994765,2.64731770174982,2.66977972817413,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,gilbert_elliott,gilbert_elliott_drop_0_50_rho_0_8,50,team_messages_per_step,HIPC,500,500,500,2.7570548981681,2.74417344173442,0.12980420861075,2.7456496034142,2.768460192922,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,gilbert_elliott,gilbert_elliott_drop_0_50_rho_0_8,50,team_messages_per_step,DMCHBA,500,500,500,2.07419377145907,2.07070707070707,0.0233090731603599,2.07214571113284,2.07624183178531,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,gilbert_elliott,gilbert_elliott_drop_0_50_rho_0_8,50,team_messages_per_step,DGA,500,500,500,3.26012119181037,3.19766653099986,0.374377818038253,3.22722634649104,3.29301603712969,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,gilbert_elliott,gilbert_elliott_drop_0_60_rho_0_8,60,team_messages_per_step,CBAA,500,500,500,4.50952834747469,4.51500150015002,0.245903327210881,4.48792196076487,4.5311347341845,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,gilbert_elliott,gilbert_elliott_drop_0_60_rho_0_8,60,team_messages_per_step,ACBBA,500,500,500,3.67135888715502,3.62968531468531,0.334294379467226,3.64198598797708,3.70073178633296,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,gilbert_elliott,gilbert_elliott_drop_0_60_rho_0_8,60,team_messages_per_step,PI,500,500,500,2.64539531246272,2.63636363636364,0.107023883872268,2.63599161935958,2.65479900556585,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,gilbert_elliott,gilbert_elliott_drop_0_60_rho_0_8,60,team_messages_per_step,HIPC,500,500,500,2.72921032743271,2.71803476165892,0.123299745572741,2.71837654972712,2.74004410513829,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,gilbert_elliott,gilbert_elliott_drop_0_60_rho_0_8,60,team_messages_per_step,DMCHBA,500,500,500,2.0751239471456,2.07075176544203,0.0246200577665598,2.07296069667251,2.07728719761868,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,gilbert_elliott,gilbert_elliott_drop_0_60_rho_0_8,60,team_messages_per_step,DGA,500,500,500,3.08739688225488,3.02870879120879,0.318762133168842,3.05938872963731,3.11540503487245,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,gilbert_elliott,gilbert_elliott_drop_0_70_rho_0_8,70,team_messages_per_step,CBAA,500,500,500,4.20105597156772,4.190128606187,0.215733807788686,4.18210044082996,4.22001150230548,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,gilbert_elliott,gilbert_elliott_drop_0_70_rho_0_8,70,team_messages_per_step,ACBBA,500,500,500,3.40281656997412,3.39343159028198,0.268130895792062,3.37925714973755,3.42637599021069,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,gilbert_elliott,gilbert_elliott_drop_0_70_rho_0_8,70,team_messages_per_step,PI,500,500,500,2.64655673671761,2.63697376449054,0.112740781531047,2.63665072628922,2.656462747146,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,gilbert_elliott,gilbert_elliott_drop_0_70_rho_0_8,70,team_messages_per_step,HIPC,500,500,500,2.70620102709515,2.69274475524476,0.126714292469367,2.69506722896478,2.71733482522553,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,gilbert_elliott,gilbert_elliott_drop_0_70_rho_0_8,70,team_messages_per_step,DMCHBA,500,500,500,2.07068042085223,2.06666666666667,0.0220390789320687,2.06874394903815,2.07261689266632,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,gilbert_elliott,gilbert_elliott_drop_0_70_rho_0_8,70,team_messages_per_step,DGA,500,500,500,2.87860509209294,2.85112277631963,0.236738749305037,2.85780395440726,2.89940622977863,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,ideal,ideal_1_0,0,unique_cell_contribution_gini,CBAA,500,500,500,0.0788533320024657,0.0735294117647058,0.0372496614586488,0.0755803767341746,0.0821262872707567,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,ideal,ideal_1_0,0,unique_cell_contribution_gini,ACBBA,500,500,500,0.15842140418871,0.149324324324324,0.0780836954934394,0.151560551431254,0.165282256946166,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,ideal,ideal_1_0,0,unique_cell_contribution_gini,PI,500,500,500,0.393808087483539,0.400793650793651,0.0915923107494962,0.385760295255003,0.401855879712075,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,ideal,ideal_1_0,0,unique_cell_contribution_gini,HIPC,500,500,500,0.521586085144292,0.522393048128342,0.0846574127891265,0.514147630287577,0.529024540001006,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,ideal,ideal_1_0,0,unique_cell_contribution_gini,DMCHBA,500,500,500,0.0714051484384909,0.0625,0.0400512870130015,0.0678860273056301,0.0749242695713516,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,ideal,ideal_1_0,0,unique_cell_contribution_gini,DGA,500,500,500,0.118680770020071,0.0993563294272981,0.0788693937888477,0.111750881591563,0.125610658448579,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_05,5,unique_cell_contribution_gini,CBAA,500,500,500,0.0767687912419242,0.0709876543209877,0.0402322891856341,0.0732337662862825,0.0803038161975659,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_05,5,unique_cell_contribution_gini,ACBBA,500,500,500,0.143371715627428,0.134168157423971,0.0714703275788147,0.137091948885514,0.149651482369341,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_05,5,unique_cell_contribution_gini,PI,500,500,500,0.304613687978701,0.307683000604961,0.103660327100659,0.295505535034184,0.313721840923219,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_05,5,unique_cell_contribution_gini,HIPC,500,500,500,0.500727297288013,0.504551473022178,0.0966571445821463,0.49223448156325,0.509220113012775,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_05,5,unique_cell_contribution_gini,DMCHBA,500,500,500,0.0695413243786086,0.0647107781939243,0.0389447454390314,0.0661194299300261,0.0729632188271912,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_05,5,unique_cell_contribution_gini,DGA,500,500,500,0.109923115123555,0.0927768860353129,0.0731083254279898,0.103499425095363,0.116346805151748,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_1,10,unique_cell_contribution_gini,CBAA,500,500,500,0.0745520263493575,0.0677447552447552,0.0411087337048222,0.0709399922721799,0.0781640604265352,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_1,10,unique_cell_contribution_gini,ACBBA,500,500,500,0.12673224379251,0.118421052631579,0.0608189301485475,0.121388366021635,0.132076121563386,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_1,10,unique_cell_contribution_gini,PI,500,500,500,0.255670652789638,0.255889689578714,0.0964745540029866,0.247193880453582,0.264147425125693,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_1,10,unique_cell_contribution_gini,HIPC,500,500,500,0.483225629832178,0.490562678062678,0.102825522497185,0.474190827302616,0.492260432361741,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_1,10,unique_cell_contribution_gini,DMCHBA,500,500,500,0.0695913203759733,0.0628765060240963,0.0397076685902793,0.0661023914027965,0.0730802493491502,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_1,10,unique_cell_contribution_gini,DGA,500,500,500,0.104573436100908,0.0833333333333332,0.072507031331901,0.0982025790006536,0.110944293201161,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_2,20,unique_cell_contribution_gini,CBAA,500,500,500,0.0720042725073605,0.0647507414207032,0.04201140060972,0.068312925269037,0.075695619745684,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_2,20,unique_cell_contribution_gini,ACBBA,500,500,500,0.111917096858786,0.100727901131127,0.0599625603841343,0.106648464333701,0.117185729383872,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_2,20,unique_cell_contribution_gini,PI,500,500,500,0.204692518635031,0.198623680241327,0.0844265537580419,0.197274348292389,0.212110688977674,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_2,20,unique_cell_contribution_gini,HIPC,500,500,500,0.450890209381284,0.465384615384615,0.114185576150544,0.440857251539784,0.460923167222783,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_2,20,unique_cell_contribution_gini,DMCHBA,500,500,500,0.0714694382658136,0.0655050855293574,0.0429314566151042,0.0676972499666045,0.0752416265650226,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_2,20,unique_cell_contribution_gini,DGA,500,500,500,0.0961062143272073,0.0810810810810811,0.0643972214376764,0.0904479286699881,0.101764499984427,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_3,30,unique_cell_contribution_gini,CBAA,500,500,500,0.0703130383889103,0.0652173913043479,0.0382239363340438,0.0669544780986856,0.0736715986791349,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_3,30,unique_cell_contribution_gini,ACBBA,500,500,500,0.0997200963898078,0.0955199185439735,0.0465589027254015,0.0956291811977298,0.103811011581886,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_3,30,unique_cell_contribution_gini,PI,500,500,500,0.164927240401762,0.159223247637882,0.073243878234531,0.158491639976135,0.17136284082739,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_3,30,unique_cell_contribution_gini,HIPC,500,500,500,0.410065848032736,0.424257759784076,0.121854196783997,0.399359084005625,0.420772612059848,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_3,30,unique_cell_contribution_gini,DMCHBA,500,500,500,0.0695303654504763,0.0632530120481926,0.0410892950743792,0.0659200393557454,0.0731406915452073,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_3,30,unique_cell_contribution_gini,DGA,500,500,500,0.0948626461658958,0.0833333333333332,0.0601647687118346,0.0895762465313781,0.100149045800414,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_4,40,unique_cell_contribution_gini,CBAA,500,500,500,0.0740403402664997,0.0704505850136918,0.0393868782373125,0.0705795976562224,0.077501082876777,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_4,40,unique_cell_contribution_gini,ACBBA,500,500,500,0.0907275461420527,0.0825082508250825,0.0479458557604522,0.086514765809053,0.0949403264750524,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_4,40,unique_cell_contribution_gini,PI,500,500,500,0.143760470582914,0.134977876106195,0.0632571757938452,0.138202355457451,0.149318585708376,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_4,40,unique_cell_contribution_gini,HIPC,500,500,500,0.375649731210811,0.380693581780538,0.121820825607891,0.364945899354419,0.386353563067203,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_4,40,unique_cell_contribution_gini,DMCHBA,500,500,500,0.0709912676040755,0.0648033707865169,0.0404278115161632,0.0674390630066138,0.0745434722015372,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_4,40,unique_cell_contribution_gini,DGA,500,500,500,0.0978374136592413,0.0855713770728189,0.058700490966183,0.0926796733299146,0.102995153988568,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_5,50,unique_cell_contribution_gini,CBAA,500,500,500,0.0771220499341352,0.0716338259441708,0.0402639359922422,0.073584244320137,0.0806598555481334,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_5,50,unique_cell_contribution_gini,ACBBA,500,500,500,0.0845613371378527,0.0816058002148227,0.0393741063083862,0.08110171673783,0.0880209575378755,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_5,50,unique_cell_contribution_gini,PI,500,500,500,0.127047532318042,0.118198529411765,0.0619247895700177,0.12160648780047,0.132488576835614,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_5,50,unique_cell_contribution_gini,HIPC,500,500,500,0.342203778450855,0.35528603721092,0.11911844322211,0.331737392421354,0.352670164480355,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_5,50,unique_cell_contribution_gini,DMCHBA,500,500,500,0.0737307909314478,0.0665902140672782,0.0400099661074849,0.0702153004752189,0.0772462813876767,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_5,50,unique_cell_contribution_gini,DGA,500,500,500,0.0916028378635632,0.0809859154929577,0.055113739235101,0.0867602488004387,0.0964454269266876,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_6,60,unique_cell_contribution_gini,CBAA,500,500,500,0.0846247251287593,0.0814912066438691,0.0404502516794636,0.0810705488180574,0.0881789014394613,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_6,60,unique_cell_contribution_gini,ACBBA,500,500,500,0.0854029186641741,0.0828059071729957,0.0418907720391675,0.081722170499776,0.0890836668285721,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_6,60,unique_cell_contribution_gini,PI,500,500,500,0.111751099855925,0.107142857142857,0.0506784640791227,0.107298217883271,0.116203981828578,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_6,60,unique_cell_contribution_gini,HIPC,500,500,500,0.306322068587797,0.316176470588235,0.117796696770738,0.295971818298648,0.316672318876946,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_6,60,unique_cell_contribution_gini,DMCHBA,500,500,500,0.0789085314069768,0.0719364893824274,0.0434638678171815,0.0750895626007645,0.0827275002131891,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_6,60,unique_cell_contribution_gini,DGA,500,500,500,0.0885582605585566,0.0813953488372092,0.0458778820208629,0.0845271835023287,0.0925893376147845,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_7,70,unique_cell_contribution_gini,CBAA,500,500,500,0.0863270653839223,0.0827250608272505,0.039827020473313,0.0828276495134406,0.0898264812544039,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_7,70,unique_cell_contribution_gini,ACBBA,500,500,500,0.0917134062153064,0.0890643447461628,0.0393803025906887,0.0882532413766495,0.0951735710539632,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_7,70,unique_cell_contribution_gini,PI,500,500,500,0.105415729636274,0.0987028558971005,0.0495032121453032,0.101066111609056,0.109765347663492,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_7,70,unique_cell_contribution_gini,HIPC,500,500,500,0.286923190135408,0.288961038961039,0.112319664238961,0.277054181333497,0.296792198937318,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_7,70,unique_cell_contribution_gini,DMCHBA,500,500,500,0.0861744825335212,0.077509917607568,0.0465009135323152,0.0820886625833214,0.090260302483721,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_7,70,unique_cell_contribution_gini,DGA,500,500,500,0.0878959228010426,0.0805084745762712,0.049840148708571,0.0835166997181909,0.0922751458838942,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,rayleigh_style,rayleigh_style_sens_neg32_58,70,unique_cell_contribution_gini,CBAA,500,500,500,0.0813208022116669,0.0768455530360291,0.0414023544538868,0.077682969038876,0.0849586353844577,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,rayleigh_style,rayleigh_style_sens_neg32_58,70,unique_cell_contribution_gini,ACBBA,500,500,500,0.090625275482805,0.0882352941176469,0.0442123355809078,0.0867405422799645,0.0945100086856456,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,rayleigh_style,rayleigh_style_sens_neg32_58,70,unique_cell_contribution_gini,PI,500,500,500,0.110590171761838,0.101694915254237,0.0586066881029008,0.105440673455755,0.115739670067921,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,rayleigh_style,rayleigh_style_sens_neg32_58,70,unique_cell_contribution_gini,HIPC,500,500,500,0.242977107756356,0.229864864864865,0.106617143656615,0.233609153032568,0.252345062480145,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,rayleigh_style,rayleigh_style_sens_neg32_58,70,unique_cell_contribution_gini,DMCHBA,500,500,500,0.0831807583921843,0.0760820217917676,0.0456375876786822,0.0791707948871239,0.0871907218972447,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,rayleigh_style,rayleigh_style_sens_neg32_58,70,unique_cell_contribution_gini,DGA,500,500,500,0.0938928510452024,0.0867378843147472,0.0525555521043253,0.0892750380396064,0.0985106640507983,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,rayleigh_style,rayleigh_style_sens_neg37_79,60,unique_cell_contribution_gini,CBAA,500,500,500,0.0665869354328941,0.0617647058823529,0.0380194851586896,0.0632463393207393,0.0699275315450489,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,rayleigh_style,rayleigh_style_sens_neg37_79,60,unique_cell_contribution_gini,ACBBA,500,500,500,0.0848306884397539,0.0746518357750044,0.0484345516115252,0.0805749686652203,0.0890864082142876,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Collaborative Visit (CV),CV,rayleigh_style,rayleigh_style_sens_neg37_79,60,unique_cell_contribution_gini,PI,500,500,500,0.116602767175316,0.11078811369509,0.0622474305547657,0.111133373688399,0.122072160662233,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
