mission,scenario,comm_model,comm_label,degradation_pct,metric,algorithm,attempted_trial_n,six_way_paired_n,eligible_n,mean,median,sd,ci95_low,ci95_high,source_column,scope,ci_method,panel_model
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_40_rho_0_8,40,total_team_steps,DGA,500,384,384,253.200520833333,203.5,172.790048728727,235.863448200734,270.537593465933,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_50_rho_0_8,50,total_team_steps,CBAA,500,386,386,271.471502590674,229,176.001624745515,253.858292031833,289.084713149514,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_50_rho_0_8,50,total_team_steps,ACBBA,500,386,386,267.373056994819,224.5,186.024089208079,248.756856962711,285.989257026927,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_50_rho_0_8,50,total_team_steps,PI,500,386,386,280.484455958549,242.5,197.784510881839,260.691341886584,300.277570030514,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_50_rho_0_8,50,total_team_steps,HIPC,500,386,386,282.816062176166,224.5,203.515849859252,262.449389307006,303.182735045325,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_50_rho_0_8,50,total_team_steps,DMCHBA,500,386,386,233.90932642487,193.5,157.681825175617,218.129453982578,249.689198867163,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_50_rho_0_8,50,total_team_steps,DGA,500,386,386,265.738341968912,235,178.613117219755,247.863788556628,283.612895381196,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_60_rho_0_8,60,total_team_steps,CBAA,500,385,385,265.277922077922,206,190.34919434381,246.204011294934,284.35183286091,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_60_rho_0_8,60,total_team_steps,ACBBA,500,385,385,281.446753246753,219,209.519049691052,260.451930153752,302.441576339754,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_60_rho_0_8,60,total_team_steps,PI,500,385,385,284.402597402597,222,212.962221545832,263.062751820822,305.742442984372,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_60_rho_0_8,60,total_team_steps,HIPC,500,385,385,273.579220779221,211,208.401954326488,252.696336049779,294.462105508662,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_60_rho_0_8,60,total_team_steps,DMCHBA,500,385,385,235.701298701299,202,154.448419192355,220.224819389663,251.177778012935,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_60_rho_0_8,60,total_team_steps,DGA,500,385,385,264.654545454545,218,189.373150806053,245.678438959217,283.630651949873,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_70_rho_0_8,70,total_team_steps,CBAA,500,385,385,247.974025974026,194,177.536848729852,230.183974248093,265.764077699959,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_70_rho_0_8,70,total_team_steps,ACBBA,500,385,385,269.71948051948,206,205.375911084762,249.139819972401,290.29914106656,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_70_rho_0_8,70,total_team_steps,PI,500,385,385,278.309090909091,229,210.348360725365,257.231166835629,299.387014982553,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_70_rho_0_8,70,total_team_steps,HIPC,500,385,385,266.228571428571,200,199.37127664832,246.250604321383,286.20653853576,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_70_rho_0_8,70,total_team_steps,DMCHBA,500,385,385,246.007792207792,202,181.099786724401,227.860716846074,264.15486756951,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_70_rho_0_8,70,total_team_steps,DGA,500,385,385,276.706493506494,251,187.252293556313,257.942907174986,295.470079838001,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,ideal,ideal_1_0,0,total_team_steps,CBAA,500,385,385,196.52987012987,173,112.273010662225,185.279570930595,207.780169329145,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,ideal,ideal_1_0,0,total_team_steps,ACBBA,500,385,385,198.285714285714,173,114.104057171931,186.851935361789,209.719493209639,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,ideal,ideal_1_0,0,total_team_steps,PI,500,385,385,200.031168831169,184,112.957721925686,188.712258248503,211.350079413835,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,ideal,ideal_1_0,0,total_team_steps,HIPC,500,385,385,192.251948051948,179,105.714342898077,181.658859114161,202.845036989735,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,ideal,ideal_1_0,0,total_team_steps,DMCHBA,500,385,385,195.114285714286,184,103.598571361266,184.733207327262,205.495364101309,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,ideal,ideal_1_0,0,total_team_steps,DGA,500,385,385,217.202597402597,202,124.81150576931,204.695880292809,229.709314512386,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg32_58,70,total_team_steps,CBAA,500,385,385,240.74025974026,181,184.398049590121,222.262682471999,259.217837008521,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg32_58,70,total_team_steps,ACBBA,500,385,385,239.945454545455,197,173.495901237499,222.560325321104,257.330583769805,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg32_58,70,total_team_steps,PI,500,385,385,250.779220779221,204,187.698216295288,231.970950830487,269.587490727955,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg32_58,70,total_team_steps,HIPC,500,385,385,248.45974025974,190,193.286755519636,229.091471625749,267.828008893732,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg32_58,70,total_team_steps,DMCHBA,500,385,385,239.316883116883,192,176.220412264281,221.658744697872,256.975021535894,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg32_58,70,total_team_steps,DGA,500,385,385,279.763636363636,210,220.68018367291,257.650413612886,301.876859114387,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg37_79,60,total_team_steps,CBAA,500,386,386,253.992227979275,205.5,177.869768327542,236.192064565243,271.792391393306,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg37_79,60,total_team_steps,ACBBA,500,386,386,248.015544041451,196.5,174.918963847833,230.510679836698,265.520408246204,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg37_79,60,total_team_steps,PI,500,386,386,259.987046632124,218,185.937770173865,241.379484902799,278.594608361449,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg37_79,60,total_team_steps,HIPC,500,386,386,252.546632124352,203.5,179.792547558176,234.554048239792,270.539216008913,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg37_79,60,total_team_steps,DMCHBA,500,386,386,224.427461139896,185.5,152.31986566989,209.184182163254,239.670740116538,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg37_79,60,total_team_steps,DGA,500,386,386,255.738341968912,211,186.089243864118,237.115621640884,274.36106229694,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg42_16,50,total_team_steps,CBAA,500,386,386,238.564766839378,199,159.855201369085,222.567395651978,254.562138026779,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg42_16,50,total_team_steps,ACBBA,500,386,386,228.914507772021,198.5,149.589726179936,213.944445146427,243.884570397614,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg42_16,50,total_team_steps,PI,500,386,386,243.989637305699,203.5,164.62527270081,227.514905350364,260.464369261035,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg42_16,50,total_team_steps,HIPC,500,386,386,238.686528497409,204.5,156.620602631635,223.012856984477,254.360200010341,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg42_16,50,total_team_steps,DMCHBA,500,386,386,223.230569948187,200,150.324138778223,208.187011616236,238.274128280137,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg42_16,50,total_team_steps,DGA,500,386,386,248.621761658031,216,162.545791967184,232.35513194077,264.888391375292,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg46_04,40,total_team_steps,CBAA,500,385,385,222.148051948052,203,137.929429429349,208.32685538164,235.969248514463,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg46_04,40,total_team_steps,ACBBA,500,385,385,212.52987012987,185,129.827930058059,199.520483021067,225.539257238673,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg46_04,40,total_team_steps,PI,500,385,385,218.368831168831,193,138.27932202963,204.512573669988,232.225088667675,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg46_04,40,total_team_steps,HIPC,500,385,385,230.207792207792,203,143.73963166071,215.804385249715,244.611199165869,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg46_04,40,total_team_steps,DMCHBA,500,385,385,205.864935064935,192,118.088254609099,194.031920269693,217.697949860177,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg46_04,40,total_team_steps,DGA,500,385,385,234.509090909091,199,150.432399496192,219.43503621318,249.583145605002,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg49_17,30,total_team_steps,CBAA,500,386,386,217.339378238342,196,128.960665919565,204.43375099806,230.245005478624,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg49_17,30,total_team_steps,ACBBA,500,386,386,203.955958549223,179,124.558297531252,191.490894522451,216.421022575995,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg49_17,30,total_team_steps,PI,500,386,386,211.875647668394,186.5,130.845681199421,198.781379152335,224.969916184452,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg49_17,30,total_team_steps,HIPC,500,386,386,211.556994818653,192.5,127.676999587524,198.779829377665,224.334160259641,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg49_17,30,total_team_steps,DMCHBA,500,386,386,207.873056994819,199.5,116.604947209573,196.203917631052,219.542196358585,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg49_17,30,total_team_steps,DGA,500,386,386,237.536269430052,217.5,142.988547286619,223.226814079833,251.845724780271,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg52_15,20,total_team_steps,CBAA,500,386,386,204.321243523316,186,119.886051589509,192.323750473083,216.318736573549,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg52_15,20,total_team_steps,ACBBA,500,386,386,195.282383419689,180,110.683780533851,184.205799696044,206.358967143334,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg52_15,20,total_team_steps,PI,500,386,386,206.544041450777,188,121.724041220938,194.362613175911,218.725469725643,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg52_15,20,total_team_steps,HIPC,500,386,386,200.067357512953,186,115.217741336625,188.537041578596,211.597673447311,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg52_15,20,total_team_steps,DMCHBA,500,386,386,200.906735751295,188,107.832971399037,190.115444289169,211.698027213422,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg52_15,20,total_team_steps,DGA,500,386,386,228.660621761658,206.5,138.109316212005,214.839451246347,242.481792276969,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg56_04,10,total_team_steps,CBAA,500,385,385,200.119480519481,182,113.716553048487,188.724531384691,211.51442965427,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg56_04,10,total_team_steps,ACBBA,500,385,385,193.685714285714,174,112.951028421297,182.367474424592,205.003954146836,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg56_04,10,total_team_steps,PI,500,385,385,205.01038961039,194,117.664489900061,193.219838090503,216.800941130276,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg56_04,10,total_team_steps,HIPC,500,385,385,198.690909090909,176,113.915244194307,187.276050141415,210.105768040404,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg56_04,10,total_team_steps,DMCHBA,500,385,385,198.807792207792,189,107.832501485514,188.002453525212,209.613130890372,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg56_04,10,total_team_steps,DGA,500,385,385,213.766233766234,185,127.613868281255,200.97870636608,226.553761166388,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg59_4,5,total_team_steps,CBAA,500,386,386,201.878238341969,180.5,112.539923965849,190.615902667781,213.140574016157,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg59_4,5,total_team_steps,ACBBA,500,386,386,192.585492227979,183.5,104.415027016708,182.136248597351,203.034735858608,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg59_4,5,total_team_steps,PI,500,386,386,199.914507772021,182.5,116.298565375753,188.276029305608,211.552986238433,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg59_4,5,total_team_steps,HIPC,500,386,386,197.748704663212,185,113.51021035775,186.389268416529,209.108140909896,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg59_4,5,total_team_steps,DMCHBA,500,386,386,196.10621761658,186,105.286037666324,185.569808347607,206.642626885554,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg59_4,5,total_team_steps,DGA,500,386,386,211.305699481865,199.5,119.577806300498,199.339053812655,223.272345151076,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Collaborative Visit (CV),CV,ideal,ideal_1_0,0,total_team_steps,CBAA,500,500,500,76.828,78,9.30739874200549,76.0102019703307,77.6457980296693,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Collaborative Visit (CV),CV,ideal,ideal_1_0,0,total_team_steps,ACBBA,500,500,500,70.054,70,10.7270323223569,69.1114653412203,70.9965346587797,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Collaborative Visit (CV),CV,ideal,ideal_1_0,0,total_team_steps,PI,500,500,500,62.562,62,9.237359667527,61.7503559794901,63.3736440205099,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Collaborative Visit (CV),CV,ideal,ideal_1_0,0,total_team_steps,HIPC,500,500,500,52.562,53,6.86618124504295,51.9587004477624,53.1652995522376,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Collaborative Visit (CV),CV,ideal,ideal_1_0,0,total_team_steps,DMCHBA,500,500,500,76.448,77,9.59851858977397,75.604622617334,77.291377382666,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Collaborative Visit (CV),CV,ideal,ideal_1_0,0,total_team_steps,DGA,500,500,500,71.792,70,14.4241758759174,70.5246144567448,73.0593855432552,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_05,5,total_team_steps,CBAA,500,500,500,81.568,81,11.1447650300556,80.5887611025008,82.5472388974992,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_05,5,total_team_steps,ACBBA,500,500,500,77.156,76.5,13.4681270000613,75.9726180444943,78.3393819555058,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_05,5,total_team_steps,PI,500,500,500,75.214,73.5,14.414706779643,73.9474464623879,76.4805535376121,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_05,5,total_team_steps,HIPC,500,500,500,54.616,54,8.55024897386211,53.8647292144851,55.3672707855149,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_05,5,total_team_steps,DMCHBA,500,500,500,78.126,78,9.97100626475903,77.2498938501325,79.0021061498675,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_05,5,total_team_steps,DGA,500,500,500,74.05,72,14.9418210413612,72.7371313730066,75.3628686269934,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_1,10,total_team_steps,CBAA,500,500,500,85.252,85,12.0579967893986,84.1925196565153,86.3114803434847,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_1,10,total_team_steps,ACBBA,500,500,500,85.964,84,15.5572091814384,84.5970600666849,87.3309399333151,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_1,10,total_team_steps,PI,500,500,500,86.022,83,18.6283533113957,84.3852128528792,87.6587871471208,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_1,10,total_team_steps,HIPC,500,500,500,56.79,56,10.2342258504254,55.8907659639749,57.6892340360251,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_1,10,total_team_steps,DMCHBA,500,500,500,80.082,80,10.5625001215449,79.1539220238414,81.0100779761586,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_1,10,total_team_steps,DGA,500,500,500,75.242,73,14.8256208661943,73.9393413443351,76.5446586556649,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_2,20,total_team_steps,CBAA,500,500,500,92.178,90,15.5092032926758,90.8152781218398,93.5407218781602,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_2,20,total_team_steps,ACBBA,500,500,500,95.724,94,18.2314177503115,94.1220897426266,97.3259102573734,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Collaborative Visit (CV),CV,bernoulli,bernoulli_drop_0_2,20,total_team_steps,PI,500,500,500,100.94,99,22.1243615670486,98.9960347956764,102.883965204324,total_team_steps,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
