mission,scenario,comm_model,comm_label,degradation_pct,metric_max_steps,algorithm,attempted_trial_n_max_steps,six_way_paired_n_max_steps,eligible_n_max_steps,mean_max_steps,median_max_steps,sd_max_steps,ci95_low_max_steps,ci95_high_max_steps,source_column_max_steps,scope_max_steps,ci_method_max_steps,metric_message_rate,attempted_trial_n_message_rate,six_way_paired_n_message_rate,eligible_n_message_rate,mean_message_rate,median_message_rate,sd_message_rate,ci95_low_message_rate,ci95_high_message_rate,source_column_message_rate,scope_message_rate,ci_method_message_rate,panel_model
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_50_rho_0_8,50,max_agent_steps,DMCHBA,500,386,386,60.3911917098446,50,41.2254470036901,56.2655907132161,64.5167927064731,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,386,386,2.06036330220077,2.04716981132075,0.0456463759338839,2.05579528056044,2.06493132384111,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_50_rho_0_8,50,max_agent_steps,DGA,500,386,386,68.2849740932643,59.5,46.3976783132138,63.641766516325,72.9281816702035,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,386,386,2.79149655634912,2.71073893514461,0.428630793136003,2.74860169999524,2.83439141270299,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_60_rho_0_8,60,max_agent_steps,CBAA,500,385,385,75.7012987012987,55,61.8304690209499,69.5055863745852,81.8970110280121,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,385,385,3.49083952632875,3.55555555555556,0.866062357024929,3.40405588541372,3.57762316724378,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_60_rho_0_8,60,max_agent_steps,ACBBA,500,385,385,74.1142857142857,57,57.2211301714256,68.3804514548132,79.8481199737582,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,385,385,8.54307723103568,8.7565011820331,3.59242295528675,8.18309905944366,8.90305540262769,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_60_rho_0_8,60,max_agent_steps,PI,500,385,385,74.5298701298701,59,56.686636489507,68.849594724892,80.2101455348482,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,385,385,3.33968009137614,3.45360824742268,0.74700113665275,3.26482696113609,3.41453322161619,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_60_rho_0_8,60,max_agent_steps,HIPC,500,385,385,74.051948051948,54,58.775857807768,68.1623225566383,79.9415735472578,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,385,385,4.34728750266788,4.42372881355932,1.58377594914505,4.18858548526048,4.50598952007528,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_60_rho_0_8,60,max_agent_steps,DMCHBA,500,385,385,61.6883116883117,52,42.1201962333502,57.4676641153791,65.9089592612443,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,385,385,2.05362385091443,2.04307692307692,0.0380822728181828,2.04980782281591,2.05743987901296,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_60_rho_0_8,60,max_agent_steps,DGA,500,385,385,68.238961038961,55,50.1531512693976,63.2133724826451,73.2645495952769,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,385,385,2.70998699391875,2.6394779771615,0.384531020968781,2.67145512404384,2.74851886379367,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_70_rho_0_8,70,max_agent_steps,CBAA,500,385,385,70.6467532467532,51,57.8887213405302,64.8460231202249,76.4474833732816,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,385,385,3.12404302009606,3.08100558659218,0.731037240058441,3.05078954957845,3.19729649061368,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_70_rho_0_8,70,max_agent_steps,ACBBA,500,385,385,71.6883116883117,52,56.3764919749588,66.0391142651486,77.3375091114747,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,385,385,7.23722363296618,7.29245283018868,3.39059373123574,6.8974697267104,7.57697753922196,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_70_rho_0_8,70,max_agent_steps,PI,500,385,385,75.1350649350649,59,59.6629634694482,69.1565471578399,81.11358271229,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,385,385,3.25808535259092,3.27963525835866,0.776810582476858,3.18024517156718,3.33592553361466,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_70_rho_0_8,70,max_agent_steps,HIPC,500,385,385,73.0545454545454,52,58.2749824499798,67.2151100949008,78.8939808141901,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,385,385,4.07923508349671,3.97112860892388,1.58878656820915,3.92003097780191,4.23843918919151,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_70_rho_0_8,70,max_agent_steps,DMCHBA,500,385,385,64.9038961038961,52,51.4420548853029,59.7491531654858,70.0586390423064,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,385,385,2.04953804953128,2.03764320785597,0.0396194600513606,2.04556798783023,2.05350811123233,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_70_rho_0_8,70,max_agent_steps,DGA,500,385,385,72.4,65,51.3741484114335,67.2520616190171,77.5479383809829,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,385,385,2.61348354514737,2.59539473684211,0.319388129201994,2.58147930839425,2.64548778190048,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg32_58,70,max_agent_steps,CBAA,500,385,385,62.6701298701299,47,49.0827083247604,57.7518048790456,67.5884548612141,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,385,385,2.91102551735272,2.80821917808219,0.655648196855667,2.84532639393398,2.97672464077146,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg32_58,70,max_agent_steps,ACBBA,500,385,385,62.625974025974,50,46.4849925451904,57.9679527319445,67.2839953200036,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,385,385,5.75453161475765,5.42857142857143,2.59604713568406,5.49439512389848,6.01466810561683,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg32_58,70,max_agent_steps,PI,500,385,385,66.561038961039,52,53.664632197731,61.1835830160846,71.9384949059934,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,385,385,2.89708179670445,2.87428571428571,0.516624853775117,2.84531348529578,2.94885010811313,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg32_58,70,max_agent_steps,HIPC,500,385,385,64.9324675324675,49,52.2855800945396,59.6931992844563,70.1717357804787,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,385,385,3.41359029557444,3.25,0.920194308077244,3.32138237110287,3.50579822004602,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg32_58,70,max_agent_steps,DMCHBA,500,385,385,62.8311688311688,49,48.6219479005181,57.9590142652058,67.7033233971319,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,385,385,2.03776865513932,2.02721088435374,0.0378105461767678,2.03397985536573,2.0415574549129,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg32_58,70,max_agent_steps,DGA,500,385,385,75.7766233766234,53,66.7242223479879,69.0905332751279,82.4627134781189,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,385,385,2.41752049038771,2.39925373134328,0.277049426968034,2.38975879656661,2.44528218420881,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg37_79,60,max_agent_steps,CBAA,500,386,386,64.8989637305699,53,45.4144281549118,60.3541540638501,69.4437733972898,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,386,386,3.71807064296381,3.80853576248313,0.956682418545655,3.62233147635015,3.81380980957747,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg37_79,60,max_agent_steps,ACBBA,500,386,386,63.3082901554404,50,44.4138247305803,58.8636150120475,67.7529652988334,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,386,386,9.02900150860895,9.33241758241758,3.82246339951592,8.64647178590619,9.41153123131171,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg37_79,60,max_agent_steps,PI,500,386,386,66.2953367875648,56,47.1533649101929,61.5765045272265,71.014169047903,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,386,386,3.205799623705,3.27730408124162,0.55046959997834,3.15071185400584,3.26088739340417,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg37_79,60,max_agent_steps,HIPC,500,386,386,64.4663212435233,52,45.6748548907245,59.8954495961845,69.0371928908621,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,386,386,3.97132933441857,4,0.997415841227391,3.87151380571727,4.07114486311987,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg37_79,60,max_agent_steps,DMCHBA,500,386,386,57.2927461139896,47,38.6718435003039,53.422694782053,61.1627974459263,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,386,386,2.05450651720407,2.04089349157986,0.0419711905138555,2.05030628656987,2.05870674783828,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg37_79,60,max_agent_steps,DGA,500,386,386,65.4663212435233,54,48.0276993177507,60.6599907226353,70.2726517644113,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,386,386,2.70442946898123,2.64994552007376,0.377950979861783,2.66660635116143,2.74225258680103,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg42_16,50,max_agent_steps,CBAA,500,386,386,60.720207253886,51,40.4974195869772,56.6674629720845,64.7729515356875,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,386,386,4.3794444038343,4.61100786468434,1.09301723163087,4.27006164857285,4.48882715909575,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg42_16,50,max_agent_steps,ACBBA,500,386,386,58.139896373057,50.5,37.7829909369954,54.3587961935654,61.9209965525486,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,386,386,11.4435303978147,12.0275543478261,4.19273134922343,11.0239464298979,11.8631143657314,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg42_16,50,max_agent_steps,PI,500,386,386,61.9870466321244,51.5,41.5734972780771,57.826614804947,66.1474784593017,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,386,386,3.41094633289219,3.5325117370892,0.548786388580646,3.35602700911963,3.46586565666476,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg42_16,50,max_agent_steps,HIPC,500,386,386,60.6761658031088,52,39.6773519986451,56.705489076801,64.6468425294166,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,386,386,4.30691722594411,4.56101149926427,0.983880053352845,4.20845627952157,4.40537817236664,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg42_16,50,max_agent_steps,DMCHBA,500,386,386,56.7357512953368,51,37.9586598997138,52.9370711961514,60.5344313945222,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,386,386,2.06453448079729,2.04943115707822,0.0496851934640846,2.05956227798152,2.06950668361306,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg42_16,50,max_agent_steps,DGA,500,386,386,63.0829015544041,55,41.0526854129065,58.9745895247346,67.1912135840737,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,386,386,2.88774831182529,2.78848915697257,0.465045074688128,2.84120932770126,2.93428729594931,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg46_04,40,max_agent_steps,CBAA,500,385,385,56.5324675324675,52,34.8701401988747,53.0383106728262,60.0266243921089,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,385,385,4.78025752262063,5.06388206388206,1.20424047734644,4.65958679687707,4.90092824836419,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg46_04,40,max_agent_steps,ACBBA,500,385,385,53.9974025974026,48,32.7989852089349,50.7107854945332,57.284019700272,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,385,385,12.6635442494149,13.1947674418605,4.64001323598975,12.1985924601507,13.128496038679,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg46_04,40,max_agent_steps,PI,500,385,385,55.4805194805195,49,34.937522506556,51.9796105874404,58.9814283735986,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,385,385,3.48890948008872,3.60267857142857,0.576186773375731,3.43117277598765,3.5466461841898,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg46_04,40,max_agent_steps,HIPC,500,385,385,58.4779220779221,52,36.3140978685184,54.8390736693612,62.116770486483,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,385,385,4.44136250047596,4.73333333333333,0.984065917834713,4.3427543314944,4.53997066945752,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg46_04,40,max_agent_steps,DMCHBA,500,385,385,52.3012987012987,49,29.8680714311674,49.3083733479662,55.2942240546312,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,385,385,2.06851297374031,2.05357142857143,0.049473357627875,2.06355550379786,2.07347044368276,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg46_04,40,max_agent_steps,DGA,500,385,385,59.5194805194805,51,37.9960971096081,55.7120876441453,63.3268733948157,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,385,385,3.00169318594091,2.8828125,0.502643659529412,2.95132585788077,3.05206051400106,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg49_17,30,max_agent_steps,CBAA,500,386,386,55.2383419689119,49.5,32.569369425524,51.9789904584365,58.4976934793874,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,386,386,4.92379991289004,5.23783019701387,1.30743629017777,4.79295935556866,5.05464047021141,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg49_17,30,max_agent_steps,ACBBA,500,386,386,51.7901554404145,45,31.4184990833601,48.6459762852612,54.9343345955679,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,386,386,13.0200605109421,13.7605031446541,4.87775300378603,12.5319235926953,13.5081974291889,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg49_17,30,max_agent_steps,PI,500,386,386,53.8290155440415,47.5,33.0386123975902,50.5227049484882,57.1353261395947,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,386,386,3.51303765906848,3.68005110062893,0.60208111322125,3.45278491176572,3.57329040637124,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg49_17,30,max_agent_steps,HIPC,500,386,386,53.740932642487,49,32.2578931552609,50.5127518506919,56.9691134342822,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,386,386,4.4441850090733,4.69744318181818,1.01224520650597,4.34288544445197,4.54548457369463,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg49_17,30,max_agent_steps,DMCHBA,500,386,386,52.8082901554404,51,29.4661511053775,49.8594905376638,55.757089773217,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,386,386,2.06864791457441,2.05415804002761,0.0482198680653872,2.06382235293211,2.07347347621672,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg49_17,30,max_agent_steps,DGA,500,386,386,60.2823834196891,55,36.1430139180973,56.665402523683,63.8993643156952,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,386,386,3.04739108646203,2.95588244266426,0.499656503516822,2.99738839349677,3.09739377942728,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg52_15,20,max_agent_steps,CBAA,500,386,386,52.0492227979275,47,30.4105272599072,49.0059155522779,55.092530043577,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,386,386,5.00620155741143,5.38503011287821,1.36380751870937,4.86971969809058,5.14268341673228,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg52_15,20,max_agent_steps,ACBBA,500,386,386,49.619170984456,45,27.9455415738612,46.8225450519797,52.4157969169322,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,386,386,13.1886721002342,13.8425758845138,4.94060251958027,12.6942455709863,13.683098629482,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg52_15,20,max_agent_steps,PI,500,386,386,52.5518134715026,48,30.817243601534,49.4678044393034,55.6358225037018,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,team_messages_per_step,500,386,386,3.54164284331817,3.70676728177617,0.628249899254933,3.47877127735878,3.60451440927757,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,rayleigh_style
