mission,scenario,comm_model,metric,algorithm,total_trial_count,eligible_n,mean,median,sd,ci95_low,ci95_high,wilcoxon_nonzero_n,wilcoxon_w_positive,wilcoxon_w_negative,wilcoxon_p_two_sided,rank_biserial,log_offset_c,units,source_column,eligibility_rule,ci_method,wilcoxon_method
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,max_agent_steps,CBAA,500,383,0.413675849443182,0.403074512921942,0.776757051035206,0.33563678130959,0.491714917576775,357,52259,11644,2.30529834530243e-25,0.635572664820118,0,percent metric change per +1 percentage point degradation,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,max_agent_messages,PI,500,383,0.161256679225231,0.146020153753934,0.890862968954804,0.0717536411268909,0.250759717323572,375,43998,26502,3.12072599234792e-05,0.248170212765957,0,percent metric change per +1 percentage point degradation,max_messages_any_robot or max(robot_performance.messages_sent),common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,max_agent_messages,HIPC,500,383,0.135750938764386,0.14679480803943,0.907592790871748,0.0445670923480532,0.226934785180719,375,43019,27481,0.000216967265663086,0.220397163120567,0,percent metric change per +1 percentage point degradation,max_messages_any_robot or max(robot_performance.messages_sent),common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,max_agent_messages,DMCHBA,500,383,0.150756667023238,0.12902529079093,0.70559710102375,0.0798668821564347,0.22164645189004,358,41171,23090,3.96041234356756e-06,0.281368170429965,0,percent metric change per +1 percentage point degradation,max_messages_any_robot or max(robot_performance.messages_sent),common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,max_agent_messages,DGA,500,383,-0.118049748056003,-0.081645452511081,0.888457845763699,-0.207311148730737,-0.0287883473812691,383,31867,41669,0.0237970708146514,-0.133295256744996,0,percent metric change per +1 percentage point degradation,max_messages_any_robot or max(robot_performance.messages_sent),common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,messages_per_unique_cell,CBAA,500,383,-0.44263778619753,-0.4481622203932,0.451449750040421,-0.487993947117273,-0.397281625277787,383,5839,67697,3.56516411357926e-46,-0.841193429068755,0,percent metric change per +1 percentage point degradation,messages_per_unique_cell or messages_sent_total / unique_cells_visited,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,messages_per_unique_cell,ACBBA,500,383,-0.74117270956326,-0.729661901068313,0.661507139335978,-0.807632873199623,-0.674712545926897,383,3580,69956,6.76469207516999e-53,-0.90263272410792,0,percent metric change per +1 percentage point degradation,messages_per_unique_cell or messages_sent_total / unique_cells_visited,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,messages_per_unique_cell,PI,500,383,-0.0113715794818799,-0.0566679753032262,0.391428969327326,-0.0506975849118745,0.0279544259481148,383,33384,40152,0.118603297301269,-0.0920365535248042,0,percent metric change per +1 percentage point degradation,messages_per_unique_cell or messages_sent_total / unique_cells_visited,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,messages_per_unique_cell,HIPC,500,383,-0.0717211089861415,-0.0980384712842008,0.472117556705742,-0.119153718868115,-0.0242884991041685,383,29488,44048,0.000785881491413557,-0.197998259355962,0,percent metric change per +1 percentage point degradation,messages_per_unique_cell or messages_sent_total / unique_cells_visited,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,messages_per_unique_cell,DMCHBA,500,383,0.113816944343169,0.0615346945658901,0.200339499177729,0.0936892766183068,0.133944612068032,383,58369,15167,2.2043568323207e-23,0.58749456048738,0,percent metric change per +1 percentage point degradation,messages_per_unique_cell or messages_sent_total / unique_cells_visited,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,messages_per_unique_cell,DGA,500,383,-0.235216878771787,-0.245013134817929,0.314820262485857,-0.266846176351033,-0.203587581192542,383,10657,62879,2.09477590174906e-33,-0.710155570060923,0,percent metric change per +1 percentage point degradation,messages_per_unique_cell or messages_sent_total / unique_cells_visited,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,unique_cell_contribution_gini,CBAA,500,383,0.0427768051872341,0.0367689221266509,0.0508652527679969,0.0376664854017826,0.0478871249726855,383,65863,7673,4.61458795884005e-41,0.791313098346388,1,percent metric change per +1 percentage point degradation,workload_gini_unique_cells_contributed,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,unique_cell_contribution_gini,ACBBA,500,383,0.0503172142393497,0.0461926818952074,0.0445045825052355,0.0458459369696365,0.0547884915090629,383,70741,2795,2.42379718040759e-55,0.923982811140122,1,percent metric change per +1 percentage point degradation,workload_gini_unique_cells_contributed,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,unique_cell_contribution_gini,PI,500,383,0.0474988022552804,0.0422463735398004,0.0496573008897362,0.04250984273145,0.0524877617791107,383,68026,5510,4.00236684662244e-47,0.850141427328111,1,percent metric change per +1 percentage point degradation,workload_gini_unique_cells_contributed,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,unique_cell_contribution_gini,HIPC,500,383,0.0488631551967334,0.0422029635434473,0.0506383445918676,0.043775632375395,0.0539506780180718,383,68260,5276,8.33189707688819e-48,0.856505657093124,1,percent metric change per +1 percentage point degradation,workload_gini_unique_cells_contributed,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,unique_cell_contribution_gini,DMCHBA,500,383,0.0309253137322925,0.0247003446806282,0.0363731370255062,0.027270984859728,0.0345796426048569,382,65965,7188,3.55934350589984e-42,0.803480376744631,1,percent metric change per +1 percentage point degradation,workload_gini_unique_cells_contributed,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,unique_cell_contribution_gini,DGA,500,383,0.00764115004147759,0.00524056679718221,0.0398760172775853,0.00363489451399381,0.0116474055689614,383,45643,27893,4.25047675585354e-05,0.241378372497824,1,percent metric change per +1 percentage point degradation,workload_gini_unique_cells_contributed,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,team_task_replans,CBAA,500,383,-0.620103070391532,-0.612360443989712,0.867023537856662,-0.70721101341445,-0.532995127368614,355,9069,54121,2.53707512878321e-31,-0.712960911536636,1,percent metric change per +1 percentage point degradation,task_cell_replans_total,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,team_task_replans,ACBBA,500,383,-0.465326320569773,-0.402014256258842,1.04881771722711,-0.570698723929772,-0.359953917209773,366,16740,50421,9.23478401767825e-17,-0.50149640416313,1,percent metric change per +1 percentage point degradation,task_cell_replans_total,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,team_task_replans,PI,500,383,0.0514130633821218,0,0.611730877948635,-0.0100461890315293,0.112872315795773,235,15093,12637,0.239328177064198,0.0885683375405698,1,percent metric change per +1 percentage point degradation,task_cell_replans_total,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,team_task_replans,HIPC,500,383,0.042050496360568,0,0.727723430655572,-0.0310622720548011,0.115163264775937,314,26008,23447,0.426604915020398,0.0517844505105652,1,percent metric change per +1 percentage point degradation,task_cell_replans_total,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,team_task_replans,DMCHBA,500,383,0.0357101454384691,0,0.218486690509956,0.0137592694158234,0.0576610214611147,79,2202,958,0.00237163173498574,0.393670886075949,1,percent metric change per +1 percentage point degradation,task_cell_replans_total,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,team_task_replans,DGA,500,383,-0.683644521357783,-0.746597109805947,0.969095115546833,-0.781007370718855,-0.586281671996711,381,11748,61023,2.25921630552227e-30,-0.677124129117368,1,percent metric change per +1 percentage point degradation,task_cell_replans_total,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,team_path_replans,CBAA,500,383,-0.278643560632847,-0.0641367523190883,1.08556492352234,-0.3877078747801,-0.169579246485593,330,18858,35757,1.10900794348578e-06,-0.309420488876682,1,percent metric change per +1 percentage point degradation,path_replans_total,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,team_path_replans,ACBBA,500,383,0.243706296823106,0.0924623441687977,0.889132359594669,0.154377129231108,0.333035464415105,330,36094,18521,4.07246582666995e-07,0.321761420855076,1,percent metric change per +1 percentage point degradation,path_replans_total,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,team_path_replans,PI,500,383,0.339098755034809,0.18497989296995,0.998600835702863,0.238771531031088,0.439425979038529,315,35282,14488,1.30506284031684e-10,0.417801888687965,1,percent metric change per +1 percentage point degradation,path_replans_total,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,team_path_replans,HIPC,500,383,0.0307484604664122,0,0.901756433303864,-0.059849019974504,0.121345940907328,314,26041,23414,0.41478419037923,0.0531189970680417,1,percent metric change per +1 percentage point degradation,path_replans_total,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,team_path_replans,DMCHBA,500,383,0.198433188790482,0,0.751903550443251,0.122891097058286,0.273975280522677,294,28841,14524,9.27919930773784e-07,0.330151043468235,1,percent metric change per +1 percentage point degradation,path_replans_total,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,team_path_replans,DGA,500,383,-0.557844267491252,-0.458414540339858,1.26762533499632,-0.685199789727976,-0.430488745254528,368,18382,49514,2.4878937567883e-14,-0.458524802639331,1,percent metric change per +1 percentage point degradation,path_replans_total,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,system_cell_revisits,CBAA,500,383,0.937192406022441,0.882218384004352,1.88918055381028,0.747390601508437,1.12699421053645,359,50435,14185,3.22975515767417e-20,0.560971835345094,1,percent metric change per +1 percentage point degradation,system_revisits,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,system_cell_revisits,ACBBA,500,383,1.19765875087593,1.29234546748103,1.90300900728839,1.00646763213333,1.38884986961852,370,56623,12012,2.36119869199497e-27,0.649974502804691,1,percent metric change per +1 percentage point degradation,system_revisits,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,system_cell_revisits,PI,500,383,1.11862014647677,1.21780755627041,1.94806909886179,0.92290193969331,1.31433835326024,365,53809,12986,4.56488287328874e-24,0.611168500636275,1,percent metric change per +1 percentage point degradation,system_revisits,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,system_cell_revisits,HIPC,500,383,1.11711152414192,1.0504108547756,1.92113224912235,0.924099603254823,1.31012344502902,358,52486,11775,2.81433325185778e-25,0.633525777687867,1,percent metric change per +1 percentage point degradation,system_revisits,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,system_cell_revisits,DMCHBA,500,383,0.669434092915371,0.664733869239997,1.78260989883046,0.490339207114145,0.848528978716597,358,46329,17932,4.29992436527012e-13,0.441900997494592,1,percent metric change per +1 percentage point degradation,system_revisits,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,system_cell_revisits,DGA,500,383,0.456565763107186,0.520347863122717,2.19505725426995,0.236033200969754,0.677098325244618,382,45251,27902,5.90330034208316e-05,0.237160471887687,1,percent metric change per +1 percentage point degradation,system_revisits,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,post_clue_steps_to_find,CBAA,500,383,0.292342176261446,0.302475892867937,1.09572844124717,0.182256755899388,0.402427596623505,382,51342,21811,8.07648170530029e-12,0.403688160430878,1,percent metric change per +1 percentage point degradation,post_clue_steps_to_find,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,post_clue_steps_to_find,ACBBA,500,383,0.355285883052079,0.347692486442375,1.18935237435498,0.235794272575624,0.474777493528534,381,50754,22017,2.39719902192671e-11,0.394896318588449,1,percent metric change per +1 percentage point degradation,post_clue_steps_to_find,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,post_clue_steps_to_find,PI,500,383,0.357782084633678,0.357014956002177,1.23309053113991,0.233896197989626,0.481667971277729,381,50939,21832,1.32823672595027e-11,0.399980761567108,1,percent metric change per +1 percentage point degradation,post_clue_steps_to_find,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,post_clue_steps_to_find,HIPC,500,383,0.377749940112895,0.369802369536476,1.15087255390239,0.262124312347593,0.493375567878198,382,53243,19910,1.18657106215117e-14,0.455661421951253,1,percent metric change per +1 percentage point degradation,post_clue_steps_to_find,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,post_clue_steps_to_find,DMCHBA,500,383,0.195703610146841,0.186560733409236,1.15372857514632,0.0797910442248161,0.311616176068866,382,45660,27493,2.59887033111708e-05,0.248342515002802,1,percent metric change per +1 percentage point degradation,post_clue_steps_to_find,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,post_clue_steps_to_find,DGA,500,383,0.266534716247556,0.307927310814438,1.41844111358001,0.124027065292042,0.40904236720307,383,45540,27996,5.21190337274376e-05,0.238577023498695,1,percent metric change per +1 percentage point degradation,post_clue_steps_to_find,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Collaborative Visit (CV),CV,bernoulli,max_agent_steps,CBAA,500,500,0.361210572359098,0.331201158723893,0.271121412748745,0.337388389245096,0.3850327554731,477,113329,674,4.92729349019337e-78,0.988175749760971,0,percent metric change per +1 percentage point degradation,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Collaborative Visit (CV),CV,bernoulli,max_agent_steps,ACBBA,500,500,0.389518355921302,0.369209186547337,0.3031021902697,0.362886169973115,0.416150541869489,500,121516,3734,3.63246902591407e-74,0.940375249500998,0,percent metric change per +1 percentage point degradation,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Collaborative Visit (CV),CV,bernoulli,max_agent_steps,PI,500,500,0.287385361209726,0.272357793577982,0.370641176596337,0.254818837271428,0.319951885148023,500,108641,16609,5.47510804549769e-46,0.734786427145709,0,percent metric change per +1 percentage point degradation,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Collaborative Visit (CV),CV,bernoulli,max_agent_steps,HIPC,500,500,-0.106190710849387,-0.0656376915596391,0.284240825029576,-0.131165635971235,-0.0812157857275393,461,30116,76375,6.39924529362124e-16,-0.434393516823018,0,percent metric change per +1 percentage point degradation,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Collaborative Visit (CV),CV,bernoulli,max_agent_steps,DMCHBA,500,500,0.315073774984349,0.292796714530774,0.232603058967799,0.294636021258335,0.335511528710363,496,121060,2196,2.70421520599779e-77,0.964366846238723,0,percent metric change per +1 percentage point degradation,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Collaborative Visit (CV),CV,bernoulli,max_agent_steps,DGA,500,500,0.284118814105564,0.267929333763994,0.230138180568584,0.263897637830901,0.304339990380227,499,120880,3870,1.18969885931305e-73,0.937955911823647,0,percent metric change per +1 percentage point degradation,max_steps_any_robot (CLIPS/FGS) or max_robot_steps (CV),common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Collaborative Visit (CV),CV,bernoulli,total_team_steps,CBAA,500,500,0.55667719518088,0.526321867924517,0.287531344986988,0.531413147307085,0.581941243054675,500,125224,26,1.48301694760527e-83,0.999584830339321,0,percent metric change per +1 percentage point degradation,total_team_steps,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Collaborative Visit (CV),CV,bernoulli,total_team_steps,ACBBA,500,500,0.812197499358745,0.786099394735551,0.297861638708536,0.78602577640993,0.838369222307559,500,125247,3,1.29160283282159e-83,0.999952095808383,0,percent metric change per +1 percentage point degradation,total_team_steps,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Collaborative Visit (CV),CV,bernoulli,total_team_steps,PI,500,500,1.11144623221218,1.10309722755019,0.301147292548213,1.08498581407465,1.13790665034971,500,125250,0,1.2685250602311e-83,1,0,percent metric change per +1 percentage point degradation,total_team_steps,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Collaborative Visit (CV),CV,bernoulli,total_team_steps,HIPC,500,500,0.646657450736917,0.626548173951502,0.291010189710195,0.621087732886039,0.672227168587794,500,125242,8,1.3310000004778e-83,0.999872255489022,0,percent metric change per +1 percentage point degradation,total_team_steps,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Collaborative Visit (CV),CV,bernoulli,total_team_steps,DMCHBA,500,500,0.431803426829176,0.417287879394534,0.219506599643083,0.412516398341038,0.451090455317315,500,125209,41,1.62284074032646e-83,0.999345309381238,0,percent metric change per +1 percentage point degradation,total_team_steps,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Collaborative Visit (CV),CV,bernoulli,total_team_steps,DGA,500,500,0.413443167259586,0.399187114925981,0.231253342042383,0.393124006909961,0.433762327609211,500,124560,690,7.84076789399126e-82,0.988982035928144,0,percent metric change per +1 percentage point degradation,total_team_steps,common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Collaborative Visit (CV),CV,bernoulli,team_messages_per_step,CBAA,500,500,-0.485598932378877,-0.482251265751926,0.0682366222223459,-0.491594568404749,-0.479603296353005,500,0,125250,1.2685250602311e-83,-1,0,percent metric change per +1 percentage point degradation,messages_sent_total / total_team_steps (publications per team step),common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Collaborative Visit (CV),CV,bernoulli,team_messages_per_step,ACBBA,500,500,-0.48835592369818,-0.487394522256229,0.154195675577271,-0.501904383710054,-0.474807463686307,500,3,125247,1.29160283282159e-83,-0.999952095808383,0,percent metric change per +1 percentage point degradation,messages_sent_total / total_team_steps (publications per team step),common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Collaborative Visit (CV),CV,bernoulli,team_messages_per_step,PI,500,500,-0.011187636210774,-0.00805390640860604,0.103172813359517,-0.0202529535802834,-0.00212231884126449,500,55328,69922,0.0239860827270516,-0.116518962075848,0,percent metric change per +1 percentage point degradation,messages_sent_total / total_team_steps (publications per team step),common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Collaborative Visit (CV),CV,bernoulli,team_messages_per_step,HIPC,500,500,0.0226826612891543,0.023923217998234,0.111441856281253,0.0128907814078092,0.0324745411704994,500,77903,47347,2.28455256322988e-06,0.243960079840319,0,percent metric change per +1 percentage point degradation,messages_sent_total / total_team_steps (publications per team step),common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Collaborative Visit (CV),CV,bernoulli,team_messages_per_step,DMCHBA,500,500,-0.012909387930865,-0.0133948398570838,0.0163432946864572,-0.0143453975575472,-0.0114733783041828,500,16448,108802,2.68163170645892e-46,-0.737357285429142,0,percent metric change per +1 percentage point degradation,messages_sent_total / total_team_steps (publications per team step),common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
Collaborative Visit (CV),CV,bernoulli,team_messages_per_step,DGA,500,500,-0.0224565720623645,-0.0269465098726385,0.169453500667415,-0.037345666513745,-0.0075674776109839,500,53095,72155,0.00319645017430986,-0.152175648702595,0,percent metric change per +1 percentage point degradation,messages_sent_total / total_team_steps (publications per team step),common-six complete: all six algorithms have completed/eligible finite metric values at ideal and all eight model levels for the same trial IDs,two-sided 95% Student-t interval for the mean,normal approximation with continuity correction; zeros excluded
