trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status
0,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,6,220.0,192.666667,pi_g34_d220_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,280,41,239,258,28,0,1,1,864,4315,0,283,581,569,295,781,295,0.0,3.3488372093023258,3.2677824267782425,1.0535714285714286,1.2343096234309623,1.1434108527131783,clue:6;collision_intent:282;pi_clear_path:1;pi_entry:294;state:280;target:1,48,156,0.03229974160206717,completed
1,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,6,220.0,192.666667,pi_g34_d220_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,393,65,328,358,41,0,3,2,1210,6044,0,398,812,797,413,1080,413,0.0,3.3798882681564244,3.292682926829268,1.0508905852417303,1.2591463414634145,1.1536312849162011,clue:6;collision_intent:397;pi_clear_path:1;pi_entry:412;state:393;target:1,68,223,0.05493482309124764,completed
2,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,6,220.0,192.666667,pi_g34_d220_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,113,66,47,118,1,1,0,0,299,1489,0,114,185,239,60,167,60,0.0,2.5338983050847457,3.5531914893617023,0.5309734513274337,1.2765957446808511,0.5084745762711864,clue:12;collision_intent:113;pi_entry:60;state:113;target:1,19,52,0.01412429378531077,completed
3,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,6,220.0,192.666667,pi_g34_d220_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,736,337,399,716,26,1,1,1,2035,10171,0,738,1297,1480,555,1361,555,0.0,2.8421787709497206,3.411027568922306,0.7540760869565217,1.3909774436090225,0.7751396648044693,clue:6;collision_intent:737;pi_entry:555;state:736;target:1,125,344,0.01722532588454362,completed
4,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,6,220.0,192.666667,pi_g34_d220_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,591,73,518,572,25,0,3,3,1924,9614,0,595,1329,1210,714,1778,714,0.0,3.3636363636363638,3.4324324324324325,1.2081218274111676,1.3783783783783783,1.2482517482517483,clue:24;collision_intent:594;pi_entry:714;state:591;target:1,100,337,0.030303030303030276,completed
5,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,6,220.0,192.666667,pi_g34_d220_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,790,633,157,783,13,2,0,0,1810,9045,0,792,1018,1600,210,544,210,0.0,2.3116219667943807,3.464968152866242,0.26582278481012656,1.3375796178343948,0.2681992337164751,clue:18;collision_intent:791;pi_entry:210;state:790;target:1,133,308,0.01000425713069375,completed
6,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,6,220.0,192.666667,pi_g34_d220_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,221,30,191,208,19,1,0,0,697,3479,0,222,475,449,248,637,248,0.0,3.3509615384615383,3.3350785340314135,1.1221719457013575,1.2984293193717278,1.1923076923076923,clue:6;collision_intent:221;pi_entry:248;state:221;target:1,38,125,0.028846153846153744,completed
7,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,6,220.0,192.666667,pi_g34_d220_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,871,292,579,843,34,1,7,5,2575,12872,0,879,1696,1768,807,1991,807,0.0,3.054567022538553,3.4386873920552676,0.9265212399540758,1.3937823834196892,0.9572953736654805,clue:18;collision_intent:878;pi_clear_path:1;pi_entry:806;state:871;target:1,146,441,0.02629497825227345,completed
8,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,6,220.0,192.666667,pi_g34_d220_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,583,440,143,559,30,2,4,3,1368,6837,0,590,778,1191,177,488,177,0.0,2.447227191413238,3.4125874125874125,0.30360205831903947,1.2377622377622377,0.31663685152057247,clue:18;collision_intent:589;pi_entry:177;state:583;target:1,98,237,0.015205724508049911,completed
9,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,6,220.0,192.666667,pi_g34_d220_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,255,236,19,261,0,1,0,0,546,2726,0,257,289,518,28,74,28,0.0,2.0919540229885056,3.8947368421052633,0.10980392156862745,1.4736842105263157,0.10727969348659004,clue:6;collision_intent:256;pi_entry:28;state:255;target:1,43,93,0.005747126436781436,completed
