trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status,stage,environment,algorithm_key,commitment_horizon,dga_iterations,comm_label,out_dir,run_id
42,DMCHBA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,286,143,143,269,19,0,0,0,577,575,0,287,290,577,0,291,0,0.0,2.1449814126394053,2.034965034965035,0.0,0.0,0.0,clue:4;collision_intent:286;state:286;target:1,144,291,0.009293680297397744,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dmchba,g19_d220_ideal_dmchba
43,DMCHBA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,123,86,37,124,1,0,0,0,249,247,0,124,125,249,0,77,0,0.0,2.0080645161290325,2.081081081081081,0.0,0.0,0.0,clue:2;collision_intent:123;state:123;target:1,62,126,0.008064516129032251,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dmchba,g19_d220_ideal_dmchba
44,DMCHBA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,31,31,0,33,0,0,0,0,64,63,0,33,31,64,0,0,0,0.0,1.9393939393939394,0.0,0.0,0.0,0.0,collision_intent:32;state:31;target:1,16,33,0.015151515151515138,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dmchba,g19_d220_ideal_dmchba
45,DMCHBA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,128,128,0,130,0,0,0,0,257,256,0,129,128,257,0,0,0,0.0,1.976923076923077,0.0,0.0,0.0,0.0,collision_intent:128;state:128;target:1,64,129,0.0,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dmchba,g19_d220_ideal_dmchba
46,DMCHBA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,367,30,337,337,32,0,0,0,743,742,0,368,375,743,0,683,0,0.0,2.2047477744807122,2.026706231454006,0.0,0.0,0.0,clue:8;collision_intent:367;state:367;target:1,187,379,0.016320474777448135,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dmchba,g19_d220_ideal_dmchba
47,DMCHBA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,182,84,98,174,10,0,1,1,374,374,0,184,190,374,0,206,0,0.0,2.1494252873563218,2.1020408163265305,0.0,0.0,0.0,clue:8;collision_intent:183;state:182;target:1,92,189,0.005747126436781658,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dmchba,g19_d220_ideal_dmchba
48,DMCHBA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,93,64,29,95,0,0,0,0,191,191,0,94,97,191,0,63,0,0.0,2.0105263157894737,2.1724137931034484,0.0,0.0,0.0,clue:4;collision_intent:93;state:93;target:1,47,97,0.0052631578947368585,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dmchba,g19_d220_ideal_dmchba
49,DMCHBA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,140,60,80,141,1,0,0,0,286,285,0,142,144,286,0,166,0,0.0,2.028368794326241,2.075,0.0,0.0,0.0,clue:4;collision_intent:141;state:140;target:1,70,143,0.0035460992907800915,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dmchba,g19_d220_ideal_dmchba
0,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,14,14,0,16,0,0,0,0,29,28,0,15,14,29,0,0,0,0.0,1.8125,0.0,0.0,0.0,0.0,collision_intent:14;state:14;target:1,7,15,0.0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
1,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,282,12,270,247,37,1,5,4,774,773,0,286,488,570,204,750,204,0.0,3.133603238866397,2.7777777777777777,0.723404255319149,0.7555555555555555,0.8259109311740891,clue:2;collision_intent:285;dga_entry:204;state:282;target:1,141,393,0.022267206477732726,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
2,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,65,55,10,66,1,1,0,0,151,151,0,66,85,133,18,40,18,0.0,2.287878787878788,4.0,0.27692307692307694,1.8,0.2727272727272727,clue:2;collision_intent:65;dga_entry:18;state:65;target:1,33,77,0.0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
3,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,248,58,190,223,27,1,0,0,614,613,0,249,365,503,111,498,111,0.0,2.7533632286995515,2.6210526315789475,0.4475806451612903,0.5842105263157895,0.4977578475336323,clue:6;collision_intent:248;dga_entry:111;state:248;target:1,125,310,0.04260089686098656,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
4,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,292,49,243,269,25,5,11,8,795,793,0,303,492,603,192,697,192,0.0,2.9553903345724906,2.8683127572016462,0.6575342465753424,0.7901234567901234,0.7137546468401487,clue:8;collision_intent:302;dga_entry:192;state:292;target:1,146,400,0.016728624535315983,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
5,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,229,220,9,231,0,1,0,0,473,471,0,230,243,461,12,33,12,0.0,2.0476190476190474,3.6666666666666665,0.05240174672489083,1.3333333333333333,0.05194805194805195,clue:2;collision_intent:229;dga_entry:12;state:229;target:1,115,238,0.0021645021645022577,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
6,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,157,91,66,149,10,1,1,1,389,388,0,159,230,320,69,207,69,0.0,2.610738255033557,3.1363636363636362,0.4394904458598726,1.0454545454545454,0.46308724832214765,clue:4;collision_intent:158;dga_entry:69;state:157;target:1,79,195,0.02348993288590595,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
7,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,121,60,61,120,3,1,0,0,294,293,0,122,172,249,45,174,45,0.0,2.45,2.8524590163934427,0.371900826446281,0.7377049180327869,0.375,clue:6;collision_intent:121;dga_entry:45;state:121;target:1,61,152,0.016666666666666607,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
8,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,12,12,0,14,0,0,0,0,25,24,0,13,12,25,0,0,0,0.0,1.7857142857142858,0.0,0.0,0.0,0.0,collision_intent:12;state:12;target:1,6,13,0.0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
9,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,208,175,33,206,4,2,0,0,443,443,0,209,234,419,24,93,24,0.0,2.150485436893204,2.8181818181818183,0.11538461538461539,0.7272727272727273,0.11650485436893204,clue:2;collision_intent:208;dga_entry:24;state:208;target:1,104,222,0.009708737864077666,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
10,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,228,27,201,208,22,1,3,3,643,641,0,231,412,463,180,588,180,0.0,3.0913461538461537,2.925373134328358,0.7894736842105263,0.8955223880597015,0.8653846153846154,clue:4;collision_intent:230;dga_entry:180;state:228;target:1,115,324,0.04807692307692313,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
11,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,250,73,177,211,41,2,10,8,591,590,0,259,332,513,78,445,78,0.0,2.800947867298578,2.5141242937853105,0.312,0.4406779661016949,0.3696682464454976,clue:4;collision_intent:258;dga_entry:78;state:250;target:1,127,300,0.0023696682464455776,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
12,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,92,22,70,85,9,0,0,0,236,235,0,93,143,191,45,192,45,0.0,2.776470588235294,2.742857142857143,0.4891304347826087,0.6428571428571429,0.5294117647058824,clue:6;collision_intent:92;dga_entry:45;state:92;target:1,46,119,0.01764705882352935,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
13,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,68,68,0,70,0,0,0,0,137,136,0,69,68,137,0,0,0,0.0,1.957142857142857,0.0,0.0,0.0,0.0,collision_intent:68;state:68;target:1,34,69,0.0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
14,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,93,67,26,95,0,1,0,0,225,224,0,95,130,192,33,90,33,0.0,2.3684210526315788,3.4615384615384617,0.3548387096774194,1.2692307692307692,0.3473684210526316,clue:4;collision_intent:94;dga_entry:33;state:93;target:1,47,113,0.0052631578947368585,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
15,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,90,30,60,90,2,0,0,0,235,235,0,91,144,187,48,175,48,0.0,2.611111111111111,2.9166666666666665,0.5333333333333333,0.8,0.5333333333333333,clue:6;collision_intent:90;dga_entry:48;state:90;target:1,45,121,0.011111111111111072,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
16,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,164,150,14,166,0,2,0,0,355,355,0,165,190,331,24,55,24,0.0,2.13855421686747,3.9285714285714284,0.14634146341463414,1.7142857142857142,0.14457831325301204,clue:2;collision_intent:164;dga_entry:24;state:164;target:1,82,180,0.0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
17,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,103,103,0,105,0,0,0,0,207,206,0,104,103,207,0,0,0,0.0,1.9714285714285715,0.0,0.0,0.0,0.0,collision_intent:103;state:103;target:1,52,105,0.004761904761904745,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
18,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,156,46,110,147,11,1,0,0,389,389,0,157,232,317,72,297,72,0.0,2.6462585034013606,2.7,0.46153846153846156,0.6545454545454545,0.4897959183673469,clue:4;collision_intent:156;dga_entry:72;state:156;target:1,79,200,0.030612244897959107,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
19,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,104,104,0,106,0,0,0,0,209,209,0,105,104,209,0,0,0,0.0,1.971698113207547,0.0,0.0,0.0,0.0,collision_intent:104;state:104;target:1,52,105,0.0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
20,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,12,12,0,14,0,0,0,0,25,24,0,13,12,25,0,0,0,0.0,1.7857142857142858,0.0,0.0,0.0,0.0,collision_intent:12;state:12;target:1,6,13,0.0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
21,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,162,112,50,163,1,2,0,0,376,375,0,163,213,331,45,152,45,0.0,2.3067484662576687,3.04,0.2777777777777778,0.9,0.27607361963190186,clue:6;collision_intent:162;dga_entry:45;state:162;target:1,82,195,0.009202453987730008,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
22,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,38,38,0,40,0,0,0,0,77,77,0,39,38,77,0,0,0,0.0,1.925,0.0,0.0,0.0,0.0,collision_intent:38;state:38;target:1,19,39,0.0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
23,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,205,128,77,203,4,2,0,0,490,489,0,206,284,415,75,234,75,0.0,2.413793103448276,3.038961038961039,0.36585365853658536,0.974025974025974,0.3694581280788177,clue:4;collision_intent:205;dga_entry:75;state:205;target:1,103,248,0.00738916256157629,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
24,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,121,121,0,123,0,0,0,0,243,242,0,122,121,243,0,0,0,0.0,1.975609756097561,0.0,0.0,0.0,0.0,collision_intent:121;state:121;target:1,61,123,0.004065040650406582,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
25,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,494,111,383,343,153,1,6,6,1095,1093,0,497,598,999,96,873,96,0.0,3.192419825072886,2.279373368146214,0.19433198380566802,0.2506527415143603,0.27988338192419826,clue:8;collision_intent:496;dga_entry:96;state:494;target:1,247,553,0.19096209912536444,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
26,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,100,53,47,100,2,1,0,0,234,233,0,101,133,207,27,128,27,0.0,2.34,2.723404255319149,0.27,0.574468085106383,0.27,clue:6;collision_intent:100;dga_entry:27;state:100;target:1,50,118,0.0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
27,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,57,3,54,45,14,0,0,0,162,161,0,58,104,117,45,155,45,0.0,3.6,2.8703703703703702,0.7894736842105263,0.8333333333333334,1.0,clue:2;collision_intent:57;dga_entry:45;state:57;target:1,29,87,0.03333333333333344,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
28,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,38,10,28,40,0,0,0,0,104,104,0,40,64,80,24,84,24,0.0,2.6,3.0,0.631578947368421,0.8571428571428571,0.6,clue:2;collision_intent:39;dga_entry:24;state:38;target:1,19,52,0.0,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
29,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,66,41,25,68,0,1,0,0,152,152,0,67,85,137,15,69,15,0.0,2.235294117647059,2.76,0.22727272727272727,0.6,0.22058823529411764,clue:4;collision_intent:66;dga_entry:15;state:66;target:1,34,80,0.014705882352941124,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
30,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,62,22,40,64,0,0,0,0,169,167,0,64,105,130,39,125,39,0.0,2.640625,3.125,0.6290322580645161,0.975,0.609375,clue:4;collision_intent:63;dga_entry:39;state:62;target:1,32,88,0.015625,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
31,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,138,68,70,137,3,1,0,0,331,330,0,139,192,283,48,195,48,0.0,2.4160583941605838,2.7857142857142856,0.34782608695652173,0.6857142857142857,0.35036496350364965,clue:6;collision_intent:138;dga_entry:48;state:138;target:1,69,166,0.0036496350364962904,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
32,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,93,93,0,95,0,0,0,0,187,186,0,94,93,187,0,0,0,0.0,1.9684210526315788,0.0,0.0,0.0,0.0,collision_intent:93;state:93;target:1,47,95,0.0052631578947368585,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
33,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,37,34,3,39,0,0,0,0,92,91,0,38,54,77,15,24,15,0.0,2.358974358974359,8.0,0.40540540540540543,5.0,0.38461538461538464,clue:2;collision_intent:37;dga_entry:15;state:37;target:1,19,49,0.012820512820512775,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
34,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,257,143,114,242,17,1,0,0,568,566,0,258,310,517,51,282,51,0.0,2.347107438016529,2.473684210526316,0.19844357976653695,0.4473684210526316,0.21074380165289255,clue:2;collision_intent:257;dga_entry:51;state:257;target:1,129,286,0.004132231404958775,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
35,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,190,30,160,176,16,1,0,0,519,518,0,191,328,387,132,459,132,0.0,2.9488636363636362,2.86875,0.6947368421052632,0.825,0.75,clue:6;collision_intent:190;dga_entry:132;state:190;target:1,96,262,0.03977272727272729,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
36,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,223,3,220,184,41,0,4,3,577,576,0,228,349,457,120,570,120,0.0,3.135869565217391,2.590909090909091,0.5381165919282511,0.5454545454545454,0.6521739130434783,clue:6;collision_intent:227;dga_entry:120;state:223;target:1,113,294,0.08695652173913038,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
37,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,231,219,12,233,0,1,0,0,480,478,0,232,248,465,15,42,15,0.0,2.060085836909871,3.5,0.06493506493506493,1.25,0.06437768240343347,clue:2;collision_intent:231;dga_entry:15;state:231;target:1,116,240,0.0021459227467810482,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
38,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,198,51,147,174,26,1,0,0,527,527,0,199,328,401,126,425,126,0.0,3.028735632183908,2.891156462585034,0.6363636363636364,0.8571428571428571,0.7241379310344828,clue:4;collision_intent:198;dga_entry:126;state:198;target:1,100,265,0.04022988505747116,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
39,DGA,ideal,1.0,19,361,2,220,180.5,g19_d220_ideal_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,332,37,295,296,38,3,9,9,794,794,0,337,457,677,117,719,117,0.0,2.6824324324324325,2.4372881355932203,0.35240963855421686,0.39661016949152544,0.3952702702702703,clue:8;collision_intent:336;dga_entry:117;state:332;target:1,167,409,0.016891891891891886,completed,grid_clue,clue,dga,3,,ideal,runs/sensitivity_grid_density_50/raw/grid19/density220/ideal/dga,g19_d220_ideal_dga
