trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status,stage,environment,algorithm_key,commitment_horizon,dga_iterations,comm_label,out_dir,run_id
32,DGA,bernoulli,0.25,19,361,8,50,45.125,g19_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,81,51,30,86,3,5,0,0,542,3001,786,85,457,182,360,440,360,0.24585548952142633,6.3023255813953485,14.666666666666666,4.444444444444445,12.0,4.186046511627907,clue:16;collision_intent:84;dga_entry:360;state:81;target:1,11,86,0.03779069767441867,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid19/density50/bernoulli_025/dga,g19_d50_bernoulli_025_dga
33,DGA,bernoulli,0.25,19,361,8,50,45.125,g19_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,785,28,757,326,467,30,29,17,2765,15859,3491,800,1965,1609,1156,2709,1156,0.2538539848749273,8.48159509202454,3.5785997357992074,1.4726114649681528,1.5270805812417436,3.5460122699386503,clue:24;collision_intent:799;dga_entry:1156;state:785;target:1,101,389,0.09585889570552153,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid19/density50/bernoulli_025/dga,g19_d50_bernoulli_025_dga
34,DGA,bernoulli,0.25,19,361,8,50,45.125,g19_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,81,81,0,89,0,0,0,0,163,1005,130,82,81,163,0,0,0,0.23008849557522124,1.8314606741573034,0.0,0.0,0.0,0.0,collision_intent:81;state:81;target:1,11,23,0.00983146067415741,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid19/density50/bernoulli_025/dga,g19_d50_bernoulli_025_dga
35,DGA,bernoulli,0.25,19,361,8,50,45.125,g19_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,117,20,97,118,7,19,1,1,818,4529,1191,118,700,243,575,778,575,0.24325980392156862,6.932203389830509,8.02061855670103,4.914529914529915,5.927835051546392,4.872881355932203,clue:8;collision_intent:117;dga_entry:575;state:117;target:1,15,148,0.052966101694915224,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid19/density50/bernoulli_025/dga,g19_d50_bernoulli_025_dga
36,DGA,bernoulli,0.25,19,361,8,50,45.125,g19_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,85,85,0,93,0,0,0,0,171,1042,149,86,85,171,0,0,0,0.2516891891891892,1.8387096774193548,0.0,0.0,0.0,0.0,collision_intent:85;state:85;target:1,11,23,0.02016129032258074,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid19/density50/bernoulli_025/dga,g19_d50_bernoulli_025_dga
37,DGA,bernoulli,0.25,19,361,8,50,45.125,g19_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,235,62,173,185,58,19,8,5,1146,6448,1569,243,903,510,636,1021,636,0.24829878145276152,6.194594594594594,5.901734104046243,2.706382978723404,3.6763005780346822,3.437837837837838,clue:32;collision_intent:242;dga_entry:636;state:235;target:1,31,181,0.1114864864864864,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid19/density50/bernoulli_025/dga,g19_d50_bernoulli_025_dga
38,DGA,bernoulli,0.25,19,361,8,50,45.125,g19_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,717,53,664,336,389,37,31,23,2621,15035,3306,738,1883,1487,1134,2515,1134,0.25087266656548796,7.800595238095238,3.7876506024096384,1.5815899581589958,1.7078313253012047,3.375,clue:32;collision_intent:737;dga_entry:1134;state:717;target:1,91,371,0.10193452380952372,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid19/density50/bernoulli_025/dga,g19_d50_bernoulli_025_dga
39,DGA,bernoulli,0.25,19,361,8,50,45.125,g19_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,104,104,0,112,0,0,0,0,209,1292,165,105,104,209,0,0,0,0.22758620689655173,1.8660714285714286,0.0,0.0,0.0,0.0,collision_intent:104;state:104;target:1,13,27,0.0,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid19/density50/bernoulli_025/dga,g19_d50_bernoulli_025_dga
40,DGA,bernoulli,0.25,19,361,8,50,45.125,g19_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,83,67,16,90,1,3,0,0,446,2490,620,85,361,176,270,312,270,0.24603174603174602,4.955555555555556,19.5,3.253012048192771,16.875,3.0,clue:8;collision_intent:84;dga_entry:270;state:83;target:1,11,66,0.016666666666666607,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid19/density50/bernoulli_025/dga,g19_d50_bernoulli_025_dga
41,DGA,bernoulli,0.25,19,361,8,50,45.125,g19_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,522,75,447,295,235,24,28,16,2095,11920,2737,538,1557,1084,1011,1944,1011,0.25117004680187205,7.101694915254237,4.348993288590604,1.9367816091954022,2.261744966442953,3.4271186440677965,clue:24;collision_intent:537;dga_entry:1011;state:522;target:1,67,299,0.09279661016949148,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid19/density50/bernoulli_025/dga,g19_d50_bernoulli_025_dga
42,DGA,bernoulli,0.25,19,361,8,50,45.125,g19_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,132,33,99,131,9,17,3,2,854,4759,1213,135,719,275,579,788,579,0.24110514808189226,6.519083969465649,7.959595959595959,4.386363636363637,5.848484848484849,4.419847328244275,clue:8;collision_intent:134;dga_entry:579;state:132;target:1,17,131,0.03721374045801529,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid19/density50/bernoulli_025/dga,g19_d50_bernoulli_025_dga
43,DGA,bernoulli,0.25,19,361,8,50,45.125,g19_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,180,56,124,155,33,20,10,7,1014,5624,1469,189,825,393,621,902,621,0.25446041919279405,6.541935483870968,7.274193548387097,3.45,5.008064516129032,4.006451612903226,clue:24;collision_intent:188;dga_entry:621;state:180;target:1,23,158,0.1201612903225806,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid19/density50/bernoulli_025/dga,g19_d50_bernoulli_025_dga
44,DGA,bernoulli,0.25,19,361,8,50,45.125,g19_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,756,32,724,341,423,45,43,28,2746,15726,3495,784,1962,1564,1182,2682,1182,0.2544779379641765,8.052785923753666,3.7044198895027622,1.5634920634920635,1.632596685082873,3.466275659824047,clue:24;collision_intent:783;dga_entry:1182;state:756;target:1,98,377,0.16239002932551316,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid19/density50/bernoulli_025/dga,g19_d50_bernoulli_025_dga
45,DGA,bernoulli,0.25,19,361,8,50,45.125,g19_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,511,37,474,283,236,26,21,15,1947,11055,2570,527,1420,1062,885,1873,885,0.25855130784708247,6.879858657243816,3.951476793248945,1.7318982387475539,1.8670886075949367,3.127208480565371,clue:24;collision_intent:526;dga_entry:885;state:511;target:1,66,295,0.16210247349823326,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid19/density50/bernoulli_025/dga,g19_d50_bernoulli_025_dga
46,DGA,bernoulli,0.25,19,361,8,50,45.125,g19_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,149,149,0,157,0,0,0,0,301,1848,252,152,149,301,0,0,0,0.2420749279538905,1.9171974522292994,0.0,0.0,0.0,0.0,collision_intent:151;state:149;target:1,19,39,0.01194267515923575,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid19/density50/bernoulli_025/dga,g19_d50_bernoulli_025_dga
47,DGA,bernoulli,0.25,19,361,8,50,45.125,g19_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,77,7,70,78,7,12,0,0,571,3144,852,79,492,164,407,556,407,0.24738675958188153,7.32051282051282,7.942857142857143,5.285714285714286,5.814285714285714,5.217948717948718,clue:8;collision_intent:78;dga_entry:407;state:77;target:1,10,90,0.08012820512820507,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid19/density50/bernoulli_025/dga,g19_d50_bernoulli_025_dga
48,DGA,bernoulli,0.25,19,361,8,50,45.125,g19_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,199,39,160,159,48,17,3,3,983,5539,1335,204,779,419,564,904,564,0.24499908240044044,6.182389937106918,5.65,2.8341708542713566,3.525,3.547169811320755,clue:16;collision_intent:203;dga_entry:564;state:199;target:1,26,160,0.13286163522012573,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid19/density50/bernoulli_025/dga,g19_d50_bernoulli_025_dga
49,DGA,bernoulli,0.25,19,361,8,50,45.125,g19_d50_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid19_trials50.csv,clue_search,49,39,10,57,0,1,0,0,348,1944,487,52,296,117,231,270,231,0.23526570048309178,6.105263157894737,27.0,4.714285714285714,23.1,4.052631578947368,clue:16;collision_intent:51;dga_entry:231;state:49;target:1,7,60,0.015350877192982448,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid19/density50/bernoulli_025/dga,g19_d50_bernoulli_025_dga
0,DMCHBA,ideal,1.0,25,625,3,220,208.333333,g25_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,394,25,369,345,52,0,0,0,798,1593,0,395,403,798,0,748,0,0.0,2.3130434782608695,2.02710027100271,0.0,0.0,0.0,clue:9;collision_intent:394;state:394;target:1,132,268,0.021256038647343045,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid25/density220/ideal/dmchba,g25_d220_ideal_dmchba
1,DMCHBA,ideal,1.0,25,625,3,220,208.333333,g25_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,38,38,0,41,0,0,0,0,78,154,0,40,38,78,0,0,0,0.0,1.9024390243902438,0.0,0.0,0.0,0.0,collision_intent:39;state:38;target:1,13,27,0.016260162601626105,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid25/density220/ideal/dmchba,g25_d220_ideal_dmchba
2,DMCHBA,ideal,1.0,25,625,3,220,208.333333,g25_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,97,97,0,100,0,0,0,0,196,389,0,99,97,196,0,0,0,0.0,1.96,0.0,0.0,0.0,0.0,collision_intent:98;state:97;target:1,33,67,0.006666666666666821,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid25/density220/ideal/dmchba,g25_d220_ideal_dmchba
3,DMCHBA,ideal,1.0,25,625,3,220,208.333333,g25_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,114,35,79,113,4,0,0,0,236,470,0,116,120,236,0,166,0,0.0,2.088495575221239,2.1012658227848102,0.0,0.0,0.0,clue:6;collision_intent:115;state:114;target:1,39,80,0.017699115044247815,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid25/density220/ideal/dmchba,g25_d220_ideal_dmchba
4,DMCHBA,ideal,1.0,25,625,3,220,208.333333,g25_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,268,72,196,248,23,0,0,0,542,1082,0,271,271,542,0,398,0,0.0,2.185483870967742,2.0306122448979593,0.0,0.0,0.0,clue:3;collision_intent:270;state:268;target:1,90,182,0.037634408602150504,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid25/density220/ideal/dmchba,g25_d220_ideal_dmchba
5,DMCHBA,ideal,1.0,25,625,3,220,208.333333,g25_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,48,48,0,51,0,0,0,0,97,191,0,49,48,97,0,0,0,0.0,1.9019607843137254,0.0,0.0,0.0,0.0,collision_intent:48;state:48;target:1,16,33,0.0,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid25/density220/ideal/dmchba,g25_d220_ideal_dmchba
6,DMCHBA,ideal,1.0,25,625,3,220,208.333333,g25_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,271,60,211,257,17,0,3,3,554,1107,0,274,280,554,0,434,0,0.0,2.1556420233463034,2.056872037914692,0.0,0.0,0.0,clue:9;collision_intent:273;state:271;target:1,93,189,0.04150453955901434,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid25/density220/ideal/dmchba,g25_d220_ideal_dmchba
7,DMCHBA,ideal,1.0,25,625,3,220,208.333333,g25_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,157,152,5,160,0,0,0,0,322,640,0,159,163,322,0,18,0,0.0,2.0125,3.6,0.0,0.0,0.0,clue:6;collision_intent:158;state:157;target:1,53,109,0.004166666666666652,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid25/density220/ideal/dmchba,g25_d220_ideal_dmchba
8,DMCHBA,ideal,1.0,25,625,3,220,208.333333,g25_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,112,72,40,114,1,0,0,0,232,464,0,114,118,232,0,88,0,0.0,2.0350877192982457,2.2,0.0,0.0,0.0,clue:6;collision_intent:113;state:112;target:1,38,79,0.011695906432748648,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid25/density220/ideal/dmchba,g25_d220_ideal_dmchba
9,DMCHBA,ideal,1.0,25,625,3,220,208.333333,g25_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,1,1,0,4,0,0,0,0,5,8,0,4,1,5,0,0,0,0.0,1.25,0.0,0.0,0.0,0.0,collision_intent:3;state:1;target:1,1,3,0.16666666666666674,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid25/density220/ideal/dmchba,g25_d220_ideal_dmchba
10,DMCHBA,ideal,1.0,25,625,3,220,208.333333,g25_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,56,56,0,59,0,0,0,0,114,225,0,58,56,114,0,0,0,0.0,1.9322033898305084,0.0,0.0,0.0,0.0,collision_intent:57;state:56;target:1,19,39,0.011299435028248705,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid25/density220/ideal/dmchba,g25_d220_ideal_dmchba
11,DMCHBA,ideal,1.0,25,625,3,220,208.333333,g25_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,314,209,105,313,4,0,0,0,635,1267,0,315,320,635,0,217,0,0.0,2.0287539936102235,2.066666666666667,0.0,0.0,0.0,clue:6;collision_intent:314;state:314;target:1,106,215,0.006389776357827559,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid25/density220/ideal/dmchba,g25_d220_ideal_dmchba
12,DMCHBA,ideal,1.0,25,625,3,220,208.333333,g25_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,105,66,39,105,3,0,0,0,217,432,0,106,111,217,0,85,0,0.0,2.066666666666667,2.1794871794871793,0.0,0.0,0.0,clue:6;collision_intent:105;state:105;target:1,35,73,0.012698412698412875,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid25/density220/ideal/dmchba,g25_d220_ideal_dmchba
13,DMCHBA,ideal,1.0,25,625,3,220,208.333333,g25_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,171,42,129,165,9,1,3,2,352,701,0,175,177,352,0,268,0,0.0,2.1333333333333333,2.0775193798449614,0.0,0.0,0.0,clue:6;collision_intent:174;state:171;target:1,59,120,0.03232323232323231,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid25/density220/ideal/dmchba,g25_d220_ideal_dmchba
14,DMCHBA,ideal,1.0,25,625,3,220,208.333333,g25_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,463,463,0,462,4,0,0,0,928,1853,0,465,463,928,0,0,0,0.0,2.0086580086580086,0.0,0.0,0.0,0.0,collision_intent:464;state:463;target:1,155,311,0.0043290043290042934,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid25/density220/ideal/dmchba,g25_d220_ideal_dmchba
15,DMCHBA,ideal,1.0,25,625,3,220,208.333333,g25_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,76,75,1,79,0,0,0,0,158,316,0,79,79,158,0,8,0,0.0,2.0,8.0,0.0,0.0,0.0,clue:3;collision_intent:78;state:76;target:1,26,54,0.008438818565400963,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid25/density220/ideal/dmchba,g25_d220_ideal_dmchba
16,DMCHBA,ideal,1.0,25,625,3,220,208.333333,g25_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,180,176,4,183,0,0,0,0,364,726,0,181,183,364,0,11,0,0.0,1.989071038251366,2.75,0.0,0.0,0.0,clue:3;collision_intent:180;state:180;target:1,60,122,0.0,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid25/density220/ideal/dmchba,g25_d220_ideal_dmchba
17,DMCHBA,ideal,1.0,25,625,3,220,208.333333,g25_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,181,104,77,177,7,0,0,0,371,739,0,184,187,371,0,163,0,0.0,2.096045197740113,2.116883116883117,0.0,0.0,0.0,clue:6;collision_intent:183;state:181;target:1,62,127,0.03766478342749546,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid25/density220/ideal/dmchba,g25_d220_ideal_dmchba
18,DMCHBA,ideal,1.0,25,625,3,220,208.333333,g25_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,543,90,453,504,42,0,0,0,1094,2185,0,545,549,1094,0,914,0,0.0,2.1706349206349205,2.0176600441501105,0.0,0.0,0.0,clue:6;collision_intent:544;state:543;target:1,184,370,0.011904761904762085,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid25/density220/ideal/dmchba,g25_d220_ideal_dmchba
19,DMCHBA,ideal,1.0,25,625,3,220,208.333333,g25_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,622,283,339,566,59,0,0,0,1257,2513,0,623,634,1257,0,691,0,0.0,2.2208480565371023,2.03834808259587,0.0,0.0,0.0,clue:12;collision_intent:622;state:622;target:1,210,425,0.05182567726737353,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid25/density220/ideal/dmchba,g25_d220_ideal_dmchba
20,DMCHBA,ideal,1.0,25,625,3,220,208.333333,g25_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,262,118,144,259,6,0,3,2,531,1061,0,266,265,531,0,295,0,0.0,2.0501930501930503,2.048611111111111,0.0,0.0,0.0,clue:3;collision_intent:265;state:262;target:1,88,181,0.012870012870012992,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid25/density220/ideal/dmchba,g25_d220_ideal_dmchba
21,DMCHBA,ideal,1.0,25,625,3,220,208.333333,g25_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,43,6,37,44,2,0,0,0,90,178,0,44,46,90,0,78,0,0.0,2.0454545454545454,2.108108108108108,0.0,0.0,0.0,clue:3;collision_intent:43;state:43;target:1,15,31,0.015151515151515138,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid25/density220/ideal/dmchba,g25_d220_ideal_dmchba
22,DMCHBA,ideal,1.0,25,625,3,220,208.333333,g25_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,571,27,544,533,41,0,4,3,1154,2307,0,574,580,1154,0,1100,0,0.0,2.1651031894934336,2.0220588235294117,0.0,0.0,0.0,clue:9;collision_intent:573;state:571;target:1,191,387,0.026266416510319024,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid25/density220/ideal/dmchba,g25_d220_ideal_dmchba
23,DMCHBA,ideal,1.0,25,625,3,220,208.333333,g25_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,347,184,163,346,4,0,0,0,704,1405,0,348,356,704,0,336,0,0.0,2.0346820809248554,2.061349693251534,0.0,0.0,0.0,clue:9;collision_intent:347;state:347;target:1,117,237,0.009633911368015502,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid25/density220/ideal/dmchba,g25_d220_ideal_dmchba
24,DMCHBA,ideal,1.0,25,625,3,220,208.333333,g25_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,581,200,381,564,20,0,0,0,1174,2347,0,584,590,1174,0,774,0,0.0,2.0815602836879434,2.031496062992126,0.0,0.0,0.0,clue:9;collision_intent:583;state:581;target:1,194,392,0.010638297872340496,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid25/density220/ideal/dmchba,g25_d220_ideal_dmchba
25,DMCHBA,ideal,1.0,25,625,3,220,208.333333,g25_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,330,327,3,329,4,0,0,0,664,1327,0,331,333,664,0,10,0,0.0,2.0182370820668694,3.3333333333333335,0.0,0.0,0.0,clue:3;collision_intent:330;state:330;target:1,111,224,0.006079027355623268,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid25/density220/ideal/dmchba,g25_d220_ideal_dmchba
26,DMCHBA,ideal,1.0,25,625,3,220,208.333333,g25_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,116,116,0,119,0,0,0,0,233,465,0,117,116,233,0,0,0,0.0,1.9579831932773109,0.0,0.0,0.0,0.0,collision_intent:116;state:116;target:1,39,79,0.0056022408963585235,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid25/density220/ideal/dmchba,g25_d220_ideal_dmchba
27,DMCHBA,ideal,1.0,25,625,3,220,208.333333,g25_d220_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,419,116,303,402,20,0,0,0,846,1692,0,421,425,846,0,614,0,0.0,2.1044776119402986,2.0264026402640263,0.0,0.0,0.0,clue:6;collision_intent:420;state:419;target:1,141,285,0.026533996683250516,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid25/density220/ideal/dmchba,g25_d220_ideal_dmchba
