trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,59.148064066343714,59.148064066343714,3,3,3,115,34,103,16,10,3,3,331,0,634,1803,96,124,510,243,391,0.06286836935166994,63.4,39.1,acbba_entry:391;collision_intent:124;state:119,0.10000000000000009,0.14320388349514568,known_visit_core_500,10,4,8
274,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,34.493024282063566,34.493024282063566,0,0,0,66,20,70,0,5,0,0,193,0,355,1016,42,73,282,143,212,0.04994054696789536,35.5,21.2,acbba_entry:212;collision_intent:73;state:70,0.10000000000000009,0.11428571428571432,known_visit_core_500,10,4,8
275,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,44.088338231652585,44.088338231652585,0,0,0,78,26,82,0,14,1,1,255,0,486,1405,50,86,400,168,318,0.04177109440267335,48.6,31.8,acbba_entry:318;collision_intent:86;state:82,0.10000000000000009,0.12804878048780477,known_visit_core_500,10,4,8
276,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,37.47225328838712,37.47225328838712,0,0,0,60,22,64,0,9,0,0,227,0,487,1390,68,65,422,129,358,0.053840063341250986,48.7,35.8,acbba_entry:358;collision_intent:65;state:64,0.25,0.140625,known_visit_core_500,10,4,8
277,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,60.614472112640144,60.614472112640144,0,0,0,62,35,65,1,7,0,0,405,0,377,1081,47,68,309,134,243,0.050865800865800864,37.7,24.3,acbba_entry:243;collision_intent:68;state:66,0.30000000000000004,0.32692307692307687,known_visit_core_500,10,4,8
278,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,56.015392155180585,56.015392155180585,0,0,0,85,33,89,0,8,0,0,341,0,538,1558,53,93,445,182,356,0.03978978978978979,53.8,35.6,acbba_entry:356;collision_intent:93;state:89,0.3999999999999999,0.2275280898876404,known_visit_core_500,10,4,8
279,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,50.00178277932814,50.00178277932814,2,2,2,79,24,80,3,9,3,2,295,0,554,1584,76,87,467,170,384,0.054324517512508934,55.4,38.4,acbba_entry:384;collision_intent:87;state:83,0.3999999999999999,0.11250000000000004,known_visit_core_500,10,4,8
280,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,98.18474505983791,98.18474505983791,1,1,1,80,46,82,2,0,0,0,687,0,341,980,40,85,256,169,172,0.05228758169934641,34.1,17.2,acbba_entry:172;collision_intent:85;state:84,0.55,0.42682926829268286,known_visit_core_500,10,4,8
281,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,63.894625046613264,63.894625046613264,0,0,0,62,26,66,0,1,0,0,432,0,335,967,35,70,265,136,199,0.04419191919191919,33.5,19.9,acbba_entry:199;collision_intent:70;state:66,0.1499999999999999,0.31060606060606055,known_visit_core_500,10,4,8
282,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,42.845761495040406,42.845761495040406,0,0,0,89,24,91,2,11,0,0,237,0,632,1810,77,97,535,190,442,0.04815509693558474,63.2,44.2,acbba_entry:442;collision_intent:97;state:93,0.25,0.041208791208791284,known_visit_core_500,10,4,8
283,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,43.05737596170669,43.05737596170669,0,0,0,64,25,68,0,11,0,0,263,0,449,1298,47,68,381,136,313,0.04119193689745837,44.9,31.3,acbba_entry:313;collision_intent:68;state:68,0.25,0.21323529411764697,known_visit_core_500,10,4,8
284,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,59.75407071693602,59.75407071693602,2,2,2,73,35,75,2,2,6,1,373,0,337,967,42,77,260,154,183,0.05398457583547558,33.7,18.3,acbba_entry:183;collision_intent:77;state:77,0.30000000000000004,0.33666666666666667,known_visit_core_500,10,4,8
285,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,54.769232071886464,54.769232071886464,1,1,1,73,26,76,1,10,0,0,346,0,446,1284,51,84,362,161,285,0.04709141274238227,44.6,28.5,acbba_entry:285;collision_intent:84;state:77,0.25,0.1578947368421053,known_visit_core_500,10,4,8
286,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,59.06824796206146,59.06824796206146,1,1,1,66,34,66,4,5,4,3,394,0,460,1318,60,76,384,146,314,0.05217391304347826,46.0,31.4,acbba_entry:314;collision_intent:76;state:70,0.55,0.3257575757575757,known_visit_core_500,10,4,8
287,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,43.73741532636852,43.73741532636852,2,2,2,74,25,73,5,6,3,1,254,0,503,1448,58,83,420,161,342,0.046141607000795545,50.3,34.2,acbba_entry:342;collision_intent:83;state:78,0.3500000000000001,0.16780821917808209,known_visit_core_500,10,4,8
288,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,62.72529916915538,62.72529916915538,1,1,1,103,35,102,5,10,1,1,375,0,562,1614,70,111,451,218,344,0.05181347150259067,56.2,34.4,acbba_entry:344;collision_intent:111;state:107,0.25,0.1519607843137254,known_visit_core_500,10,4,8
289,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,46.772867493320646,46.772867493320646,0,0,0,68,27,71,1,5,4,2,291,0,444,1279,50,80,364,152,292,0.04591368227731864,44.4,29.2,acbba_entry:292;collision_intent:80;state:72,0.30000000000000004,0.2359154929577465,known_visit_core_500,10,4,8
290,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,59.91743837012884,59.91743837012884,0,0,0,63,34,67,0,6,0,0,401,0,459,1321,54,69,390,136,323,0.046232876712328765,45.9,32.3,acbba_entry:323;collision_intent:69;state:67,0.55,0.3320895522388059,known_visit_core_500,10,4,8
291,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,43.95791865561008,43.95791865561008,0,0,0,46,26,50,0,4,0,0,297,0,302,865,38,50,252,100,202,0.05046480743691899,30.2,20.2,acbba_entry:202;collision_intent:50;state:50,0.44999999999999996,0.3500000000000001,known_visit_core_500,10,4,8
292,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,37.12951464877944,37.12951464877944,0,0,0,70,22,74,0,14,0,0,209,0,495,1420,56,75,420,149,346,0.044657097288676235,49.5,34.6,acbba_entry:346;collision_intent:75;state:74,0.25,0.1283783783783783,known_visit_core_500,10,4,8
293,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,53.72851156656562,53.72851156656562,1,1,1,85,32,87,2,5,0,0,320,0,413,1187,49,91,322,180,233,0.05088265835929388,41.3,23.3,acbba_entry:233;collision_intent:91;state:89,0.1499999999999999,0.19827586206896552,known_visit_core_500,10,4,8
294,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,61.24123926441651,61.24123926441651,0,0,0,65,23,67,2,3,0,0,408,0,384,1116,33,73,311,142,242,0.035483870967741936,38.4,24.2,acbba_entry:242;collision_intent:73;state:69,0.25,0.16791044776119413,known_visit_core_500,10,4,8
295,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,61.371590688432704,61.371590688432704,0,0,0,58,36,62,0,4,0,0,418,0,270,784,23,61,209,123,147,0.03685897435897436,27.0,14.7,acbba_entry:147;collision_intent:61;state:62,0.3999999999999999,0.39516129032258074,known_visit_core_500,10,4,8
296,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,39.18566005200705,39.18566005200705,1,1,1,78,23,80,2,9,0,0,216,0,546,1551,84,85,461,167,379,0.06086956521739131,54.6,37.9,acbba_entry:379;collision_intent:85;state:82,0.3500000000000001,0.08749999999999991,known_visit_core_500,10,4,8
297,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,105.7615459769149,105.7615459769149,4,4,4,100,60,96,8,6,1,1,719,0,568,1626,75,108,460,212,356,0.054466230936819175,56.8,35.6,acbba_entry:356;collision_intent:108;state:104,0.3999999999999999,0.421875,known_visit_core_500,10,4,8
298,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,38.06151108946127,38.06151108946127,0,0,0,74,22,77,1,8,0,0,214,0,517,1484,64,77,440,155,362,0.04859529233105543,51.7,36.2,acbba_entry:362;collision_intent:77;state:78,0.10000000000000009,0.1071428571428572,known_visit_core_500,10,4,8
299,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,52.466510711093,52.466510711093,2,2,2,91,31,87,8,8,0,0,304,0,639,1822,92,96,543,191,448,0.056580565805658053,63.9,44.8,acbba_entry:448;collision_intent:96;state:95,0.30000000000000004,0.15804597701149414,known_visit_core_500,10,4,8
300,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,67.74540645306617,67.74540645306617,2,2,2,127,34,125,6,15,2,2,383,0,719,2076,78,136,583,267,452,0.044673539518900345,71.9,45.2,acbba_entry:452;collision_intent:136;state:131,0.10000000000000009,0.026000000000000023,known_visit_core_500,10,4,8
301,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,47.981724274902895,47.981724274902895,2,2,2,82,28,77,9,7,0,0,278,0,505,1443,69,86,419,172,333,0.05502392344497608,50.5,33.3,acbba_entry:333;collision_intent:86;state:86,0.25,0.11363636363636354,known_visit_core_500,10,4,8
302,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,51.862405168897176,51.862405168897176,3,3,3,104,29,100,8,13,0,0,282,0,662,1893,90,110,552,218,444,0.0544464609800363,66.2,44.4,acbba_entry:444;collision_intent:110;state:108,0.3999999999999999,0.050000000000000044,known_visit_core_500,10,4,8
303,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,38.20895721468724,38.20895721468724,1,1,1,76,23,76,4,6,0,0,214,0,472,1349,64,81,391,161,311,0.0547008547008547,47.2,31.1,acbba_entry:311;collision_intent:81;state:80,0.25,0.08552631578947367,known_visit_core_500,10,4,8
304,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,49.5490045914744,49.5490045914744,0,0,0,39,29,43,0,2,0,0,351,0,286,811,44,42,244,85,201,0.06035665294924554,28.6,20.1,acbba_entry:201;collision_intent:42;state:43,0.55,0.4825581395348837,known_visit_core_500,10,4,8
305,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,68.45317130102929,68.45317130102929,0,0,0,113,39,116,1,18,3,3,410,0,684,1965,84,127,557,244,440,0.050359712230215826,68.4,44.0,acbba_entry:440;collision_intent:127;state:117,0.25,0.14655172413793105,known_visit_core_500,10,4,8
306,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,55.47516631591076,55.47516631591076,1,1,1,91,33,92,3,13,0,0,327,0,520,1512,45,99,421,194,326,0.03571428571428571,52.0,32.6,acbba_entry:326;collision_intent:99;state:95,0.44999999999999996,0.15760869565217384,known_visit_core_500,10,4,8
307,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,73.1234703403913,73.1234703403913,4,4,4,109,40,101,12,9,1,1,450,0,628,1792,89,121,507,234,394,0.05862977602108037,62.8,39.4,acbba_entry:394;collision_intent:121;state:113,0.3500000000000001,0.13118811881188108,known_visit_core_500,10,4,8
308,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,59.63708195213203,59.63708195213203,0,0,0,108,35,107,5,18,0,0,336,0,782,2247,96,113,669,225,557,0.04790419161676647,78.2,55.7,acbba_entry:557;collision_intent:113;state:112,0.25,0.0911214953271029,known_visit_core_500,10,4,8
309,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,44.69813877483001,44.69813877483001,1,1,1,75,26,75,4,8,0,0,263,0,432,1234,59,79,353,158,274,0.05587121212121212,43.2,27.4,acbba_entry:274;collision_intent:79;state:79,0.25,0.1499999999999999,known_visit_core_500,10,4,8
310,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,73.70690614318404,73.70690614318404,0,0,0,64,43,67,1,5,0,0,508,0,390,1115,53,67,323,135,255,0.05480868665977249,39.0,25.5,acbba_entry:255;collision_intent:67;state:68,0.3999999999999999,0.40671641791044766,known_visit_core_500,10,4,8
311,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,45.27864537070393,45.27864537070393,2,2,2,73,26,69,8,1,1,1,275,0,349,992,52,82,267,159,190,0.06516290726817042,34.9,19.0,acbba_entry:190;collision_intent:82;state:77,0.3500000000000001,0.25,known_visit_core_500,10,4,8
312,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,35.03352468826937,35.03352468826937,2,2,2,71,21,69,6,7,0,0,193,0,431,1242,48,74,357,149,282,0.0449438202247191,43.1,28.2,acbba_entry:282;collision_intent:74;state:75,0.25,0.08333333333333326,known_visit_core_500,10,4,8
313,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,59.916175256841676,59.916175256841676,2,2,2,87,35,86,5,6,0,0,370,0,404,1173,38,95,309,186,218,0.04103671706263499,40.4,21.8,acbba_entry:218;collision_intent:95;state:91,0.3999999999999999,0.2441860465116279,known_visit_core_500,10,4,8
314,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,40.16113482667596,40.16113482667596,2,2,2,83,23,83,4,18,4,2,220,0,604,1737,72,90,514,177,427,0.04678362573099415,60.4,42.7,acbba_entry:427;collision_intent:90;state:87,0.10000000000000009,0.08734939759036142,known_visit_core_500,10,4,8
315,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,39.67049365471548,39.67049365471548,0,0,0,77,24,79,2,5,0,0,221,0,429,1236,48,81,348,162,267,0.04610951008645533,42.9,26.7,acbba_entry:267;collision_intent:81;state:81,0.10000000000000009,0.12341772151898733,known_visit_core_500,10,4,8
316,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,43.770201810564004,43.770201810564004,0,0,0,76,26,78,2,2,0,0,258,0,372,1076,37,78,294,158,214,0.04209328782707622,37.2,21.4,acbba_entry:214;collision_intent:78;state:80,0.44999999999999996,0.25,known_visit_core_500,10,4,8
317,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,95.00712699506661,95.00712699506661,2,2,2,131,54,120,15,14,0,0,590,0,621,1792,68,146,475,281,340,0.04781997187060478,62.1,34.0,acbba_entry:340;collision_intent:146;state:135,0.25,0.2583333333333333,known_visit_core_500,10,4,8
318,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,55.511637666226285,55.511637666226285,0,0,0,77,27,81,0,3,0,0,349,0,502,1447,56,87,415,168,334,0.04508856682769726,50.2,33.4,acbba_entry:334;collision_intent:87;state:81,0.30000000000000004,0.21296296296296302,known_visit_core_500,10,4,8
319,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,57.573875664530206,57.573875664530206,2,2,2,75,33,72,7,7,3,1,362,0,406,1150,65,81,325,160,246,0.0668724279835391,40.6,24.6,acbba_entry:246;collision_intent:81;state:79,0.5,0.2847222222222223,known_visit_core_500,10,4,8
320,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,49.342129255940144,49.342129255940144,1,1,1,93,29,94,3,7,1,1,281,0,570,1633,74,104,466,201,369,0.05304659498207885,57.0,36.9,acbba_entry:369;collision_intent:104;state:97,0.3999999999999999,0.1063829787234043,known_visit_core_500,10,4,8
321,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,48.78332186364808,48.78332186364808,1,1,1,67,27,68,3,2,0,0,307,0,388,1107,54,75,313,146,242,0.057692307692307696,38.8,24.2,acbba_entry:242;collision_intent:75;state:71,0.25,0.25735294117647056,known_visit_core_500,10,4,8
322,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,33.46268134734624,33.46268134734624,0,0,0,69,20,73,0,10,0,0,182,0,559,1589,85,73,486,146,413,0.058419243986254296,55.9,41.3,acbba_entry:413;collision_intent:73;state:73,0.1499999999999999,0.05821917808219168,known_visit_core_500,10,4,8
323,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,44.813654890689584,44.813654890689584,1,1,1,88,26,82,10,9,0,0,250,0,501,1435,65,91,410,183,318,0.05297473512632437,50.1,31.8,acbba_entry:318;collision_intent:91;state:92,0.25,0.06707317073170738,known_visit_core_500,10,4,8
324,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,37.598443106008126,37.598443106008126,1,1,1,79,22,78,5,19,0,0,204,0,527,1509,69,81,446,164,363,0.051685393258426963,52.7,36.3,acbba_entry:363;collision_intent:81;state:83,0.1499999999999999,0.10897435897435903,known_visit_core_500,10,4,8
325,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,61.60441890049217,61.60441890049217,0,0,0,62,36,66,0,4,0,0,414,0,384,1093,56,69,315,135,249,0.059447983014861996,38.4,24.9,acbba_entry:249;collision_intent:69;state:66,0.55,0.3484848484848484,known_visit_core_500,10,4,8
326,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,42.5948531825484,42.5948531825484,0,0,0,77,25,80,1,12,0,0,245,0,483,1399,47,83,400,164,319,0.03926482873851295,48.3,31.9,acbba_entry:319;collision_intent:83;state:81,0.25,0.09375,known_visit_core_500,10,4,8
327,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,58.82960132936837,58.82960132936837,0,0,0,47,34,51,0,1,0,0,413,0,269,766,38,51,218,102,167,0.05837173579109063,26.9,16.7,acbba_entry:167;collision_intent:51;state:51,0.44999999999999996,0.4950980392156863,known_visit_core_500,10,4,8
328,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,48.78661440149755,48.78661440149755,2,2,2,97,29,93,8,6,5,1,265,0,492,1413,60,103,389,204,288,0.05154639175257732,49.2,28.8,acbba_entry:288;collision_intent:103;state:101,0.1499999999999999,0.10483870967741926,known_visit_core_500,10,4,8
329,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,55.60126977516767,55.60126977516767,1,1,1,102,31,99,7,14,0,0,313,0,662,1904,79,112,550,218,444,0.04796599878567092,66.2,44.4,acbba_entry:444;collision_intent:112;state:106,0.1499999999999999,0.1237373737373737,known_visit_core_500,10,4,8
330,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,41.81869727597731,41.81869727597731,0,0,0,77,24,81,0,3,0,0,239,0,529,1508,70,86,443,167,362,0.05291005291005291,52.9,36.2,acbba_entry:362;collision_intent:86;state:81,0.25,0.1141975308641976,known_visit_core_500,10,4,8
331,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,59.62684728341829,59.62684728341829,2,2,2,66,34,67,3,1,0,0,395,0,352,1006,47,69,283,139,213,0.05555555555555555,35.2,21.3,acbba_entry:213;collision_intent:69;state:70,0.5,0.3917910447761195,known_visit_core_500,10,4,8
332,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,56.95236865626374,56.95236865626374,0,0,0,58,32,62,0,0,49,3,335,0,304,882,27,66,238,128,176,0.0379746835443038,30.4,17.6,acbba_entry:176;collision_intent:66;state:62,0.44999999999999996,0.3306451612903225,known_visit_core_500,10,4,8
333,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,41.111567095644496,41.111567095644496,0,0,0,66,24,70,0,2,0,0,250,0,392,1126,47,73,319,143,249,0.049266247379454925,39.2,24.9,acbba_entry:249;collision_intent:73;state:70,0.3500000000000001,0.22142857142857153,known_visit_core_500,10,4,8
334,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,38.51409085971973,38.51409085971973,0,0,0,72,23,76,0,5,0,0,222,0,387,1098,59,76,311,152,235,0.06350914962325081,38.7,23.5,acbba_entry:235;collision_intent:76;state:76,0.1499999999999999,0.1513157894736843,known_visit_core_500,10,4,8
335,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,51.00399228429526,51.00399228429526,2,2,2,100,29,96,8,13,0,0,279,0,629,1819,65,105,524,209,420,0.041427660930529,62.9,42.0,acbba_entry:420;collision_intent:105;state:104,0.3500000000000001,0.109375,known_visit_core_500,10,4,8
336,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,54.15815283001758,54.15815283001758,1,1,1,90,32,90,4,12,0,0,321,0,503,1445,61,99,404,193,310,0.050454921422663356,50.3,31.0,acbba_entry:310;collision_intent:99;state:94,0.3500000000000001,0.21111111111111103,known_visit_core_500,10,4,8
337,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,45.9984590999931,45.9984590999931,0,0,0,80,27,84,0,10,1,1,265,0,556,1604,61,88,468,172,384,0.04354032833690221,55.6,38.4,acbba_entry:384;collision_intent:88;state:84,0.25,0.09523809523809534,known_visit_core_500,10,4,8
338,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,67.01309125709251,67.01309125709251,0,0,0,77,35,81,0,8,1,1,442,0,502,1457,46,84,418,165,337,0.03677058353317346,50.2,33.7,acbba_entry:337;collision_intent:84;state:81,0.3500000000000001,0.2314814814814814,known_visit_core_500,10,4,8
339,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,43.04201831545675,43.04201831545675,1,1,1,80,25,79,5,9,0,0,249,0,469,1356,48,88,381,172,297,0.042105263157894736,46.9,29.7,acbba_entry:297;collision_intent:88;state:84,0.1499999999999999,0.06645569620253156,known_visit_core_500,10,4,8
340,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,47.05520364325404,47.05520364325404,1,1,1,79,27,79,4,4,2,2,278,0,587,1681,77,85,502,168,419,0.05123087159015303,58.7,41.9,acbba_entry:419;collision_intent:85;state:83,0.25,0.15506329113924044,known_visit_core_500,10,4,8
341,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,40.15992689028794,40.15992689028794,0,0,0,70,23,73,1,6,0,0,234,0,405,1158,55,77,328,151,254,0.0560081466395112,40.5,25.4,acbba_entry:254;collision_intent:77;state:74,0.25,0.13356164383561642,known_visit_core_500,10,4,8
342,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,53.05787719231996,53.05787719231996,1,1,1,59,31,62,1,8,0,0,351,0,432,1243,50,62,370,125,307,0.045167118337850046,43.2,30.7,acbba_entry:307;collision_intent:62;state:63,0.25,0.25806451612903225,known_visit_core_500,10,4,8
