trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,36.961299855234195,36.961299855234195,1,1,1,82,22,78,8,9,0,0,192,0,388,899,264,85,303,171,217,0.2907488986784141,38.8,21.7,collision_intent:85;dga_entry:217;state:86,0.1499999999999999,0.07692307692307687,known_visit_core_500,10,4,8
140,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,45.20418433374438,45.20418433374438,1,1,1,103,26,102,5,6,3,3,236,0,394,920,259,108,286,215,179,0.30257009345794394,39.4,17.9,collision_intent:108;dga_entry:179;state:107,0.1499999999999999,0.02941176470588225,known_visit_core_500,10,4,8
141,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,37.50041805539944,37.50041805539944,1,1,1,88,22,77,15,2,0,0,189,0,309,711,215,88,221,180,129,0.324773413897281,30.9,12.9,collision_intent:88;dga_entry:129;state:92,0.25,0.13961038961038952,known_visit_core_500,10,4,8
142,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,44.12568052025275,44.12568052025275,0,0,0,83,26,79,8,4,0,0,252,0,335,778,224,86,249,173,162,0.3010752688172043,33.5,16.2,collision_intent:86;dga_entry:162;state:87,0.1499999999999999,0.1613924050632911,known_visit_core_500,10,4,8
143,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,44.27796487774739,44.27796487774739,1,1,1,103,26,104,3,1,0,0,223,0,365,863,230,106,259,213,152,0.2967741935483871,36.5,15.2,collision_intent:106;dga_entry:152;state:107,0.25,0.014423076923076872,known_visit_core_500,10,4,8
144,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,38.23010701714471,38.23010701714471,0,0,0,85,22,85,4,4,5,5,203,0,324,751,219,88,236,177,147,0.3101983002832861,32.4,14.7,collision_intent:88;dga_entry:147;state:89,0.10000000000000009,0.020588235294117574,known_visit_core_500,10,4,8
145,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,51.74736146807219,51.74736146807219,3,3,3,103,30,93,14,3,0,0,282,0,338,797,215,106,232,213,125,0.30979827089337175,33.8,12.5,collision_intent:106;dga_entry:125;state:107,0.10000000000000009,0.12096774193548376,known_visit_core_500,10,4,8
146,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,43.82709382687385,43.82709382687385,1,1,1,81,26,83,2,5,0,0,250,0,352,812,242,83,269,168,184,0.30062111801242236,35.2,18.4,collision_intent:83;dga_entry:184;state:85,0.25,0.1656626506024097,known_visit_core_500,10,4,8
147,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,40.21612699561924,40.21612699561924,2,2,2,88,23,83,9,2,0,0,211,0,300,721,177,90,210,182,118,0.2818471337579618,30.0,11.8,collision_intent:90;dga_entry:118;state:92,0.10000000000000009,0.03915662650602414,known_visit_core_500,10,4,8
148,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,39.30263040953779,39.30263040953779,4,4,4,74,23,67,11,4,0,0,226,0,351,804,246,79,272,157,194,0.3025830258302583,35.1,19.4,collision_intent:79;dga_entry:194;state:78,0.30000000000000004,0.17537313432835822,known_visit_core_500,10,4,8
149,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,34.78339361401198,34.78339361401198,0,0,0,74,21,78,0,5,2,1,186,0,337,762,247,78,259,156,181,0.31870967741935485,33.7,18.1,collision_intent:78;dga_entry:181;state:78,0.10000000000000009,0.05769230769230771,known_visit_core_500,10,4,8
150,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,42.11521066191342,42.11521066191342,1,1,1,77,25,78,3,2,0,0,240,0,352,806,248,81,271,162,190,0.30579531442663377,35.2,19.0,collision_intent:81;dga_entry:190;state:81,0.25,0.1858974358974359,known_visit_core_500,10,4,8
151,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,40.82253949304705,40.82253949304705,1,1,1,73,24,75,2,1,2,2,237,0,284,678,172,78,206,155,129,0.2792207792207792,28.4,12.9,collision_intent:78;dga_entry:129;state:77,0.3999999999999999,0.1166666666666667,known_visit_core_500,10,4,8
152,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,31.807022270856848,31.807022270856848,0,0,0,72,19,74,2,4,2,1,163,0,290,699,170,76,214,152,138,0.26521060842433697,29.0,13.8,collision_intent:76;dga_entry:138;state:76,0.10000000000000009,0.03378378378378377,known_visit_core_500,10,4,8
153,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,38.47040044849537,38.47040044849537,1,1,1,52,23,54,2,2,0,0,244,0,245,553,181,55,190,111,134,0.3181019332161687,24.5,13.4,collision_intent:55;dga_entry:134;state:56,0.30000000000000004,0.33333333333333326,known_visit_core_500,10,4,8
154,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,32.08966176378085,32.08966176378085,0,0,0,72,19,72,4,2,0,0,169,0,275,631,190,74,201,150,125,0.31719532554257096,27.5,12.5,collision_intent:74;dga_entry:125;state:76,0.25,0.04861111111111116,known_visit_core_500,10,4,8
155,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,31.565798369493987,31.565798369493987,0,0,0,69,19,72,1,7,0,0,167,0,327,775,203,72,255,145,182,0.2664041994750656,32.7,18.2,collision_intent:72;dga_entry:182;state:73,0.10000000000000009,0.04861111111111116,known_visit_core_500,10,4,8
156,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,40.599400292217396,40.599400292217396,2,2,2,74,24,74,4,5,0,0,233,0,337,769,241,77,260,155,182,0.30937098844672656,33.7,18.2,collision_intent:77;dga_entry:182;state:78,0.3500000000000001,0.17567567567567566,known_visit_core_500,10,4,8
157,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,43.0205231109378,43.0205231109378,0,0,0,79,23,77,6,4,0,0,247,0,329,762,222,83,246,166,163,0.3020408163265306,32.9,16.3,collision_intent:83;dga_entry:163;state:83,0.10000000000000009,0.1331168831168832,known_visit_core_500,10,4,8
158,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,37.59556850180015,37.59556850180015,1,1,1,69,22,72,1,4,0,0,216,0,283,663,183,71,212,144,139,0.2890995260663507,28.3,13.9,collision_intent:71;dga_entry:139;state:73,0.30000000000000004,0.13888888888888884,known_visit_core_500,10,4,8
159,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,38.800146897093825,38.800146897093825,0,0,0,79,23,83,0,3,0,0,205,0,312,726,208,82,230,165,147,0.3023255813953488,31.2,14.7,collision_intent:82;dga_entry:147;state:83,0.25,0.04518072289156616,known_visit_core_500,10,4,8
160,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,32.97644099965779,32.97644099965779,0,0,0,68,20,72,0,3,0,0,181,0,315,722,218,69,246,141,174,0.29740791268758526,31.5,17.4,collision_intent:69;dga_entry:174;state:72,0.25,0.10416666666666674,known_visit_core_500,10,4,8
161,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,52.031920632565246,52.031920632565246,2,2,2,106,30,95,15,5,0,0,280,0,400,972,226,109,291,219,181,0.25947187141216993,40.0,18.1,collision_intent:109;dga_entry:181;state:110,0.25,0.10263157894736841,known_visit_core_500,10,4,8
162,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,36.39656536823918,36.39656536823918,2,2,2,65,21,66,3,4,0,0,210,0,295,693,191,70,225,139,156,0.28338278931750743,29.5,15.6,collision_intent:70;dga_entry:156;state:69,0.3999999999999999,0.21212121212121215,known_visit_core_500,10,4,8
163,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,31.380285801128824,31.380285801128824,0,0,0,65,19,69,0,3,0,0,170,0,331,753,240,67,264,136,195,0.30303030303030304,33.1,19.5,collision_intent:67;dga_entry:195;state:69,0.30000000000000004,0.06884057971014501,known_visit_core_500,10,4,8
164,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,53.30868453453904,53.30868453453904,1,1,1,101,31,99,6,8,0,0,300,0,431,985,306,102,329,207,224,0.31065989847715736,43.1,22.4,collision_intent:102;dga_entry:224;state:105,0.25,0.16414141414141414,known_visit_core_500,10,4,8
165,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,31.225572033803868,31.225572033803868,0,0,0,73,19,76,1,2,0,0,159,0,286,667,190,75,211,152,134,0.30063291139240506,28.6,13.4,collision_intent:75;dga_entry:134;state:77,0.10000000000000009,0.019736842105263053,known_visit_core_500,10,4,8
166,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,37.21318500980057,37.21318500980057,2,2,2,76,22,75,5,1,0,0,202,0,310,725,202,80,230,160,150,0.2940320232896652,31.0,15.0,collision_intent:80;dga_entry:150;state:80,0.30000000000000004,0.1166666666666667,known_visit_core_500,10,4,8
167,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,67.22232282878144,67.22232282878144,1,1,1,127,39,116,15,7,5,4,370,0,456,1103,263,134,322,265,191,0.27282157676348545,45.6,19.1,collision_intent:134;dga_entry:191;state:131,0.25,0.0862068965517242,known_visit_core_500,10,4,8
168,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,35.85257750987166,35.85257750987166,0,0,0,74,21,77,1,5,1,1,193,0,313,697,240,77,236,155,158,0.33994334277620397,31.3,15.8,collision_intent:77;dga_entry:158;state:78,0.10000000000000009,0.06168831168831179,known_visit_core_500,10,4,8
169,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,31.816959807354714,31.816959807354714,0,0,0,73,19,76,1,1,3,2,167,0,299,691,204,76,223,153,146,0.3058470764617691,29.9,14.6,collision_intent:76;dga_entry:146;state:77,0.1499999999999999,0.019736842105263053,known_visit_core_500,10,4,8
170,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,39.267881652516756,39.267881652516756,1,1,1,89,23,89,4,9,0,0,202,0,386,889,267,91,295,184,202,0.3023782559456399,38.6,20.2,collision_intent:91;dga_entry:202;state:93,0.25,0.042134831460674205,known_visit_core_500,10,4,8
171,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,37.06900507165178,37.06900507165178,0,0,0,84,22,85,3,6,0,0,197,0,339,779,237,85,254,173,166,0.3114323258869908,33.9,16.6,collision_intent:85;dga_entry:166;state:88,0.25,0.044117647058823595,known_visit_core_500,10,4,8
172,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,45.08255776942862,45.08255776942862,2,2,2,100,26,95,9,5,3,2,230,0,373,882,234,104,269,208,165,0.291044776119403,37.3,16.5,collision_intent:104;dga_entry:165;state:104,0.25,0.0552631578947369,known_visit_core_500,10,4,8
173,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,59.658874642714615,59.658874642714615,3,3,3,134,34,123,15,7,0,0,308,0,459,1100,274,136,323,274,185,0.2836438923395445,45.9,18.5,collision_intent:136;dga_entry:185;state:138,0.25,0.0630081300813008,known_visit_core_500,10,4,8
174,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,36.456060932519584,36.456060932519584,1,1,1,77,22,79,2,0,0,0,197,0,306,734,183,81,225,162,144,0.271513353115727,30.6,14.4,collision_intent:81;dga_entry:144;state:81,0.25,0.04746835443037978,known_visit_core_500,10,4,8
175,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,37.66953095577624,37.66953095577624,1,1,1,75,23,77,2,3,0,0,210,0,281,669,171,78,203,157,124,0.28217821782178215,28.1,12.4,collision_intent:78;dga_entry:124;state:79,0.1499999999999999,0.11363636363636354,known_visit_core_500,10,4,8
176,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,35.905856009870135,35.905856009870135,1,1,1,79,21,79,4,1,1,1,190,0,272,634,179,82,190,165,107,0.31569664902998235,27.2,10.7,collision_intent:82;dga_entry:107;state:83,0.25,0.07278481012658222,known_visit_core_500,10,4,8
177,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,28.268997257467316,28.268997257467316,0,0,0,58,17,62,0,0,0,0,151,0,258,588,184,61,197,123,135,0.31239388794567063,25.8,13.5,collision_intent:61;dga_entry:135;state:62,0.1499999999999999,0.08870967741935476,known_visit_core_500,10,4,8
178,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,36.64769142718583,36.64769142718583,0,0,0,85,22,89,0,3,0,0,181,0,301,724,176,85,216,174,127,0.27286821705426356,30.1,12.7,collision_intent:85;dga_entry:127;state:89,0.10000000000000009,0.008426966292134797,known_visit_core_500,10,4,8
179,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,42.4845168996043,42.4845168996043,2,2,2,85,25,79,10,2,0,0,232,0,311,731,199,88,223,177,134,0.2987987987987988,31.1,13.4,collision_intent:88;dga_entry:134;state:89,0.30000000000000004,0.14873417721518978,known_visit_core_500,10,4,8
180,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,35.19560315263566,35.19560315263566,0,0,0,77,21,80,1,4,0,0,184,0,367,847,251,79,288,160,207,0.29152148664343785,36.7,20.7,collision_intent:79;dga_entry:207;state:81,0.10000000000000009,0.0625,known_visit_core_500,10,4,8
181,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,40.29000718375703,40.29000718375703,1,1,1,74,24,69,9,4,0,0,231,0,355,806,257,77,278,155,200,0.3088942307692308,35.5,20.0,collision_intent:77;dga_entry:200;state:78,0.25,0.24275362318840576,known_visit_core_500,10,4,8
182,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,41.25882679151286,41.25882679151286,2,2,2,93,24,91,6,3,7,5,213,0,343,819,209,100,243,197,146,0.28708791208791207,34.3,14.6,collision_intent:100;dga_entry:146;state:97,0.1499999999999999,0.05769230769230771,known_visit_core_500,10,4,8
183,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,41.26878469041586,41.26878469041586,2,2,2,90,24,87,7,6,1,1,222,0,353,820,238,94,259,188,165,0.30670103092783507,35.3,16.5,collision_intent:94;dga_entry:165;state:94,0.10000000000000009,0.06034482758620685,known_visit_core_500,10,4,8
184,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,44.007427752683114,44.007427752683114,5,5,5,87,26,82,9,3,0,0,240,0,379,875,260,91,288,182,197,0.30162412993039445,37.9,19.7,collision_intent:91;dga_entry:197;state:91,0.3500000000000001,0.11585365853658547,known_visit_core_500,10,4,8
185,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,45.162904885196475,45.162904885196475,3,3,3,100,27,92,12,1,2,2,239,0,389,921,240,105,284,209,180,0.28368794326241137,38.9,18.0,collision_intent:105;dga_entry:180;state:104,0.25,0.1032608695652173,known_visit_core_500,10,4,8
186,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,37.04789265746627,37.04789265746627,0,0,0,66,22,68,2,0,0,0,214,0,250,597,150,69,181,139,111,0.2777777777777778,25.0,11.1,collision_intent:69;dga_entry:111;state:70,0.10000000000000009,0.06617647058823528,known_visit_core_500,10,4,8
187,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,57.89439785296251,57.89439785296251,2,2,2,102,34,98,8,3,0,0,332,0,355,832,230,105,250,211,144,0.3078982597054886,35.5,14.4,collision_intent:105;dga_entry:144;state:106,0.3500000000000001,0.07653061224489788,known_visit_core_500,10,4,8
188,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,48.24267461289174,48.24267461289174,3,3,3,99,28,88,15,9,0,0,261,0,397,953,237,102,295,205,192,0.2680995475113122,39.7,19.2,collision_intent:102;dga_entry:192;state:103,0.1499999999999999,0.05681818181818188,known_visit_core_500,10,4,8
189,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,46.037348202112554,46.037348202112554,2,2,2,105,27,104,5,2,2,2,237,0,379,900,234,110,269,219,160,0.291044776119403,37.9,16.0,collision_intent:110;dga_entry:160;state:109,0.25,0.033653846153846256,known_visit_core_500,10,4,8
190,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,66.14744696242806,66.14744696242806,3,3,3,131,38,127,8,12,6,4,362,0,492,1138,335,141,351,276,216,0.31874405328258804,49.2,21.6,collision_intent:141;dga_entry:216;state:135,0.3999999999999999,0.06496062992125995,known_visit_core_500,10,4,8
191,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,35.46737497981748,35.46737497981748,0,0,0,66,21,70,0,1,0,0,198,0,255,603,161,69,186,139,116,0.289048473967684,25.5,11.6,collision_intent:69;dga_entry:116;state:70,0.1499999999999999,0.13571428571428568,known_visit_core_500,10,4,8
192,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,36.882471488926434,36.882471488926434,1,1,1,80,22,78,6,4,0,0,192,0,354,840,221,83,271,167,187,0.27216748768472904,35.4,18.7,collision_intent:83;dga_entry:187;state:84,0.3500000000000001,0.07692307692307687,known_visit_core_500,10,4,8
193,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,38.1023916742806,38.1023916742806,1,1,1,82,22,79,7,6,3,1,201,0,395,905,278,85,310,171,224,0.2995689655172414,39.5,22.4,collision_intent:85;dga_entry:224;state:86,0.25,0.06012658227848111,known_visit_core_500,10,4,8
194,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,39.51987155108926,39.51987155108926,2,2,2,89,23,89,4,3,0,0,205,0,337,758,251,90,247,183,154,0.33964817320703655,33.7,15.4,collision_intent:90;dga_entry:154;state:93,0.25,0.0196629213483146,known_visit_core_500,10,4,8
195,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,37.45429599296007,37.45429599296007,0,0,0,88,22,89,3,6,0,0,192,0,325,756,217,88,237,180,145,0.306064880112835,32.5,14.5,collision_intent:88;dga_entry:145;state:92,0.30000000000000004,0.02528089887640439,known_visit_core_500,10,4,8
196,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,25.42446772029872,25.42446772029872,0,0,0,58,15,62,0,5,0,0,135,0,277,635,193,59,218,121,156,0.2964669738863287,27.7,15.6,collision_intent:59;dga_entry:156;state:62,0.25,0.024193548387096753,known_visit_core_500,10,4,8
197,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,42.39237345115012,42.39237345115012,3,3,3,91,25,88,7,4,1,1,226,0,379,900,235,93,286,188,191,0.27453271028037385,37.9,19.1,collision_intent:93;dga_entry:191;state:95,0.30000000000000004,0.06818181818181812,known_visit_core_500,10,4,8
198,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,48.08962500963926,48.08962500963926,0,0,0,93,27,90,7,5,0,0,266,0,367,836,262,96,271,193,174,0.3234567901234568,36.7,17.4,collision_intent:96;dga_entry:174;state:97,0.25,0.03888888888888897,known_visit_core_500,10,4,8
199,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,32.45177687062693,32.45177687062693,0,0,0,73,19,76,1,2,0,0,167,0,291,684,186,78,213,155,136,0.29245283018867924,29.1,13.6,collision_intent:78;dga_entry:136;state:77,0.1499999999999999,0.019736842105263053,known_visit_core_500,10,4,8
200,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,50.54423067859537,50.54423067859537,2,2,2,111,30,110,5,6,1,1,264,0,422,952,301,116,306,231,191,0.3318632855567806,42.2,19.1,collision_intent:116;dga_entry:191;state:115,0.1499999999999999,0.05454545454545445,known_visit_core_500,10,4,8
201,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,34.89340466315497,34.89340466315497,0,0,0,83,21,87,0,5,0,0,178,0,276,650,174,83,193,170,106,0.3026086956521739,27.6,10.6,collision_intent:83;dga_entry:106;state:87,0.10000000000000009,0.008620689655172376,known_visit_core_500,10,4,8
202,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,42.70488472874638,42.70488472874638,4,4,4,98,25,88,14,7,0,0,218,0,345,824,208,100,245,202,143,0.28415300546448086,34.5,14.3,collision_intent:100;dga_entry:143;state:102,0.25,0.09659090909090917,known_visit_core_500,10,4,8
203,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,29.723276103797392,29.723276103797392,0,0,0,65,18,68,1,4,0,0,154,0,296,671,215,68,228,137,159,0.3152492668621701,29.6,15.9,collision_intent:68;dga_entry:159;state:69,0.25,0.044117647058823595,known_visit_core_500,10,4,8
204,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,43.409005918925644,43.409005918925644,2,2,2,94,25,94,4,1,3,2,218,0,363,837,249,100,263,198,165,0.31679389312977096,36.3,16.5,collision_intent:100;dga_entry:165;state:98,0.25,0.03191489361702127,known_visit_core_500,10,4,8
205,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,39.47469062161951,39.47469062161951,1,1,1,87,23,84,7,4,1,1,205,0,313,745,192,90,223,181,132,0.28785607196401797,31.3,13.2,collision_intent:90;dga_entry:132;state:91,0.10000000000000009,0.0535714285714286,known_visit_core_500,10,4,8
206,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,31.162581326709127,31.162581326709127,0,0,0,70,18,73,1,3,0,0,161,0,310,707,218,73,237,147,163,0.307475317348378,31.0,16.3,collision_intent:73;dga_entry:163;state:74,0.10000000000000009,0.010273972602739656,known_visit_core_500,10,4,8
207,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,51.62528863503211,51.62528863503211,0,0,0,73,30,77,0,6,0,0,321,0,329,757,228,76,253,153,176,0.3011889035667107,32.9,17.6,collision_intent:76;dga_entry:176;state:77,0.25,0.19805194805194803,known_visit_core_500,10,4,8
208,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,31.235597475899517,31.235597475899517,1,1,1,67,18,70,1,4,0,0,164,0,295,684,198,71,224,142,153,0.29596412556053814,29.5,15.3,collision_intent:71;dga_entry:153;state:71,0.30000000000000004,0.03571428571428581,known_visit_core_500,10,4,8
209,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,40.39794925498971,40.39794925498971,3,3,3,59,20,60,3,1,0,0,250,0,296,675,210,63,233,126,170,0.3017241379310345,29.6,17.0,collision_intent:63;dga_entry:170;state:63,0.3999999999999999,0.19999999999999996,known_visit_core_500,10,4,8
210,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,55.946689325671414,55.946689325671414,3,3,3,120,33,109,15,11,4,3,295,0,476,1132,293,124,352,248,228,0.27825261158594494,47.6,22.8,collision_intent:124;dga_entry:228;state:124,0.25,0.03899082568807333,known_visit_core_500,10,4,8
