trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,sensitivity_suite,sensitivity_parameter,sensitivity_value,sensitivity_label,num_targets,num_robots
0,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,48.23121469972403,48.23121469972403,0,0,0,56,28,59,1,7,2,2,321,0,178,509,22,62,116,122,56,0.06376811594202898,17.8,5.6,collision_intent:62;hipc_entry:56;state:60,0.3999999999999999,0.31779661016949157,known_visit_horizon,commitment_horizon,2,h2,10,4
64,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,39.07142942691839,39.07142942691839,0,0,0,61,23,64,1,3,0,0,238,0,162,445,39,64,98,129,33,0.13356164383561644,16.2,3.3,collision_intent:64;hipc_entry:33;state:65,0.3500000000000001,0.1640625,known_visit_horizon,commitment_horizon,2,h2,10,4
65,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,45.864275434386016,45.864275434386016,0,0,0,73,27,77,0,2,0,0,273,0,191,529,43,76,115,153,38,0.125,19.1,3.8,collision_intent:76;hipc_entry:38;state:77,0.25,0.15909090909090917,known_visit_horizon,commitment_horizon,2,h2,10,4
66,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,46.42205985971866,46.42205985971866,0,0,0,91,27,94,1,5,1,1,259,0,244,691,38,96,148,191,53,0.08616780045351474,24.4,5.3,collision_intent:96;hipc_entry:53;state:95,0.30000000000000004,0.1063829787234043,known_visit_horizon,commitment_horizon,2,h2,10,4
67,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,50.8412765331979,50.8412765331979,0,0,0,95,30,94,5,3,1,1,286,0,248,689,53,99,149,198,50,0.11910112359550562,24.8,5.0,collision_intent:99;hipc_entry:50;state:99,0.10000000000000009,0.10106382978723394,known_visit_horizon,commitment_horizon,2,h2,10,4
68,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,52.46174996184835,52.46174996184835,0,0,0,67,31,71,0,2,0,0,336,0,173,489,28,70,103,141,32,0.09120521172638436,17.3,3.2,collision_intent:70;hipc_entry:32;state:71,0.25,0.28521126760563376,known_visit_horizon,commitment_horizon,2,h2,10,4
69,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,42.784202483236065,42.784202483236065,1,1,1,66,25,69,1,6,0,0,260,0,178,502,30,69,109,139,39,0.09230769230769231,17.8,3.9,collision_intent:69;hipc_entry:39;state:70,0.44999999999999996,0.26449275362318847,known_visit_horizon,commitment_horizon,2,h2,10,4
70,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,45.63949427251855,45.63949427251855,1,1,1,54,27,57,1,1,5,2,296,0,164,439,52,61,103,119,45,0.16883116883116883,16.4,4.5,collision_intent:61;hipc_entry:45;state:58,0.3500000000000001,0.3728070175438596,known_visit_horizon,commitment_horizon,2,h2,10,4
71,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,34.800428227202815,34.800428227202815,1,1,1,65,21,68,1,4,0,0,199,0,177,489,40,70,107,139,38,0.12539184952978055,17.7,3.8,collision_intent:70;hipc_entry:38;state:69,0.1499999999999999,0.11764705882352944,known_visit_horizon,commitment_horizon,2,h2,10,4
72,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,35.09620971305532,35.09620971305532,0,0,0,57,21,61,0,2,0,0,212,0,157,440,29,60,97,121,36,0.10034602076124567,15.7,3.6,collision_intent:60;hipc_entry:36;state:61,0.10000000000000009,0.19262295081967218,known_visit_horizon,commitment_horizon,2,h2,10,4
73,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,40.474639962623144,40.474639962623144,2,2,2,71,24,70,5,4,0,0,236,0,190,534,34,75,115,150,40,0.09912536443148688,19.0,4.0,collision_intent:75;hipc_entry:40;state:75,0.30000000000000004,0.18571428571428572,known_visit_horizon,commitment_horizon,2,h2,10,4
74,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,43.270463938930014,43.270463938930014,0,0,0,55,25,59,0,3,0,0,277,0,158,441,30,59,99,118,40,0.10204081632653061,15.8,4.0,collision_intent:59;hipc_entry:40;state:59,0.30000000000000004,0.25,known_visit_horizon,commitment_horizon,2,h2,10,4
75,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,46.71568029885161,46.71568029885161,1,1,1,57,27,59,2,9,0,0,303,0,165,467,26,62,103,123,42,0.08469055374592833,16.5,4.2,collision_intent:62;hipc_entry:42;state:61,0.5,0.326271186440678,known_visit_horizon,commitment_horizon,2,h2,10,4
76,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,66.26923798523246,66.26923798523246,0,0,0,83,30,87,0,3,3,2,421,0,256,707,59,92,164,179,77,0.12040816326530612,25.6,7.7,collision_intent:92;hipc_entry:77;state:87,0.1499999999999999,0.21551724137931028,known_visit_horizon,commitment_horizon,2,h2,10,4
77,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,37.10436182863835,37.10436182863835,0,0,0,63,22,67,0,5,0,0,222,0,179,511,24,67,112,134,45,0.0718562874251497,17.9,4.5,collision_intent:67;hipc_entry:45;state:67,0.44999999999999996,0.17537313432835822,known_visit_horizon,commitment_horizon,2,h2,10,4
78,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,38.54266225359605,38.54266225359605,0,0,0,71,23,75,0,6,1,1,224,0,185,515,38,75,110,150,35,0.11585365853658537,18.5,3.5,collision_intent:75;hipc_entry:35;state:75,0.25,0.16999999999999993,known_visit_horizon,commitment_horizon,2,h2,10,4
79,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,50.61321301915969,50.61321301915969,0,0,0,63,30,66,1,1,0,0,326,0,164,458,32,67,97,134,30,0.11072664359861592,16.4,3.0,collision_intent:67;hipc_entry:30;state:67,0.1499999999999999,0.2803030303030303,known_visit_horizon,commitment_horizon,2,h2,10,4
80,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,37.082559015538216,37.082559015538216,0,0,0,66,22,70,0,3,0,0,216,0,178,493,38,69,109,139,39,0.11728395061728394,17.8,3.9,collision_intent:69;hipc_entry:39;state:70,0.30000000000000004,0.12142857142857144,known_visit_horizon,commitment_horizon,2,h2,10,4
81,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,31.782510422802453,31.782510422802453,0,0,0,50,19,54,0,6,0,0,194,0,144,407,22,55,89,109,35,0.08333333333333333,14.4,3.5,collision_intent:55;hipc_entry:35;state:54,0.3500000000000001,0.2314814814814814,known_visit_horizon,commitment_horizon,2,h2,10,4
82,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,49.25141544053364,49.25141544053364,0,0,0,74,29,78,0,2,0,0,299,0,188,527,34,78,110,156,32,0.10397553516819572,18.8,3.2,collision_intent:78;hipc_entry:32;state:78,0.1499999999999999,0.21794871794871784,known_visit_horizon,commitment_horizon,2,h2,10,4
83,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,38.805516871813715,38.805516871813715,0,0,0,56,23,60,0,1,2,2,243,0,157,454,16,61,96,121,36,0.05574912891986063,15.7,3.6,collision_intent:61;hipc_entry:36;state:60,0.25,0.19166666666666665,known_visit_horizon,commitment_horizon,2,h2,10,4
84,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,42.033420119306044,42.033420119306044,0,0,0,69,24,73,0,4,0,0,249,0,184,514,35,73,111,146,38,0.10606060606060606,18.4,3.8,collision_intent:73;hipc_entry:38;state:73,0.25,0.16780821917808209,known_visit_horizon,commitment_horizon,2,h2,10,4
85,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,46.66899181809158,46.66899181809158,0,0,0,74,28,78,0,1,0,0,280,0,190,539,28,78,112,156,34,0.08408408408408409,19.0,3.4,collision_intent:78;hipc_entry:34;state:78,0.10000000000000009,0.17307692307692313,known_visit_horizon,commitment_horizon,2,h2,10,4
86,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,41.10754280013435,41.10754280013435,0,0,0,57,24,61,0,4,0,0,258,0,157,440,28,62,95,123,34,0.09929078014184398,15.7,3.4,collision_intent:62;hipc_entry:34;state:61,0.1499999999999999,0.2418032786885247,known_visit_horizon,commitment_horizon,2,h2,10,4
87,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,41.96265371071413,41.96265371071413,0,0,0,66,25,70,0,1,0,0,256,0,175,483,39,71,104,141,34,0.1262135922330097,17.5,3.4,collision_intent:71;hipc_entry:34;state:70,0.3500000000000001,0.19999999999999996,known_visit_horizon,commitment_horizon,2,h2,10,4
88,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,39.036812650168926,39.036812650168926,1,1,1,76,23,79,1,3,0,0,216,0,193,543,34,79,114,159,34,0.1,19.3,3.4,collision_intent:79;hipc_entry:34;state:80,0.3999999999999999,0.110759493670886,known_visit_horizon,commitment_horizon,2,h2,10,4
89,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,42.37690145927188,42.37690145927188,0,0,0,74,25,78,0,2,0,0,248,0,192,528,45,78,114,156,36,0.13274336283185842,19.2,3.6,collision_intent:78;hipc_entry:36;state:78,0.1499999999999999,0.17307692307692313,known_visit_horizon,commitment_horizon,2,h2,10,4
90,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,35.33292823147261,35.33292823147261,0,0,0,62,21,66,0,4,0,0,206,0,168,469,33,65,103,131,37,0.10749185667752444,16.8,3.7,collision_intent:65;hipc_entry:37;state:66,0.25,0.1742424242424243,known_visit_horizon,commitment_horizon,2,h2,10,4
91,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,41.98164378029862,41.98164378029862,0,0,0,60,25,64,0,1,0,0,260,0,166,471,24,63,103,127,39,0.0784313725490196,16.6,3.9,collision_intent:63;hipc_entry:39;state:64,0.3999999999999999,0.265625,known_visit_horizon,commitment_horizon,2,h2,10,4
92,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,49.154506824812216,49.154506824812216,1,1,1,74,29,76,2,2,0,0,299,0,187,534,24,78,109,156,31,0.07407407407407407,18.7,3.1,collision_intent:78;hipc_entry:31;state:78,0.30000000000000004,0.20394736842105265,known_visit_horizon,commitment_horizon,2,h2,10,4
93,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,35.82461947944421,35.82461947944421,0,0,0,58,21,62,0,2,0,0,214,0,149,405,40,61,88,123,26,0.15267175572519084,14.9,2.6,collision_intent:61;hipc_entry:26;state:62,0.25,0.2338709677419355,known_visit_horizon,commitment_horizon,2,h2,10,4
94,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,46.08648657050664,46.08648657050664,1,1,1,80,27,80,4,6,0,0,265,0,214,604,35,85,129,169,45,0.09114583333333333,21.4,4.5,collision_intent:85;hipc_entry:45;state:84,0.3999999999999999,0.1312500000000001,known_visit_horizon,commitment_horizon,2,h2,10,4
95,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,41.01031193765669,41.01031193765669,1,1,1,67,24,70,1,2,0,0,243,0,170,466,43,71,99,142,28,0.14527027027027026,17.0,2.8,collision_intent:71;hipc_entry:28;state:71,0.10000000000000009,0.16428571428571437,known_visit_horizon,commitment_horizon,2,h2,10,4
96,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,38.54149435758088,38.54149435758088,0,0,0,71,23,74,1,5,1,1,226,0,199,561,33,75,124,150,49,0.08943089430894309,19.9,4.9,collision_intent:75;hipc_entry:49;state:75,0.25,0.15540540540540548,known_visit_horizon,commitment_horizon,2,h2,10,4
97,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,44.28805111852473,44.28805111852473,0,0,0,70,26,74,0,3,0,0,265,0,188,535,26,73,115,147,41,0.07602339181286549,18.8,4.1,collision_intent:73;hipc_entry:41;state:74,0.3999999999999999,0.14864864864864868,known_visit_horizon,commitment_horizon,2,h2,10,4
98,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,40.22862838776474,40.22862838776474,0,0,0,61,24,65,0,4,0,0,246,0,166,457,38,64,102,129,37,0.1254125412541254,16.6,3.7,collision_intent:64;hipc_entry:37;state:65,0.3999999999999999,0.23461538461538467,known_visit_horizon,commitment_horizon,2,h2,10,4
99,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,40.15182537435715,40.15182537435715,0,0,0,77,24,81,0,3,0,0,226,0,202,556,47,80,122,161,41,0.12947658402203857,20.2,4.1,collision_intent:80;hipc_entry:41;state:81,0.30000000000000004,0.1141975308641976,known_visit_horizon,commitment_horizon,2,h2,10,4
100,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,41.89531001991626,41.89531001991626,0,0,0,63,25,67,0,2,0,0,255,0,163,447,40,66,97,133,30,0.1384083044982699,16.3,3.0,collision_intent:66;hipc_entry:30;state:67,0.10000000000000009,0.1455223880597014,known_visit_horizon,commitment_horizon,2,h2,10,4
101,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,41.10071607144683,41.10071607144683,0,0,0,71,24,75,0,4,0,0,240,0,188,531,30,74,114,149,39,0.08849557522123894,18.8,3.9,collision_intent:74;hipc_entry:39;state:75,0.30000000000000004,0.1299999999999999,known_visit_horizon,commitment_horizon,2,h2,10,4
102,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,38.041322846687414,38.041322846687414,2,2,2,68,22,66,6,7,1,1,222,0,191,550,21,72,119,144,47,0.059154929577464786,19.1,4.7,collision_intent:72;hipc_entry:47;state:72,0.25,0.1287878787878789,known_visit_horizon,commitment_horizon,2,h2,10,4
103,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,40.22705494004875,40.22705494004875,0,0,0,54,24,54,4,6,4,4,261,0,157,439,30,61,96,119,38,0.1048951048951049,15.7,3.8,collision_intent:61;hipc_entry:38;state:58,0.30000000000000004,0.2407407407407407,known_visit_horizon,commitment_horizon,2,h2,10,4
104,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,39.33862180235142,39.33862180235142,0,0,0,59,23,62,1,9,2,2,246,0,173,472,45,65,108,128,45,0.13975155279503104,17.3,4.5,collision_intent:65;hipc_entry:45;state:63,0.44999999999999996,0.1693548387096775,known_visit_horizon,commitment_horizon,2,h2,10,4
105,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,49.664755451654464,49.664755451654464,0,0,0,69,29,73,0,0,0,0,311,0,198,546,45,74,124,147,51,0.12195121951219512,19.8,5.1,collision_intent:74;hipc_entry:51;state:73,0.30000000000000004,0.25,known_visit_horizon,commitment_horizon,2,h2,10,4
106,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,46.06098151250793,46.06098151250793,0,0,0,92,27,90,6,9,2,1,248,0,278,781,50,96,182,192,86,0.09208103130755065,27.8,8.6,collision_intent:96;hipc_entry:86;state:96,0.3500000000000001,0.07222222222222219,known_visit_horizon,commitment_horizon,2,h2,10,4
107,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,41.82063382043907,41.82063382043907,0,0,0,74,25,78,0,5,4,2,240,0,205,579,34,81,124,159,46,0.0918918918918919,20.5,4.6,collision_intent:81;hipc_entry:46;state:78,0.3999999999999999,0.20512820512820507,known_visit_horizon,commitment_horizon,2,h2,10,4
108,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,28.20513721251416,28.20513721251416,0,0,0,44,17,48,0,0,0,0,175,0,122,338,25,47,75,95,27,0.11261261261261261,12.2,2.7,collision_intent:47;hipc_entry:27;state:48,0.25,0.16666666666666674,known_visit_horizon,commitment_horizon,2,h2,10,4
109,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,40.76254890027036,40.76254890027036,0,0,0,79,24,82,1,3,0,0,228,0,194,547,33,82,112,165,29,0.09880239520958084,19.4,2.9,collision_intent:82;hipc_entry:29;state:83,0.1499999999999999,0.07317073170731714,known_visit_horizon,commitment_horizon,2,h2,10,4
110,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,32.35237388188382,32.35237388188382,0,0,0,62,19,66,0,6,2,2,183,0,197,543,45,67,130,133,64,0.11627906976744186,19.7,6.4,collision_intent:67;hipc_entry:64;state:66,0.25,0.11363636363636354,known_visit_horizon,commitment_horizon,2,h2,10,4
111,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,38.6372777629572,38.6372777629572,0,0,0,63,23,67,0,2,0,0,228,0,167,470,28,66,101,133,34,0.09333333333333334,16.7,3.4,collision_intent:66;hipc_entry:34;state:67,0.3500000000000001,0.1828358208955223,known_visit_horizon,commitment_horizon,2,h2,10,4
112,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,49.68219932904003,49.68219932904003,0,0,0,63,29,67,0,2,0,0,320,0,164,466,23,67,97,134,30,0.0798611111111111,16.4,3.0,collision_intent:67;hipc_entry:30;state:67,0.30000000000000004,0.2649253731343284,known_visit_horizon,commitment_horizon,2,h2,10,4
113,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,45.802344551695604,45.802344551695604,0,0,0,81,27,85,0,7,2,2,268,0,235,663,39,87,148,172,63,0.08843537414965986,23.5,6.3,collision_intent:87;hipc_entry:63;state:85,0.25,0.14411764705882346,known_visit_horizon,commitment_horizon,2,h2,10,4
114,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,50.37687090477898,50.37687090477898,0,0,0,78,30,82,0,3,0,0,306,0,193,534,42,82,111,164,29,0.12727272727272726,19.3,2.9,collision_intent:82;hipc_entry:29;state:82,0.10000000000000009,0.15853658536585358,known_visit_horizon,commitment_horizon,2,h2,10,4
115,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,33.47534983651362,33.47534983651362,0,0,0,60,20,64,0,4,0,0,191,0,165,459,33,64,101,128,37,0.11,16.5,3.7,collision_intent:64;hipc_entry:37;state:64,0.10000000000000009,0.15625,known_visit_horizon,commitment_horizon,2,h2,10,4
116,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,38.7255387539148,38.7255387539148,0,0,0,65,23,69,0,0,0,0,224,0,168,459,42,68,100,137,31,0.1414141414141414,16.8,3.1,collision_intent:68;hipc_entry:31;state:69,0.10000000000000009,0.1847826086956521,known_visit_horizon,commitment_horizon,2,h2,10,4
117,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,45.61319216140543,45.61319216140543,0,0,0,74,27,78,0,2,0,0,271,0,182,501,43,77,105,155,27,0.13738019169329074,18.2,2.7,collision_intent:77;hipc_entry:27;state:78,0.1499999999999999,0.20512820512820507,known_visit_horizon,commitment_horizon,2,h2,10,4
118,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,46.845618831422144,46.845618831422144,0,0,0,69,27,73,0,10,0,0,288,0,197,551,37,74,123,147,50,0.10109289617486339,19.7,5.0,collision_intent:74;hipc_entry:50;state:73,0.25,0.18150684931506844,known_visit_horizon,commitment_horizon,2,h2,10,4
119,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,41.8888906813584,41.8888906813584,0,0,0,61,25,65,0,5,0,0,259,0,167,463,35,64,103,129,38,0.11437908496732026,16.7,3.8,collision_intent:64;hipc_entry:38;state:65,0.25,0.25,known_visit_horizon,commitment_horizon,2,h2,10,4
120,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,29.83336044200549,29.83336044200549,0,0,0,60,18,64,0,2,0,0,165,0,155,430,33,62,93,126,29,0.11913357400722022,15.5,2.9,collision_intent:62;hipc_entry:29;state:64,0.10000000000000009,0.109375,known_visit_horizon,commitment_horizon,2,h2,10,4
121,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,30.011951581768162,30.011951581768162,1,1,1,63,18,64,3,5,0,0,162,0,173,485,31,67,106,134,39,0.09841269841269841,17.3,3.9,collision_intent:67;hipc_entry:39;state:67,0.3500000000000001,0.0703125,known_visit_horizon,commitment_horizon,2,h2,10,4
122,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,46.86699994157841,46.86699994157841,0,0,0,75,27,79,0,4,1,1,280,0,208,590,31,79,129,158,50,0.08072916666666667,20.8,5.0,collision_intent:79;hipc_entry:50;state:79,0.1499999999999999,0.13607594936708867,known_visit_horizon,commitment_horizon,2,h2,10,4
123,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,44.691080595268915,44.691080595268915,0,0,0,78,26,82,0,6,0,0,260,0,196,546,39,81,115,163,33,0.11403508771929824,19.6,3.3,collision_intent:81;hipc_entry:33;state:82,0.25,0.12804878048780477,known_visit_horizon,commitment_horizon,2,h2,10,4
124,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,34.88169833345873,34.88169833345873,0,0,0,55,21,58,1,2,0,0,211,0,151,420,30,58,93,117,34,0.10869565217391304,15.1,3.4,collision_intent:58;hipc_entry:34;state:59,0.25,0.1637931034482758,known_visit_horizon,commitment_horizon,2,h2,10,4
125,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,52.90661677194847,52.90661677194847,1,1,1,93,31,92,5,6,1,1,305,0,230,661,27,97,133,194,36,0.06801007556675064,23.0,3.6,collision_intent:97;hipc_entry:36;state:97,0.5,0.125,known_visit_horizon,commitment_horizon,2,h2,10,4
126,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,44.44389131304273,44.44389131304273,0,0,0,72,26,76,0,2,0,0,266,0,187,525,33,75,112,151,36,0.0990990990990991,18.7,3.6,collision_intent:75;hipc_entry:36;state:76,0.30000000000000004,0.14473684210526305,known_visit_horizon,commitment_horizon,2,h2,10,4
127,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,37.886366235413,37.886366235413,0,0,0,57,23,61,0,0,0,0,233,0,154,432,28,60,94,121,33,0.1,15.4,3.3,collision_intent:60;hipc_entry:33;state:61,0.3500000000000001,0.23360655737704916,known_visit_horizon,commitment_horizon,2,h2,10,4
128,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,52.06939884691007,52.06939884691007,0,0,0,65,23,68,1,3,2,1,338,0,178,509,22,71,107,140,38,0.06918238993710692,17.8,3.8,collision_intent:71;hipc_entry:38;state:69,0.25,0.1691176470588236,known_visit_horizon,commitment_horizon,2,h2,10,4
129,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,37.25816388762928,37.25816388762928,0,0,0,60,22,64,0,6,0,0,222,0,162,455,28,63,99,127,35,0.09523809523809523,16.2,3.5,collision_intent:63;hipc_entry:35;state:64,0.3500000000000001,0.15625,known_visit_horizon,commitment_horizon,2,h2,10,4
