trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_index,target_x,target_y,first_completion_time_s,first_completion_sim_time_s,first_found_by_robot,first_finder_robot_id,total_visits,duplicate_visits,completed,sensitivity_suite,sensitivity_parameter,sensitivity_value,sensitivity_label,num_targets,num_robots
0,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,1,9,10,25.4365377927742,25.4365377927742,01,01,1,0,True,known_visit_horizon,commitment_horizon,2,h2,10,4
0,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,2,8,11,21.52559925913621,21.52559925913621,01,01,1,0,True,known_visit_horizon,commitment_horizon,2,h2,10,4
0,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,3,2,1,3.8548752987058754,3.8548752987058754,00,00,1,0,True,known_visit_horizon,commitment_horizon,2,h2,10,4
0,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,4,1,7,2.138668814299081,2.138668814299081,01,01,1,0,True,known_visit_horizon,commitment_horizon,2,h2,10,4
0,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,5,17,13,48.23121469972403,48.23121469972403,01,01,1,0,True,known_visit_horizon,commitment_horizon,2,h2,10,4
0,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,6,4,13,15.48593165645824,15.48593165645824,03,03,1,0,True,known_visit_horizon,commitment_horizon,2,h2,10,4
0,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,7,0,11,0.46946749367260543,0.46946749367260543,02,02,1,0,True,known_visit_horizon,commitment_horizon,2,h2,10,4
0,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,8,5,8,10.812814008844633,10.812814008844633,01,01,1,0,True,known_visit_horizon,commitment_horizon,2,h2,10,4
0,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,9,0,13,8.010074706206428,8.010074706206428,02,02,1,0,True,known_visit_horizon,commitment_horizon,2,h2,10,4
0,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,14,9,36.102406854652344,36.102406854652344,01,01,1,0,True,known_visit_horizon,commitment_horizon,2,h2,10,4
1,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,1,16,15,31.442600864262193,31.442600864262193,03,03,1,0,True,known_visit_horizon,commitment_horizon,2,h2,10,4
1,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,2,17,5,33.945867843287374,33.945867843287374,01,01,1,0,True,known_visit_horizon,commitment_horizon,2,h2,10,4
1,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,3,14,13,28.326108120177853,28.326108120177853,02,02,1,0,True,known_visit_horizon,commitment_horizon,2,h2,10,4
1,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,4,15,3,29.68427389191157,29.68427389191157,00,00,1,0,True,known_visit_horizon,commitment_horizon,2,h2,10,4
1,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,5,13,7,22.699555616297687,22.699555616297687,01,01,1,0,True,known_visit_horizon,commitment_horizon,2,h2,10,4
1,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,6,11,2,20.879516897494323,20.879516897494323,00,00,1,0,True,known_visit_horizon,commitment_horizon,2,h2,10,4
