trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,blocked_task_quarantines_total,blocked_task_quarantine_time_s_total,maximum_quarantine_level,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,allocator_calls_total,allocator_time_ms_team_total,allocator_time_ms_team_max,allocator_solve_time_ms_team_total,allocator_solve_time_ms_team_max,candidate_filter_calls_total,candidate_filter_time_ms_team_total,candidate_filter_time_ms_team_max,trial_status
0,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,74.631839292975,74.631839292975,5,5,5,109,43,103,10,1,0,0,0,0.0,0,460,0,363,905,181,114,249,227,136,0.24327956989247312,18.15,6.8,collision_intent:114;hipc_clear_bundle:5;hipc_entry:131;state:113,0.32499999999999996,0.24514563106796117,267,309.2546,9.4663,251.6412,9.0188,267,57.6134,0.8865,completed
1,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,99.97279812813349,99.97279812813349,10,10,10,152,44,135,21,5,6,1,2,20.0,2,610,0,440,1105,213,158,282,314,126,0.2523696682464455,22.0,6.3,collision_intent:158;hipc_clear_bundle:6;hipc_entry:120;state:156,0.19999999999999996,0.09074074074074079,322,259.1881,10.0917,196.7991,9.6591,322,62.389,0.4795,completed
2,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,57.455070063209405,57.455070063209405,5,5,5,125,33,115,14,4,0,0,0,0.0,0,305,0,407,1004,214,126,281,255,152,0.25476190476190474,20.35,7.6,collision_intent:126;hipc_clear_bundle:1;hipc_entry:151;state:129,0.19999999999999996,0.06304347826086953,78,128.437,7.471,106.1154,7.0492,78,22.3216,0.4552,completed
3,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,60.34865049507692,60.34865049507692,3,3,3,103,35,100,7,11,3,1,1,5.0,1,358,0,381,957,183,108,273,215,166,0.22426470588235295,19.05,8.3,collision_intent:108;hipc_clear_bundle:3;hipc_entry:163;state:107,0.19999999999999996,0.20500000000000007,183,187.1439,6.1913,145.9867,5.9157,183,41.1572,0.4357,completed
4,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,59.757233774057305,59.757233774057305,6,6,6,121,34,108,17,5,0,0,0,0.0,0,332,0,415,1021,222,123,292,248,167,0.2540045766590389,20.75,8.35,collision_intent:123;hipc_clear_bundle:2;hipc_entry:165;state:125,0.2749999999999999,0.15740740740740744,110,204.3675,9.2577,176.7028,8.8301,110,27.6647,0.5501,completed
5,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,64.97486189804125,64.97486189804125,7,7,7,119,37,110,13,11,0,0,0,0.0,0,378,0,444,1070,260,121,323,244,200,0.2688728024819028,22.2,10.0,collision_intent:121;hipc_clear_bundle:3;hipc_entry:197;state:123,0.30000000000000004,0.1499999999999999,162,169.9492,8.3317,133.0269,7.8769,162,36.9223,0.5027,completed
6,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,62.135069583851035,62.135069583851035,1,1,1,94,35,97,1,3,0,0,0,0.0,0,381,0,333,808,189,99,234,197,136,0.27,16.65,6.8,collision_intent:99;hipc_clear_bundle:7;hipc_entry:129;state:98,0.2250000000000001,0.21391752577319578,212,373.946,8.9855,312.5394,8.5176,212,61.4066,0.5684,completed
7,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,96.4169973595276,96.4169973595276,12,12,12,207,56,171,40,12,4,4,0,0.0,0,511,0,633,1615,281,216,417,427,206,0.22516025641025642,31.65,10.3,collision_intent:216;hipc_clear_bundle:7;hipc_entry:199;state:211,0.2749999999999999,0.11842105263157898,115,192.0198,9.8619,162.1245,9.4178,115,29.8953,0.5942,completed
8,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,65.1194064455378,65.1194064455378,8,8,8,135,38,119,20,5,0,0,0,0.0,0,351,0,437,1082,227,138,299,277,160,0.2536312849162011,21.85,8.0,collision_intent:138;hipc_clear_bundle:3;hipc_entry:157;state:139,0.2749999999999999,0.08613445378151252,107,234.1804,9.8158,203.3691,9.3411,107,30.8113,0.4949,completed
9,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,59.679335170819336,59.679335170819336,1,1,1,115,34,115,4,7,0,0,0,0.0,0,338,0,413,985,251,119,294,238,175,0.285551763367463,20.65,8.75,collision_intent:119;hipc_clear_bundle:4;hipc_entry:171;state:119,0.1499999999999999,0.09782608695652173,126,200.7827,8.9275,173.7068,8.4659,126,27.0759,0.4616,completed
