stage,environment,parameter,value,setting,algorithm_key,algorithm,commitment_horizon,dga_iterations,comm_label,comm_model,comm_level,scenario_file,out_dir,run_id,expected_trials,command
topk_clue,clue,max_candidate_cells,3,k3,acbba,ACBBA,8,,ideal,ideal,,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k3/ideal/acbba_k3_ideal,acbba_k3_ideal,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_k3_ideal"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k3/ideal/acbba_k3_ideal"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""8"", ""--max-candidate-cells"", ""3"", ""--comm-model"", ""ideal""]"
topk_clue,clue,max_candidate_cells,3,k3,acbba,ACBBA,8,,bernoulli_025,bernoulli,0.25,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k3/bernoulli/acbba_k3_bernoulli_025,acbba_k3_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_k3_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k3/bernoulli/acbba_k3_bernoulli_025"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""8"", ""--max-candidate-cells"", ""3"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
topk_clue,clue,max_candidate_cells,3,k3,pi,PI,3,,ideal,ideal,,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k3/ideal/pi_k3_ideal,pi_k3_ideal,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""pi_k3_ideal"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k3/ideal/pi_k3_ideal"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""3"", ""--max-candidate-cells"", ""3"", ""--comm-model"", ""ideal""]"
topk_clue,clue,max_candidate_cells,3,k3,pi,PI,3,,bernoulli_025,bernoulli,0.25,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k3/bernoulli/pi_k3_bernoulli_025,pi_k3_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""pi_k3_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k3/bernoulli/pi_k3_bernoulli_025"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""3"", ""--max-candidate-cells"", ""3"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
topk_clue,clue,max_candidate_cells,3,k3,hipc,HIPC,5,,ideal,ideal,,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k3/ideal/hipc_k3_ideal,hipc_k3_ideal,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""hipc_k3_ideal"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k3/ideal/hipc_k3_ideal"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""5"", ""--max-candidate-cells"", ""3"", ""--comm-model"", ""ideal""]"
topk_clue,clue,max_candidate_cells,3,k3,hipc,HIPC,5,,bernoulli_025,bernoulli,0.25,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k3/bernoulli/hipc_k3_bernoulli_025,hipc_k3_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""hipc_k3_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k3/bernoulli/hipc_k3_bernoulli_025"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""5"", ""--max-candidate-cells"", ""3"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
topk_clue,clue,max_candidate_cells,3,k3,dmchba,DMCHBA,5,,ideal,ideal,,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k3/ideal/dmchba_k3_ideal,dmchba_k3_ideal,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator"", ""--algorithm-name"", ""DMCHBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""dmchba_k3_ideal"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k3/ideal/dmchba_k3_ideal"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""5"", ""--max-candidate-cells"", ""3"", ""--comm-model"", ""ideal""]"
topk_clue,clue,max_candidate_cells,3,k3,dmchba,DMCHBA,5,,bernoulli_025,bernoulli,0.25,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k3/bernoulli/dmchba_k3_bernoulli_025,dmchba_k3_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator"", ""--algorithm-name"", ""DMCHBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""dmchba_k3_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k3/bernoulli/dmchba_k3_bernoulli_025"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""5"", ""--max-candidate-cells"", ""3"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
topk_clue,clue,max_candidate_cells,3,k3,dga,DGA,3,,ideal,ideal,,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k3/ideal/dga_k3_ideal,dga_k3_ideal,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DGA:DGAAllocator"", ""--algorithm-name"", ""DGA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""dga_k3_ideal"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k3/ideal/dga_k3_ideal"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""3"", ""--max-candidate-cells"", ""3"", ""--comm-model"", ""ideal""]"
topk_clue,clue,max_candidate_cells,3,k3,dga,DGA,3,,bernoulli_025,bernoulli,0.25,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k3/bernoulli/dga_k3_bernoulli_025,dga_k3_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DGA:DGAAllocator"", ""--algorithm-name"", ""DGA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""dga_k3_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k3/bernoulli/dga_k3_bernoulli_025"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""3"", ""--max-candidate-cells"", ""3"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
topk_clue,clue,max_candidate_cells,5,k5,cbaa,CBAA,,,ideal,ideal,,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k5/ideal/cbaa_k5_ideal,cbaa_k5_ideal,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_k5_ideal"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k5/ideal/cbaa_k5_ideal"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--max-candidate-cells"", ""5"", ""--comm-model"", ""ideal""]"
topk_clue,clue,max_candidate_cells,5,k5,cbaa,CBAA,,,bernoulli_025,bernoulli,0.25,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k5/bernoulli/cbaa_k5_bernoulli_025,cbaa_k5_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_k5_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k5/bernoulli/cbaa_k5_bernoulli_025"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--max-candidate-cells"", ""5"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
topk_clue,clue,max_candidate_cells,5,k5,acbba,ACBBA,8,,ideal,ideal,,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k5/ideal/acbba_k5_ideal,acbba_k5_ideal,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_k5_ideal"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k5/ideal/acbba_k5_ideal"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""8"", ""--max-candidate-cells"", ""5"", ""--comm-model"", ""ideal""]"
topk_clue,clue,max_candidate_cells,5,k5,acbba,ACBBA,8,,bernoulli_025,bernoulli,0.25,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k5/bernoulli/acbba_k5_bernoulli_025,acbba_k5_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_k5_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k5/bernoulli/acbba_k5_bernoulli_025"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""8"", ""--max-candidate-cells"", ""5"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
topk_clue,clue,max_candidate_cells,5,k5,pi,PI,3,,ideal,ideal,,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k5/ideal/pi_k5_ideal,pi_k5_ideal,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""pi_k5_ideal"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k5/ideal/pi_k5_ideal"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""3"", ""--max-candidate-cells"", ""5"", ""--comm-model"", ""ideal""]"
topk_clue,clue,max_candidate_cells,5,k5,pi,PI,3,,bernoulli_025,bernoulli,0.25,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k5/bernoulli/pi_k5_bernoulli_025,pi_k5_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""pi_k5_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k5/bernoulli/pi_k5_bernoulli_025"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""3"", ""--max-candidate-cells"", ""5"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
topk_clue,clue,max_candidate_cells,5,k5,hipc,HIPC,5,,ideal,ideal,,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k5/ideal/hipc_k5_ideal,hipc_k5_ideal,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""hipc_k5_ideal"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k5/ideal/hipc_k5_ideal"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""5"", ""--max-candidate-cells"", ""5"", ""--comm-model"", ""ideal""]"
topk_clue,clue,max_candidate_cells,5,k5,hipc,HIPC,5,,bernoulli_025,bernoulli,0.25,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k5/bernoulli/hipc_k5_bernoulli_025,hipc_k5_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""hipc_k5_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k5/bernoulli/hipc_k5_bernoulli_025"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""5"", ""--max-candidate-cells"", ""5"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
topk_clue,clue,max_candidate_cells,5,k5,dmchba,DMCHBA,5,,ideal,ideal,,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k5/ideal/dmchba_k5_ideal,dmchba_k5_ideal,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator"", ""--algorithm-name"", ""DMCHBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""dmchba_k5_ideal"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k5/ideal/dmchba_k5_ideal"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""5"", ""--max-candidate-cells"", ""5"", ""--comm-model"", ""ideal""]"
topk_clue,clue,max_candidate_cells,5,k5,dmchba,DMCHBA,5,,bernoulli_025,bernoulli,0.25,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k5/bernoulli/dmchba_k5_bernoulli_025,dmchba_k5_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator"", ""--algorithm-name"", ""DMCHBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""dmchba_k5_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k5/bernoulli/dmchba_k5_bernoulli_025"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""5"", ""--max-candidate-cells"", ""5"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
topk_clue,clue,max_candidate_cells,5,k5,dga,DGA,3,,ideal,ideal,,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k5/ideal/dga_k5_ideal,dga_k5_ideal,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DGA:DGAAllocator"", ""--algorithm-name"", ""DGA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""dga_k5_ideal"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k5/ideal/dga_k5_ideal"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""3"", ""--max-candidate-cells"", ""5"", ""--comm-model"", ""ideal""]"
topk_clue,clue,max_candidate_cells,5,k5,dga,DGA,3,,bernoulli_025,bernoulli,0.25,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k5/bernoulli/dga_k5_bernoulli_025,dga_k5_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DGA:DGAAllocator"", ""--algorithm-name"", ""DGA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""dga_k5_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k5/bernoulli/dga_k5_bernoulli_025"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""3"", ""--max-candidate-cells"", ""5"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
topk_clue,clue,max_candidate_cells,10,k10,cbaa,CBAA,,,ideal,ideal,,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k10/ideal/cbaa_k10_ideal,cbaa_k10_ideal,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_k10_ideal"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k10/ideal/cbaa_k10_ideal"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--max-candidate-cells"", ""10"", ""--comm-model"", ""ideal""]"
topk_clue,clue,max_candidate_cells,10,k10,cbaa,CBAA,,,bernoulli_025,bernoulli,0.25,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k10/bernoulli/cbaa_k10_bernoulli_025,cbaa_k10_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_k10_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k10/bernoulli/cbaa_k10_bernoulli_025"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--max-candidate-cells"", ""10"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
topk_clue,clue,max_candidate_cells,10,k10,acbba,ACBBA,8,,ideal,ideal,,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k10/ideal/acbba_k10_ideal,acbba_k10_ideal,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_k10_ideal"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k10/ideal/acbba_k10_ideal"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""8"", ""--max-candidate-cells"", ""10"", ""--comm-model"", ""ideal""]"
topk_clue,clue,max_candidate_cells,10,k10,acbba,ACBBA,8,,bernoulli_025,bernoulli,0.25,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k10/bernoulli/acbba_k10_bernoulli_025,acbba_k10_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_k10_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k10/bernoulli/acbba_k10_bernoulli_025"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""8"", ""--max-candidate-cells"", ""10"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
