trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,trial_status,failure_type,failure_message,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,debug_max_events,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed
0,PI,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,pi_gilbert_elliott_drop_0_50_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 0. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,
1,PI,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,pi_gilbert_elliott_drop_0_50_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 1. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,
2,PI,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,pi_gilbert_elliott_drop_0_50_rho_0_8,,coverage,completed,,,656,656,0,361,299,0,0,0,2411,4709,2522,,679,1732,1335,1076,0,0,0.4855602618405853,6.678670360110804,0.0,1.6402439024390243,0.0,2.9806094182825484,collision_intent:679;pi_entry:1076;state:656,267,778,0.3538781163434903
3,PI,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,pi_gilbert_elliott_drop_0_50_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 3. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,
4,PI,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,pi_gilbert_elliott_drop_0_50_rho_0_8,,coverage,completed,,,677,677,0,361,320,0,0,0,2413,4773,2464,,707,1706,1384,1029,0,0,0.48162627052384677,6.684210526315789,0.0,1.519940915805022,0.0,2.850415512465374,collision_intent:707;pi_entry:1029;state:677,254,762,0.3164819944598338
5,PI,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,pi_gilbert_elliott_drop_0_50_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 5. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,
6,PI,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,pi_gilbert_elliott_drop_0_50_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 6. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,
7,PI,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,pi_gilbert_elliott_drop_0_50_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 7. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,
8,PI,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,pi_gilbert_elliott_drop_0_50_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 8. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,
9,PI,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,pi_gilbert_elliott_drop_0_50_rho_0_8,,coverage,completed,,,590,590,0,361,233,0,0,0,2407,4434,2786,,602,1805,1192,1215,0,0,0.5145917990395271,6.667590027700831,0.0,2.059322033898305,0.0,3.365650969529086,collision_intent:602;pi_entry:1215;state:590,294,861,0.5297783933518005
10,PI,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,pi_gilbert_elliott_drop_0_50_rho_0_8,,coverage,completed,,,549,549,0,361,192,0,0,0,2212,4202,2433,,563,1649,1112,1100,0,0,0.4919126566922766,6.127423822714682,0.0,2.0036429872495445,0.0,3.0470914127423825,collision_intent:563;pi_entry:1100;state:549,253,758,0.41481994459833804
11,PI,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,pi_gilbert_elliott_drop_0_50_rho_0_8,,coverage,completed,,,515,515,0,361,158,0,0,0,2078,3961,2272,,531,1547,1046,1032,0,0,0.4896551724137931,5.756232686980609,0.0,2.0038834951456312,0.0,2.858725761772853,collision_intent:531;pi_clear_path:3;pi_entry:1029;state:515,242,730,0.47991689750692523
12,PI,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,pi_gilbert_elliott_drop_0_50_rho_0_8,,coverage,completed,,,606,606,0,361,249,0,0,0,2355,4271,2792,,623,1732,1229,1126,0,0,0.5375433192144783,6.523545706371191,0.0,1.858085808580858,0.0,3.119113573407202,collision_intent:623;pi_clear_path:1;pi_entry:1125;state:606,274,814,0.47437673130193914
13,PI,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,pi_gilbert_elliott_drop_0_50_rho_0_8,,coverage,completed,,,730,730,0,361,373,0,0,0,2293,4637,2241,,750,1543,1480,813,0,0,0.4842264477095938,6.351800554016621,0.0,1.1136986301369862,0.0,2.25207756232687,collision_intent:750;pi_clear_path:1;pi_entry:812;state:730,220,642,0.13919667590027696
14,PI,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,pi_gilbert_elliott_drop_0_50_rho_0_8,,coverage,completed,,,648,648,0,361,291,0,0,0,2433,4472,2825,,668,1765,1316,1117,0,0,0.533723786132628,6.739612188365651,0.0,1.7237654320987654,0.0,3.0941828254847645,collision_intent:668;pi_entry:1117;state:648,278,815,0.3898891966759004
15,PI,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,pi_gilbert_elliott_drop_0_50_rho_0_8,,coverage,completed,,,815,815,0,361,458,0,0,0,2392,5042,2131,,857,1535,1672,720,0,0,0.46305953933072574,6.626038781163435,0.0,0.8834355828220859,0.0,1.994459833795014,collision_intent:857;pi_clear_path:1;pi_entry:719;state:815,205,607,0.12119113573407203
16,PI,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,pi_gilbert_elliott_drop_0_50_rho_0_8,,coverage,completed,,,692,692,0,361,335,0,0,0,2445,4760,2574,,705,1740,1397,1048,0,0,0.4931979306380533,6.772853185595568,0.0,1.5144508670520231,0.0,2.903047091412742,collision_intent:705;pi_entry:1048;state:692,308,907,0.4508310249307479
17,PI,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,pi_gilbert_elliott_drop_0_50_rho_0_8,,coverage,completed,,,712,712,0,361,355,0,0,0,2302,4706,2198,,756,1546,1468,834,0,0,0.4741156169111303,6.376731301939058,0.0,1.1713483146067416,0.0,2.3102493074792245,collision_intent:756;pi_clear_path:1;pi_entry:833;state:712,222,660,0.21398891966758993
18,PI,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,pi_gilbert_elliott_drop_0_50_rho_0_8,,coverage,completed,,,587,587,0,361,230,0,0,0,2337,4263,2747,,613,1724,1200,1137,0,0,0.5312318700444788,6.473684210526316,0.0,1.9369676320272573,0.0,3.149584487534626,collision_intent:613;pi_entry:1137;state:587,270,803,0.4037396121883656
