trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,robot_id,steps_total,targets_found,task_cell_revisits,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,blocked_task_quarantines,blocked_task_quarantine_time_s,maximum_quarantine_level,stall_recoveries,messages_sent,core_messages_sent,allocation_messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,allocator_calls,allocator_time_ms_total,allocator_time_ms_mean,allocator_time_ms_median,allocator_time_ms_p95,allocator_time_ms_max,allocator_solve_time_ms_total,allocator_solve_time_ms_mean,allocator_solve_time_ms_median,allocator_solve_time_ms_p95,allocator_solve_time_ms_max,candidate_filter_calls,candidate_filter_time_ms_total,candidate_filter_time_ms_mean,candidate_filter_time_ms_median,candidate_filter_time_ms_p95,candidate_filter_time_ms_max,trial_status,failure_type,failure_message,targets_completed
0,known_visit,HIPC,bernoulli,drop_0.25,34,1156,24,10,hipc_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,00,0,0,0,1,0,0,0,0,0,0.0,0,0,1,1,0,342,59,191,770.4487,4.033762827225131,2.8112,7.4868,8.704,647.1925,3.3884424083769633,2.0816,6.7588,8.0507,191,123.2562,0.6453204188481676,0.6633,0.7852,0.8385,completed,,,
0,known_visit,HIPC,bernoulli,drop_0.25,34,1156,24,10,hipc_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,01,4,0,0,5,0,0,0,0,0,0.0,0,0,14,10,4,322,66,178,754.176,4.236943820224719,3.7805,7.5749,8.1838,637.7017,3.582593820224719,3.0686,6.8994,7.4134,178,116.4743,0.65435,0.6717,0.7644,0.7994,completed,,,
0,known_visit,HIPC,bernoulli,drop_0.25,34,1156,24,10,hipc_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,02,0,0,0,1,0,0,0,0,0,0.0,0,0,1,1,0,335,67,191,639.1978,3.346585340314136,2.0808,7.1214,8.8159,524.235,2.7446858638743454,1.42,6.4795,8.0556,191,114.9628,0.6018994764397906,0.6121,0.7468,0.7636,completed,,,
0,known_visit,HIPC,bernoulli,drop_0.25,34,1156,24,10,hipc_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,03,21,2,0,22,0,0,0,0,0,0.0,0,0,49,44,5,303,50,122,164.4191,1.3476975409836065,1.0832000000000002,2.6707,5.2985,93.0226,0.7624803278688524,0.41164999999999996,1.9724,4.5905,122,71.3965,0.5852172131147542,0.5922499999999999,0.7054,0.7379,completed,,,
0,known_visit,HIPC,bernoulli,drop_0.25,34,1156,24,10,hipc_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,04,0,0,0,1,0,0,0,0,0,0.0,0,0,1,1,0,344,57,191,671.2916,3.514615706806283,2.1143,7.8524,8.8078,553.0155,2.895369109947644,1.4373,7.1318,8.1952,191,118.2761,0.6192465968586387,0.6213,0.7594,0.8644,completed,,,
0,known_visit,HIPC,bernoulli,drop_0.25,34,1156,24,10,hipc_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,05,38,2,0,39,0,3,0,0,0,0.0,0,0,89,78,11,265,48,66,112.4817,1.704268181818182,1.29995,4.8596,8.3266,72.9911,1.1059257575757577,0.71155,4.117,7.4681,66,39.4906,0.5983424242424242,0.5902000000000001,0.7413,0.8585,completed,,,
0,known_visit,HIPC,bernoulli,drop_0.25,34,1156,24,10,hipc_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,06,0,0,0,1,0,0,0,0,0,0.0,0,0,1,1,0,343,58,191,479.3747,2.5098151832460736,1.1694,6.1725,7.6865,365.1065,1.9115523560209424,0.4872,5.4334,7.0552,191,114.26820000000001,0.5982628272251309,0.5961,0.7474,0.8538,completed,,,
0,known_visit,HIPC,bernoulli,drop_0.25,34,1156,24,10,hipc_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,07,0,0,0,1,0,0,0,0,0,0.0,0,0,1,1,0,340,62,191,751.4466,3.934275392670157,3.4039,7.3714,8.223,629.7657,3.297202617801047,2.6887,6.6248,7.3559,191,121.6809,0.63707277486911,0.6457,0.7722,0.8671,completed,,,
0,known_visit,HIPC,bernoulli,drop_0.25,34,1156,24,10,hipc_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,08,0,0,0,1,0,0,0,0,0,0.0,0,0,1,1,0,357,45,191,655.349,3.431146596858639,2.8082,6.6388,8.3253,535.1831,2.8020057591623035,2.105,5.9545,7.682,191,120.16590000000001,0.6291408376963351,0.6372,0.7531,0.8137,completed,,,
0,known_visit,HIPC,bernoulli,drop_0.25,34,1156,24,10,hipc_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,09,2,0,0,3,0,0,0,0,0,0.0,0,0,12,8,4,339,51,186,558.3745,3.0020134408602153,2.8933999999999997,5.436,7.171,440.6959,2.3693327956989245,2.17385,4.7718,6.4296,186,117.6786,0.6326806451612903,0.64105,0.7475,0.7948,completed,,,
