trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,blocked_task_quarantines_total,blocked_task_quarantine_time_s_total,maximum_quarantine_level,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,allocator_calls_total,allocator_time_ms_team_total,allocator_time_ms_team_max,allocator_solve_time_ms_team_total,allocator_solve_time_ms_team_max,candidate_filter_calls_total,candidate_filter_time_ms_team_total,candidate_filter_time_ms_team_max,trial_status,failure_type,failure_message,unique_targets_completed,debug_max_events
10,known_visit,HIPC,bernoulli,drop_0.25,34,1156,24,10,hipc_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,60.48734415641492,60.48734415641492,3,3,3,155,36,175,4,3,0,0,0,0.0,0,2699,0,397,7805,1309,166,231,345,52,0.2471676737160121,39.7,5.2,collision_intent:166;hipc_clear_bundle:11;hipc_entry:41;state:179,0.8499999999999999,0.6711904761904761,2414,9834.1668,9.9971,8294.7298,9.299,2414,1539.437,0.9818,completed,,,,
11,known_visit,HIPC,bernoulli,drop_0.25,34,1156,24,10,hipc_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,66.49201974632844,66.49201974632844,0,0,0,116,36,140,0,3,1,1,0,0.0,0,3040,0,340,6657,1147,130,210,270,70,0.23826339842127128,34.0,7.0,collision_intent:130;hipc_clear_bundle:14;hipc_entry:56;state:140,0.825,0.6517857142857142,2839,8646.0856,9.6107,6871.2603,8.9414,2839,1774.8253,1.1091,completed,,,,
12,known_visit,HIPC,bernoulli,drop_0.25,34,1156,24,10,hipc_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,56.22238942982878,56.22238942982878,0,0,0,163,34,187,0,3,10,2,3,65.0,3,2492,0,442,8618,1529,175,267,362,80,0.24975498203201568,44.2,8.0,collision_intent:175;hipc_clear_bundle:17;hipc_entry:63;state:187,0.8083333333333333,0.6209893048128341,2203,9277.5081,11.6701,7912.4472,10.8976,2203,1365.0609,0.9678,completed,,,,
13,known_visit,HIPC,bernoulli,drop_0.25,34,1156,24,10,hipc_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,69.11564613964698,69.11564613964698,1,1,1,159,41,177,6,6,0,0,0,0.0,0,3112,0,407,7961,1378,169,238,352,55,0.25275128393250185,40.7,5.5,collision_intent:169;hipc_clear_bundle:11;hipc_entry:44;state:183,0.8583333333333332,0.70409604519774,2819,10821.5158,10.5427,9105.7655,9.7057,2819,1715.7503,0.9234,completed,,,,
14,known_visit,HIPC,bernoulli,drop_0.25,34,1156,24,10,hipc_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,83.13539560957614,83.13539560957614,1,1,1,159,49,181,2,5,0,0,0,0.0,0,3785,0,438,8537,1519,174,264,357,81,0.2509084902543773,43.8,8.1,collision_intent:174;hipc_clear_bundle:19;hipc_entry:62;state:183,0.825,0.6876151012891343,3499,12459.0401,11.0678,10526.2935,10.3325,3499,1932.7466,0.9665,completed,,,,
15,known_visit,HIPC,bernoulli,drop_0.25,34,1156,24,10,hipc_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,60.86270438560137,60.86270438560137,0,0,0,129,36,153,0,2,0,0,0,0.0,0,2757,0,329,6443,1106,135,194,288,41,0.24887488748874886,32.9,4.1,collision_intent:135;hipc_clear_bundle:7;hipc_entry:34;state:153,0.8583333333333332,0.7007080610021785,2522,8722.7777,9.3358,7318.3347,8.6445,2522,1404.443,0.8711,completed,,,,
16,known_visit,HIPC,bernoulli,drop_0.25,34,1156,24,10,hipc_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,65.34110606606016,65.34110606606016,2,2,2,145,38,163,6,8,0,0,0,0.0,0,2951,0,401,7760,1446,156,245,325,76,0.25738697045211817,40.1,7.6,collision_intent:156;hipc_clear_bundle:12;hipc_entry:64;state:169,0.8333333333333333,0.6868609406952964,2690,9130.7326,9.7595,7607.2231,9.0985,2690,1523.5095,1.05,completed,,,,
17,known_visit,HIPC,bernoulli,drop_0.25,34,1156,24,10,hipc_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,79.5487526274427,79.5487526274427,0,0,0,144,46,168,0,8,8,2,3,25.0,2,3639,0,408,7939,1425,162,246,330,78,0.25274920184462574,40.8,7.8,collision_intent:162;hipc_clear_bundle:18;hipc_entry:60;state:168,0.8083333333333333,0.6785714285714286,3370,10755.5166,11.3127,9063.4186,10.4569,3370,1692.098,0.882,completed,,,,
18,known_visit,HIPC,bernoulli,drop_0.25,34,1156,24,10,hipc_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,57.58815140060278,57.58815140060278,1,1,1,140,34,162,2,4,0,0,0,0.0,0,2585,0,363,7084,1249,148,215,312,51,0.2533982552241834,36.3,5.1,collision_intent:148;hipc_clear_bundle:9;hipc_entry:42;state:164,0.825,0.691358024691358,2324,11139.7518,10.5227,9774.274,9.7611,2324,1365.4778,0.9307,completed,,,,
19,,HIPC,bernoulli,drop_0.25,34,1156,24,10,hipc_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,RuntimeError,"Stagnation detected in trial 19 after 2000 events without movement or target completion; diagnostics={""clock_s"": 107.10193334486759, ""completed_targets"": 9, ""event_reasons"": {""intent_sync"": 135, ""moved"": 124, ""no_goal"": 4693, ""target_visited"": 9, ""turn"": 9}, ""events_processed"": 4970, ""robots"": {""00"": {""active_tasks"": 3, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""10"": 1, ""13"": 0, ""14"": 0, ""18"": 1, ""19"": 0}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 3, ""hipc_candidate_count_after_filter"": 3, ""hipc_candidate_count_before_filter"": 3, ""hipc_claims_known"": 0, ""hipc_dropped_peers"": [], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 22, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 52.57481689891014, ""pos"": [23, 5], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""01"": {""active_tasks"": 3, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 1, ""10"": 0, ""14"": 0, ""18"": 1, ""19"": 0, ""23"": 0}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 3, ""hipc_candidate_count_after_filter"": 3, ""hipc_candidate_count_before_filter"": 3, ""hipc_claims_known"": 0, ""hipc_dropped_peers"": [], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 19, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 1.8147649509539916, ""pos"": [1, 1], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""02"": {""active_tasks"": 3, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 0, ""10"": 1, ""13"": 1, ""14"": 0, ""18"": 1, ""19"": 0}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 3, ""hipc_candidate_count_after_filter"": 3, ""hipc_candidate_count_before_filter"": 3, ""hipc_claims_known"": 0, ""hipc_dropped_peers"": [], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 20, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 1.6504360713481858, ""pos"": [1, 3], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""03"": {""active_tasks"": 5, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 2, ""01"": 0, ""10"": 0, ""13"": 2, ""14"": 0, ""18"": 1, ""19"": 0}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 5, ""hipc_candidate_count_after_filter"": 5, ""hipc_candidate_count_before_filter"": 5, ""hipc_claims_known"": 0, ""hipc_dropped_peers"": [], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 22, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 0.05973083618207695, ""pos"": [0, 4], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""04"": {""active_tasks"": 4, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 0, ""14"": 0, ""18"": 1, ""19"": 0, ""23"": 0}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 4, ""hipc_candidate_count_after_filter"": 4, ""hipc_candidate_count_before_filter"": 4, ""hipc_claims_known"": 1, ""hipc_dropped_peers"": [], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 19, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 0.11527445224042542, ""pos"": [0, 6], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""05"": {""active_tasks"": 3, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 0, ""10"": 0, ""12"": 0, ""13"": 0, ""14"": 0, ""18"": 1, ""19"": 0, ""20"": 0, ""23"": 0}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 3, ""hipc_candidate_count_after_filter"": 3, ""hipc_candidate_count_before_filter"": 3, ""hipc_claims_known"": 0, ""hipc_dropped_peers"": [], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 18, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 1.6599008125430097, ""pos"": [1, 7], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""06"": {""active_tasks"": 3, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 1, ""01"": 0, ""10"": 0, ""14"": 0, ""18"": 1, ""19"": 0, ""23"": 0}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 3, ""hipc_candidate_count_after_filter"": 3, ""hipc_candidate_count_before_filter"": 3, ""hipc_claims_known"": 1, ""hipc_dropped_peers"": [], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 20, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 0.051351237450782614, ""pos"": [0, 9], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""07"": {""active_tasks"": 3, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 0, ""10"": 1, ""12"": 1, ""18"": 1, ""19"": 3}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 3, ""hipc_candidate_count_after_filter"": 3, ""hipc_candidate_count_before_filter"": 3, ""hipc_claims_known"": 0, ""hipc_dropped_peers"": [""19""], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 20, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 15.228715415289358, ""pos"": [9, 10], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""08"": {""active_tasks"": 3, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 0, ""10"": 1, ""13"": 0, ""14"": 0, ""18"": 1, ""19"": 0, ""23"": 0}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 3, ""hipc_candidate_count_after_filter"": 3, ""hipc_candidate_count_before_filter"": 3, ""hipc_claims_known"": 0, ""hipc_dropped_peers"": [], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 22, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 0.1344230581350162, ""pos"": [0, 11], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""09"": {""active_tasks"": 2, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 0, ""10"": 0, ""13"": 1, ""14"": 0, ""18"": 1, ""19"": 0, ""23"": 0}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 2, ""hipc_candidate_count_after_filter"": 2, ""hipc_candidate_count_before_filter"": 2, ""hipc_claims_known"": 0, ""hipc_dropped_peers"": [], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 22, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 0.12040311528299474, ""pos"": [0, 13], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""10"": {""active_tasks"": 4, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 0, ""13"": 0, ""14"": 0, ""18"": 1, ""19"": 0, ""23"": 0}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 4, ""hipc_candidate_count_after_filter"": 4, ""hipc_candidate_count_before_filter"": 4, ""hipc_claims_known"": 0, ""hipc_dropped_peers"": [], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 18, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 28.00759656237757, ""pos"": [16, 14], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""11"": {""active_tasks"": 4, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 0, ""10"": 0, ""13"": 0, ""14"": 0, ""18"": 1, ""19"": 0, ""23"": 0}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 4, ""hipc_candidate_count_after_filter"": 4, ""hipc_candidate_count_before_filter"": 4, ""hipc_claims_known"": 1, ""hipc_dropped_peers"": [], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 23, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 0.13081227335659282, ""pos"": [0, 16], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""12"": {""active_tasks"": 5, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 3, ""10"": 0, ""13"": 2, ""14"": 0, ""18"": 1}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 5, ""hipc_candidate_count_after_filter"": 5, ""hipc_candidate_count_before_filter"": 5, ""hipc_claims_known"": 1, ""hipc_dropped_peers"": [""00""], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 20, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 1.8051987659723332, ""pos"": [1, 17], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""13"": {""active_tasks"": 4, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 1, ""10"": 0, ""14"": 1, ""18"": 1, ""19"": 0}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 4, ""hipc_candidate_count_after_filter"": 4, ""hipc_candidate_count_before_filter"": 4, ""hipc_claims_known"": 1, ""hipc_dropped_peers"": [], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 20, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 29.10066345400058, ""pos"": [17, 19], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""14"": {""active_tasks"": 4, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 0, ""10"": 1, ""13"": 0, ""18"": 1, ""19"": 0, ""23"": 0}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 4, ""hipc_candidate_count_after_filter"": 4, ""hipc_candidate_count_before_filter"": 4, ""hipc_claims_known"": 0, ""hipc_dropped_peers"": [], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 21, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 15.795617047143793, ""pos"": [8, 21], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""15"": {""active_tasks"": 6, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 1, ""10"": 0, ""13"": 1, ""14"": 0, ""18"": 1, ""19"": 2, ""23"": 0}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 6, ""hipc_candidate_count_after_filter"": 6, ""hipc_candidate_count_before_filter"": 6, ""hipc_claims_known"": 0, ""hipc_dropped_peers"": [], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 22, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 0.053343268177245565, ""pos"": [0, 22], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""16"": {""active_tasks"": 3, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 2, ""13"": 0, ""14"": 0, ""18"": 0, ""19"": 0}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 3, ""hipc_candidate_count_after_filter"": 3, ""hipc_candidate_count_before_filter"": 3, ""hipc_claims_known"": 1, ""hipc_dropped_peers"": [], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 22, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 1.6932112709727338, ""pos"": [1, 23], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""17"": {""active_tasks"": 4, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 2, ""10"": 0, ""13"": 0, ""14"": 1, ""18"": 1, ""19"": 0}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 4, ""hipc_candidate_count_after_filter"": 4, ""hipc_candidate_count_before_filter"": 4, ""hipc_claims_known"": 1, ""hipc_dropped_peers"": [], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 24, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 0.10209591268833966, ""pos"": [0, 24], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""18"": {""active_tasks"": 3, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 0, ""01"": 0, ""10"": 1, ""13"": 1, ""14"": 0}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 3, ""hipc_candidate_count_after_filter"": 3, ""hipc_candidate_count_before_filter"": 3, ""hipc_claims_known"": 1, ""hipc_dropped_peers"": [], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": true, ""hipc_team_size"": 21, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 66.92434718102548, ""pos"": [29, 20], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""19"": {""active_tasks"": 2, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 0, ""10"": 0, ""13"": 0, ""14"": 0, ""18"": 1, ""22"": 0}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 2, ""hipc_candidate_count_after_filter"": 2, ""hipc_candidate_count_before_filter"": 2, ""hipc_claims_known"": 1, ""hipc_dropped_peers"": [], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 18, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 3.5131573067171638, ""pos"": [2, 27], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""20"": {""active_tasks"": 3, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""10"": 0, ""13"": 0, ""14"": 0, ""18"": 1, ""19"": 0}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 3, ""hipc_candidate_count_after_filter"": 3, ""hipc_candidate_count_before_filter"": 3, ""hipc_claims_known"": 0, ""hipc_dropped_peers"": [], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 21, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 1.8023738395259272, ""pos"": [1, 29], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""21"": {""active_tasks"": 2, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 0, ""10"": 0, ""14"": 0, ""18"": 0, ""19"": 0, ""23"": 0}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 2, ""hipc_candidate_count_after_filter"": 2, ""hipc_candidate_count_before_filter"": 2, ""hipc_claims_known"": 2, ""hipc_dropped_peers"": [], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 23, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 0.1019333448675855, ""pos"": [0, 30], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""22"": {""active_tasks"": 4, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 0, ""10"": 0, ""13"": 1, ""14"": 0, ""18"": 1, ""19"": 0}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 4, ""hipc_candidate_count_after_filter"": 4, ""hipc_candidate_count_before_filter"": 4, ""hipc_claims_known"": 0, ""hipc_dropped_peers"": [], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 21, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 3.4097985929629937, ""pos"": [2, 32], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""23"": {""active_tasks"": 3, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 3, ""10"": 0, ""18"": 1, ""19"": 0}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 3, ""hipc_candidate_count_after_filter"": 3, ""hipc_candidate_count_before_filter"": 3, ""hipc_claims_known"": 0, ""hipc_dropped_peers"": [""00""], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 22, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 5.074403413814783, ""pos"": [3, 33], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}}, ""total_targets"": 10}",,192133
20,known_visit,HIPC,bernoulli,drop_0.25,34,1156,24,10,hipc_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,True,59.193911280521235,59.193911280521235,0,0,0,131,34,155,0,5,0,0,0,0.0,0,2678,0,363,7060,1270,141,222,296,67,0.24965598584627482,36.3,6.7,collision_intent:141;hipc_clear_bundle:15;hipc_entry:52;state:155,0.8499999999999999,0.6647849462365591,2446,7904.5832,10.6846,6674.7592,9.9242,2446,1229.824,0.9919,completed,,,,
