trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,ACBBA,rayleigh_style,-52.15,19,361,4,10,acbba_rayleigh_style_sens_neg52_15,known_visit_g19_t10_n500.csv,10,True,60.79020920498599,60.79020920498599,1,1,1,101,30,100,5,7,0,0,356,0,550,1546,101,107,443,212,338,0.07616892911010557,55.0,33.8,acbba_entry:338;collision_intent:107;state:105,0.25,0.06000000000000005,known_visit_core_500,10,4,8
1,known_visit,ACBBA,rayleigh_style,-52.15,19,361,4,10,acbba_rayleigh_style_sens_neg52_15,known_visit_g19_t10_n500.csv,10,True,47.803867208487226,47.803867208487226,0,0,0,66,26,70,0,3,0,0,301,0,379,1067,67,75,304,145,234,0.0737073707370737,37.9,23.4,acbba_entry:234;collision_intent:75;state:70,0.30000000000000004,0.1785714285714286,known_visit_core_500,10,4,8
2,known_visit,ACBBA,rayleigh_style,-52.15,19,361,4,10,acbba_rayleigh_style_sens_neg52_15,known_visit_g19_t10_n500.csv,10,True,46.617620416234104,46.617620416234104,0,0,0,89,27,91,2,18,0,0,259,0,599,1698,96,94,505,187,412,0.06349206349206349,59.9,41.2,acbba_entry:412;collision_intent:94;state:93,0.44999999999999996,0.09065934065934056,known_visit_core_500,10,4,8
3,known_visit,ACBBA,rayleigh_style,-52.15,19,361,4,10,acbba_rayleigh_style_sens_neg52_15,known_visit_g19_t10_n500.csv,10,True,45.29775193791347,45.29775193791347,0,0,0,86,26,90,0,21,0,0,257,0,657,1848,120,95,562,185,472,0.07130124777183601,65.7,47.2,acbba_entry:472;collision_intent:95;state:90,0.25,0.08333333333333326,known_visit_core_500,10,4,8
4,known_visit,ACBBA,rayleigh_style,-52.15,19,361,4,10,acbba_rayleigh_style_sens_neg52_15,known_visit_g19_t10_n500.csv,10,True,54.45769979695859,54.45769979695859,2,2,2,84,26,78,10,5,0,0,325,0,545,1570,62,95,450,183,362,0.04602821083890126,54.5,36.2,acbba_entry:362;collision_intent:95;state:88,0.25,0.10897435897435903,known_visit_core_500,10,4,8
5,known_visit,ACBBA,rayleigh_style,-52.15,19,361,4,10,acbba_rayleigh_style_sens_neg52_15,known_visit_g19_t10_n500.csv,10,True,43.06534751756205,43.06534751756205,1,1,1,75,25,76,3,4,0,0,252,0,424,1205,64,81,343,160,264,0.06237816764132553,42.4,26.4,acbba_entry:264;collision_intent:81;state:79,0.3999999999999999,0.1578947368421053,known_visit_core_500,10,4,8
6,known_visit,ACBBA,rayleigh_style,-52.15,19,361,4,10,acbba_rayleigh_style_sens_neg52_15,known_visit_g19_t10_n500.csv,10,True,59.25919798011443,59.25919798011443,4,4,4,108,34,102,10,9,1,1,339,0,547,1530,108,116,431,228,319,0.08372093023255814,54.7,31.9,acbba_entry:319;collision_intent:116;state:112,0.10000000000000009,0.06372549019607843,known_visit_core_500,10,4,8
7,known_visit,ACBBA,rayleigh_style,-52.15,19,361,4,10,acbba_rayleigh_style_sens_neg52_15,known_visit_g19_t10_n500.csv,10,True,38.32378891531294,38.32378891531294,0,0,0,63,22,66,1,12,0,0,229,0,502,1403,100,67,435,134,368,0.07680491551459294,50.2,36.8,acbba_entry:368;collision_intent:67;state:67,0.30000000000000004,0.20454545454545459,known_visit_core_500,10,4,8
8,known_visit,ACBBA,rayleigh_style,-52.15,19,361,4,10,acbba_rayleigh_style_sens_neg52_15,known_visit_g19_t10_n500.csv,10,True,69.09968837559018,69.09968837559018,1,1,1,113,35,110,7,11,1,1,408,0,690,1964,103,123,567,240,450,0.06065959952885748,69.0,45.0,acbba_entry:450;collision_intent:123;state:117,0.10000000000000009,0.1045454545454545,known_visit_core_500,10,4,8
9,known_visit,ACBBA,rayleigh_style,-52.15,19,361,4,10,acbba_rayleigh_style_sens_neg52_15,known_visit_g19_t10_n500.csv,10,True,63.46446230813824,63.46446230813824,2,2,2,112,35,107,9,9,0,0,368,0,622,1749,114,125,497,241,381,0.07661290322580645,62.2,38.1,acbba_entry:381;collision_intent:125;state:116,0.25,0.06308411214953269,known_visit_core_500,10,4,8
