trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,HIPC,ideal,1.0,34,1156,9,10,hipc_g34_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,5);(28,1);(11,25);(20,24);(25,8);(3,5);(1,16);(23,30);(33,13);(24,22)",10,True,95.16758898649951,95.16758898649951,00:0;01:5;02:0;03:0;04:1;05:0;06:3;07:1;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(18,0);(33,13);(5,8);(4,12);(1,16);(0,21);(25,22);(23,30);(0,33)",1537,0,completed
1,known_visit,HIPC,ideal,1.0,34,1156,9,10,hipc_g34_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(19,17);(14,6);(17,16);(16,15);(5,33);(11,30);(26,23);(24,33);(27,21);(19,32)",10,True,49.904770634450536,49.904770634450536,00:0;01:0;02:1;03:0;04:3;05:2;06:0;07:1;08:3,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(0,0);(14,5);(14,6);(0,12);(19,17);(26,23);(1,25);(11,30);(24,33)",740,0,completed
2,known_visit,HIPC,ideal,1.0,34,1156,9,10,hipc_g34_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(3,32);(26,0);(14,7);(19,20);(29,15);(24,23);(11,8);(21,32);(22,8);(10,12)",10,True,69.201193215395,69.201193215395,00:1;01:0;02:3;03:1;04:0;05:3;06:0;07:0;08:2,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(26,0);(0,4);(22,8);(10,12);(0,16);(29,15);(1,25);(0,29);(21,32)",1083,0,completed
3,known_visit,HIPC,ideal,1.0,34,1156,9,10,hipc_g34_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(18,8);(19,29);(2,31);(11,10);(20,22);(32,21);(14,23);(9,2);(6,3);(3,22)",10,True,60.413935268809595,60.413935268809595,00:0;01:2;02:1;03:1;04:0;05:1;06:3;07:2;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(0,0);(9,2);(18,8);(11,10);(0,16);(15,21);(32,21);(19,29);(0,33)",934,0,completed
4,known_visit,HIPC,ideal,1.0,34,1156,9,10,hipc_g34_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(17,0);(33,1);(26,29);(15,17);(9,10);(17,18);(23,29);(13,30);(6,0);(29,29)",10,True,56.735343516674554,56.735343516674554,00:3;01:0;02:1;03:0;04:2;05:0;06:0;07:4;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(33,1);(0,4);(9,10);(9,11);(17,18);(0,21);(23,27);(29,29);(0,33)",850,0,completed
5,known_visit,HIPC,ideal,1.0,34,1156,9,10,hipc_g34_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(21,6);(4,2);(16,26);(9,17);(5,0);(19,7);(31,31);(15,20);(30,27);(22,11)",10,True,87.85960439319604,87.85960439319604,00:2;01:0;02:2;03:3;04:1;05:0;06:2;07:0;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(4,2);(1,4);(21,6);(31,31);(9,17);(0,21);(15,20);(0,29);(0,33)",1426,0,completed
6,known_visit,HIPC,ideal,1.0,34,1156,9,10,hipc_g34_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(21,15);(1,18);(14,25);(6,19);(4,11);(20,18);(16,2);(23,22);(33,20);(23,9)",10,True,63.29769029820529,63.29769029820529,00:1;01:0;02:0;03:1;04:1;05:4;06:3;07:0;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(16,7);(0,4);(1,8);(8,11);(6,19);(23,9);(33,20);(0,29);(0,33)",989,0,completed
7,known_visit,HIPC,ideal,1.0,34,1156,9,10,hipc_g34_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(11,6);(22,28);(9,12);(33,20);(16,10);(15,3);(24,5);(9,8);(18,10);(4,26)",10,True,74.64166351777314,74.64166351777314,00:2;01:1;02:3;03:1;04:0;05:0;06:3;07:0;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(24,5);(11,6);(18,10);(9,12);(0,16);(0,21);(33,20);(0,29);(0,33)",1196,0,completed
8,known_visit,HIPC,ideal,1.0,34,1156,9,10,hipc_g34_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(10,22);(29,12);(29,17);(17,15);(11,32);(24,29);(25,3);(5,8);(6,23);(18,30)",10,True,65.89216741478694,65.89216741478694,00:0;01:1;02:1;03:0;04:3;05:2;06:0;07:2;08:1,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(0,0);(25,3);(5,8);(0,12);(29,12);(10,22);(0,25);(24,29);(11,32)",1029,0,completed
9,known_visit,HIPC,ideal,1.0,34,1156,9,10,hipc_g34_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(18,24);(6,0);(2,8);(22,15);(23,3);(22,26);(14,7);(29,27);(31,19);(17,25)",10,True,73.16093820931954,73.16093820931954,00:1;01:0;02:3;03:0;04:1;05:0;06:5;07:0;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(6,0);(0,4);(23,3);(0,12);(24,15);(0,21);(31,19);(19,29);(1,33)",1160,0,completed
