stage,environment,algorithm_key,algorithm,commitment_horizon,dga_iterations,comm_label,comm_model,comm_level,scenario_file,out_dir,run_id,expected_trials,command
known_core,known,cbaa,CBAA,,,rayleigh_style_sens_neg37_79,rayleigh_style,-37.79,scenarios/known_visit_g19_t10_n500.csv,runs/known_visit_core_500/raw/cbaa/rayleigh_style_sens_neg37_79,cbaa_rayleigh_style_sens_neg37_79,500,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_g19_t10_n500.csv"", ""--algorithm"", ""known_visit_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_rayleigh_style_sens_neg37_79"", ""--seed"", ""0"", ""--out-dir"", ""runs/known_visit_core_500/raw/cbaa/rayleigh_style_sens_neg37_79"", ""--max-trials"", ""500"", ""--comm-model"", ""rayleigh_style"", ""--comm-level"", ""-37.79""]"
known_core,known,cbaa,CBAA,,,rayleigh_style_sens_neg42_16,rayleigh_style,-42.16,scenarios/known_visit_g19_t10_n500.csv,runs/known_visit_core_500/raw/cbaa/rayleigh_style_sens_neg42_16,cbaa_rayleigh_style_sens_neg42_16,500,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_g19_t10_n500.csv"", ""--algorithm"", ""known_visit_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_rayleigh_style_sens_neg42_16"", ""--seed"", ""0"", ""--out-dir"", ""runs/known_visit_core_500/raw/cbaa/rayleigh_style_sens_neg42_16"", ""--max-trials"", ""500"", ""--comm-model"", ""rayleigh_style"", ""--comm-level"", ""-42.16""]"
known_core,known,cbaa,CBAA,,,rayleigh_style_sens_neg46_04,rayleigh_style,-46.04,scenarios/known_visit_g19_t10_n500.csv,runs/known_visit_core_500/raw/cbaa/rayleigh_style_sens_neg46_04,cbaa_rayleigh_style_sens_neg46_04,500,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_g19_t10_n500.csv"", ""--algorithm"", ""known_visit_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_rayleigh_style_sens_neg46_04"", ""--seed"", ""0"", ""--out-dir"", ""runs/known_visit_core_500/raw/cbaa/rayleigh_style_sens_neg46_04"", ""--max-trials"", ""500"", ""--comm-model"", ""rayleigh_style"", ""--comm-level"", ""-46.04""]"
known_core,known,cbaa,CBAA,,,rayleigh_style_sens_neg49_17,rayleigh_style,-49.17,scenarios/known_visit_g19_t10_n500.csv,runs/known_visit_core_500/raw/cbaa/rayleigh_style_sens_neg49_17,cbaa_rayleigh_style_sens_neg49_17,500,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_g19_t10_n500.csv"", ""--algorithm"", ""known_visit_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_rayleigh_style_sens_neg49_17"", ""--seed"", ""0"", ""--out-dir"", ""runs/known_visit_core_500/raw/cbaa/rayleigh_style_sens_neg49_17"", ""--max-trials"", ""500"", ""--comm-model"", ""rayleigh_style"", ""--comm-level"", ""-49.17""]"
known_core,known,cbaa,CBAA,,,rayleigh_style_sens_neg52_15,rayleigh_style,-52.15,scenarios/known_visit_g19_t10_n500.csv,runs/known_visit_core_500/raw/cbaa/rayleigh_style_sens_neg52_15,cbaa_rayleigh_style_sens_neg52_15,500,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_g19_t10_n500.csv"", ""--algorithm"", ""known_visit_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_rayleigh_style_sens_neg52_15"", ""--seed"", ""0"", ""--out-dir"", ""runs/known_visit_core_500/raw/cbaa/rayleigh_style_sens_neg52_15"", ""--max-trials"", ""500"", ""--comm-model"", ""rayleigh_style"", ""--comm-level"", ""-52.15""]"
known_core,known,cbaa,CBAA,,,rayleigh_style_sens_neg56_04,rayleigh_style,-56.04,scenarios/known_visit_g19_t10_n500.csv,runs/known_visit_core_500/raw/cbaa/rayleigh_style_sens_neg56_04,cbaa_rayleigh_style_sens_neg56_04,500,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_g19_t10_n500.csv"", ""--algorithm"", ""known_visit_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_rayleigh_style_sens_neg56_04"", ""--seed"", ""0"", ""--out-dir"", ""runs/known_visit_core_500/raw/cbaa/rayleigh_style_sens_neg56_04"", ""--max-trials"", ""500"", ""--comm-model"", ""rayleigh_style"", ""--comm-level"", ""-56.04""]"
known_core,known,cbaa,CBAA,,,rayleigh_style_sens_neg59_4,rayleigh_style,-59.4,scenarios/known_visit_g19_t10_n500.csv,runs/known_visit_core_500/raw/cbaa/rayleigh_style_sens_neg59_4,cbaa_rayleigh_style_sens_neg59_4,500,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_g19_t10_n500.csv"", ""--algorithm"", ""known_visit_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_rayleigh_style_sens_neg59_4"", ""--seed"", ""0"", ""--out-dir"", ""runs/known_visit_core_500/raw/cbaa/rayleigh_style_sens_neg59_4"", ""--max-trials"", ""500"", ""--comm-model"", ""rayleigh_style"", ""--comm-level"", ""-59.4""]"
known_core,known,acbba,ACBBA,3,,ideal_1_0,ideal,,scenarios/known_visit_g19_t10_n500.csv,runs/known_visit_core_500/raw/acbba/ideal_1_0,acbba_ideal_1_0,500,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_g19_t10_n500.csv"", ""--algorithm"", ""known_visit_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_ideal_1_0"", ""--seed"", ""0"", ""--out-dir"", ""runs/known_visit_core_500/raw/acbba/ideal_1_0"", ""--max-trials"", ""500"", ""--commitment-horizon"", ""3"", ""--comm-model"", ""ideal""]"
known_core,known,acbba,ACBBA,3,,bernoulli_drop_0_05,bernoulli,0.05,scenarios/known_visit_g19_t10_n500.csv,runs/known_visit_core_500/raw/acbba/bernoulli_drop_0_05,acbba_bernoulli_drop_0_05,500,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_g19_t10_n500.csv"", ""--algorithm"", ""known_visit_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_bernoulli_drop_0_05"", ""--seed"", ""0"", ""--out-dir"", ""runs/known_visit_core_500/raw/acbba/bernoulli_drop_0_05"", ""--max-trials"", ""500"", ""--commitment-horizon"", ""3"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.05""]"
known_core,known,acbba,ACBBA,3,,bernoulli_drop_0_1,bernoulli,0.1,scenarios/known_visit_g19_t10_n500.csv,runs/known_visit_core_500/raw/acbba/bernoulli_drop_0_1,acbba_bernoulli_drop_0_1,500,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_g19_t10_n500.csv"", ""--algorithm"", ""known_visit_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_bernoulli_drop_0_1"", ""--seed"", ""0"", ""--out-dir"", ""runs/known_visit_core_500/raw/acbba/bernoulli_drop_0_1"", ""--max-trials"", ""500"", ""--commitment-horizon"", ""3"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.1""]"
known_core,known,acbba,ACBBA,3,,bernoulli_drop_0_2,bernoulli,0.2,scenarios/known_visit_g19_t10_n500.csv,runs/known_visit_core_500/raw/acbba/bernoulli_drop_0_2,acbba_bernoulli_drop_0_2,500,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_g19_t10_n500.csv"", ""--algorithm"", ""known_visit_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_bernoulli_drop_0_2"", ""--seed"", ""0"", ""--out-dir"", ""runs/known_visit_core_500/raw/acbba/bernoulli_drop_0_2"", ""--max-trials"", ""500"", ""--commitment-horizon"", ""3"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.2""]"
known_core,known,acbba,ACBBA,3,,bernoulli_drop_0_3,bernoulli,0.3,scenarios/known_visit_g19_t10_n500.csv,runs/known_visit_core_500/raw/acbba/bernoulli_drop_0_3,acbba_bernoulli_drop_0_3,500,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_g19_t10_n500.csv"", ""--algorithm"", ""known_visit_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_bernoulli_drop_0_3"", ""--seed"", ""0"", ""--out-dir"", ""runs/known_visit_core_500/raw/acbba/bernoulli_drop_0_3"", ""--max-trials"", ""500"", ""--commitment-horizon"", ""3"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.3""]"
