stage,environment,algorithm_key,algorithm,commitment_horizon,dga_iterations,comm_label,comm_model,comm_level,scenario_file,out_dir,run_id,expected_trials,command
known_core,known,cbaa,CBAA,,,ideal_1_0,ideal,,scenarios/known_visit_g19_t10_n500.csv,runs/known_visit_core_500/raw/cbaa/ideal_1_0,cbaa_ideal_1_0,500,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_g19_t10_n500.csv"", ""--algorithm"", ""known_visit_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_ideal_1_0"", ""--seed"", ""0"", ""--out-dir"", ""runs/known_visit_core_500/raw/cbaa/ideal_1_0"", ""--max-trials"", ""500"", ""--comm-model"", ""ideal""]"
known_core,known,cbaa,CBAA,,,bernoulli_drop_0_05,bernoulli,0.05,scenarios/known_visit_g19_t10_n500.csv,runs/known_visit_core_500/raw/cbaa/bernoulli_drop_0_05,cbaa_bernoulli_drop_0_05,500,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_g19_t10_n500.csv"", ""--algorithm"", ""known_visit_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_bernoulli_drop_0_05"", ""--seed"", ""0"", ""--out-dir"", ""runs/known_visit_core_500/raw/cbaa/bernoulli_drop_0_05"", ""--max-trials"", ""500"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.05""]"
known_core,known,cbaa,CBAA,,,bernoulli_drop_0_1,bernoulli,0.1,scenarios/known_visit_g19_t10_n500.csv,runs/known_visit_core_500/raw/cbaa/bernoulli_drop_0_1,cbaa_bernoulli_drop_0_1,500,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_g19_t10_n500.csv"", ""--algorithm"", ""known_visit_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_bernoulli_drop_0_1"", ""--seed"", ""0"", ""--out-dir"", ""runs/known_visit_core_500/raw/cbaa/bernoulli_drop_0_1"", ""--max-trials"", ""500"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.1""]"
known_core,known,cbaa,CBAA,,,bernoulli_drop_0_2,bernoulli,0.2,scenarios/known_visit_g19_t10_n500.csv,runs/known_visit_core_500/raw/cbaa/bernoulli_drop_0_2,cbaa_bernoulli_drop_0_2,500,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_g19_t10_n500.csv"", ""--algorithm"", ""known_visit_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_bernoulli_drop_0_2"", ""--seed"", ""0"", ""--out-dir"", ""runs/known_visit_core_500/raw/cbaa/bernoulli_drop_0_2"", ""--max-trials"", ""500"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.2""]"
known_core,known,cbaa,CBAA,,,bernoulli_drop_0_3,bernoulli,0.3,scenarios/known_visit_g19_t10_n500.csv,runs/known_visit_core_500/raw/cbaa/bernoulli_drop_0_3,cbaa_bernoulli_drop_0_3,500,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_g19_t10_n500.csv"", ""--algorithm"", ""known_visit_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_bernoulli_drop_0_3"", ""--seed"", ""0"", ""--out-dir"", ""runs/known_visit_core_500/raw/cbaa/bernoulli_drop_0_3"", ""--max-trials"", ""500"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.3""]"
known_core,known,cbaa,CBAA,,,bernoulli_drop_0_4,bernoulli,0.4,scenarios/known_visit_g19_t10_n500.csv,runs/known_visit_core_500/raw/cbaa/bernoulli_drop_0_4,cbaa_bernoulli_drop_0_4,500,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_g19_t10_n500.csv"", ""--algorithm"", ""known_visit_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_bernoulli_drop_0_4"", ""--seed"", ""0"", ""--out-dir"", ""runs/known_visit_core_500/raw/cbaa/bernoulli_drop_0_4"", ""--max-trials"", ""500"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.4""]"
known_core,known,cbaa,CBAA,,,bernoulli_drop_0_5,bernoulli,0.5,scenarios/known_visit_g19_t10_n500.csv,runs/known_visit_core_500/raw/cbaa/bernoulli_drop_0_5,cbaa_bernoulli_drop_0_5,500,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_g19_t10_n500.csv"", ""--algorithm"", ""known_visit_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_bernoulli_drop_0_5"", ""--seed"", ""0"", ""--out-dir"", ""runs/known_visit_core_500/raw/cbaa/bernoulli_drop_0_5"", ""--max-trials"", ""500"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.5""]"
known_core,known,cbaa,CBAA,,,bernoulli_drop_0_6,bernoulli,0.6,scenarios/known_visit_g19_t10_n500.csv,runs/known_visit_core_500/raw/cbaa/bernoulli_drop_0_6,cbaa_bernoulli_drop_0_6,500,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_g19_t10_n500.csv"", ""--algorithm"", ""known_visit_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_bernoulli_drop_0_6"", ""--seed"", ""0"", ""--out-dir"", ""runs/known_visit_core_500/raw/cbaa/bernoulli_drop_0_6"", ""--max-trials"", ""500"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.6""]"
known_core,known,cbaa,CBAA,,,bernoulli_drop_0_7,bernoulli,0.7,scenarios/known_visit_g19_t10_n500.csv,runs/known_visit_core_500/raw/cbaa/bernoulli_drop_0_7,cbaa_bernoulli_drop_0_7,500,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_g19_t10_n500.csv"", ""--algorithm"", ""known_visit_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_bernoulli_drop_0_7"", ""--seed"", ""0"", ""--out-dir"", ""runs/known_visit_core_500/raw/cbaa/bernoulli_drop_0_7"", ""--max-trials"", ""500"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.7""]"
known_core,known,cbaa,CBAA,,,gilbert_elliot_pGG_0_3_pBB_0_7,gilbert_elliot,0.3,scenarios/known_visit_g19_t10_n500.csv,runs/known_visit_core_500/raw/cbaa/gilbert_elliot_pGG_0_3_pBB_0_7,cbaa_gilbert_elliot_pGG_0_3_pBB_0_7,500,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_g19_t10_n500.csv"", ""--algorithm"", ""known_visit_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_gilbert_elliot_pGG_0_3_pBB_0_7"", ""--seed"", ""0"", ""--out-dir"", ""runs/known_visit_core_500/raw/cbaa/gilbert_elliot_pGG_0_3_pBB_0_7"", ""--max-trials"", ""500"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.3""]"
known_core,known,cbaa,CBAA,,,gilbert_elliot_pGG_0_4_pBB_0_6,gilbert_elliot,0.4,scenarios/known_visit_g19_t10_n500.csv,runs/known_visit_core_500/raw/cbaa/gilbert_elliot_pGG_0_4_pBB_0_6,cbaa_gilbert_elliot_pGG_0_4_pBB_0_6,500,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_g19_t10_n500.csv"", ""--algorithm"", ""known_visit_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_gilbert_elliot_pGG_0_4_pBB_0_6"", ""--seed"", ""0"", ""--out-dir"", ""runs/known_visit_core_500/raw/cbaa/gilbert_elliot_pGG_0_4_pBB_0_6"", ""--max-trials"", ""500"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.4""]"
known_core,known,cbaa,CBAA,,,gilbert_elliot_pGG_0_5_pBB_0_5,gilbert_elliot,0.5,scenarios/known_visit_g19_t10_n500.csv,runs/known_visit_core_500/raw/cbaa/gilbert_elliot_pGG_0_5_pBB_0_5,cbaa_gilbert_elliot_pGG_0_5_pBB_0_5,500,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_g19_t10_n500.csv"", ""--algorithm"", ""known_visit_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_gilbert_elliot_pGG_0_5_pBB_0_5"", ""--seed"", ""0"", ""--out-dir"", ""runs/known_visit_core_500/raw/cbaa/gilbert_elliot_pGG_0_5_pBB_0_5"", ""--max-trials"", ""500"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.5""]"
known_core,known,cbaa,CBAA,,,gilbert_elliot_pGG_0_6_pBB_0_4,gilbert_elliot,0.6,scenarios/known_visit_g19_t10_n500.csv,runs/known_visit_core_500/raw/cbaa/gilbert_elliot_pGG_0_6_pBB_0_4,cbaa_gilbert_elliot_pGG_0_6_pBB_0_4,500,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_g19_t10_n500.csv"", ""--algorithm"", ""known_visit_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_gilbert_elliot_pGG_0_6_pBB_0_4"", ""--seed"", ""0"", ""--out-dir"", ""runs/known_visit_core_500/raw/cbaa/gilbert_elliot_pGG_0_6_pBB_0_4"", ""--max-trials"", ""500"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.6""]"
known_core,known,cbaa,CBAA,,,gilbert_elliot_pGG_0_7_pBB_0_3,gilbert_elliot,0.7,scenarios/known_visit_g19_t10_n500.csv,runs/known_visit_core_500/raw/cbaa/gilbert_elliot_pGG_0_7_pBB_0_3,cbaa_gilbert_elliot_pGG_0_7_pBB_0_3,500,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_g19_t10_n500.csv"", ""--algorithm"", ""known_visit_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_gilbert_elliot_pGG_0_7_pBB_0_3"", ""--seed"", ""0"", ""--out-dir"", ""runs/known_visit_core_500/raw/cbaa/gilbert_elliot_pGG_0_7_pBB_0_3"", ""--max-trials"", ""500"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.7""]"
known_core,known,cbaa,CBAA,,,gilbert_elliot_pGG_0_8_pBB_0_2,gilbert_elliot,0.8,scenarios/known_visit_g19_t10_n500.csv,runs/known_visit_core_500/raw/cbaa/gilbert_elliot_pGG_0_8_pBB_0_2,cbaa_gilbert_elliot_pGG_0_8_pBB_0_2,500,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_g19_t10_n500.csv"", ""--algorithm"", ""known_visit_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_gilbert_elliot_pGG_0_8_pBB_0_2"", ""--seed"", ""0"", ""--out-dir"", ""runs/known_visit_core_500/raw/cbaa/gilbert_elliot_pGG_0_8_pBB_0_2"", ""--max-trials"", ""500"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.8""]"
known_core,known,cbaa,CBAA,,,gilbert_elliot_pGG_0_9_pBB_0_1,gilbert_elliot,0.9,scenarios/known_visit_g19_t10_n500.csv,runs/known_visit_core_500/raw/cbaa/gilbert_elliot_pGG_0_9_pBB_0_1,cbaa_gilbert_elliot_pGG_0_9_pBB_0_1,500,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_g19_t10_n500.csv"", ""--algorithm"", ""known_visit_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_gilbert_elliot_pGG_0_9_pBB_0_1"", ""--seed"", ""0"", ""--out-dir"", ""runs/known_visit_core_500/raw/cbaa/gilbert_elliot_pGG_0_9_pBB_0_1"", ""--max-trials"", ""500"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.9""]"
known_core,known,cbaa,CBAA,,,gilbert_elliot_pGG_0_95_pBB_0_05,gilbert_elliot,0.95,scenarios/known_visit_g19_t10_n500.csv,runs/known_visit_core_500/raw/cbaa/gilbert_elliot_pGG_0_95_pBB_0_05,cbaa_gilbert_elliot_pGG_0_95_pBB_0_05,500,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_g19_t10_n500.csv"", ""--algorithm"", ""known_visit_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_gilbert_elliot_pGG_0_95_pBB_0_05"", ""--seed"", ""0"", ""--out-dir"", ""runs/known_visit_core_500/raw/cbaa/gilbert_elliot_pGG_0_95_pBB_0_05"", ""--max-trials"", ""500"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.95""]"
known_core,known,cbaa,CBAA,,,rayleigh_style_sens_neg32_58,rayleigh_style,-32.58,scenarios/known_visit_g19_t10_n500.csv,runs/known_visit_core_500/raw/cbaa/rayleigh_style_sens_neg32_58,cbaa_rayleigh_style_sens_neg32_58,500,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_g19_t10_n500.csv"", ""--algorithm"", ""known_visit_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_rayleigh_style_sens_neg32_58"", ""--seed"", ""0"", ""--out-dir"", ""runs/known_visit_core_500/raw/cbaa/rayleigh_style_sens_neg32_58"", ""--max-trials"", ""500"", ""--comm-model"", ""rayleigh_style"", ""--comm-level"", ""-32.58""]"
