trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_index,target_x,target_y,first_completion_time_s,first_completion_sim_time_s,first_found_by_robot,first_finder_robot_id,total_visits,duplicate_visits,completed,trial_status,stage,environment,algorithm_key,commitment_horizon,dga_iterations,comm_label,out_dir,run_id
0,known_visit,DGA,gilbert_elliot,0.9,19,361,4,10,dga_gilbert_elliot_pGG_0_9_pBB_0_1,scenarios/known_visit_g19_t10_n500.csv,1,18,9,34.64317608418399,34.64317608418399,02,02,1,0,True,completed,known_core,known,dga,3,25,gilbert_elliot_pGG_0_9_pBB_0_1,runs/known_visit_core_500/raw/dga/gilbert_elliot_pGG_0_9_pBB_0_1,dga_gilbert_elliot_pGG_0_9_pBB_0_1
0,known_visit,DGA,gilbert_elliot,0.9,19,361,4,10,dga_gilbert_elliot_pGG_0_9_pBB_0_1,scenarios/known_visit_g19_t10_n500.csv,2,8,12,12.047813704402259,12.047813704402259,02,02,1,0,True,completed,known_core,known,dga,3,25,gilbert_elliot_pGG_0_9_pBB_0_1,runs/known_visit_core_500/raw/dga/gilbert_elliot_pGG_0_9_pBB_0_1,dga_gilbert_elliot_pGG_0_9_pBB_0_1
0,known_visit,DGA,gilbert_elliot,0.9,19,361,4,10,dga_gilbert_elliot_pGG_0_9_pBB_0_1,scenarios/known_visit_g19_t10_n500.csv,3,16,10,29.269991915689637,29.269991915689637,02,02,1,0,True,completed,known_core,known,dga,3,25,gilbert_elliot_pGG_0_9_pBB_0_1,runs/known_visit_core_500/raw/dga/gilbert_elliot_pGG_0_9_pBB_0_1,dga_gilbert_elliot_pGG_0_9_pBB_0_1
0,known_visit,DGA,gilbert_elliot,0.9,19,361,4,10,dga_gilbert_elliot_pGG_0_9_pBB_0_1,scenarios/known_visit_g19_t10_n500.csv,4,4,10,12.504887191762492,12.504887191762492,01,01,2,1,True,completed,known_core,known,dga,3,25,gilbert_elliot_pGG_0_9_pBB_0_1,runs/known_visit_core_500/raw/dga/gilbert_elliot_pGG_0_9_pBB_0_1,dga_gilbert_elliot_pGG_0_9_pBB_0_1
0,known_visit,DGA,gilbert_elliot,0.9,19,361,4,10,dga_gilbert_elliot_pGG_0_9_pBB_0_1,scenarios/known_visit_g19_t10_n500.csv,5,6,1,21.642980834583597,21.642980834583597,00,00,1,0,True,completed,known_core,known,dga,3,25,gilbert_elliot_pGG_0_9_pBB_0_1,runs/known_visit_core_500/raw/dga/gilbert_elliot_pGG_0_9_pBB_0_1,dga_gilbert_elliot_pGG_0_9_pBB_0_1
0,known_visit,DGA,gilbert_elliot,0.9,19,361,4,10,dga_gilbert_elliot_pGG_0_9_pBB_0_1,scenarios/known_visit_g19_t10_n500.csv,6,4,8,9.023841960470845,9.023841960470845,01,01,2,1,True,completed,known_core,known,dga,3,25,gilbert_elliot_pGG_0_9_pBB_0_1,runs/known_visit_core_500/raw/dga/gilbert_elliot_pGG_0_9_pBB_0_1,dga_gilbert_elliot_pGG_0_9_pBB_0_1
0,known_visit,DGA,gilbert_elliot,0.9,19,361,4,10,dga_gilbert_elliot_pGG_0_9_pBB_0_1,scenarios/known_visit_g19_t10_n500.csv,7,17,1,40.63898077091875,40.63898077091875,00,00,1,0,True,completed,known_core,known,dga,3,25,gilbert_elliot_pGG_0_9_pBB_0_1,runs/known_visit_core_500/raw/dga/gilbert_elliot_pGG_0_9_pBB_0_1,dga_gilbert_elliot_pGG_0_9_pBB_0_1
0,known_visit,DGA,gilbert_elliot,0.9,19,361,4,10,dga_gilbert_elliot_pGG_0_9_pBB_0_1,scenarios/known_visit_g19_t10_n500.csv,8,3,4,10.579713855107702,10.579713855107702,00,00,2,1,True,completed,known_core,known,dga,3,25,gilbert_elliot_pGG_0_9_pBB_0_1,runs/known_visit_core_500/raw/dga/gilbert_elliot_pGG_0_9_pBB_0_1,dga_gilbert_elliot_pGG_0_9_pBB_0_1
0,known_visit,DGA,gilbert_elliot,0.9,19,361,4,10,dga_gilbert_elliot_pGG_0_9_pBB_0_1,scenarios/known_visit_g19_t10_n500.csv,9,12,1,32.24079487863181,32.24079487863181,00,00,1,0,True,completed,known_core,known,dga,3,25,gilbert_elliot_pGG_0_9_pBB_0_1,runs/known_visit_core_500/raw/dga/gilbert_elliot_pGG_0_9_pBB_0_1,dga_gilbert_elliot_pGG_0_9_pBB_0_1
0,known_visit,DGA,gilbert_elliot,0.9,19,361,4,10,dga_gilbert_elliot_pGG_0_9_pBB_0_1,scenarios/known_visit_g19_t10_n500.csv,10,11,9,26.661208102129777,26.661208102129777,01,01,1,0,True,completed,known_core,known,dga,3,25,gilbert_elliot_pGG_0_9_pBB_0_1,runs/known_visit_core_500/raw/dga/gilbert_elliot_pGG_0_9_pBB_0_1,dga_gilbert_elliot_pGG_0_9_pBB_0_1
1,known_visit,DGA,gilbert_elliot,0.9,19,361,4,10,dga_gilbert_elliot_pGG_0_9_pBB_0_1,scenarios/known_visit_g19_t10_n500.csv,1,9,9,27.082668904655744,27.082668904655744,01,01,1,0,True,completed,known_core,known,dga,3,25,gilbert_elliot_pGG_0_9_pBB_0_1,runs/known_visit_core_500/raw/dga/gilbert_elliot_pGG_0_9_pBB_0_1,dga_gilbert_elliot_pGG_0_9_pBB_0_1
1,known_visit,DGA,gilbert_elliot,0.9,19,361,4,10,dga_gilbert_elliot_pGG_0_9_pBB_0_1,scenarios/known_visit_g19_t10_n500.csv,2,9,6,21.91101609994433,21.91101609994433,01,01,1,0,True,completed,known_core,known,dga,3,25,gilbert_elliot_pGG_0_9_pBB_0_1,runs/known_visit_core_500/raw/dga/gilbert_elliot_pGG_0_9_pBB_0_1,dga_gilbert_elliot_pGG_0_9_pBB_0_1
1,known_visit,DGA,gilbert_elliot,0.9,19,361,4,10,dga_gilbert_elliot_pGG_0_9_pBB_0_1,scenarios/known_visit_g19_t10_n500.csv,3,3,18,3.446116784871316,3.446116784871316,03,03,1,0,True,completed,known_core,known,dga,3,25,gilbert_elliot_pGG_0_9_pBB_0_1,runs/known_visit_core_500/raw/dga/gilbert_elliot_pGG_0_9_pBB_0_1,dga_gilbert_elliot_pGG_0_9_pBB_0_1
1,known_visit,DGA,gilbert_elliot,0.9,19,361,4,10,dga_gilbert_elliot_pGG_0_9_pBB_0_1,scenarios/known_visit_g19_t10_n500.csv,4,9,5,19.922567687459217,19.922567687459217,01,01,1,0,True,completed,known_core,known,dga,3,25,gilbert_elliot_pGG_0_9_pBB_0_1,runs/known_visit_core_500/raw/dga/gilbert_elliot_pGG_0_9_pBB_0_1,dga_gilbert_elliot_pGG_0_9_pBB_0_1
1,known_visit,DGA,gilbert_elliot,0.9,19,361,4,10,dga_gilbert_elliot_pGG_0_9_pBB_0_1,scenarios/known_visit_g19_t10_n500.csv,5,14,0,26.256063187116073,26.256063187116073,00,00,1,0,True,completed,known_core,known,dga,3,25,gilbert_elliot_pGG_0_9_pBB_0_1,runs/known_visit_core_500/raw/dga/gilbert_elliot_pGG_0_9_pBB_0_1,dga_gilbert_elliot_pGG_0_9_pBB_0_1
1,known_visit,DGA,gilbert_elliot,0.9,19,361,4,10,dga_gilbert_elliot_pGG_0_9_pBB_0_1,scenarios/known_visit_g19_t10_n500.csv,6,8,5,17.947095890876373,17.947095890876373,01,01,1,0,True,completed,known_core,known,dga,3,25,gilbert_elliot_pGG_0_9_pBB_0_1,runs/known_visit_core_500/raw/dga/gilbert_elliot_pGG_0_9_pBB_0_1,dga_gilbert_elliot_pGG_0_9_pBB_0_1
1,known_visit,DGA,gilbert_elliot,0.9,19,361,4,10,dga_gilbert_elliot_pGG_0_9_pBB_0_1,scenarios/known_visit_g19_t10_n500.csv,7,8,9,29.061357128395993,29.061357128395993,01,01,1,0,True,completed,known_core,known,dga,3,25,gilbert_elliot_pGG_0_9_pBB_0_1,runs/known_visit_core_500/raw/dga/gilbert_elliot_pGG_0_9_pBB_0_1,dga_gilbert_elliot_pGG_0_9_pBB_0_1
1,known_visit,DGA,gilbert_elliot,0.9,19,361,4,10,dga_gilbert_elliot_pGG_0_9_pBB_0_1,scenarios/known_visit_g19_t10_n500.csv,8,11,12,27.566399520687618,27.566399520687618,03,03,1,0,True,completed,known_core,known,dga,3,25,gilbert_elliot_pGG_0_9_pBB_0_1,runs/known_visit_core_500/raw/dga/gilbert_elliot_pGG_0_9_pBB_0_1,dga_gilbert_elliot_pGG_0_9_pBB_0_1
1,known_visit,DGA,gilbert_elliot,0.9,19,361,4,10,dga_gilbert_elliot_pGG_0_9_pBB_0_1,scenarios/known_visit_g19_t10_n500.csv,9,11,1,19.141303293475264,19.141303293475264,00,00,1,0,True,completed,known_core,known,dga,3,25,gilbert_elliot_pGG_0_9_pBB_0_1,runs/known_visit_core_500/raw/dga/gilbert_elliot_pGG_0_9_pBB_0_1,dga_gilbert_elliot_pGG_0_9_pBB_0_1
