trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,ACBBA,ideal,1.0,34,1156,6,10,acbba_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,5);(28,1);(11,25);(20,24);(25,8);(3,5);(1,16);(23,30);(33,13);(24,22)",10,True,70.55760424153269,70.55760424153269,00:2;01:2;02:2;03:2;04:1;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(25,8);(28,1);(33,13);(24,21);(16,24);(23,29)",605,0,completed
1,known_visit,ACBBA,ideal,1.0,34,1156,6,10,acbba_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(19,17);(14,6);(17,16);(16,15);(5,33);(11,30);(26,23);(24,33);(27,21);(19,32)",10,True,51.46230477225676,51.46230477225676,00:1;01:2;02:1;03:2;04:2;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(14,6);(19,17);(16,16);(26,23);(19,32);(24,33)",420,0,completed
2,known_visit,ACBBA,ideal,1.0,34,1156,6,10,acbba_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(3,32);(26,0);(14,7);(19,20);(29,15);(24,23);(11,8);(21,32);(22,8);(10,12)",10,True,67.20341726261054,67.20341726261054,00:1;01:3;02:1;03:3;04:0;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(26,0);(22,8);(18,9);(29,15);(3,28);(21,32)",621,0,completed
3,known_visit,ACBBA,ideal,1.0,34,1156,6,10,acbba_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(18,8);(19,29);(2,31);(11,10);(20,22);(32,21);(14,23);(9,2);(6,3);(3,22)",10,True,58.47133581756629,58.47133581756629,00:2;01:0;02:2;03:3;04:1;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(9,2);(6,7);(18,8);(32,21);(15,23);(19,29)",550,0,completed
4,known_visit,ACBBA,ideal,1.0,34,1156,6,10,acbba_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(17,0);(33,1);(26,29);(15,17);(9,10);(17,18);(23,29);(13,30);(6,0);(29,29)",10,True,56.803416718695225,56.803416718695225,00:3;01:1;02:2;03:0;04:3;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(33,1);(9,17);(17,18);(23,22);(29,29);(14,29)",482,0,completed
5,known_visit,ACBBA,ideal,1.0,34,1156,6,10,acbba_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(21,6);(4,2);(16,26);(9,17);(5,0);(19,7);(31,31);(15,20);(30,27);(22,11)",10,True,60.341108683159504,60.341108683159504,00:2;01:3;02:1;03:1;04:3;05:0,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(5,6);(22,11);(15,20);(14,17);(31,31);(19,33)",551,0,completed
6,known_visit,ACBBA,ideal,1.0,34,1156,6,10,acbba_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(21,15);(1,18);(14,25);(6,19);(4,11);(20,18);(16,2);(23,22);(33,20);(23,9)",10,True,94.31793085560356,94.31793085560356,00:2;01:3;02:0;03:2;04:1;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(23,9);(20,18);(16,15);(15,19);(14,23);(33,20)",914,0,completed
7,known_visit,ACBBA,ideal,1.0,34,1156,6,10,acbba_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(11,6);(22,28);(9,12);(33,20);(16,10);(15,3);(24,5);(9,8);(18,10);(4,26)",10,True,72.37037953441146,72.37037953441146,00:2;01:2;02:1;03:2;04:3;05:0,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(24,5);(11,6);(9,11);(18,10);(33,20);(11,33)",690,0,completed
8,known_visit,ACBBA,ideal,1.0,34,1156,6,10,acbba_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(10,22);(29,12);(29,17);(17,15);(11,32);(24,29);(25,3);(5,8);(6,23);(18,30)",10,True,64.42162767113366,64.42162767113366,00:1;01:2;02:3;03:1;04:0;05:3,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(25,3);(6,23);(29,12);(10,22);(12,25);(24,29)",585,0,completed
9,known_visit,ACBBA,ideal,1.0,34,1156,6,10,acbba_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(18,24);(6,0);(2,8);(22,15);(23,3);(22,26);(14,7);(29,27);(31,19);(17,25)",10,True,72.44706644340523,72.44706644340523,00:2;01:2;02:2;03:0;04:3;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(23,4);(14,6);(31,19);(19,20);(29,27);(23,26)",649,0,completed
