trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,trial_status,failure_type,failure_message,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot
0,PI,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,pi_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 0. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,
1,PI,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,pi_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 1. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,
2,PI,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,pi_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(14,14);01:(18,11);02:(12,12);03:(14,13)",00:0;01:0;02:0;03:0,
3,PI,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,pi_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 3. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,
4,PI,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,pi_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 4. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,
5,PI,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,pi_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 5. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,
6,PI,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,pi_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 6. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,
7,PI,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,pi_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(3,3);01:(3,2);02:(18,0);03:(2,2)",00:0;01:0;02:0;03:0,
8,PI,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,pi_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(7,12);01:(18,13);02:(18,15);03:(7,11)",00:0;01:0;02:0;03:0,
9,PI,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,pi_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(4,15);01:(4,16);02:(18,18);03:(18,14)",00:0;01:0;02:0;03:0,
10,PI,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,pi_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 10. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,
11,PI,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,pi_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(0,2);01:(0,3);02:(18,18);03:(15,2)",00:0;01:0;02:0;03:0,
12,PI,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,pi_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(0,3);01:(0,4);02:(17,9);03:(18,18)",00:0;01:0;02:0;03:0,
13,PI,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,pi_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 13. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,
14,PI,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,pi_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 14. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,
15,PI,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,pi_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 15. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,
16,PI,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,pi_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(0,3);01:(0,4);02:(18,18);03:(17,12)",00:0;01:0;02:0;03:0,
17,PI,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,pi_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(2,14);01:(15,13);02:(2,15);03:(18,17)",00:0;01:0;02:0;03:0,
18,PI,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,pi_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(0,3);01:(0,4);02:(18,17);03:(18,16)",00:0;01:0;02:0;03:0,
19,PI,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,pi_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(0,2);01:(0,3);02:(8,12);03:(18,18)",00:0;01:0;02:0;03:0,
20,PI,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,pi_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(4,11);01:(13,11);02:(4,12);03:(18,18)",00:0;01:0;02:0;03:0,
