trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status,failure_type,failure_message,debug_max_events
0,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,486,486,0,361,129,0,0,0,2237,5680,1029,494,1743,980,1257,0,0,0.1968624449971303,6.196675900277008,0.0,2.5864197530864197,0.0,3.481994459833795,collision_intent:494;hipc_clear_bundle:2;hipc_entry:1255;state:486,124,569,0.06994459833795008,completed,,,
1,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,526,526,0,361,169,0,0,0,2414,6148,1091,536,1878,1062,1352,0,0,0.19374889007281124,6.686980609418282,0.0,2.570342205323194,0.0,3.7451523545706373,collision_intent:536;hipc_entry:1352;state:526,133,624,0.07409972299168976,completed,,,
2,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,502,502,0,361,145,0,0,0,2322,6014,950,510,1812,1012,1310,0,0,0.17482517482517482,6.43213296398892,0.0,2.6095617529880477,0.0,3.628808864265928,collision_intent:510;hipc_clear_bundle:1;hipc_entry:1309;state:502,127,606,0.06717451523545703,completed,,,
3,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,521,521,0,361,164,0,0,0,2366,5997,1098,531,1835,1052,1314,0,0,0.19956379498364232,6.554016620498615,0.0,2.5220729366602685,0.0,3.6398891966759,collision_intent:531;hipc_clear_bundle:1;hipc_entry:1313;state:521,132,626,0.04639889196675906,completed,,,
4,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,509,509,0,361,152,0,0,0,2352,5942,1112,516,1836,1025,1327,0,0,0.20196149654921902,6.515235457063712,0.0,2.607072691552063,0.0,3.6759002770083105,collision_intent:516;hipc_entry:1327;state:509,128,611,0.07409972299168976,completed,,,
5,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,541,541,0,361,184,0,0,0,2493,6295,1181,551,1942,1092,1401,0,0,0.20281641765413017,6.905817174515235,0.0,2.589648798521257,0.0,3.880886426592798,collision_intent:551;hipc_entry:1401;state:541,139,665,0.1627423822714682,completed,,,
6,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,635,635,0,361,278,0,0,0,2749,6934,1310,648,2101,1283,1466,0,0,0.20793650793650795,7.6149584487534625,0.0,2.308661417322835,0.0,4.0609418282548475,collision_intent:648;hipc_clear_bundle:2;hipc_entry:1464;state:635,162,747,0.1308864265927978,completed,,,
7,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,472,472,0,361,115,0,0,0,2228,5657,1014,480,1748,952,1276,0,0,0.19373328238440962,6.17174515235457,0.0,2.7033898305084745,0.0,3.5346260387811634,collision_intent:480;hipc_entry:1276;state:472,120,573,0.0602493074792243,completed,,,
8,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,656,656,0,361,299,0,0,0,2806,7115,1301,676,2130,1332,1474,0,0,0.20366311834690043,7.772853185595568,0.0,2.2469512195121952,0.0,4.083102493074792,collision_intent:676;hipc_clear_bundle:1;hipc_entry:1473;state:656,168,745,0.08933518005540164,completed,,,
9,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,584,584,0,361,227,0,0,0,2824,7044,1427,601,2223,1185,1639,0,0,0.21400719856028794,7.822714681440443,0.0,2.8065068493150687,0.0,4.54016620498615,collision_intent:601;hipc_entry:1639;state:584,163,746,0.10734072022160657,completed,,,
