trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,robot_id,steps_total,steps_after_first_clue,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,messages_sent,protected_messages_sent,unprotected_messages_sent,core_messages_sent,allocation_messages_sent,post_clue_messages_sent,messages_sent_by_topic,messages_delivered_to_robot,messages_dropped_to_robot,trial_status,failure_type,failure_message
0,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,00,122,0,97,26,0,0,0,569,123,446,245,324,0,collision_intent:123;hipc_entry:324;state:122,1428,239,completed,,
0,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,01,117,0,74,44,0,0,0,560,121,439,238,322,0,collision_intent:121;hipc_entry:322;state:117,1339,338,completed,,
0,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,02,123,0,104,20,0,0,0,558,125,433,248,310,0,collision_intent:125;hipc_clear_bundle:1;hipc_entry:309;state:123,1509,169,completed,,
0,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,03,124,0,86,39,0,0,0,550,125,425,249,301,0,collision_intent:125;hipc_clear_bundle:1;hipc_entry:300;state:124,1404,283,completed,,
1,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,00,132,0,108,25,0,0,0,624,132,492,264,360,0,collision_intent:132;hipc_entry:360;state:132,1517,273,completed,,
1,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,01,129,0,89,41,0,0,0,591,134,457,263,328,0,collision_intent:134;hipc_entry:328;state:129,1499,323,completed,,
1,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,02,133,0,73,61,0,0,0,599,136,463,269,330,0,collision_intent:136;hipc_entry:330;state:133,1520,294,completed,,
1,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,03,132,0,91,42,0,0,0,600,134,466,266,334,0,collision_intent:134;hipc_entry:334;state:132,1612,201,completed,,
2,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,00,123,0,93,31,0,0,0,567,126,441,249,318,0,collision_intent:126;hipc_entry:318;state:123,1525,230,completed,,
2,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,01,126,0,89,38,0,0,0,588,129,459,255,333,0,collision_intent:129;hipc_clear_bundle:1;hipc_entry:332;state:126,1489,244,completed,,
2,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,02,127,0,74,54,0,0,0,561,128,433,255,306,0,collision_intent:128;hipc_entry:306;state:127,1531,230,completed,,
2,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,03,126,0,105,22,0,0,0,606,127,479,253,353,0,collision_intent:127;hipc_entry:353;state:126,1469,246,completed,,
3,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,00,130,0,96,35,0,0,0,626,133,493,263,363,0,collision_intent:133;hipc_entry:363;state:130,1499,240,completed,,
3,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,01,132,0,100,33,0,0,0,612,133,479,265,347,0,collision_intent:133;hipc_clear_bundle:1;hipc_entry:346;state:132,1489,264,completed,,
3,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,02,131,0,82,50,0,0,0,547,133,414,264,283,0,collision_intent:133;hipc_entry:283;state:131,1529,290,completed,,
3,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,03,128,0,83,46,0,0,0,581,132,449,260,321,0,collision_intent:132;hipc_entry:321;state:128,1480,304,completed,,
4,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,00,128,0,81,48,0,0,0,568,131,437,259,309,0,collision_intent:131;hipc_entry:309;state:128,1547,236,completed,,
4,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,01,127,0,104,24,0,0,0,592,128,464,255,337,0,collision_intent:128;hipc_entry:337;state:127,1447,313,completed,,
4,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,02,128,0,75,54,0,0,0,581,129,452,257,324,0,collision_intent:129;hipc_entry:324;state:128,1450,321,completed,,
4,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,03,126,0,101,26,0,0,0,611,128,483,254,357,0,collision_intent:128;hipc_entry:357;state:126,1498,242,completed,,
5,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,00,134,0,59,76,0,0,0,583,137,446,271,312,0,collision_intent:137;hipc_entry:312;state:134,1559,350,completed,,
5,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,01,139,0,121,19,0,0,0,664,139,525,278,386,0,collision_intent:139;hipc_entry:386;state:139,1601,228,completed,,
5,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,02,137,0,115,23,0,0,0,665,138,527,275,390,0,collision_intent:138;hipc_entry:390;state:137,1542,285,completed,,
5,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,03,131,0,66,66,0,0,0,581,137,444,268,313,0,collision_intent:137;hipc_entry:313;state:131,1593,318,completed,,
6,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,00,159,0,90,70,0,0,0,676,163,513,322,354,0,collision_intent:163;hipc_clear_bundle:1;hipc_entry:353;state:159,1732,340,completed,,
6,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,01,159,0,63,97,0,0,0,642,163,479,322,320,0,collision_intent:163;hipc_entry:320;state:159,1688,419,completed,,
6,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,02,162,0,124,39,0,0,0,747,163,584,325,422,0,collision_intent:163;hipc_entry:422;state:162,1794,207,completed,,
6,HIPC,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,hipc_gilbert_elliott_drop_0_20_rho_0_8,,coverage,03,155,0,84,72,0,0,0,684,159,525,314,370,0,collision_intent:159;hipc_clear_bundle:1;hipc_entry:369;state:155,1720,344,completed,,
