trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
26,known_visit,PI,ideal,1.0,25,625,13,10,pi_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(22,7);(4,6);(1,13);(7,8);(20,21);(13,6);(17,3);(14,1);(14,5);(14,13)",10,True,49.379130149924066,49.379130149924066,00:3;01:0;02:1;03:3;04:0;05:0;06:1;07:2;08:0;09:0;10:0;11:0;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(22,7);(4,2);(9,8);(14,5);(1,8);(1,11);(1,13);(20,21);(1,15);(2,18);(2,20);(2,22);(2,24)",1151,0,completed
27,known_visit,PI,ideal,1.0,25,625,13,10,pi_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(3,4);(2,11);(21,7);(5,3);(3,19);(3,10);(20,8);(7,0);(4,19);(2,15)",10,True,39.71803092159361,39.71803092159361,00:1;01:1;02:1;03:0;04:0;05:3;06:1;07:1;08:0;09:0;10:2;11:0;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(7,0);(5,3);(5,4);(3,6);(3,8);(21,7);(2,11);(2,15);(2,16);(3,18);(4,19);(1,20);(3,24)",946,0,completed
28,known_visit,PI,ideal,1.0,25,625,13,10,pi_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(5,21);(20,18);(20,23);(23,3);(12,14);(20,19);(0,9);(4,4);(5,3);(13,8)",10,True,51.905552893932516,51.905552893932516,00:0;01:2;02:1;03:0;04:1;05:1;06:4;07:0;08:0;09:0;10:0;11:1;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(2,0);(23,3);(5,4);(3,6);(14,8);(0,9);(20,23);(0,12);(0,15);(1,18);(18,20);(18,21);(1,24)",1189,0,completed
29,known_visit,PI,ideal,1.0,25,625,13,10,pi_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(20,20);(2,17);(23,18);(11,20);(1,21);(19,18);(10,19);(16,20);(8,16);(16,0)",10,True,55.60168445059543,55.60168445059543,00:1;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:2;09:3;10:3;11:1;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(16,0);(1,2);(1,4);(11,15);(1,8);(3,10);(2,13);(1,14);(8,16);(20,20);(23,18);(1,21);(1,24)",1309,0,completed
30,known_visit,PI,ideal,1.0,25,625,13,10,pi_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(7,1);(19,11);(2,0);(23,14);(23,17);(19,13);(9,1);(13,4);(8,1);(24,11)",10,True,51.544472943707625,51.544472943707625,00:4;01:0;02:3;03:0;04:0;05:0;06:0;07:1;08:0;09:0;10:2;11:0;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(9,1);(7,2);(24,11);(2,6);(3,8);(1,10);(1,12);(19,13);(1,16);(1,18);(23,14);(1,22);(1,24)",1202,0,completed
31,known_visit,PI,ideal,1.0,25,625,13,10,pi_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(1,1);(13,22);(10,8);(2,17);(3,23);(16,15);(19,20);(12,10);(2,3);(11,9)",10,True,42.01306245550595,42.01306245550595,00:1;01:1;02:2;03:0;04:0;05:1;06:0;07:1;08:2;09:2;10:0;11:0;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(1,1);(2,3);(11,9);(2,6);(1,8);(12,10);(2,12);(2,17);(19,20);(13,22);(3,20);(2,22);(2,24)",970,0,completed
32,known_visit,PI,ideal,1.0,25,625,13,10,pi_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(8,20);(13,4);(19,14);(18,4);(11,24);(15,8);(10,10);(12,5);(2,18);(24,19)",10,True,52.23740871723906,52.23740871723906,00:0;01:2;02:2;03:0;04:0;05:1;06:2;07:0;08:0;09:1;10:2;11:0;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(2,0);(15,8);(18,4);(3,6);(3,8);(10,10);(24,19);(3,14);(4,16);(4,18);(11,24);(1,22);(4,24)",1200,0,completed
33,known_visit,PI,ideal,1.0,25,625,13,10,pi_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(4,3);(4,12);(23,0);(12,7);(3,14);(8,4);(20,8);(9,24);(23,6);(5,20)",10,True,48.56408281051636,48.56408281051636,00:2;01:2;02:0;03:2;04:0;05:0;06:1;07:1;08:0;09:0;10:1;11:0;12:1,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(20,8);(8,4);(2,4);(23,0);(2,8);(2,10);(4,12);(3,14);(1,16);(3,17);(5,20);(2,22);(9,24)",1137,0,completed
34,known_visit,PI,ideal,1.0,25,625,13,10,pi_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(9,4);(12,5);(19,3);(8,0);(14,6);(17,10);(10,8);(20,10);(11,24);(3,3)",10,True,43.08865351341024,43.08865351341024,00:2;01:1;02:0;03:3;04:0;05:0;06:1;07:0;08:2;09:0;10:0;11:0;12:1,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(9,4);(3,3);(3,4);(19,3);(1,8);(2,10);(10,8);(2,14);(20,10);(2,18);(1,20);(2,22);(11,24)",988,0,completed
35,known_visit,PI,ideal,1.0,25,625,13,10,pi_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(8,20);(7,3);(14,16);(17,5);(9,24);(16,11);(14,8);(22,20);(17,7);(6,3)",10,True,50.42364862548556,50.42364862548556,00:0;01:0;02:0;03:2;04:3;05:1;06:2;07:0;08:2;09:0;10:0;11:0;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(3,0);(2,2);(3,4);(7,3);(17,5);(16,11);(22,20);(2,14);(9,24);(2,18);(2,20);(3,22);(5,24)",1162,0,completed
36,known_visit,PI,ideal,1.0,25,625,13,10,pi_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(6,11);(19,8);(15,15);(17,18);(18,8);(23,12);(18,18);(15,12);(15,13);(24,12)",10,True,60.43781033523149,60.43781033523149,00:2;01:1;02:2;03:0;04:0;05:0;06:3;07:0;08:0;09:2;10:0;11:0;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(24,12);(6,11);(19,8);(1,6);(1,8);(1,10);(15,15);(1,14);(2,16);(18,18);(1,20);(1,22);(1,24)",1416,0,completed
37,known_visit,PI,ideal,1.0,25,625,13,10,pi_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(8,4);(13,14);(23,2);(22,11);(13,5);(6,16);(5,11);(18,23);(19,8);(24,5)",10,True,51.802154043632896,51.802154043632896,00:0;01:0;02:3;03:0;04:3;05:1;06:0;07:0;08:0;09:0;10:1;11:1;12:1,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(1,0);(13,3);(22,11);(2,6);(23,2);(5,11);(5,12);(2,14);(2,16);(2,18);(6,16);(13,14);(18,23)",1159,0,completed
38,known_visit,PI,ideal,1.0,25,625,13,10,pi_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(7,18);(5,2);(14,18);(3,13);(21,11);(1,15);(24,10);(3,12);(9,15);(8,20)",10,True,47.92024659757699,47.92024659757699,00:0;01:1;02:0;03:0;04:0;05:0;06:2;07:2;08:1;09:0;10:3;11:0;12:1,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(3,0);(5,2);(2,4);(3,6);(1,9);(3,10);(3,13);(24,10);(1,15);(1,17);(14,18);(2,22);(8,20)",1136,0,completed
39,known_visit,PI,ideal,1.0,25,625,13,10,pi_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(23,8);(8,1);(3,22);(17,10);(19,19);(3,16);(10,17);(24,11);(13,18);(12,16)",10,True,59.22082955675063,59.22082955675063,00:3;01:0;02:1;03:1;04:0;05:0;06:0;07:0;08:0;09:4;10:0;11:1;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(24,11);(8,2);(3,16);(17,11);(1,8);(1,10);(1,12);(2,14);(1,16);(19,19);(1,20);(3,22);(1,24)",1387,0,completed
