trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,ACBBA,ideal,1.0,19,361,8,10,acbba_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(2,13);(13,1);(5,17);(8,3);(1,6);(12,13);(15,15);(10,3);(14,4);(17,0)",10,True,32.72432877773706,32.72432877773706,00:1;01:2;02:2;03:1;04:0;05:3;06:0;07:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(17,0);(10,3);(13,1);(1,4);(3,10);(15,15);(6,16);(5,17)",417,0,completed
1,known_visit,ACBBA,ideal,1.0,19,361,8,10,acbba_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(11,9);(17,15);(15,3);(11,10);(11,14);(7,15);(0,17);(7,1);(5,0);(14,3)",10,True,34.874833715967895,34.874833715967895,00:2;01:2;02:1;03:0;04:2;05:2;06:0;07:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(7,1);(15,3);(7,15);(6,8);(11,9);(17,15);(6,16);(2,17)",439,0,completed
2,known_visit,ACBBA,ideal,1.0,19,361,8,10,acbba_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(12,16);(18,6);(17,7);(6,13);(2,15);(12,0);(15,2);(4,14);(9,11);(5,3)",10,True,32.71668158498455,32.71668158498455,00:1;01:2;02:0;03:2;04:1;05:1;06:2;07:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(12,0);(15,2);(10,5);(18,6);(10,11);(7,13);(6,14);(12,16)",405,0,completed
3,known_visit,ACBBA,ideal,1.0,19,361,8,10,acbba_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(1,13);(13,13);(12,3);(17,18);(16,3);(14,6);(7,15);(10,1);(13,15);(10,10)",10,True,48.23677578648619,48.23677578648619,00:1;01:1;02:2;03:1;04:0;05:2;06:2;07:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(10,1);(14,6);(16,3);(11,10);(4,10);(14,13);(17,18);(9,15)",629,0,completed
4,known_visit,ACBBA,ideal,1.0,19,361,8,10,acbba_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(8,9);(4,2);(12,9);(14,3);(2,12);(12,1);(5,17);(6,1);(2,15);(8,16)",10,True,34.603423871202445,34.603423871202445,00:1;01:3;02:2;03:0;04:0;05:1;06:2;07:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(6,1);(14,3);(12,9);(7,8);(6,10);(3,12);(8,16);(5,17)",464,0,completed
5,known_visit,ACBBA,ideal,1.0,19,361,8,10,acbba_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(11,3);(11,15);(17,18);(6,10);(11,6);(14,0);(14,2);(2,17);(3,13);(10,13)",10,True,32.509379772939496,32.509379772939496,00:2;01:2;02:0;03:2;04:1;05:1;06:0;07:2,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(14,2);(11,6);(9,12);(11,15);(8,10);(6,13);(5,16);(17,18)",385,0,completed
6,known_visit,ACBBA,ideal,1.0,19,361,8,10,acbba_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(2,3);(9,7);(10,17);(18,9);(11,7);(17,18);(12,8);(4,16);(16,1);(13,15)",10,True,32.679994377185025,32.679994377185025,00:1;01:3;02:0;03:2;04:0;05:2;06:2;07:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(16,1);(11,7);(9,5);(18,9);(8,10);(10,17);(17,18);(7,18)",380,0,completed
7,known_visit,ACBBA,ideal,1.0,19,361,8,10,acbba_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(4,0);(9,6);(12,13);(13,18);(0,1);(2,12);(14,3);(4,2);(9,13);(8,16)",10,True,55.97434194370869,55.97434194370869,00:2;01:2;02:2;03:1;04:0;05:1;06:2;07:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(5,0);(12,13);(14,3);(10,13);(4,11);(5,12);(13,18);(6,18)",775,0,completed
8,known_visit,ACBBA,ideal,1.0,19,361,8,10,acbba_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(6,14);(17,0);(15,18);(5,4);(6,9);(8,0);(5,7);(2,4);(10,8);(7,0)",10,True,29.422137304024677,29.422137304024677,00:3;01:1;02:1;03:2;04:1;05:0;06:1;07:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(17,0);(4,2);(5,3);(10,8);(6,8);(5,13);(15,18);(6,14)",366,0,completed
9,known_visit,ACBBA,ideal,1.0,19,361,8,10,acbba_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,15);(12,3);(3,11);(13,3);(17,3);(3,0);(11,15);(7,4);(12,0);(15,11)",10,True,38.4768785742939,38.4768785742939,00:2;01:1;02:3;03:0;04:3;05:0;06:1;07:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(12,0);(12,3);(17,3);(6,9);(15,15);(11,14);(15,11);(3,16)",479,0,completed
10,known_visit,ACBBA,ideal,1.0,19,361,8,10,acbba_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(1,14);(12,11);(1,18);(18,7);(10,9);(5,13);(7,14);(16,1);(7,16);(17,2)",10,True,36.45233038274655,36.45233038274655,00:2;01:0;02:1;03:2;04:0;05:2;06:0;07:3,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(17,2);(13,3);(18,7);(14,11);(12,12);(8,13);(6,15);(7,14)",447,0,completed
11,known_visit,ACBBA,ideal,1.0,19,361,8,10,acbba_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(18,12);(18,5);(15,11);(9,10);(6,13);(6,5);(12,4);(7,9);(15,4);(9,17)",10,True,33.384703236911484,33.384703236911484,00:0;01:0;02:4;03:1;04:3;05:1;06:1;07:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(12,0);(7,3);(18,5);(7,9);(18,12);(8,13);(9,17);(6,18)",416,0,completed
12,known_visit,ACBBA,ideal,1.0,19,361,8,10,acbba_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(5,17);(17,17);(17,1);(12,7);(14,2);(13,7);(13,15);(9,0);(14,11);(6,12)",10,True,37.45148143537536,37.45148143537536,00:2;01:1;02:1;03:0;04:1;05:2;06:2;07:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(17,1);(14,2);(12,7);(13,11);(14,12);(13,7);(17,17);(10,15)",425,0,completed
13,known_visit,ACBBA,ideal,1.0,19,361,8,10,acbba_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,8);(13,1);(7,12);(7,16);(2,13);(11,9);(5,14);(1,10);(11,2);(1,12)",10,True,38.414507896169475,38.414507896169475,00:2;01:0;02:2;03:0;04:3;05:2;06:0;07:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(13,1);(8,4);(15,8);(10,9);(7,12);(7,14);(8,15);(7,16)",501,0,completed
14,known_visit,ACBBA,ideal,1.0,19,361,8,10,acbba_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(13,9);(11,15);(4,1);(14,14);(18,7);(9,0);(15,17);(12,12);(5,15);(4,10)",10,True,45.71713358365141,45.71713358365141,00:2;01:1;02:0;03:2;04:1;05:0;06:3;07:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(9,0);(12,12);(5,5);(18,7);(12,10);(5,13);(14,14);(15,17)",597,0,completed
15,known_visit,ACBBA,ideal,1.0,19,361,8,10,acbba_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(7,5);(5,4);(8,4);(18,17);(2,16);(5,8);(7,14);(2,3);(15,0);(15,8)",10,True,37.67161517668941,37.67161517668941,00:1;01:2;02:2;03:2;04:0;05:1;06:1;07:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(15,0);(7,4);(9,4);(15,8);(10,10);(8,14);(18,17);(5,15)",475,0,completed
16,known_visit,ACBBA,ideal,1.0,19,361,8,10,acbba_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(9,7);(1,5);(15,1);(0,17);(9,0);(10,11);(5,16);(1,9);(1,14);(18,18)",10,True,33.30254522055018,33.30254522055018,00:2;01:0;02:2;03:2;04:0;05:2;06:0;07:2,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(15,1);(6,11);(9,8);(10,11);(9,10);(5,16);(4,16);(18,18)",417,0,completed
17,known_visit,ACBBA,ideal,1.0,19,361,8,10,acbba_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(3,4);(5,2);(4,8);(6,0);(14,5);(17,18);(8,8);(13,1);(3,15);(10,3)",10,True,56.29720258114962,56.29720258114962,00:2;01:1;02:2;03:1;04:1;05:0;06:2;07:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(13,1);(7,1);(10,3);(7,8);(8,5);(7,9);(14,5);(17,18)",767,0,completed
18,known_visit,ACBBA,ideal,1.0,19,361,8,10,acbba_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(1,16);(18,10);(12,4);(15,17);(7,15);(4,14);(4,18);(15,8);(8,18);(15,3)",10,True,37.05388346654153,37.05388346654153,00:1;01:2;02:0;03:2;04:0;05:2;06:0;07:3,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(1,16);(15,3);(3,7);(18,10);(8,10);(7,15);(5,15);(15,17)",460,0,completed
19,known_visit,ACBBA,ideal,1.0,19,361,8,10,acbba_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,5);(11,12);(17,13);(12,2);(2,8);(18,9);(5,0);(10,9);(2,15);(14,4)",10,True,39.02371267105271,39.02371267105271,00:1;01:1;02:2;03:2;04:1;05:2;06:1;07:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(12,1);(12,2);(15,5);(12,9);(11,12);(18,9);(4,15);(4,18)",496,0,completed
20,known_visit,ACBBA,ideal,1.0,19,361,8,10,acbba_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(3,9);(17,15);(11,16);(16,5);(18,18);(18,1);(8,5);(10,0);(5,5);(11,15)",10,True,45.801564338459166,45.801564338459166,00:1;01:0;02:2;03:0;04:3;05:2;06:0;07:2,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(10,0);(10,3);(8,5);(12,9);(18,1);(11,16);(9,15);(17,15)",589,0,completed
21,known_visit,ACBBA,ideal,1.0,19,361,8,10,acbba_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(3,15);(4,17);(6,8);(12,16);(18,6);(2,3);(1,1);(16,0);(13,1);(9,3)",10,True,34.71183848742287,34.71183848742287,00:3;01:3;02:0;03:1;04:0;05:1;06:1;07:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(16,0);(18,6);(7,5);(7,8);(5,10);(13,16);(5,15);(5,17)",443,0,completed
22,known_visit,ACBBA,ideal,1.0,19,361,8,10,acbba_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,0);(13,10);(4,16);(2,18);(0,17);(12,0);(13,1);(12,18);(9,14);(15,10)",10,True,33.07588868368108,33.07588868368108,00:2;01:1;02:0;03:2;04:1;05:1;06:2;07:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(15,0);(13,1);(4,6);(15,10);(2,18);(9,14);(12,18);(9,17)",401,0,completed
23,known_visit,ACBBA,ideal,1.0,19,361,8,10,acbba_g19_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(9,18);(10,16);(10,3);(2,14);(14,16);(12,2);(13,8);(2,0);(16,6);(9,0)",10,True,29.27418224356794,29.27418224356794,00:3;01:1;02:0;03:2;04:0;05:1;06:2;07:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18)","(12,2);(10,3);(2,5);(16,6);(2,10);(2,14);(14,16);(9,18)",375,0,completed
