trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,robot_id,steps_total,targets_found,task_cell_revisits,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,stall_recoveries,messages_sent,core_messages_sent,allocation_messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,sensitivity_suite,sensitivity_parameter,sensitivity_value,sensitivity_label,num_targets,num_robots
0,known_visit,PI,ideal,1.0,19,361,4,10,pi_h5_ideal,known_visit_10target_300.csv,00,3,1,0,4,0,0,0,0,0,22,8,14,145,0,known_visit_horizon,commitment_horizon,5,h5,10,4
0,known_visit,PI,ideal,1.0,19,361,4,10,pi_h5_ideal,known_visit_10target_300.csv,01,36,7,0,37,0,0,0,0,0,105,73,32,63,0,known_visit_horizon,commitment_horizon,5,h5,10,4
0,known_visit,PI,ideal,1.0,19,361,4,10,pi_h5_ideal,known_visit_10target_300.csv,02,7,2,0,8,0,1,0,0,0,31,16,15,136,0,known_visit_horizon,commitment_horizon,5,h5,10,4
0,known_visit,PI,ideal,1.0,19,361,4,10,pi_h5_ideal,known_visit_10target_300.csv,03,1,0,0,2,0,0,0,0,0,10,4,6,157,0,known_visit_horizon,commitment_horizon,5,h5,10,4
1,known_visit,PI,ideal,1.0,19,361,4,10,pi_h5_ideal,known_visit_10target_300.csv,00,18,2,0,19,0,0,0,0,0,51,38,13,152,0,known_visit_horizon,commitment_horizon,5,h5,10,4
1,known_visit,PI,ideal,1.0,19,361,4,10,pi_h5_ideal,known_visit_10target_300.csv,01,20,3,0,21,0,0,0,0,0,63,42,21,140,0,known_visit_horizon,commitment_horizon,5,h5,10,4
1,known_visit,PI,ideal,1.0,19,361,4,10,pi_h5_ideal,known_visit_10target_300.csv,02,31,5,0,32,0,0,0,0,0,81,63,18,123,0,known_visit_horizon,commitment_horizon,5,h5,10,4
1,known_visit,PI,ideal,1.0,19,361,4,10,pi_h5_ideal,known_visit_10target_300.csv,03,1,0,0,2,0,0,0,0,0,9,4,5,194,0,known_visit_horizon,commitment_horizon,5,h5,10,4
2,known_visit,PI,ideal,1.0,19,361,4,10,pi_h5_ideal,known_visit_10target_300.csv,00,4,2,0,5,0,0,0,0,0,20,10,10,177,0,known_visit_horizon,commitment_horizon,5,h5,10,4
2,known_visit,PI,ideal,1.0,19,361,4,10,pi_h5_ideal,known_visit_10target_300.csv,01,26,5,0,27,0,0,0,0,0,74,53,21,123,0,known_visit_horizon,commitment_horizon,5,h5,10,4
2,known_visit,PI,ideal,1.0,19,361,4,10,pi_h5_ideal,known_visit_10target_300.csv,02,26,2,0,27,0,1,0,0,0,68,54,14,130,0,known_visit_horizon,commitment_horizon,5,h5,10,4
2,known_visit,PI,ideal,1.0,19,361,4,10,pi_h5_ideal,known_visit_10target_300.csv,03,7,1,0,8,0,1,0,0,0,36,16,20,161,0,known_visit_horizon,commitment_horizon,5,h5,10,4
3,known_visit,PI,ideal,1.0,19,361,4,10,pi_h5_ideal,known_visit_10target_300.csv,00,0,0,0,1,0,0,0,0,0,2,1,1,145,0,known_visit_horizon,commitment_horizon,5,h5,10,4
3,known_visit,PI,ideal,1.0,19,361,4,10,pi_h5_ideal,known_visit_10target_300.csv,01,17,3,0,18,0,0,0,0,0,49,36,13,98,0,known_visit_horizon,commitment_horizon,5,h5,10,4
3,known_visit,PI,ideal,1.0,19,361,4,10,pi_h5_ideal,known_visit_10target_300.csv,02,3,2,0,4,0,1,0,0,0,16,8,8,131,0,known_visit_horizon,commitment_horizon,5,h5,10,4
3,known_visit,PI,ideal,1.0,19,361,4,10,pi_h5_ideal,known_visit_10target_300.csv,03,28,5,0,29,0,0,0,0,0,81,57,24,67,0,known_visit_horizon,commitment_horizon,5,h5,10,4
4,known_visit,PI,ideal,1.0,19,361,4,10,pi_h5_ideal,known_visit_10target_300.csv,00,47,8,0,48,0,0,0,0,0,125,95,30,55,0,known_visit_horizon,commitment_horizon,5,h5,10,4
4,known_visit,PI,ideal,1.0,19,361,4,10,pi_h5_ideal,known_visit_10target_300.csv,01,1,0,0,2,0,0,0,0,0,11,4,7,168,0,known_visit_horizon,commitment_horizon,5,h5,10,4
4,known_visit,PI,ideal,1.0,19,361,4,10,pi_h5_ideal,known_visit_10target_300.csv,02,12,2,0,13,0,0,0,0,0,42,26,16,137,0,known_visit_horizon,commitment_horizon,5,h5,10,4
4,known_visit,PI,ideal,1.0,19,361,4,10,pi_h5_ideal,known_visit_10target_300.csv,03,0,0,0,1,0,0,0,0,0,2,1,1,177,0,known_visit_horizon,commitment_horizon,5,h5,10,4
5,known_visit,PI,ideal,1.0,19,361,4,10,pi_h5_ideal,known_visit_10target_300.csv,00,10,1,1,10,1,0,0,0,0,36,22,14,159,0,known_visit_horizon,commitment_horizon,5,h5,10,4
