trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,blocked_task_quarantines_total,blocked_task_quarantine_time_s_total,maximum_quarantine_level,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,allocator_calls_total,allocator_time_ms_team_total,allocator_time_ms_team_max,allocator_solve_time_ms_team_total,allocator_solve_time_ms_team_max,candidate_filter_calls_total,candidate_filter_time_ms_team_total,candidate_filter_time_ms_team_max,trial_status
0,known_visit,HIPC,bernoulli,drop_0.25,14,196,2,10,hipc_g14_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,38.92225636664966,38.92225636664966,0,0,0,35,23,37,0,1,0,0,0,0.0,0,116,0,93,74,18,36,57,73,20,0.32142857142857145,9.3,2.0,collision_intent:36;hipc_clear_bundle:1;hipc_entry:19;state:37,0.10000000000000009,0.14864864864864868,49,14.4587,0.694,8.8606,0.5385,49,5.5981,0.2105,completed
1,known_visit,HIPC,bernoulli,drop_0.25,14,196,2,10,hipc_g14_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,38.594267360749356,38.594267360749356,0,0,0,42,22,44,0,0,0,0,0,0.0,0,103,0,110,91,18,43,67,87,23,0.2727272727272727,11.0,2.3,collision_intent:43;hipc_clear_bundle:1;hipc_entry:22;state:44,0.19999999999999996,0.022727272727272707,22,8.666,0.7928,5.9607,0.6373,22,2.7053,0.1896,completed
2,known_visit,HIPC,bernoulli,drop_0.25,14,196,2,10,hipc_g14_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,56.580747915280654,56.580747915280654,3,3,3,54,33,49,7,0,0,0,0,0.0,0,161,0,136,119,17,55,81,111,25,0.20987654320987653,13.6,2.5,collision_intent:55;hipc_clear_bundle:1;hipc_entry:24;state:56,0.19999999999999996,0.19387755102040827,55,20.0654,5.7621,13.8303,5.6472,55,6.2351,0.2605,completed
3,known_visit,HIPC,bernoulli,drop_0.25,14,196,2,10,hipc_g14_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,48.30798957695077,48.30798957695077,1,1,1,52,28,53,1,3,0,0,0,0.0,0,130,0,135,117,17,54,81,108,27,0.2125,13.5,2.7,collision_intent:54;hipc_clear_bundle:2;hipc_entry:25;state:54,0.30000000000000004,0.04716981132075482,31,11.0473,0.9355,7.2832,0.7674,31,3.7641,0.1773,completed
4,known_visit,HIPC,bernoulli,drop_0.25,14,196,2,10,hipc_g14_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,35.80691670216092,35.80691670216092,0,0,0,41,21,43,0,0,0,0,0,0.0,0,94,0,103,83,19,41,62,84,19,0.3114754098360656,10.3,1.9,collision_intent:41;hipc_entry:19;state:43,0.0,0.011627906976744207,16,7.3276,0.6689,5.1414,0.5157,16,2.1862,0.178,completed
5,known_visit,HIPC,bernoulli,drop_0.25,14,196,2,10,hipc_g14_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,40.86824953395402,40.86824953395402,0,0,0,47,24,49,0,0,0,0,0,0.0,0,106,0,114,98,15,47,67,96,18,0.22727272727272727,11.4,1.8,collision_intent:47;hipc_entry:18;state:49,0.10000000000000009,0.010204081632652962,17,7.7629,0.7238,5.4514,0.5689,17,2.3115,0.1764,completed
6,known_visit,HIPC,bernoulli,drop_0.25,14,196,2,10,hipc_g14_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,28.706578390531647,28.706578390531647,0,0,0,31,17,33,0,0,0,0,0,0.0,0,78,0,85,75,9,32,53,65,20,0.17307692307692307,8.5,2.0,collision_intent:32;hipc_clear_bundle:1;hipc_entry:19;state:33,0.0,0.045454545454545414,23,8.1992,0.699,5.3405,0.5217,23,2.8587,0.1862,completed
7,known_visit,HIPC,bernoulli,drop_0.25,14,196,2,10,hipc_g14_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,40.24214100582178,40.24214100582178,0,0,0,47,24,49,0,0,0,0,0,0.0,0,105,0,119,103,15,47,72,96,23,0.2112676056338028,11.9,2.3,collision_intent:47;hipc_entry:23;state:49,0.10000000000000009,0.010204081632652962,17,8.5829,0.8577,6.2639,0.6701,17,2.319,0.1876,completed
8,known_visit,HIPC,bernoulli,drop_0.25,14,196,2,10,hipc_g14_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,43.80276713084346,43.80276713084346,0,0,0,51,26,53,0,0,0,0,0,0.0,0,115,0,127,107,19,51,76,104,23,0.25333333333333335,12.7,2.3,collision_intent:51;hipc_entry:23;state:53,0.0,0.009433962264151052,17,5.4011,0.4468,3.7962,0.3397,17,1.6049,0.1374,completed
9,known_visit,HIPC,bernoulli,drop_0.25,14,196,2,10,hipc_g14_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,42.07093189423907,42.07093189423907,2,2,2,50,25,47,5,0,0,0,0,0.0,0,109,0,126,101,24,50,76,102,24,0.32,12.6,2.4,collision_intent:50;hipc_entry:24;state:52,0.10000000000000009,0.05319148936170204,18,6.0214,0.5175,4.1871,0.3987,18,1.8343,0.1532,completed
10,known_visit,HIPC,bernoulli,drop_0.25,14,196,2,10,hipc_g14_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,39.55565884543466,39.55565884543466,0,0,0,46,23,48,0,0,0,0,0,0.0,0,103,0,116,96,19,46,70,94,22,0.2753623188405797,11.6,2.2,collision_intent:46;hipc_entry:22;state:48,0.10000000000000009,0.0,16,8.6159,1.0653,6.429,0.9094,16,2.1869,0.1744,completed
11,known_visit,HIPC,bernoulli,drop_0.25,14,196,2,10,hipc_g14_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,43.02645575834033,43.02645575834033,0,0,0,43,25,45,0,0,0,0,0,0.0,0,119,0,112,96,16,44,68,89,23,0.23529411764705882,11.2,2.3,collision_intent:44;hipc_clear_bundle:1;hipc_entry:22;state:45,0.19999999999999996,0.07777777777777772,40,12.4174,0.676,7.8893,0.5228,40,4.5281,0.1859,completed
