trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,blocked_task_quarantines_total,blocked_task_quarantine_time_s_total,maximum_quarantine_level,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,allocator_calls_total,allocator_time_ms_team_total,allocator_time_ms_team_max,allocator_solve_time_ms_team_total,allocator_solve_time_ms_team_max,candidate_filter_calls_total,candidate_filter_time_ms_team_total,candidate_filter_time_ms_team_max,trial_status
0,known_visit,HIPC,ideal,1.0,14,196,2,10,hipc_g14_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,39.024897403192085,39.024897403192085,0,0,0,35,23,37,0,2,0,0,0,0.0,0,115,0,97,96,0,36,61,73,24,0.0,9.7,2.4,collision_intent:36;hipc_clear_bundle:1;hipc_entry:23;state:37,0.10000000000000009,0.14864864864864868,51,10.1602,0.4885,6.1897,0.3799,51,3.9705,0.158,completed
1,known_visit,HIPC,ideal,1.0,14,196,2,10,hipc_g14_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,39.20276484518005,39.20276484518005,0,0,0,42,22,44,0,0,0,0,0,0.0,0,106,0,109,108,0,44,65,88,21,0.0,10.9,2.1,collision_intent:44;hipc_clear_bundle:1;hipc_entry:20;state:44,0.19999999999999996,0.022727272727272707,25,8.9968,0.7108,5.9937,0.537,25,3.0031,0.18,completed
2,known_visit,HIPC,ideal,1.0,14,196,2,10,hipc_g14_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,45.61753406778354,45.61753406778354,0,0,0,50,26,51,1,0,2,2,0,0.0,0,123,0,130,129,0,54,76,106,24,0.0,13.0,2.4,collision_intent:54;hipc_clear_bundle:1;hipc_entry:23;state:52,0.10000000000000009,0.009803921568627416,22,8.8954,0.7494,6.1305,0.5409,22,2.7649,0.2085,completed
3,known_visit,HIPC,ideal,1.0,14,196,2,10,hipc_g14_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,48.62094112246016,48.62094112246016,0,0,0,47,28,49,0,2,0,0,0,0.0,0,137,0,122,121,0,48,74,97,25,0.0,12.2,2.5,collision_intent:48;hipc_clear_bundle:1;hipc_entry:24;state:49,0.30000000000000004,0.09183673469387754,48,13.5265,0.7021,8.2634,0.5545,48,5.2631,0.1651,completed
4,known_visit,HIPC,ideal,1.0,14,196,2,10,hipc_g14_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,35.577234474714885,35.577234474714885,0,0,0,39,21,41,0,0,0,0,0,0.0,0,95,0,100,99,0,40,60,81,19,0.0,10.0,1.9,collision_intent:40;hipc_clear_bundle:1;hipc_entry:18;state:41,0.0,0.03658536585365857,22,7.7341,0.6516,5.099,0.5018,22,2.6351,0.1815,completed
5,known_visit,HIPC,ideal,1.0,14,196,2,10,hipc_g14_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,40.85010384267894,40.85010384267894,0,0,0,47,24,49,0,0,0,0,0,0.0,0,106,0,114,113,0,47,67,96,18,0.0,11.4,1.8,collision_intent:47;hipc_entry:18;state:49,0.10000000000000009,0.010204081632652962,18,8.4894,0.8815,5.9879,0.5866,18,2.5015,0.2949,completed
6,known_visit,HIPC,ideal,1.0,14,196,2,10,hipc_g14_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,28.37432853322026,28.37432853322026,0,0,0,31,17,33,0,0,0,0,0,0.0,0,76,0,84,83,0,32,52,65,19,0.0,8.4,1.9,collision_intent:32;hipc_clear_bundle:1;hipc_entry:18;state:33,0.0,0.045454545454545414,24,9.6273,0.7419,6.5702,0.5583,24,3.0571,0.1855,completed
7,known_visit,HIPC,ideal,1.0,14,196,2,10,hipc_g14_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,41.654283070808184,41.654283070808184,0,0,0,45,25,47,0,1,0,0,0,0.0,0,112,0,116,115,0,46,70,93,23,0.0,11.6,2.3,collision_intent:46;hipc_clear_bundle:1;hipc_entry:22;state:47,0.10000000000000009,0.05319148936170204,30,11.2029,0.8554,7.5955,0.7006,30,3.6074,0.1816,completed
8,known_visit,HIPC,ideal,1.0,14,196,2,10,hipc_g14_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,43.79610150565922,43.79610150565922,0,0,0,48,26,50,0,0,0,0,0,0.0,0,115,0,120,119,0,49,71,99,21,0.0,12.0,2.1,collision_intent:49;hipc_clear_bundle:1;hipc_entry:20;state:50,0.0,0.040000000000000036,26,9.226,0.7411,6.1458,0.5568,26,3.0802,0.1843,completed
9,known_visit,HIPC,ideal,1.0,14,196,2,10,hipc_g14_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,42.48228193807161,42.48228193807161,0,0,0,42,25,44,0,0,0,0,0,0.0,0,120,0,109,108,0,44,65,88,21,0.0,10.9,2.1,collision_intent:44;hipc_clear_bundle:1;hipc_entry:20;state:44,0.10000000000000009,0.09090909090909083,41,9.5628,0.8201,6.1198,0.642,41,3.443,0.1781,completed
10,known_visit,HIPC,ideal,1.0,14,196,2,10,hipc_g14_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,39.83476063834287,39.83476063834287,0,0,0,46,23,48,0,0,0,0,0,0.0,0,104,0,114,113,0,46,68,94,20,0.0,11.4,2.0,collision_intent:46;hipc_entry:20;state:48,0.10000000000000009,0.0,18,8.541,0.7432,6.1062,0.5598,18,2.4348,0.1834,completed
11,known_visit,HIPC,ideal,1.0,14,196,2,10,hipc_g14_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,42.875041823384414,42.875041823384414,0,0,0,43,25,45,0,0,0,0,0,0.0,0,119,0,112,111,0,44,68,89,23,0.0,11.2,2.3,collision_intent:44;hipc_clear_bundle:1;hipc_entry:22;state:45,0.19999999999999996,0.07777777777777772,41,13.6115,0.9915,8.7771,0.7996,41,4.8344,0.1919,completed
12,known_visit,HIPC,ideal,1.0,14,196,2,10,hipc_g14_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,52.3316791481663,52.3316791481663,0,0,0,51,31,53,0,4,0,0,0,0.0,0,147,0,136,135,0,52,84,105,31,0.0,13.6,3.1,collision_intent:52;hipc_clear_bundle:1;hipc_entry:30;state:53,0.19999999999999996,0.10377358490566047,53,13.4959,0.6764,8.5432,0.5223,53,4.9527,0.2366,completed
13,known_visit,HIPC,ideal,1.0,14,196,2,10,hipc_g14_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,51.22197260891661,51.22197260891661,0,0,0,47,30,49,0,0,0,0,0,0.0,0,147,0,118,117,0,48,70,97,21,0.0,11.8,2.1,collision_intent:48;hipc_clear_bundle:1;hipc_entry:20;state:49,0.10000000000000009,0.13265306122448983,58,11.0313,0.7185,6.4729,0.566,58,4.5584,0.3002,completed
14,known_visit,HIPC,ideal,1.0,14,196,2,10,hipc_g14_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,41.995514368319945,41.995514368319945,1,1,1,46,24,46,2,1,1,1,0,0.0,0,114,0,123,122,0,48,75,96,27,0.0,12.3,2.7,collision_intent:48;hipc_clear_bundle:1;hipc_entry:26;state:48,0.10000000000000009,0.04347826086956519,25,7.2391,0.5743,5.0293,0.4424,25,2.2098,0.1319,completed
15,known_visit,HIPC,ideal,1.0,14,196,2,10,hipc_g14_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,38.15456786070377,38.15456786070377,0,0,0,42,22,44,0,0,0,0,0,0.0,0,105,0,106,105,0,43,63,87,19,0.0,10.6,1.9,collision_intent:43;hipc_clear_bundle:1;hipc_entry:18;state:44,0.0,0.022727272727272707,21,5.513,0.5037,3.7537,0.3732,21,1.7593,0.1305,completed
16,known_visit,HIPC,ideal,1.0,14,196,2,10,hipc_g14_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,45.9182516836915,45.9182516836915,0,0,0,47,27,49,0,0,0,0,0,0.0,0,126,0,116,115,0,48,68,97,19,0.0,11.6,1.9,collision_intent:48;hipc_clear_bundle:1;hipc_entry:18;state:49,0.0,0.0714285714285714,37,7.7601,0.5064,4.8739,0.3781,37,2.8862,0.1283,completed
17,known_visit,HIPC,ideal,1.0,14,196,2,10,hipc_g14_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,51.26160612791671,51.26160612791671,0,0,0,53,29,54,1,2,0,0,0,0.0,0,139,0,135,134,0,54,81,109,26,0.0,13.5,2.6,collision_intent:54;hipc_clear_bundle:1;hipc_entry:25;state:55,0.19999999999999996,0.03703703703703698,35,9.1663,0.7569,6.0487,0.5221,35,3.1176,0.2348,completed
18,known_visit,HIPC,ideal,1.0,14,196,2,10,hipc_g14_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,37.178287481705084,37.178287481705084,0,0,0,42,22,44,0,0,0,0,0,0.0,0,98,0,108,107,0,43,65,87,21,0.0,10.8,2.1,collision_intent:43;hipc_clear_bundle:1;hipc_entry:20;state:44,0.10000000000000009,0.022727272727272707,21,9.3601,0.844,6.5802,0.6078,21,2.7799,0.2625,completed
19,known_visit,HIPC,ideal,1.0,14,196,2,10,hipc_g14_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,49.10128760127486,49.10128760127486,0,0,0,49,28,51,0,2,1,1,0,0.0,0,140,0,131,130,0,51,80,102,29,0.0,13.1,2.9,collision_intent:51;hipc_clear_bundle:1;hipc_entry:28;state:51,0.30000000000000004,0.06862745098039214,42,12.9704,0.7665,8.0691,0.6047,42,4.9013,0.238,completed
20,known_visit,HIPC,ideal,1.0,14,196,2,10,hipc_g14_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,36.60400986757898,36.60400986757898,0,0,0,40,22,42,0,0,0,0,0,0.0,0,98,0,102,101,0,41,61,83,19,0.0,10.2,1.9,collision_intent:41;hipc_clear_bundle:1;hipc_entry:18;state:42,0.10000000000000009,0.04761904761904767,25,9.506,0.8021,6.2932,0.5884,25,3.2128,0.2828,completed
