trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status,failure_type,failure_message,debug_max_events
0,CBAA,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,cbaa_gilbert_elliott_drop_0_30_rho_0_8,,coverage,588,588,0,361,231,0,0,0,3442,7981,2341,605,2837,1193,2249,0,0,0.2751851416480545,9.534626038781163,0.0,3.824829931972789,0.0,6.229916897506925,cbaa_entry:2249;collision_intent:605;state:588,171,950,0.14473684210526305,completed,,,
1,CBAA,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,cbaa_gilbert_elliott_drop_0_30_rho_0_8,,coverage,566,566,0,361,209,0,0,0,3447,7881,2457,604,2843,1170,2277,0,0,0.2881773399014778,9.54847645429363,0.0,4.022968197879859,0.0,6.307479224376731,cbaa_entry:2277;collision_intent:604;state:566,206,1080,0.09349030470914133,completed,,,
2,CBAA,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,cbaa_gilbert_elliott_drop_0_30_rho_0_8,,coverage,368,368,0,361,11,0,0,0,2479,5545,1886,376,2103,744,1735,0,0,0.2992225924163097,6.867036011080333,0.0,4.7146739130434785,0.0,4.806094182825484,cbaa_entry:1735;collision_intent:376;state:368,331,1365,0.6585872576177285,completed,,,
3,CBAA,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,cbaa_gilbert_elliott_drop_0_30_rho_0_8,,coverage,517,517,0,361,160,0,0,0,3109,6988,2333,530,2579,1047,2062,0,0,0.30177208640538095,8.612188365650969,0.0,3.988394584139265,0.0,5.71191135734072,cbaa_entry:2062;collision_intent:530;state:517,248,1160,0.44806094182825484,completed,,,
4,CBAA,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,cbaa_gilbert_elliott_drop_0_30_rho_0_8,,coverage,633,633,0,361,276,0,0,0,3705,8519,2592,674,3031,1307,2398,0,0,0.28517988777643305,10.263157894736842,0.0,3.788309636650869,0.0,6.642659279778393,cbaa_entry:2398;collision_intent:674;state:633,162,942,0.05609418282548484,completed,,,
5,CBAA,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,cbaa_gilbert_elliott_drop_0_30_rho_0_8,,coverage,673,673,0,361,316,0,0,0,3827,8507,2971,689,3138,1362,2465,0,0,0.3156944001700138,10.601108033240997,0.0,3.662704309063893,0.0,6.82825484764543,cbaa_entry:2465;collision_intent:689;state:673,170,971,0.12811634349030476,completed,,,
6,CBAA,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,cbaa_gilbert_elliott_drop_0_30_rho_0_8,,coverage,558,558,0,361,201,0,0,0,3321,7749,2209,578,2743,1136,2185,0,0,0.26860408560311283,9.199445983379501,0.0,3.9157706093189963,0.0,6.052631578947368,cbaa_entry:2185;collision_intent:578;state:558,229,1149,0.2860110803324101,completed,,,
7,CBAA,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,cbaa_gilbert_elliott_drop_0_30_rho_0_8,,coverage,666,666,0,361,309,0,0,0,3738,8607,2601,700,3038,1366,2372,0,0,0.2855731225296443,10.354570637119114,0.0,3.5615615615615615,0.0,6.570637119113574,cbaa_entry:2372;collision_intent:700;state:666,172,959,0.1738227146814404,completed,,,
8,CBAA,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,cbaa_gilbert_elliott_drop_0_30_rho_0_8,,coverage,595,595,0,361,238,0,0,0,3326,7538,2436,606,2720,1201,2125,0,0,0.2986758214811182,9.213296398891966,0.0,3.5714285714285716,0.0,5.886426592797784,cbaa_entry:2125;collision_intent:606;state:595,246,1140,0.4037396121883656,completed,,,
9,CBAA,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,cbaa_gilbert_elliott_drop_0_30_rho_0_8,,coverage,507,507,0,361,150,0,0,0,3127,6962,2413,519,2608,1026,2101,0,0,0.30864671271424915,8.662049861495845,0.0,4.1439842209072975,0.0,5.81994459833795,cbaa_entry:2101;collision_intent:519;state:507,130,801,0.05747922437673125,completed,,,
10,CBAA,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,cbaa_gilbert_elliott_drop_0_30_rho_0_8,,coverage,526,526,0,361,169,0,0,0,3198,7143,2438,538,2660,1064,2134,0,0,0.3060123007405548,8.858725761772853,0.0,4.057034220532319,0.0,5.911357340720222,cbaa_entry:2134;collision_intent:538;state:526,232,1117,0.4037396121883656,completed,,,
11,CBAA,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,cbaa_gilbert_elliott_drop_0_30_rho_0_8,,coverage,626,626,0,361,269,0,0,0,3683,8345,2699,663,3020,1289,2394,0,0,0.29806736609607953,10.202216066481995,0.0,3.8242811501597442,0.0,6.631578947368421,cbaa_entry:2394;collision_intent:663;state:626,164,968,0.1849030470914128,completed,,,
12,CBAA,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,cbaa_gilbert_elliott_drop_0_30_rho_0_8,,coverage,596,596,0,361,239,0,0,0,3535,8048,2551,614,2921,1210,2325,0,0,0.29130980929542083,9.79224376731302,0.0,3.901006711409396,0.0,6.4404432132963985,cbaa_entry:2325;collision_intent:614;state:596,152,895,0.1738227146814404,completed,,,
13,CBAA,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,cbaa_gilbert_elliott_drop_0_30_rho_0_8,,coverage,665,665,0,361,308,0,0,0,3825,8730,2743,703,3122,1368,2457,0,0,0.29293037163605296,10.595567867036012,0.0,3.694736842105263,0.0,6.806094182825484,cbaa_entry:2457;collision_intent:703;state:665,170,969,0.07409972299168976,completed,,,
14,CBAA,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,cbaa_gilbert_elliott_drop_0_30_rho_0_8,,coverage,571,571,0,361,214,0,0,0,3476,8052,2370,590,2886,1161,2315,0,0,0.2739251040221914,9.628808864265928,0.0,4.054290718038529,0.0,6.412742382271468,cbaa_entry:2315;collision_intent:590;state:571,155,902,0.15166204986149578,completed,,,
