trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status
10,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,5,85.0,72.2,pi_g19_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,16,9,"(15,8);(18,8);(14,18);(11,8)",04,14,18,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(16,9);01:(7,8);02:(6,15);03:(4,15);04:(0,16)",00:1;01:0;02:0;03:0;04:1,00,completed
11,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,5,85.0,72.2,pi_g19_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,16,5,"(0,1);(11,4);(1,12);(13,12)",01,11,4,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(8,6);01:(18,13);02:(16,5);03:(14,16);04:(2,12)",00:0;01:2;02:0;03:0;04:0,02,completed
12,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,5,85.0,72.2,pi_g19_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,6,10,"(7,17);(11,5);(5,10);(11,18)",02,5,10,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(5,2);01:(6,7);02:(6,10);03:(7,12);04:(5,16)",00:0;01:0;02:1;03:0;04:0,02,completed
13,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,5,85.0,72.2,pi_g19_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,10,10,"(2,5);(6,8);(11,12);(2,4)",01,2,4,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(11,4);01:(11,9);02:(10,10);03:(12,3);04:(3,16)",00:0;01:2;02:0;03:1;04:0,02,completed
14,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,5,85.0,72.2,pi_g19_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,5,2,"(5,5);(3,1);(8,4);(18,6)",01,8,4,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(5,2);01:(9,1);02:(6,3);03:(9,6);04:(2,15)",00:0;01:1;02:0;03:0;04:0,00,completed
15,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,5,85.0,72.2,pi_g19_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,12,15,"(13,13);(15,18);(15,14);(2,2)",03,15,14,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(16,5);01:(16,7);02:(14,13);03:(17,14);04:(12,15)",00:0;01:0;02:0;03:1;04:1,04,completed
16,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,5,85.0,72.2,pi_g19_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,6,14,"(5,12);(16,7);(3,13);(9,16)",,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(6,0);01:(6,4);02:(4,10);03:(6,14);04:(5,18)",00:0;01:0;02:0;03:0;04:0,03,completed
17,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,5,85.0,72.2,pi_g19_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,14,2,"(18,4);(11,9);(1,3);(11,7)",01,18,4,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(15,1);01:(14,2);02:(14,6);03:(15,7);04:(11,15)",00:0;01:1;02:0;03:0;04:0,01,completed
18,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,5,85.0,72.2,pi_g19_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,9,12,"(10,13);(7,5);(13,2);(18,13)",01,7,5,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(13,2);01:(13,9);02:(1,12);03:(4,13);04:(9,12)",00:1;01:1;02:0;03:0;04:1,04,completed
19,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,5,85.0,72.2,pi_g19_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,7,11,"(10,9);(8,12);(14,6);(16,3)",,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(6,1);01:(6,5);02:(7,11);03:(6,15);04:(7,16)",00:0;01:0;02:0;03:0;04:0,02,completed
20,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,5,85.0,72.2,pi_g19_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,6,0,"(7,1);(3,5);(10,4);(11,7)",,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(6,0);01:(5,4);02:(4,10);03:(6,14);04:(6,18)",00:0;01:0;02:0;03:0;04:0,00,completed
21,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,5,85.0,72.2,pi_g19_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,4,8,"(6,14);(4,9);(11,11);(3,8)",03,6,14,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(4,8);01:(0,17);02:(9,17);03:(7,18);04:(2,16)",00:1;01:0;02:0;03:1;04:0,00,completed
22,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,5,85.0,72.2,pi_g19_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,18,1,"(6,6);(15,2);(18,3);(3,12)",,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(18,1);01:(18,4);02:(17,10);03:(18,14);04:(18,17)",00:0;01:0;02:0;03:0;04:0,00,completed
23,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,5,85.0,72.2,pi_g19_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,12,7,"(14,17);(15,5);(11,3);(7,3)",01,15,5,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(12,5);01:(15,6);02:(12,7);03:(7,15);04:(8,16)",00:0;01:1;02:0;03:0;04:0,02,completed
24,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,5,85.0,72.2,pi_g19_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,16,11,"(5,8);(16,5);(14,13);(15,8)",01,16,5,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(16,2);01:(16,6);02:(16,11);03:(15,15);04:(16,16)",00:0;01:1;02:0;03:0;04:0,02,completed
25,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,5,85.0,72.2,pi_g19_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,17,16,"(4,6);(16,16);(18,2);(16,4)",01,16,4,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(16,2);01:(17,5);02:(15,8);03:(16,12);04:(17,16)",00:0;01:1;02:0;03:0;04:1,04,completed
26,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,5,85.0,72.2,pi_g19_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,15,5,"(17,10);(4,5);(17,5);(15,6)",02,17,10,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(0,5);01:(5,7);02:(6,11);03:(3,7);04:(15,5)",00:0;01:0;02:1;03:0;04:1,04,completed
27,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,5,85.0,72.2,pi_g19_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,5,0,"(8,8);(2,0);(10,10);(6,1)",00,2,0,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(5,0);01:(0,0);02:(2,6);03:(2,7);04:(0,13)",00:1;01:0;02:0;03:0;04:0,00,completed
28,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,5,85.0,72.2,pi_g19_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,7,16,"(5,14);(5,18);(9,11);(6,10)",03,5,14,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(7,8);01:(6,8);02:(3,12);03:(7,16);04:(2,17)",00:0;01:0;02:0;03:1;04:1,03,completed
29,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,5,85.0,72.2,pi_g19_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,16,14,"(11,11);(12,9);(16,16);(18,15)",,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(16,0);01:(16,4);02:(14,10);03:(16,14);04:(16,18)",00:0;01:0;02:0;03:0;04:0,03,completed
30,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,5,85.0,72.2,pi_g19_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,8,14,"(5,10);(12,16);(11,18);(16,15)",02,5,10,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(1,1);01:(9,11);02:(3,1);03:(9,5);04:(8,14)",00:0;01:0;02:1;03:0;04:0,04,completed
31,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,5,85.0,72.2,pi_g19_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,3,10,"(3,2);(14,12);(10,10);(5,12)",,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(4,0);01:(4,4);02:(3,10);03:(4,14);04:(4,18)",00:0;01:0;02:0;03:0;04:0,02,completed
32,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,5,85.0,72.2,pi_g19_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,9,2,"(6,9);(7,3);(11,15);(13,17)",03,11,15,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(9,2);01:(9,10);02:(6,11);03:(5,17);04:(4,16)",00:1;01:0;02:0;03:1;04:0,00,completed
33,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,5,85.0,72.2,pi_g19_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,17,2,"(10,17);(17,18);(18,0);(4,3)",04,17,18,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(17,2);01:(17,5);02:(15,12);03:(17,15);04:(18,18)",00:0;01:0;02:0;03:0;04:1,00,completed
34,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,5,85.0,72.2,pi_g19_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,11,13,"(11,17);(13,9);(8,12);(16,8)",03,8,12,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(0,6);01:(11,8);02:(11,13);03:(13,12);04:(1,13)",00:0;01:0;02:0;03:1;04:0,02,completed
35,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,5,85.0,72.2,pi_g19_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,11,5,"(11,3);(15,0);(3,3);(14,17)",00,15,0,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(11,5);01:(6,3);02:(15,11);03:(12,11);04:(16,13)",00:1;01:1;02:0;03:1;04:1,00,completed
36,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,5,85.0,72.2,pi_g19_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,10,17,"(4,2);(2,18);(17,9);(5,7)",04,2,18,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(4,2);01:(5,7);02:(10,17);03:(8,11);04:(6,7)",00:1;01:1;02:0;03:1;04:1,02,completed
37,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,5,85.0,72.2,pi_g19_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,6,16,"(6,14);(10,17);(4,16);(7,9)",03,6,14,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(6,2);01:(6,6);02:(6,11);03:(7,15);04:(6,16)",00:0;01:0;02:0;03:1;04:0,04,completed
38,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,5,85.0,72.2,pi_g19_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,16,4,"(11,1);(10,15);(6,17);(16,11)",,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(15,0);01:(16,4);02:(14,10);03:(15,14);04:(16,18)",00:0;01:0;02:0;03:0;04:0,01,completed
39,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,5,85.0,72.2,pi_g19_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,12,17,"(18,1);(15,15);(10,4);(13,7)",01,10,4,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(7,9);01:(3,6);02:(12,17);03:(14,5);04:(8,9)",00:0;01:1;02:0;03:0;04:0,02,completed
40,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,5,85.0,72.2,pi_g19_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,8,16,"(9,15);(10,16);(18,0);(3,10)",02,3,10,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(10,7);01:(8,12);02:(1,0);03:(9,16);04:(8,16)",00:0;01:0;02:1;03:0;04:0,04,completed
41,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,5,85.0,72.2,pi_g19_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,18,12,"(10,13);(16,2);(18,11);(10,15)",02,18,11,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(17,1);01:(17,5);02:(18,12);03:(17,15);04:(18,16)",00:0;01:0;02:1;03:0;04:0,02,completed
42,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,ideal,1.0,19,361,5,85.0,72.2,pi_g19_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,11,17,"(17,5);(8,12);(15,16);(5,15)",01,17,5,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(7,8);01:(5,13);02:(5,12);03:(11,17);04:(6,11)",00:0;01:2;02:0;03:1;04:1,03,completed
