trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,blocked_task_quarantines_total,blocked_task_quarantine_time_s_total,maximum_quarantine_level,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,allocator_calls_total,allocator_time_ms_team_total,allocator_time_ms_team_max,allocator_solve_time_ms_team_total,allocator_solve_time_ms_team_max,candidate_filter_calls_total,candidate_filter_time_ms_team_total,candidate_filter_time_ms_team_max,trial_status
0,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h1_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,43.5310670080979,43.5310670080979,0,0,0,96,25,100,0,1,2,2,0,0.0,0,232,0,226,675,0,100,126,200,26,0.0,11.3,1.3,collision_intent:100;pi_clear_path:2;pi_entry:24;state:100,0.07499999999999996,0.020000000000000018,71,45.8345,1.2761,37.478,0.9796,35,8.3565,0.3376,completed
1,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h1_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,53.252194004739856,53.252194004739856,0,0,0,109,31,110,3,2,1,1,0,0.0,0,290,0,258,771,0,114,144,227,31,0.0,12.9,1.55,collision_intent:114;pi_clear_path:4;pi_entry:27;state:113,0.07499999999999996,0.031818181818181746,107,73.5802,1.761,57.4721,1.3749,66,16.1081,0.3861,completed
2,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h1_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,59.672659148143644,59.672659148143644,0,0,0,120,34,122,2,3,6,5,1,5.0,1,331,0,283,846,0,129,154,253,30,0.0,14.15,1.5,collision_intent:129;pi_clear_path:4;pi_entry:26;state:124,0.19999999999999996,0.032786885245901676,115,77.2343,1.7498,58.7763,1.3474,79,18.458,0.4871,completed
3,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h1_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,51.91099107412495,51.91099107412495,0,0,0,115,30,116,3,3,0,0,0,0.0,0,273,0,266,795,0,117,149,236,30,0.0,13.3,1.5,collision_intent:117;pi_clear_path:4;pi_entry:26;state:119,0.19999999999999996,0.034482758620689724,81,51.3519,1.6131,41.8573,1.2499,42,9.4946,0.3632,completed
4,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h1_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,47.79170162818295,47.79170162818295,0,0,0,102,28,101,5,1,1,1,0,0.0,0,260,0,239,714,0,105,134,211,28,0.0,11.95,1.4,collision_intent:105;pi_clear_path:2;pi_entry:26;state:106,0.07499999999999996,0.051980198019802026,83,59.5935,1.864,48.77,1.4841,49,10.8235,0.3861,completed
5,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h1_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,48.30951191975945,48.30951191975945,0,0,0,107,28,108,3,1,0,0,0,0.0,0,255,0,250,747,0,110,140,221,29,0.0,12.5,1.45,collision_intent:110;pi_clear_path:3;pi_entry:26;state:111,0.17500000000000004,0.03240740740740744,83,64.1734,1.7014,53.5398,1.337,39,10.6336,0.3709,completed
6,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h1_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,45.98133493618073,45.98133493618073,0,0,0,98,27,102,0,1,0,0,0,0.0,0,248,0,229,684,0,100,129,202,27,0.0,11.45,1.35,collision_intent:100;pi_clear_path:2;pi_entry:25;state:102,0.125,0.044117647058823595,85,62.8518,1.9475,50.5163,1.5888,50,12.3355,0.4009,completed
7,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h1_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,58.21407583691368,58.21407583691368,2,2,2,129,34,130,3,1,3,3,0,0.0,0,309,0,293,876,0,134,159,267,26,0.0,14.65,1.3,collision_intent:134;pi_clear_path:2;pi_entry:24;state:133,0.19999999999999996,0.03846153846153855,81,62.5463,1.8008,52.7132,1.417,37,9.8331,0.4076,completed
8,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h1_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,44.69955311884641,44.69955311884641,2,2,2,103,26,98,9,2,0,0,0,0.0,0,233,0,237,708,0,104,133,211,26,0.0,11.85,1.3,collision_intent:104;pi_clear_path:1;pi_entry:25;state:107,0.1499999999999999,0.05612244897959173,58,46.1479,1.8395,38.703,1.4024,26,7.4449,0.4777,completed
9,known_visit,PI,ideal,1.0,19,361,4,20,targets_20_pi_h1_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,42.88703992489391,42.88703992489391,0,0,0,98,25,102,0,0,1,1,0,0.0,0,229,0,227,678,0,101,126,203,24,0.0,11.35,1.2,collision_intent:101;pi_clear_path:1;pi_entry:23;state:102,0.17500000000000004,0.014705882352941124,69,41.116,1.1946,35.4663,0.9156,25,5.6497,0.2834,completed
