trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,robot_id,steps_total,targets_found,task_cell_revisits,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,stall_recoveries,messages_sent,core_messages_sent,allocation_messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,ACBBA,rayleigh_style,-46.04,19,361,4,10,acbba_rayleigh_style_sens_neg46_04,known_visit_g19_t10_n500.csv,00,20,3,0,21,0,0,0,0,0,116,42,74,305,89,known_visit_core_500,10,4,8
0,known_visit,ACBBA,rayleigh_style,-46.04,19,361,4,10,acbba_rayleigh_style_sens_neg46_04,known_visit_g19_t10_n500.csv,01,27,4,1,26,2,0,0,0,0,123,55,68,344,44,known_visit_core_500,10,4,8
0,known_visit,ACBBA,rayleigh_style,-46.04,19,361,4,10,acbba_rayleigh_style_sens_neg46_04,known_visit_g19_t10_n500.csv,02,24,2,1,23,2,2,0,0,0,135,50,85,336,39,known_visit_core_500,10,4,8
0,known_visit,ACBBA,rayleigh_style,-46.04,19,361,4,10,acbba_rayleigh_style_sens_neg46_04,known_visit_g19_t10_n500.csv,03,27,1,1,24,4,1,0,0,0,137,55,82,257,116,known_visit_core_500,10,4,8
1,known_visit,ACBBA,rayleigh_style,-46.04,19,361,4,10,acbba_rayleigh_style_sens_neg46_04,known_visit_g19_t10_n500.csv,00,26,5,0,27,0,1,0,0,0,138,53,85,265,72,known_visit_core_500,10,4,8
1,known_visit,ACBBA,rayleigh_style,-46.04,19,361,4,10,acbba_rayleigh_style_sens_neg46_04,known_visit_g19_t10_n500.csv,01,13,3,0,14,0,0,0,0,0,101,29,72,351,22,known_visit_core_500,10,4,8
1,known_visit,ACBBA,rayleigh_style,-46.04,19,361,4,10,acbba_rayleigh_style_sens_neg46_04,known_visit_g19_t10_n500.csv,02,16,0,1,15,2,4,1,1,0,115,38,77,335,24,known_visit_core_500,10,4,8
1,known_visit,ACBBA,rayleigh_style,-46.04,19,361,4,10,acbba_rayleigh_style_sens_neg46_04,known_visit_g19_t10_n500.csv,03,25,2,1,23,3,0,0,0,0,121,52,69,269,84,known_visit_core_500,10,4,8
2,known_visit,ACBBA,rayleigh_style,-46.04,19,361,4,10,acbba_rayleigh_style_sens_neg46_04,known_visit_g19_t10_n500.csv,00,34,1,2,28,7,1,108,1,0,256,71,185,472,93,known_visit_core_500,10,4,8
2,known_visit,ACBBA,rayleigh_style,-46.04,19,361,4,10,acbba_rayleigh_style_sens_neg46_04,known_visit_g19_t10_n500.csv,01,32,6,0,33,0,4,0,0,1,181,68,113,562,80,known_visit_core_500,10,4,8
