trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
25,known_visit,PI,bernoulli,drop_0.25,25,625,5,10,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(12,11);(23,9);(9,19);(17,21);(21,8);(5,4);(21,11);(2,10);(18,22);(17,9)",10,True,53.771137226373405,53.771137226373405,00:2;01:3;02:2;03:1;04:2,"(0,0);(0,6);(0,12);(0,18);(0,24)","(21,11);(23,9);(17,22);(8,11);(13,16)",343,0,completed
26,known_visit,PI,bernoulli,drop_0.25,25,625,5,10,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(22,7);(4,6);(1,13);(7,8);(20,21);(13,6);(17,3);(14,1);(14,5);(14,13)",10,True,65.59150203691158,65.59150203691158,00:3;01:3;02:3;03:1;04:0,"(0,0);(0,6);(0,12);(0,18);(0,24)","(22,7);(14,13);(20,21);(13,6);(15,5)",441,0,completed
27,known_visit,PI,bernoulli,drop_0.25,25,625,5,10,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(3,4);(2,11);(21,7);(5,3);(3,19);(3,10);(20,8);(7,0);(4,19);(2,15)",10,True,46.94790379102615,46.94790379102615,00:2;01:2;02:3;03:1;04:2,"(0,0);(0,6);(0,12);(0,18);(0,24)","(21,7);(3,18);(20,8);(3,19);(7,4)",312,0,completed
28,known_visit,PI,bernoulli,drop_0.25,25,625,5,10,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(5,21);(20,18);(20,23);(23,3);(12,14);(20,19);(0,9);(4,4);(5,3);(13,8)",10,True,56.45883157957495,56.45883157957495,00:2;01:2;02:1;03:4;04:1,"(0,0);(0,6);(0,12);(0,18);(0,24)","(2,22);(24,4);(6,3);(20,23);(4,4)",365,0,completed
29,known_visit,PI,bernoulli,drop_0.25,25,625,5,10,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(20,20);(2,17);(23,18);(11,20);(1,21);(19,18);(10,19);(16,20);(8,16);(16,0)",10,True,49.84068966226408,49.84068966226408,00:1;01:0;02:1;03:6;04:2,"(0,0);(0,6);(0,12);(0,18);(0,24)","(16,14);(12,18);(9,20);(23,18);(22,17)",319,0,completed
30,known_visit,PI,bernoulli,drop_0.25,25,625,5,10,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(7,1);(19,11);(2,0);(23,14);(23,17);(19,13);(9,1);(13,4);(8,1);(24,11)",10,True,54.260289432605575,54.260289432605575,00:6;01:1;02:0;03:3;04:0,"(0,0);(0,6);(0,12);(0,18);(0,24)","(19,13);(19,9);(2,5);(24,11);(23,15)",343,0,completed
31,known_visit,PI,bernoulli,drop_0.25,25,625,5,10,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(1,1);(13,22);(10,8);(2,17);(3,23);(16,15);(19,20);(12,10);(2,3);(11,9)",10,True,53.157301833748484,53.157301833748484,00:3;01:3;02:0;03:2;04:2,"(0,0);(0,6);(0,12);(0,18);(0,24)","(16,15);(12,10);(16,14);(18,15);(5,3)",358,0,completed
32,known_visit,PI,bernoulli,drop_0.25,25,625,5,10,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(8,20);(13,4);(19,14);(18,4);(11,24);(15,8);(10,10);(12,5);(2,18);(24,19)",10,True,65.96414664912935,65.96414664912935,00:1;01:3;02:4;03:2;04:0,"(0,0);(0,6);(0,12);(0,18);(0,24)","(11,24);(24,9);(24,19);(10,10);(20,5)",410,0,completed
33,known_visit,PI,bernoulli,drop_0.25,25,625,5,10,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(4,3);(4,12);(23,0);(12,7);(3,14);(8,4);(20,8);(9,24);(23,6);(5,20)",10,True,73.29565971794239,73.29565971794239,00:1;01:2;02:3;03:2;04:2,"(0,0);(0,6);(0,12);(0,18);(0,24)","(6,21);(23,4);(12,7);(23,0);(5,19)",513,0,completed
34,known_visit,PI,bernoulli,drop_0.25,25,625,5,10,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(9,4);(12,5);(19,3);(8,0);(14,6);(17,10);(10,8);(20,10);(11,24);(3,3)",10,True,69.18096230071862,69.18096230071862,00:4;01:1;02:0;03:4;04:1,"(0,0);(0,6);(0,12);(0,18);(0,24)","(11,16);(12,5);(19,9);(19,3);(20,10)",472,0,completed
35,known_visit,PI,bernoulli,drop_0.25,25,625,5,10,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(8,20);(7,3);(14,16);(17,5);(9,24);(16,11);(14,8);(22,20);(17,7);(6,3)",10,True,50.863003222587764,50.863003222587764,00:5;01:2;02:0;03:1;04:2,"(0,0);(0,6);(0,12);(0,18);(0,24)","(16,11);(15,16);(17,7);(16,16);(22,17)",326,0,completed
36,known_visit,PI,bernoulli,drop_0.25,25,625,5,10,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(6,11);(19,8);(15,15);(17,18);(18,8);(23,12);(18,18);(15,12);(15,13);(24,12)",10,True,43.88213016505998,43.88213016505998,00:0;01:2;02:4;03:4;04:0,"(0,0);(0,6);(0,12);(0,18);(0,24)","(11,12);(19,11);(24,12);(15,13);(17,16)",277,0,completed
37,known_visit,PI,bernoulli,drop_0.25,25,625,5,10,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(8,4);(13,14);(23,2);(22,11);(13,5);(6,16);(5,11);(18,23);(19,8);(24,5)",10,True,74.96088130987992,74.96088130987992,00:3;01:2;02:2;03:2;04:1,"(0,0);(0,6);(0,12);(0,18);(0,24)","(19,8);(17,16);(12,4);(23,2);(18,8)",512,0,completed
38,known_visit,PI,bernoulli,drop_0.25,25,625,5,10,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(7,18);(5,2);(14,18);(3,13);(21,11);(1,15);(24,10);(3,12);(9,15);(8,20)",10,True,60.94092153570875,60.94092153570875,00:3;01:1;02:3;03:2;04:1,"(0,0);(0,6);(0,12);(0,18);(0,24)","(24,10);(21,12);(3,16);(8,20);(7,20)",446,0,completed
39,known_visit,PI,bernoulli,drop_0.25,25,625,5,10,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(23,8);(8,1);(3,22);(17,10);(19,19);(3,16);(10,17);(24,11);(13,18);(12,16)",10,True,64.31206088689183,64.31206088689183,00:1;01:1;02:3;03:4;04:1,"(0,0);(0,6);(0,12);(0,18);(0,24)","(19,18);(19,19);(17,10);(20,8);(8,13)",406,0,completed
40,known_visit,PI,bernoulli,drop_0.25,25,625,5,10,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(10,10);(17,3);(11,0);(9,10);(13,12);(22,5);(5,4);(3,13);(12,21);(22,20)",10,True,56.18152059682147,56.18152059682147,00:1;01:2;02:4;03:2;04:1,"(0,0);(0,6);(0,12);(0,18);(0,24)","(22,5);(20,3);(11,0);(22,14);(11,5)",376,0,completed
41,known_visit,PI,bernoulli,drop_0.25,25,625,5,10,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(7,24);(11,6);(8,12);(22,21);(11,22);(11,9);(12,17);(4,23);(12,12);(7,14)",10,True,46.72756523708268,46.72756523708268,00:0;01:1;02:4;03:1;04:4,"(0,0);(0,6);(0,12);(0,18);(0,24)","(9,17);(12,13);(12,17);(12,9);(22,21)",313,0,completed
42,known_visit,PI,bernoulli,drop_0.25,25,625,5,10,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(22,22);(1,8);(3,12);(18,15);(4,21);(1,20);(18,3);(24,3);(8,20);(16,23)",10,True,65.44376453663408,65.44376453663408,00:2;01:1;02:3;03:3;04:1,"(0,0);(0,6);(0,12);(0,18);(0,24)","(24,3);(18,15);(22,22);(18,22);(3,9)",473,0,completed
43,known_visit,PI,bernoulli,drop_0.25,25,625,5,10,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(5,8);(24,15);(12,20);(20,16);(15,8);(14,15);(8,19);(17,2);(8,20);(4,11)",10,True,49.28606611847166,49.28606611847166,00:1;01:2;02:2;03:3;04:2,"(0,0);(0,6);(0,12);(0,18);(0,24)","(17,8);(16,13);(15,8);(24,15);(10,16)",321,0,completed
44,known_visit,PI,bernoulli,drop_0.25,25,625,5,10,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(22,11);(9,7);(22,21);(7,23);(11,21);(24,19);(16,14);(24,0);(21,0);(4,11)",10,True,84.31981354022166,84.31981354022166,00:2;01:1;02:2;03:1;04:4,"(0,0);(0,6);(0,12);(0,18);(0,24)","(24,6);(22,11);(7,23);(11,20);(11,14)",553,0,completed
45,known_visit,PI,bernoulli,drop_0.25,25,625,5,10,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(2,5);(2,11);(10,7);(23,20);(2,9);(20,8);(19,12);(19,10);(2,22);(3,21)",10,True,64.10893256376482,64.10893256376482,00:3;01:2;02:1;03:2;04:2,"(0,0);(0,6);(0,12);(0,18);(0,24)","(20,8);(19,10);(2,5);(19,12);(23,20)",425,0,completed
46,known_visit,PI,bernoulli,drop_0.25,25,625,5,10,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(9,6);(14,5);(17,10);(10,17);(19,6);(11,15);(15,5);(23,14);(14,2);(22,19)",10,True,52.54667106729338,52.54667106729338,00:1;01:4;02:1;03:3;04:1,"(0,0);(0,6);(0,12);(0,18);(0,24)","(18,4);(19,12);(14,5);(23,14);(17,15)",356,0,completed
47,known_visit,PI,bernoulli,drop_0.25,25,625,5,10,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(24,21);(19,12);(8,23);(16,24);(15,4);(9,0);(13,4);(12,21);(14,15);(8,7)",10,True,45.33415198286957,45.33415198286957,00:3;01:1;02:2;03:2;04:2,"(0,0);(0,6);(0,12);(0,18);(0,24)","(19,5);(13,4);(20,12);(19,21);(24,21)",298,0,completed
48,known_visit,PI,bernoulli,drop_0.25,25,625,5,10,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(15,1);(24,12);(22,14);(1,6);(23,6);(3,2);(19,21);(14,12);(9,9);(20,17)",10,True,58.75767797099263,58.75767797099263,00:2;01:2;02:3;03:1;04:2,"(0,0);(0,6);(0,12);(0,18);(0,24)","(15,1);(23,15);(23,17);(23,6);(22,12)",391,0,completed
49,known_visit,PI,bernoulli,drop_0.25,25,625,5,10,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(3,12);(23,14);(12,1);(5,11);(20,3);(14,1);(22,13);(15,16);(16,22);(14,3)",10,True,45.16137977557033,45.16137977557033,00:3;01:1;02:4;03:1;04:1,"(0,0);(0,6);(0,12);(0,18);(0,24)","(20,6);(15,3);(23,14);(23,22);(15,12)",288,0,completed
