trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,blocked_task_quarantines_total,blocked_task_quarantine_time_s_total,maximum_quarantine_level,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,DMCHBA,rayleigh_style,-46.04,19,361,4,10,dmchba_rayleigh_style_sens_neg46_04,scenarios/known_visit_g19_t10_n500.csv,10,True,42.097349432600375,42.097349432600375,0,0,0,89,25,90,3,0,0,0,0,0.0,0,224,0,185,512,42,92,93,185,0,0.1510791366906475,18.5,0.0,collision_intent:92;state:93,0.30000000000000004,0.061111111111111116,known_visit_core_500,10,4,8
1,known_visit,DMCHBA,rayleigh_style,-46.04,19,361,4,10,dmchba_rayleigh_style_sens_neg46_04,scenarios/known_visit_g19_t10_n500.csv,10,True,33.59194281854117,33.59194281854117,1,1,1,75,20,75,4,1,0,0,0,0.0,0,178,0,156,423,43,77,79,156,0,0.1829787234042553,15.6,0.0,collision_intent:77;state:79,0.25,0.043333333333333224,known_visit_core_500,10,4,8
2,known_visit,DMCHBA,rayleigh_style,-46.04,19,361,4,10,dmchba_rayleigh_style_sens_neg46_04,scenarios/known_visit_g19_t10_n500.csv,10,True,43.3569359979683,43.3569359979683,0,0,0,95,26,98,1,0,1,1,0,0.0,0,228,0,198,539,52,99,99,198,0,0.17687074829931973,19.8,0.0,collision_intent:99;state:99,0.30000000000000004,0.05102040816326525,known_visit_core_500,10,4,8
3,known_visit,DMCHBA,rayleigh_style,-46.04,19,361,4,10,dmchba_rayleigh_style_sens_neg46_04,scenarios/known_visit_g19_t10_n500.csv,10,True,33.18001003205201,33.18001003205201,0,0,0,62,20,66,0,0,0,0,0,0.0,0,190,0,132,347,47,66,66,132,0,0.23979591836734693,13.2,0.0,collision_intent:66;state:66,0.10000000000000009,0.1287878787878789,known_visit_core_500,10,4,8
4,known_visit,DMCHBA,rayleigh_style,-46.04,19,361,4,10,dmchba_rayleigh_style_sens_neg46_04,scenarios/known_visit_g19_t10_n500.csv,10,True,38.544168211874464,38.544168211874464,0,0,0,85,23,89,0,0,0,0,0,0.0,0,200,0,176,486,40,87,89,176,0,0.1509433962264151,17.6,0.0,collision_intent:87;state:89,0.3999999999999999,0.03651685393258419,known_visit_core_500,10,4,8
5,known_visit,DMCHBA,rayleigh_style,-46.04,19,361,4,10,dmchba_rayleigh_style_sens_neg46_04,scenarios/known_visit_g19_t10_n500.csv,10,True,35.74300264119879,35.74300264119879,0,0,0,81,21,83,2,0,1,1,0,0.0,0,193,0,169,461,43,84,85,169,0,0.17063492063492064,16.9,0.0,collision_intent:84;state:85,0.1499999999999999,0.033132530120481896,known_visit_core_500,10,4,8
6,known_visit,DMCHBA,rayleigh_style,-46.04,19,361,4,10,dmchba_rayleigh_style_sens_neg46_04,scenarios/known_visit_g19_t10_n500.csv,10,True,33.6173892122953,33.6173892122953,0,0,0,76,20,79,1,1,0,0,0,0.0,0,176,0,159,434,39,79,80,159,0,0.1638655462184874,15.9,0.0,collision_intent:79;state:80,0.25,0.028481012658227778,known_visit_core_500,10,4,8
7,known_visit,DMCHBA,rayleigh_style,-46.04,19,361,4,10,dmchba_rayleigh_style_sens_neg46_04,scenarios/known_visit_g19_t10_n500.csv,10,True,33.53842751601355,33.53842751601355,0,0,0,74,20,77,1,1,0,0,0,0.0,0,176,0,155,419,43,77,78,155,0,0.1853448275862069,15.5,0.0,collision_intent:77;state:78,0.25,0.04220779220779214,known_visit_core_500,10,4,8
8,known_visit,DMCHBA,rayleigh_style,-46.04,19,361,4,10,dmchba_rayleigh_style_sens_neg46_04,scenarios/known_visit_g19_t10_n500.csv,10,True,49.58277719319309,49.58277719319309,0,0,0,105,29,102,7,2,4,2,2,10.0,1,263,0,221,608,53,112,109,221,0,0.16307692307692306,22.1,0.0,collision_intent:112;state:109,0.10000000000000009,0.044117647058823595,known_visit_core_500,10,4,8
9,known_visit,DMCHBA,rayleigh_style,-46.04,19,361,4,10,dmchba_rayleigh_style_sens_neg46_04,scenarios/known_visit_g19_t10_n500.csv,10,True,39.15773876077494,39.15773876077494,0,0,0,90,23,89,5,0,0,0,0,0.0,0,200,0,187,508,50,93,94,187,0,0.17921146953405018,18.7,0.0,collision_intent:93;state:94,0.1499999999999999,0.042134831460674205,known_visit_core_500,10,4,8
10,known_visit,DMCHBA,rayleigh_style,-46.04,19,361,4,10,dmchba_rayleigh_style_sens_neg46_04,scenarios/known_visit_g19_t10_n500.csv,10,True,46.88191142864695,46.88191142864695,3,3,3,97,27,90,11,1,0,0,0,0.0,0,252,0,201,539,61,100,101,201,0,0.20333333333333334,20.1,0.0,collision_intent:100;state:101,0.25,0.12222222222222223,known_visit_core_500,10,4,8
11,known_visit,DMCHBA,rayleigh_style,-46.04,19,361,4,10,dmchba_rayleigh_style_sens_neg46_04,scenarios/known_visit_g19_t10_n500.csv,10,True,36.120404107507554,36.120404107507554,0,0,0,84,22,87,1,1,0,0,0,0.0,0,186,0,174,466,54,86,88,174,0,0.20610687022900764,17.4,0.0,collision_intent:86;state:88,0.10000000000000009,0.02011494252873569,known_visit_core_500,10,4,8
12,known_visit,DMCHBA,rayleigh_style,-46.04,19,361,4,10,dmchba_rayleigh_style_sens_neg46_04,scenarios/known_visit_g19_t10_n500.csv,10,True,40.28651931862113,40.28651931862113,0,0,0,89,24,93,0,0,0,0,0,0.0,0,208,0,184,480,70,91,93,184,0,0.2527075812274368,18.4,0.0,collision_intent:91;state:93,0.25,0.045698924731182755,known_visit_core_500,10,4,8
13,known_visit,DMCHBA,rayleigh_style,-46.04,19,361,4,10,dmchba_rayleigh_style_sens_neg46_04,scenarios/known_visit_g19_t10_n500.csv,10,True,38.435873147028325,38.435873147028325,2,2,2,82,23,74,12,0,0,0,0,0.0,0,203,0,171,449,62,85,86,171,0,0.2421875,17.1,0.0,collision_intent:85;state:86,0.30000000000000004,0.11486486486486491,known_visit_core_500,10,4,8
14,known_visit,DMCHBA,rayleigh_style,-46.04,19,361,4,10,dmchba_rayleigh_style_sens_neg46_04,scenarios/known_visit_g19_t10_n500.csv,10,True,39.98411932454645,39.98411932454645,0,0,0,77,24,81,0,0,0,0,0,0.0,0,227,0,160,430,48,79,81,160,0,0.1991701244813278,16.0,0.0,collision_intent:79;state:81,0.10000000000000009,0.10802469135802473,known_visit_core_500,10,4,8
15,known_visit,DMCHBA,rayleigh_style,-46.04,19,361,4,10,dmchba_rayleigh_style_sens_neg46_04,scenarios/known_visit_g19_t10_n500.csv,10,True,35.42500995264771,35.42500995264771,0,0,0,78,21,82,0,0,0,0,0,0.0,0,186,0,162,427,56,80,82,162,0,0.23045267489711935,16.2,0.0,collision_intent:80;state:82,0.1499999999999999,0.054878048780487854,known_visit_core_500,10,4,8
16,known_visit,DMCHBA,rayleigh_style,-46.04,19,361,4,10,dmchba_rayleigh_style_sens_neg46_04,scenarios/known_visit_g19_t10_n500.csv,10,True,33.028348100018306,33.028348100018306,0,0,0,66,20,68,2,0,0,0,0,0.0,0,182,0,139,363,54,69,70,139,0,0.2571428571428571,13.9,0.0,collision_intent:69;state:70,0.1499999999999999,0.10294117647058831,known_visit_core_500,10,4,8
17,known_visit,DMCHBA,rayleigh_style,-46.04,19,361,4,10,dmchba_rayleigh_style_sens_neg46_04,scenarios/known_visit_g19_t10_n500.csv,10,True,54.72512929426442,54.72512929426442,0,0,0,110,33,114,0,0,0,0,0,0.0,0,298,0,227,596,83,113,114,227,0,0.24411764705882352,22.7,0.0,collision_intent:113;state:114,0.3999999999999999,0.09210526315789469,known_visit_core_500,10,4,8
18,known_visit,DMCHBA,rayleigh_style,-46.04,19,361,4,10,dmchba_rayleigh_style_sens_neg46_04,scenarios/known_visit_g19_t10_n500.csv,10,True,45.99514481925787,45.99514481925787,1,1,1,89,27,89,4,0,0,0,0,0.0,0,259,0,188,518,43,95,93,188,0,0.15579710144927536,18.8,0.0,collision_intent:95;state:93,0.10000000000000009,0.06460674157303381,known_visit_core_500,10,4,8
19,known_visit,DMCHBA,rayleigh_style,-46.04,19,361,4,10,dmchba_rayleigh_style_sens_neg46_04,scenarios/known_visit_g19_t10_n500.csv,10,True,33.43074024481101,33.43074024481101,0,0,0,78,20,82,0,0,0,0,0,0.0,0,168,0,161,431,49,79,82,161,0,0.20164609053497942,16.1,0.0,collision_intent:79;state:82,0.1499999999999999,0.012195121951219523,known_visit_core_500,10,4,8
