scenario,grid_size,target_cells_per_robot,robot_count,comm_label,algorithm,mean_max_agent_steps,condition_rank,percent_above_condition_best,attempted_n,completed_n,eligible_n,failed_n
CV,25,85,8,bernoulli_025,DGA,25.2,1,0,50,50,50,0
CV,25,140,5,ideal,CBAA,28.72,3,5.66593083149374,50,50,50,0
CV,25,140,5,ideal,ACBBA,32.44,4,19.3524650478293,50,50,50,0
CV,25,140,5,ideal,PI,42.78,5,57.3951434878587,50,50,50,0
CV,25,140,5,ideal,HIPC,47.48,6,74.6872700515084,50,50,50,0
CV,25,140,5,ideal,DMCHBA,28.18,2,3.67917586460633,50,50,50,0
CV,25,140,5,ideal,DGA,27.18,1,0,50,50,50,0
CV,25,140,5,bernoulli_025,CBAA,31.76,3,11.5952213633169,50,50,50,0
CV,25,140,5,bernoulli_025,ACBBA,37.82,4,32.8882642304989,50,50,50,0
CV,25,140,5,bernoulli_025,PI,49.26,6,73.085031623331,50,50,50,0
CV,25,140,5,bernoulli_025,HIPC,46.32,5,62.7547434996486,50,50,50,0
CV,25,140,5,bernoulli_025,DMCHBA,28.46,1,0,50,50,50,0
CV,25,140,5,bernoulli_025,DGA,28.96,2,1.75685172171469,50,50,50,0
CV,25,220,3,ideal,CBAA,36.82,3,5.50143266475645,50,50,50,0
CV,25,220,3,ideal,ACBBA,37.84,4,8.42406876790832,50,50,50,0
CV,25,220,3,ideal,PI,46.2,5,32.378223495702,50,50,50,0
CV,25,220,3,ideal,HIPC,51.28,6,46.9340974212034,50,50,50,0
CV,25,220,3,ideal,DMCHBA,35.7,2,2.2922636103152,50,50,50,0
CV,25,220,3,ideal,DGA,34.9,1,0,50,50,50,0
CV,25,220,3,bernoulli_025,CBAA,40.02,3,7.34978540772533,50,50,50,0
CV,25,220,3,bernoulli_025,ACBBA,44.06,4,18.18669527897,50,50,50,0
CV,25,220,3,bernoulli_025,PI,54.26,6,45.5472103004292,50,50,50,0
CV,25,220,3,bernoulli_025,HIPC,49.82,5,33.637339055794,50,50,50,0
CV,25,220,3,bernoulli_025,DMCHBA,37.28,1,0,50,50,50,0
CV,25,220,3,bernoulli_025,DGA,38.88,2,4.29184549356224,50,50,50,0
CV,34,50,24,ideal,CBAA,30,2,0.775193798449513,50,50,26,0
CV,34,50,24,ideal,ACBBA,38.2307692307692,4,28.4237726098189,50,49,26,1
CV,34,50,24,ideal,PI,51.8076923076923,5,74.0310077519378,50,35,26,15
CV,34,50,24,ideal,HIPC,52.1538461538462,6,75.1937984496124,50,38,26,12
CV,34,50,24,ideal,DMCHBA,29.7692307692308,1,0,50,50,26,0
CV,34,50,24,ideal,DGA,31.1538461538462,3,4.65116279069773,50,50,26,0
CV,34,50,24,bernoulli_025,CBAA,30.9285714285714,2,0.231481481481244,50,50,28,0
CV,34,50,24,bernoulli_025,ACBBA,41.7857142857143,4,35.4166666666665,50,50,28,0
CV,34,50,24,bernoulli_025,PI,46.8571428571429,5,51.8518518518518,50,42,28,8
CV,34,50,24,bernoulli_025,HIPC,50.3214285714286,6,63.0787037037036,50,34,28,16
CV,34,50,24,bernoulli_025,DMCHBA,30.8571428571429,1,0,50,49,28,1
CV,34,50,24,bernoulli_025,DGA,31.0714285714286,3,0.694444444444401,50,49,28,1
CV,34,85,14,ideal,CBAA,31.4,2,0.834938985227996,50,50,50,0
CV,34,85,14,ideal,ACBBA,39.12,4,25.626204238921,50,50,50,0
CV,34,85,14,ideal,PI,53.94,5,73.2177263969171,50,50,50,0
CV,34,85,14,ideal,HIPC,59.14,6,89.9165061014772,50,50,50,0
CV,34,85,14,ideal,DMCHBA,31.14,1,0,50,50,50,0
CV,34,85,14,ideal,DGA,32.24,3,3.53243416827232,50,50,50,0
CV,34,85,14,bernoulli_025,CBAA,31.5681818181818,1,0,50,50,44,0
CV,34,85,14,bernoulli_025,ACBBA,44.9772727272727,4,42.4766018718502,50,50,44,0
CV,34,85,14,bernoulli_025,PI,51.7272727272727,5,63.8588912886969,50,50,44,0
CV,34,85,14,bernoulli_025,HIPC,57.2045454545455,6,81.2095032397411,50,44,44,6
CV,34,85,14,bernoulli_025,DMCHBA,31.7954545454545,3,0.719942404607551,50,50,44,0
CV,34,85,14,bernoulli_025,DGA,31.6363636363636,2,0.215982721382239,50,50,44,0
CV,34,140,9,ideal,CBAA,32.94,3,1.54130702836005,50,50,50,0
CV,34,140,9,ideal,ACBBA,40.94,4,26.2022194821208,50,50,50,0
CV,34,140,9,ideal,PI,55.88,5,72.2564734895191,50,50,50,0
CV,34,140,9,ideal,HIPC,59.68,6,83.9704069050555,50,50,50,0
CV,34,140,9,ideal,DMCHBA,32.44,1,0,50,50,50,0
CV,34,140,9,ideal,DGA,32.46,2,0.0616522811344116,50,50,50,0
CV,34,140,9,bernoulli_025,CBAA,34.2,3,3.01204819277108,50,50,50,0
CV,34,140,9,bernoulli_025,ACBBA,46.1,4,38.855421686747,50,50,50,0
CV,34,140,9,bernoulli_025,PI,54.06,5,62.8313253012048,50,50,50,0
CV,34,140,9,bernoulli_025,HIPC,56.16,6,69.1566265060241,50,50,50,0
CV,34,140,9,bernoulli_025,DMCHBA,33.64,2,1.32530120481927,50,50,50,0
CV,34,140,9,bernoulli_025,DGA,33.2,1,0,50,50,50,0
CV,34,220,6,ideal,CBAA,36.06,3,4.09930715935335,50,50,50,0
CV,34,220,6,ideal,ACBBA,40.02,4,15.5311778290993,50,50,50,0
CV,34,220,6,ideal,PI,59.4,5,71.4780600461894,50,50,50,0
CV,34,220,6,ideal,HIPC,61.58,6,77.7713625866051,50,50,50,0
CV,34,220,6,ideal,DMCHBA,35.02,2,1.09699769053119,50,50,50,0
CV,34,220,6,ideal,DGA,34.64,1,0,50,50,50,0
CV,34,220,6,bernoulli_025,CBAA,37.38,2,2.18698742482232,50,50,50,0
CV,34,220,6,bernoulli_025,ACBBA,46.92,4,28.2668124658283,50,50,50,0
CV,34,220,6,bernoulli_025,PI,56.66,5,54.8933843630399,50,50,50,0
CV,34,220,6,bernoulli_025,HIPC,58.94,6,61.1262985237835,50,50,50,0
CV,34,220,6,bernoulli_025,DMCHBA,36.58,1,0,50,50,50,0
CV,34,220,6,bernoulli_025,DGA,37.44,3,2.35101148168398,50,50,50,0
