trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,robot_id,steps_total,targets_found,task_cell_revisits,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,stall_recoveries,messages_sent,core_messages_sent,allocation_messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,sensitivity_suite,sensitivity_parameter,sensitivity_value,sensitivity_label,num_targets,num_robots
0,known_visit,ACBBA,rayleigh_style,-50.66,19,361,4,10,acbba_h1_rayleigh_m50_66,known_visit_10target_300.csv,00,15,1,0,15,1,3,0,0,0,68,33,35,209,13,known_visit_horizon,commitment_horizon,1,h1,10,4
0,known_visit,ACBBA,rayleigh_style,-50.66,19,361,4,10,acbba_h1_rayleigh_m50_66,known_visit_10target_300.csv,01,20,4,0,21,0,0,0,0,0,77,43,34,211,1,known_visit_horizon,commitment_horizon,1,h1,10,4
0,known_visit,ACBBA,rayleigh_style,-50.66,19,361,4,10,acbba_h1_rayleigh_m50_66,known_visit_10target_300.csv,02,24,4,0,25,0,2,0,0,0,81,49,32,206,3,known_visit_horizon,commitment_horizon,1,h1,10,4
0,known_visit,ACBBA,rayleigh_style,-50.66,19,361,4,10,acbba_h1_rayleigh_m50_66,known_visit_10target_300.csv,03,15,1,1,13,3,6,0,0,0,64,32,32,216,10,known_visit_horizon,commitment_horizon,1,h1,10,4
1,known_visit,ACBBA,rayleigh_style,-50.66,19,361,4,10,acbba_h1_rayleigh_m50_66,known_visit_10target_300.csv,00,21,2,0,22,0,1,0,0,0,70,44,26,197,20,known_visit_horizon,commitment_horizon,1,h1,10,4
1,known_visit,ACBBA,rayleigh_style,-50.66,19,361,4,10,acbba_h1_rayleigh_m50_66,known_visit_10target_300.csv,01,20,3,0,21,0,0,0,0,0,66,42,24,215,6,known_visit_horizon,commitment_horizon,1,h1,10,4
1,known_visit,ACBBA,rayleigh_style,-50.66,19,361,4,10,acbba_h1_rayleigh_m50_66,known_visit_10target_300.csv,02,25,1,1,24,2,2,0,0,0,77,51,26,200,10,known_visit_horizon,commitment_horizon,1,h1,10,4
1,known_visit,ACBBA,rayleigh_style,-50.66,19,361,4,10,acbba_h1_rayleigh_m50_66,known_visit_10target_300.csv,03,25,4,0,25,1,0,0,0,0,75,51,24,206,7,known_visit_horizon,commitment_horizon,1,h1,10,4
2,known_visit,ACBBA,rayleigh_style,-50.66,19,361,4,10,acbba_h1_rayleigh_m50_66,known_visit_10target_300.csv,00,16,3,0,17,0,0,0,0,0,56,34,22,189,9,known_visit_horizon,commitment_horizon,1,h1,10,4
2,known_visit,ACBBA,rayleigh_style,-50.66,19,361,4,10,acbba_h1_rayleigh_m50_66,known_visit_10target_300.csv,01,24,1,0,25,0,2,0,0,0,70,49,21,179,5,known_visit_horizon,commitment_horizon,1,h1,10,4
2,known_visit,ACBBA,rayleigh_style,-50.66,19,361,4,10,acbba_h1_rayleigh_m50_66,known_visit_10target_300.csv,02,24,4,0,25,0,0,0,0,0,70,49,21,178,7,known_visit_horizon,commitment_horizon,1,h1,10,4
2,known_visit,ACBBA,rayleigh_style,-50.66,19,361,4,10,acbba_h1_rayleigh_m50_66,known_visit_10target_300.csv,03,18,2,0,19,0,0,0,0,0,59,38,21,182,13,known_visit_horizon,commitment_horizon,1,h1,10,4
3,known_visit,ACBBA,rayleigh_style,-50.66,19,361,4,10,acbba_h1_rayleigh_m50_66,known_visit_10target_300.csv,00,15,1,0,16,0,1,0,0,0,64,32,32,207,20,known_visit_horizon,commitment_horizon,1,h1,10,4
3,known_visit,ACBBA,rayleigh_style,-50.66,19,361,4,10,acbba_h1_rayleigh_m50_66,known_visit_10target_300.csv,01,21,2,0,22,0,1,0,0,0,72,43,29,215,4,known_visit_horizon,commitment_horizon,1,h1,10,4
3,known_visit,ACBBA,rayleigh_style,-50.66,19,361,4,10,acbba_h1_rayleigh_m50_66,known_visit_10target_300.csv,02,22,4,0,23,0,4,0,0,0,79,45,34,206,7,known_visit_horizon,commitment_horizon,1,h1,10,4
3,known_visit,ACBBA,rayleigh_style,-50.66,19,361,4,10,acbba_h1_rayleigh_m50_66,known_visit_10target_300.csv,03,21,3,0,22,0,2,1,1,0,77,44,33,203,11,known_visit_horizon,commitment_horizon,1,h1,10,4
4,known_visit,ACBBA,rayleigh_style,-50.66,19,361,4,10,acbba_h1_rayleigh_m50_66,known_visit_10target_300.csv,00,17,4,0,18,0,0,0,0,0,65,37,28,186,31,known_visit_horizon,commitment_horizon,1,h1,10,4
4,known_visit,ACBBA,rayleigh_style,-50.66,19,361,4,10,acbba_h1_rayleigh_m50_66,known_visit_10target_300.csv,01,21,1,0,22,0,3,0,0,0,73,44,29,201,8,known_visit_horizon,commitment_horizon,1,h1,10,4
4,known_visit,ACBBA,rayleigh_style,-50.66,19,361,4,10,acbba_h1_rayleigh_m50_66,known_visit_10target_300.csv,02,23,3,0,24,0,0,0,0,0,73,47,26,199,11,known_visit_horizon,commitment_horizon,1,h1,10,4
4,known_visit,ACBBA,rayleigh_style,-50.66,19,361,4,10,acbba_h1_rayleigh_m50_66,known_visit_10target_300.csv,03,21,2,0,22,0,2,3,3,0,72,47,25,190,20,known_visit_horizon,commitment_horizon,1,h1,10,4
5,known_visit,ACBBA,rayleigh_style,-50.66,19,361,4,10,acbba_h1_rayleigh_m50_66,known_visit_10target_300.csv,00,33,3,0,32,2,1,1,1,0,115,68,47,305,23,known_visit_horizon,commitment_horizon,1,h1,10,4
5,known_visit,ACBBA,rayleigh_style,-50.66,19,361,4,10,acbba_h1_rayleigh_m50_66,known_visit_10target_300.csv,01,26,5,0,27,0,1,0,0,0,102,54,48,331,9,known_visit_horizon,commitment_horizon,1,h1,10,4
