trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(2,13);(13,1);(5,17);(8,3);(1,6);(12,13);(15,15);(10,3);(14,4);(17,0)",10,True,74.63978020649935,74.63978020649935,00:4;01:4;02:2,"(0,0);(0,9);(0,18)","(12,14);(17,0);(16,1)",288,0,completed
1,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(11,9);(17,15);(15,3);(11,10);(11,14);(7,15);(0,17);(7,1);(5,0);(14,3)",10,True,53.50583677848842,53.50583677848842,00:5;01:0;02:5,"(0,0);(0,9);(0,18)","(17,15);(15,3);(8,1)",202,0,completed
2,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(12,16);(18,6);(17,7);(6,13);(2,15);(12,0);(15,2);(4,14);(9,11);(5,3)",10,True,51.30054237122729,51.30054237122729,00:4;01:4;02:2,"(0,0);(0,9);(0,18)","(18,6);(17,7);(18,10)",201,0,completed
3,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(1,13);(13,13);(12,3);(17,18);(16,3);(14,6);(7,15);(10,1);(13,15);(10,10)",10,True,75.46657241055404,75.46657241055404,00:5;01:2;02:3,"(0,0);(0,9);(0,18)","(17,18);(14,6);(12,3)",319,0,completed
4,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(8,9);(4,2);(12,9);(14,3);(2,12);(12,1);(5,17);(6,1);(2,15);(8,16)",10,True,47.03070924790968,47.03070924790968,00:4;01:2;02:4,"(0,0);(0,9);(0,18)","(14,9);(6,4);(12,9)",185,0,completed
5,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(11,3);(11,15);(17,18);(6,10);(11,6);(14,0);(14,2);(2,17);(3,13);(10,13)",10,True,56.14199806460931,56.14199806460931,00:4;01:2;02:4,"(0,0);(0,9);(0,18)","(15,6);(11,3);(17,18)",221,0,completed
6,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(2,3);(9,7);(10,17);(18,9);(11,7);(17,18);(12,8);(4,16);(16,1);(13,15)",10,True,43.52706553570759,43.52706553570759,00:2;01:4;02:4,"(0,0);(0,9);(0,18)","(16,1);(18,8);(17,18)",168,0,completed
7,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(4,0);(9,6);(12,13);(13,18);(0,1);(2,12);(14,3);(4,2);(9,13);(8,16)",10,True,42.76035690986752,42.76035690986752,00:4;01:3;02:3,"(0,0);(0,9);(0,18)","(14,7);(8,2);(12,13)",166,0,completed
8,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(6,14);(17,0);(15,18);(5,4);(6,9);(8,0);(5,7);(2,4);(10,8);(7,0)",10,True,94.46064320090692,94.46064320090692,00:6;01:2;02:2,"(0,0);(0,9);(0,18)","(15,18);(17,0);(7,0)",403,0,completed
9,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,15);(12,3);(3,11);(13,3);(17,3);(3,0);(11,15);(7,4);(12,0);(15,11)",10,True,45.80625652035805,45.80625652035805,00:5;01:3;02:2,"(0,0);(0,9);(0,18)","(15,3);(17,3);(11,11)",173,0,completed
10,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(1,14);(12,11);(1,18);(18,7);(10,9);(5,13);(7,14);(16,1);(7,16);(17,2)",10,True,64.08206705702857,64.08206705702857,00:2;01:3;02:5,"(0,0);(0,9);(0,18)","(11,14);(18,7);(10,9)",259,0,completed
11,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(18,12);(18,5);(15,11);(9,10);(6,13);(6,5);(12,4);(7,9);(15,4);(9,17)",10,True,42.59493352926547,42.59493352926547,00:4;01:4;02:2,"(0,0);(0,9);(0,18)","(18,5);(18,8);(9,8)",166,0,completed
12,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(5,17);(17,17);(17,1);(12,7);(14,2);(13,7);(13,15);(9,0);(14,11);(6,12)",10,True,50.934301536956454,50.934301536956454,00:3;01:3;02:4,"(0,0);(0,9);(0,18)","(17,7);(13,7);(17,17)",210,0,completed
13,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,8);(13,1);(7,12);(7,16);(2,13);(11,9);(5,14);(1,10);(11,2);(1,12)",10,True,62.6637417428219,62.6637417428219,00:2;01:5;02:3,"(0,0);(0,9);(0,18)","(6,12);(15,8);(14,8)",251,0,completed
14,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(13,9);(11,15);(4,1);(14,14);(18,7);(9,0);(15,17);(12,12);(5,15);(4,10)",10,True,46.44703610462608,46.44703610462608,00:3;01:3;02:4,"(0,0);(0,9);(0,18)","(18,7);(14,15);(15,17)",186,0,completed
15,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(7,5);(5,4);(8,4);(18,17);(2,16);(5,8);(7,14);(2,3);(15,0);(15,8)",10,True,58.92667902154852,58.92667902154852,00:2;01:5;02:3,"(0,0);(0,9);(0,18)","(2,16);(15,0);(15,11)",231,0,completed
16,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(9,7);(1,5);(15,1);(0,17);(9,0);(10,11);(5,16);(1,9);(1,14);(18,18)",10,True,51.00585623578753,51.00585623578753,00:4;01:2;02:4,"(0,0);(0,9);(0,18)","(15,1);(1,14);(18,18)",204,0,completed
17,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(3,4);(5,2);(4,8);(6,0);(14,5);(17,18);(8,8);(13,1);(3,15);(10,3)",10,True,76.11712748197534,76.11712748197534,00:3;01:4;02:3,"(0,0);(0,9);(0,18)","(10,3);(17,18);(14,5)",331,0,completed
18,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(1,16);(18,10);(12,4);(15,17);(7,15);(4,14);(4,18);(15,8);(8,18);(15,3)",10,True,51.77466468648487,51.77466468648487,00:3;01:2;02:5,"(0,0);(0,9);(0,18)","(12,8);(14,13);(18,10)",203,0,completed
19,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,5);(11,12);(17,13);(12,2);(2,8);(18,9);(5,0);(10,9);(2,15);(14,4)",10,True,54.365430610367625,54.365430610367625,00:4;01:3;02:3,"(0,0);(0,9);(0,18)","(10,9);(11,12);(17,13)",227,0,completed
20,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(3,9);(17,15);(11,16);(16,5);(18,18);(18,1);(8,5);(10,0);(5,5);(11,15)",10,True,64.83649408445439,64.83649408445439,00:1;01:5;02:4,"(0,0);(0,9);(0,18)","(8,3);(18,2);(18,18)",246,0,completed
21,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(3,15);(4,17);(6,8);(12,16);(18,6);(2,3);(1,1);(16,0);(13,1);(9,3)",10,True,83.08454052128927,83.08454052128927,00:3;01:4;02:3,"(0,0);(0,9);(0,18)","(11,17);(1,1);(18,6)",327,0,completed
22,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,0);(13,10);(4,16);(2,18);(0,17);(12,0);(13,1);(12,18);(9,14);(15,10)",10,True,53.87290796842301,53.87290796842301,00:3;01:3;02:4,"(0,0);(0,9);(0,18)","(15,0);(15,10);(5,17)",224,0,completed
23,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(9,18);(10,16);(10,3);(2,14);(14,16);(12,2);(13,8);(2,0);(16,6);(9,0)",10,True,50.27241726316909,50.27241726316909,00:6;01:2;02:2,"(0,0);(0,9);(0,18)","(13,8);(14,16);(13,12)",203,0,completed
24,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(5,6);(13,13);(11,3);(6,1);(2,10);(17,0);(16,15);(13,8);(6,8);(2,8)",10,True,59.5972945018175,59.5972945018175,00:2;01:6;02:2,"(0,0);(0,9);(0,18)","(6,8);(16,11);(17,0)",241,0,completed
25,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(6,0);(6,17);(16,15);(5,15);(2,15);(1,2);(2,8);(15,10);(9,4);(13,16)",10,True,46.65864154804407,46.65864154804407,00:3;01:2;02:5,"(0,0);(0,9);(0,18)","(13,10);(6,17);(15,10)",196,0,completed
26,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(2,7);(10,14);(10,1);(7,13);(18,10);(12,12);(8,7);(16,10);(13,10);(17,5)",10,True,52.67867248267378,52.67867248267378,00:2;01:3;02:5,"(0,0);(0,9);(0,18)","(17,14);(13,12);(18,10)",216,0,completed
27,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(2,15);(9,6);(13,15);(15,5);(14,8);(12,0);(10,14);(17,9);(13,2);(6,11)",10,True,54.94883008548767,54.94883008548767,00:4;01:2;02:4,"(0,0);(0,9);(0,18)","(10,12);(9,6);(17,9)",212,0,completed
28,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(4,16);(5,7);(9,10);(6,0);(15,15);(1,5);(14,4);(4,7);(13,7);(7,7)",10,True,59.72532369818157,59.72532369818157,00:2;01:6;02:2,"(0,0);(0,9);(0,18)","(14,4);(15,15);(10,0)",240,0,completed
29,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,14);(18,9);(9,9);(15,18);(10,1);(11,5);(18,2);(12,11);(5,18);(7,15)",10,True,48.422046362785146,48.422046362785146,00:2;01:4;02:4,"(0,0);(0,9);(0,18)","(9,9);(18,2);(16,14)",188,0,completed
30,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,8);(7,18);(3,15);(8,15);(16,13);(3,4);(13,17);(2,5);(11,0);(17,3)",10,True,58.39254293168789,58.39254293168789,00:4;01:1;02:5,"(0,0);(0,9);(0,18)","(17,3);(16,9);(15,7)",223,0,completed
31,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(10,3);(14,5);(8,4);(10,8);(4,13);(10,4);(0,2);(6,18);(8,15);(12,2)",10,True,50.64109053885699,50.64109053885699,00:4;01:2;02:4,"(0,0);(0,9);(0,18)","(6,15);(14,5);(13,2)",188,0,completed
32,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(16,8);(5,1);(14,15);(3,5);(11,17);(14,18);(14,0);(8,16);(1,16);(7,0)",10,True,44.16825087672419,44.16825087672419,00:4;01:1;02:5,"(0,0);(0,9);(0,18)","(16,8);(3,17);(14,10)",173,0,completed
33,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(14,10);(6,5);(13,0);(15,6);(2,2);(1,14);(17,17);(4,5);(3,18);(3,2)",10,True,56.211778479265654,56.211778479265654,00:4;01:4;02:2,"(0,0);(0,9);(0,18)","(15,14);(17,17);(13,2)",215,0,completed
34,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(5,13);(18,17);(3,1);(2,13);(6,2);(12,2);(14,9);(6,0);(11,3);(12,7)",10,True,43.53826273903636,43.53826273903636,00:6;01:3;02:1,"(0,0);(0,9);(0,18)","(12,7);(14,9);(18,10)",169,0,completed
35,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(6,13);(15,4);(6,0);(16,10);(10,0);(12,3);(8,9);(10,15);(2,8);(18,6)",10,True,54.14650096436223,54.14650096436223,00:5;01:3;02:2,"(0,0);(0,9);(0,18)","(11,10);(16,8);(18,6)",201,0,completed
36,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(12,13);(7,8);(3,16);(12,17);(14,15);(14,16);(9,16);(7,2);(2,9);(15,14)",10,True,40.6498161750438,40.6498161750438,00:2;01:3;02:5,"(0,0);(0,9);(0,18)","(2,12);(12,17);(12,13)",158,0,completed
37,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(0,17);(10,3);(3,8);(6,3);(17,6);(12,10);(6,1);(7,10);(3,5);(7,8)",10,True,38.1202987853374,38.1202987853374,00:4;01:3;02:3,"(0,0);(0,9);(0,18)","(17,6);(6,3);(12,10)",152,0,completed
38,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,3);(14,8);(15,9);(16,2);(14,15);(5,12);(12,17);(7,6);(9,3);(5,10)",10,True,58.579023064393574,58.579023064393574,00:1;01:5;02:4,"(0,0);(0,9);(0,18)","(15,4);(16,5);(12,17)",226,0,completed
39,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(9,8);(15,6);(12,8);(3,5);(4,2);(12,3);(16,17);(18,4);(5,3);(4,6)",10,True,50.209053390188565,50.209053390188565,00:5;01:3;02:2,"(0,0);(0,9);(0,18)","(9,8);(18,4);(15,6)",198,0,completed
40,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(2,4);(2,18);(1,7);(1,15);(6,5);(13,9);(17,17);(3,5);(8,18);(1,2)",10,True,48.57783865812616,48.57783865812616,00:4;01:2;02:4,"(0,0);(0,9);(0,18)","(13,10);(13,9);(17,17)",204,0,completed
41,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(4,18);(5,18);(11,12);(2,6);(8,10);(9,13);(3,1);(12,13);(13,16);(7,6)",10,True,38.67844227745021,38.67844227745021,00:3;01:1;02:6,"(0,0);(0,9);(0,18)","(9,10);(8,18);(13,16)",154,0,completed
42,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,3);(12,8);(17,10);(18,4);(11,8);(17,3);(10,16);(16,18);(15,8);(17,18)",10,True,45.405015310509064,45.405015310509064,00:2;01:5;02:3,"(0,0);(0,9);(0,18)","(16,8);(18,4);(17,18)",180,0,completed
43,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(2,17);(13,14);(15,3);(12,17);(12,4);(6,6);(3,4);(16,13);(5,9);(4,6)",10,True,35.665571709734955,35.665571709734955,00:3;01:3;02:4,"(0,0);(0,9);(0,18)","(15,3);(12,5);(16,13)",139,0,completed
44,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(4,14);(8,14);(17,17);(5,7);(8,15);(2,14);(12,5);(18,11);(3,12);(4,18)",10,True,57.84152368893201,57.84152368893201,00:2;01:4;02:4,"(0,0);(0,9);(0,18)","(10,14);(18,11);(5,7)",226,0,completed
45,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(18,10);(5,16);(11,17);(18,8);(5,18);(9,15);(18,7);(17,16);(1,9);(9,3)",10,True,58.30814657057147,58.30814657057147,00:1;01:3;02:6,"(0,0);(0,9);(0,18)","(14,17);(17,7);(18,7)",232,0,completed
46,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(9,16);(15,7);(13,0);(7,0);(4,9);(2,16);(18,14);(18,15);(18,13);(15,4)",10,True,38.278098421425035,38.278098421425035,00:3;01:2;02:5,"(0,0);(0,9);(0,18)","(18,4);(13,4);(18,13)",145,0,completed
47,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(12,10);(3,9);(12,4);(15,12);(4,10);(5,1);(9,7);(3,18);(14,15);(5,5)",10,True,54.85018784753541,54.85018784753541,00:3;01:5;02:2,"(0,0);(0,9);(0,18)","(12,4);(14,15);(15,8)",218,0,completed
48,known_visit,PI,bernoulli,drop_0.25,19,361,3,10,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(10,5);(10,14);(9,2);(5,4);(4,4);(2,18);(8,18);(9,10);(13,3);(16,16)",10,True,56.275364599767514,56.275364599767514,00:3;01:3;02:4,"(0,0);(0,9);(0,18)","(16,16);(10,9);(15,12)",228,0,completed
