trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,robot_id,steps_total,steps_after_first_clue,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,messages_sent,protected_messages_sent,unprotected_messages_sent,core_messages_sent,allocation_messages_sent,post_clue_messages_sent,messages_sent_by_topic,messages_delivered_to_robot,messages_dropped_to_robot,trial_status
0,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,00,95,88,41,55,0,1,1,281,96,185,194,87,267,clue:3;collision_intent:96;pi_entry:87;state:95,1576,328,completed
0,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,01,94,87,36,59,0,4,4,269,98,171,195,74,255,clue:3;collision_intent:98;pi_entry:74;state:94,1599,317,completed
0,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,02,90,83,63,28,0,3,1,274,94,180,187,87,260,clue:3;collision_intent:94;pi_entry:87;state:90,1592,318,completed
0,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,03,94,87,48,47,0,2,2,267,97,170,194,73,253,clue:3;collision_intent:96;pi_entry:73;state:94;target:1,1580,338,completed
0,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,04,91,84,38,54,0,7,4,271,98,173,192,79,257,clue:3;collision_intent:98;pi_entry:79;state:91,1593,319,completed
0,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,05,94,87,44,51,0,0,0,270,94,176,191,79,256,clue:3;collision_intent:94;pi_entry:79;state:94,1631,283,completed
0,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,06,94,87,57,38,0,0,0,289,94,195,191,98,275,clue:3;collision_intent:94;pi_entry:98;state:94,1572,323,completed
0,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,07,96,89,30,67,2,1,1,264,97,167,196,68,250,clue:3;collision_intent:97;pi_clear_path:1;pi_entry:67;state:96,1625,295,completed
1,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,00,43,12,38,6,0,0,0,98,43,55,88,10,36,clue:2;collision_intent:43;pi_entry:10;state:43,610,96,completed
1,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,01,42,12,36,7,0,0,0,95,43,52,87,8,35,clue:2;collision_intent:43;pi_entry:8;state:42,617,93,completed
1,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,02,42,11,38,5,0,0,0,99,43,56,87,12,37,clue:2;collision_intent:43;pi_entry:12;state:42,612,95,completed
1,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,03,42,11,36,7,0,2,2,102,44,58,88,14,40,clue:2;collision_intent:44;pi_entry:14;state:42,599,104,completed
1,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,04,42,12,42,1,1,0,0,99,43,56,87,12,39,clue:2;collision_intent:43;pi_entry:12;state:42,605,100,completed
1,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,05,43,13,42,2,1,0,0,100,43,57,88,12,40,clue:2;collision_intent:43;pi_entry:12;state:43,604,101,completed
1,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,06,44,13,42,3,1,1,1,103,46,57,92,11,41,clue:2;collision_intent:45;pi_entry:11;state:44;target:1,593,110,completed
1,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,07,44,14,44,1,1,0,0,110,44,66,90,20,50,clue:2;collision_intent:44;pi_entry:20;state:44,605,90,completed
