trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status
0,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,14,0,"(9,0);(6,18);(19,8);(12,1)",05,6,18,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(14,15);01:(13,4);02:(11,4);03:(14,0);04:(10,1);05:(11,0);06:(4,3);07:(14,20)",00:0;01:0;02:3;03:0;04:1;05:2;06:0;07:0,03,completed
1,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,12,13,"(12,14);(16,14);(9,1);(18,8)",02,18,8,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(15,6);01:(19,6);02:(14,11);03:(21,9);04:(14,8);05:(12,12);06:(12,13);07:(7,21)",00:0;01:1;02:1;03:0;04:0;05:0;06:1;07:0,06,completed
2,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,16,1,"(9,12);(17,8);(15,4);(7,14)",01,15,4,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(16,1);01:(15,4);02:(16,6);03:(17,10);04:(15,15);05:(15,18);06:(16,20);07:(16,23)",00:0;01:1;02:0;03:0;04:0;05:0;06:0;07:0,00,completed
3,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,2,18,"(4,16);(13,22);(5,17);(3,18)",,,,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(3,0);01:(2,4);02:(3,7);03:(3,10);04:(1,15);05:(2,18);06:(3,21);07:(3,24)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,05,completed
4,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,8,18,"(7,23);(17,17);(19,8);(12,6)",,,,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(9,0);01:(7,4);02:(9,7);03:(9,10);04:(8,15);05:(8,18);06:(9,21);07:(9,24)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,05,completed
5,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,15,13,"(19,6);(19,17);(17,5);(11,10)",03,11,10,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(14,6);01:(12,13);02:(9,12);03:(12,8);04:(15,13);05:(0,10);06:(3,11);07:(13,13)",00:0;01:0;02:0;03:1;04:1;05:0;06:0;07:0,04,completed
6,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,10,15,"(1,5);(8,15);(13,17);(14,10)",04,8,15,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(5,4);01:(5,9);02:(6,13);03:(8,12);04:(8,14);05:(7,13);06:(10,15);07:(5,19)",00:0;01:0;02:0;03:0;04:1;05:0;06:0;07:0,06,completed
7,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,4,19,"(5,18);(4,18);(11,9);(17,11)",05,4,18,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(5,1);01:(4,5);02:(5,8);03:(5,11);04:(4,15);05:(4,19);06:(5,20);07:(6,24)",00:0;01:0;02:0;03:0;04:0;05:1;06:0;07:0,05,completed
8,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,21,3,"(18,22);(17,17);(17,1);(24,1)",00,24,1,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(14,1);01:(21,3);02:(18,2);03:(9,11);04:(19,6);05:(22,9);06:(14,16);07:(24,13)",00:2;01:0;02:0;03:0;04:0;05:0;06:0;07:0,01,completed
9,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,1,0,"(6,17);(10,3);(2,18);(16,8)",,,,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(1,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,00,completed
10,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,18,13,"(14,23);(19,13);(22,9);(13,10)",03,13,10,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(8,1);01:(15,17);02:(3,16);03:(9,22);04:(13,18);05:(4,3);06:(18,13);07:(18,20)",00:0;01:0;02:0;03:2;04:0;05:0;06:1;07:2,06,completed
11,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,18,10,"(15,19);(15,10);(18,9);(12,7)",02,12,7,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(18,10);01:(11,3);02:(16,6);03:(2,8);04:(16,10);05:(11,6);06:(9,11);07:(15,5)",00:1;01:0;02:1;03:0;04:2;05:0;06:1;07:0,00,completed
12,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,14,19,"(15,17);(6,20);(15,5);(7,18)",05,7,18,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(10,7);01:(12,21);02:(14,19);03:(7,2);04:(5,7);05:(4,3);06:(4,9);07:(6,2)",00:0;01:0;02:0;03:0;04:0;05:1;06:1;07:1,02,completed
13,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,4,15,"(10,6);(3,12);(6,22);(7,17)",,,,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(5,0);01:(4,4);02:(5,7);03:(5,10);04:(4,15);05:(4,18);06:(5,21);07:(5,24)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,04,completed
14,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,1,10,"(4,8);(2,12);(6,8);(20,8)",,,,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(0,0);01:(0,3);02:(0,7);03:(1,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,03,completed
15,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,23,1,"(7,8);(18,17);(10,7);(18,11)",02,10,7,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(17,0);01:(12,21);02:(21,7);03:(23,1);04:(16,11);05:(21,24);06:(17,17);07:(9,15)",00:2;01:1;02:2;03:2;04:0;05:2;06:0;07:2,03,completed
16,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,9,3,"(9,2);(4,7);(7,5);(14,3)",02,4,7,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(8,9);01:(6,4);02:(9,3);03:(7,0);04:(7,2);05:(9,6);06:(4,7);07:(7,11)",00:1;01:0;02:2;03:1;04:1;05:1;06:1;07:0,02,completed
17,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,1,19,"(15,11);(21,18);(8,16);(8,19)",05,21,18,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(24,6);01:(9,19);02:(1,19);03:(9,22);04:(7,16);05:(7,19);06:(8,17);07:(12,16)",00:0;01:1;02:1;03:1;04:1;05:1;06:1;07:0,02,completed
18,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,24,21,"(20,14);(16,11);(24,20);(24,24)",07,24,24,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(24,0);01:(22,4);02:(24,7);03:(23,10);04:(22,15);05:(22,18);06:(24,21);07:(24,24)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:1,06,completed
19,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,16,4,"(16,6);(5,6);(4,3);(17,9)",,,,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(17,0);01:(16,4);02:(17,7);03:(17,10);04:(15,15);05:(16,18);06:(17,21);07:(17,24)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,01,completed
20,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,7,23,"(7,24);(10,19);(11,23);(9,1)",07,7,24,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(7,2);01:(5,6);02:(7,9);03:(6,13);04:(5,17);05:(7,18);06:(7,23);07:(8,23)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:1,06,completed
21,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,3,11,"(8,9);(3,8);(12,11);(1,13)",03,12,11,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(15,12);01:(11,23);02:(6,8);03:(5,8);04:(3,11);05:(8,14);06:(8,5);07:(7,7)",00:0;01:0;02:1;03:1;04:1;05:0;06:0;07:1,04,completed
22,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,21,23,"(8,13);(23,22);(20,12);(17,9)",07,23,22,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(24,6);01:(18,7);02:(18,11);03:(21,16);04:(21,17);05:(22,20);06:(23,23);07:(21,23)",00:0;01:0;02:0;03:0;04:0;05:0;06:1;07:1,07,completed
23,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,15,3,"(12,2);(7,6);(2,12);(13,7)",02,13,7,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(8,9);01:(4,8);02:(15,17);03:(6,9);04:(1,8);05:(7,4);06:(15,3);07:(14,7)",00:0;01:0;02:1;03:1;04:1;05:0;06:0;07:0,06,completed
24,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,20,24,"(9,11);(21,24);(11,24);(12,19)",07,11,24,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(9,24);01:(6,17);02:(10,12);03:(20,24);04:(21,16);05:(1,22);06:(5,11);07:(6,20)",00:0;01:0;02:1;03:0;04:0;05:0;06:1;07:1,03,completed
25,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,3,8,"(17,8);(14,9);(3,9);(6,5)",02,17,8,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(12,16);01:(7,9);02:(14,3);03:(3,8);04:(9,6);05:(24,9);06:(18,8);07:(13,13)",00:0;01:1;02:1;03:2;04:1;05:0;06:0;07:0,03,completed
26,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,17,18,"(12,19);(6,7);(15,4);(9,11)",02,6,7,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(5,19);01:(15,24);02:(18,8);03:(18,3);04:(9,21);05:(17,18);06:(3,17);07:(2,9)",00:0;01:1;02:2;03:2;04:1;05:1;06:1;07:1,05,completed
27,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,11,6,"(22,11);(8,7);(13,2);(11,14)",02,8,7,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(8,5);01:(4,8);02:(5,5);03:(11,6);04:(6,9);05:(8,10);06:(8,11);07:(8,17)",00:0;01:0;02:1;03:0;04:0;05:0;06:0;07:0,03,completed
28,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,22,10,"(15,8);(19,13);(16,11);(4,15)",04,4,15,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(19,18);01:(7,24);02:(22,10);03:(16,15);04:(18,9);05:(13,11);06:(16,11);07:(16,14)",00:2;01:0;02:1;03:0;04:1;05:0;06:1;07:2,02,completed
29,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,14,10,"(15,21);(5,8);(19,19);(9,6)",,,,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(14,0);01:(12,4);02:(14,7);03:(14,10);04:(12,15);05:(12,18);06:(14,21);07:(14,24)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,03,completed
30,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,22,8,"(17,7);(20,4);(21,10);(24,8)",02,17,7,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(19,15);01:(6,9);02:(22,8);03:(12,9);04:(23,12);05:(13,12);06:(23,10);07:(23,14)",00:2;01:0;02:1;03:1;04:0;05:1;06:1;07:0,02,completed
31,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,17,7,"(10,8);(11,18);(18,22);(11,11)",05,11,18,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(12,20);01:(0,10);02:(1,15);03:(17,7);04:(14,17);05:(5,1);06:(0,8);07:(7,18)",00:0;01:2;02:0;03:1;04:1;05:2;06:0;07:0,03,completed
32,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,8,85.0,78.125,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,9,1,"(5,1);(7,5);(2,5);(14,10)",03,14,10,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(20,16);01:(9,16);02:(7,2);03:(0,0);04:(0,8);05:(8,17);06:(9,1);07:(21,16)",00:0;01:1;02:1;03:3;04:1;05:0;06:1;07:0,06,completed
