trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status
0,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,24,50.0,48.166667,pi_g34_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,459,220,239,456,27,12,3,3,1325,30442,0,464,861,995,330,882,330,0.0,2.905701754385965,3.690376569037657,0.7189542483660131,1.3807531380753137,0.7236842105263158,clue:72;collision_intent:463;pi_clear_path:6;pi_entry:324;state:459;target:1,20,60,0.059941520467836185,completed
1,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,24,50.0,48.166667,pi_g34_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,404,309,95,406,22,11,7,5,1007,23121,0,414,593,866,141,388,141,0.0,2.480295566502463,4.08421052631579,0.349009900990099,1.4842105263157894,0.3472906403940887,clue:48;collision_intent:413;pi_clear_path:2;pi_entry:139;state:404;target:1,17,46,0.04823481116584549,completed
2,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,24,50.0,48.166667,pi_g34_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,976,156,820,694,306,12,40,33,2845,65403,0,1023,1822,2071,774,2528,774,0.0,4.099423631123919,3.0829268292682928,0.7930327868852459,0.9439024390243902,1.1152737752161384,clue:72;collision_intent:1022;pi_clear_path:11;pi_entry:763;state:976;target:1,43,136,0.17375120076849182,completed
3,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,24,50.0,48.166667,pi_g34_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,816,350,466,734,106,14,8,8,2250,51728,0,827,1423,1667,583,1547,583,0.0,3.0653950953678475,3.319742489270386,0.7144607843137255,1.2510729613733906,0.7942779291553134,clue:24;collision_intent:826;pi_clear_path:2;pi_entry:581;state:816;target:1,35,103,0.0702770208900998,completed
4,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,24,50.0,48.166667,pi_g34_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,1178,149,1029,856,346,17,41,34,3548,81586,0,1226,2322,2500,1048,3243,1048,0.0,4.144859813084112,3.151603498542274,0.8896434634974533,1.0184645286686103,1.2242990654205608,clue:96;collision_intent:1225;pi_clear_path:8;pi_entry:1040;state:1178;target:1,51,166,0.17640186915887845,completed
5,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,24,50.0,48.166667,pi_g34_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,651,541,110,651,24,5,1,1,1490,34247,0,657,833,1332,158,405,158,0.0,2.2887864823348694,3.6818181818181817,0.24270353302611367,1.4363636363636363,0.24270353302611367,clue:24;collision_intent:656;pi_clear_path:2;pi_entry:156;state:651;target:1,28,66,0.035010240655401814,completed
6,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,24,50.0,48.166667,pi_g34_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,8,8,0,32,0,0,0,0,32,677,0,24,8,32,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,collision_intent:23;state:8;target:1,1,3,0.16666666666666652,completed
7,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,24,50.0,48.166667,pi_g34_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,1437,277,1160,1024,437,14,41,30,4124,94830,0,1487,2637,2996,1128,3569,1128,0.0,4.02734375,3.0767241379310346,0.7849686847599165,0.9724137931034482,1.1015625,clue:72;collision_intent:1486;pi_clear_path:7;pi_entry:1121;state:1437;target:1,63,196,0.18863932291666652,completed
8,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,24,50.0,48.166667,pi_g34_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,89,89,0,113,0,0,0,0,184,4209,0,95,89,184,0,0,0,0.0,1.6283185840707965,0.0,0.0,0.0,0.0,collision_intent:94;state:89;target:1,4,9,0.04387905604719755,completed
9,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,24,50.0,48.166667,pi_g34_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,1103,356,747,853,274,17,28,25,3044,69987,0,1136,1908,2263,781,2332,781,0.0,3.5685814771395075,3.1218206157965196,0.7080689029918404,1.0455153949129852,0.9155920281359906,clue:24;collision_intent:1135;pi_clear_path:4;pi_entry:777;state:1103;target:1,48,142,0.12333919499804602,completed
10,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,24,50.0,48.166667,pi_g34_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,104,60,44,126,2,9,6,5,342,7847,0,120,222,248,94,214,94,0.0,2.7142857142857144,4.863636363636363,0.9038461538461539,2.1363636363636362,0.746031746031746,clue:24;collision_intent:119;pi_clear_path:7;pi_entry:87;state:104;target:1,5,17,0.05687830687830675,completed
11,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,24,50.0,48.166667,pi_g34_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,1140,62,1078,812,352,12,70,56,3560,81855,0,1220,2340,2432,1128,3429,1128,0.0,4.384236453201971,3.1808905380333954,0.9894736842105263,1.0463821892393321,1.3891625615763548,clue:72;collision_intent:1219;pi_clear_path:11;pi_entry:1117;state:1140;target:1,49,169,0.18708949096880123,completed
