trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status
20,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,24,50.0,48.166667,pi_g34_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,26,1,"(15,4);(19,5);(14,1);(27,7)",03,15,4,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(10,4);01:(22,5);02:(27,9);03:(26,1);04:(9,5);05:(0,1);06:(25,1);07:(26,8);08:(27,10);09:(3,18);10:(25,13);11:(24,14);12:(25,16);13:(9,18);14:(25,15);15:(1,14);16:(23,32);17:(25,18);18:(23,29);19:(25,27);20:(21,29);21:(19,32);22:(22,27);23:(24,28)",00:1;01:0;02:2;03:1;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:0,03,completed
21,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,24,50.0,48.166667,pi_g34_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,14,8,"(2,7);(21,7);(14,20);(23,25)",05,2,7,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(12,0);01:(10,0);02:(10,4);03:(14,7);04:(13,6);05:(14,8);06:(10,9);07:(12,9);08:(12,11);09:(10,10);10:(12,13);11:(8,13);12:(8,19);13:(12,18);14:(9,20);15:(9,17);16:(11,19);17:(10,24);18:(11,20);19:(8,24);20:(10,27);21:(9,29);22:(8,32);23:(9,33)",00:0;01:0;02:0;03:0;04:0;05:1;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:0,05,completed
22,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,24,50.0,48.166667,pi_g34_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,26,18,"(30,21);(19,32);(27,25);(27,16)",22,19,32,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(25,9);01:(3,0);02:(27,12);03:(6,10);04:(26,15);05:(6,11);06:(27,17);07:(29,20);08:(28,18);09:(9,12);10:(26,18);11:(8,26);12:(26,24);13:(28,25);14:(31,27);15:(6,18);16:(19,17);17:(16,12);18:(29,31);19:(30,29);20:(29,22);21:(30,24);22:(31,26);23:(30,31)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:1;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:1;22:1;23:0,10,completed
23,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,24,50.0,48.166667,pi_g34_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,2,11,"(23,18);(23,22);(18,29);(1,16)",11,1,16,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(1,0);01:(1,1);02:(1,3);03:(1,4);04:(2,6);05:(1,7);06:(1,9);07:(1,10);08:(2,11);09:(1,13);10:(1,14);11:(1,16);12:(1,17);13:(1,19);14:(1,20);15:(2,22);16:(1,23);17:(1,24);18:(1,26);19:(1,27);20:(1,29);21:(1,30);22:(1,32);23:(1,33)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:1;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:0,08,completed
24,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,24,50.0,48.166667,pi_g34_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,1,9,"(22,2);(26,22);(14,20);(29,19)",,,,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(0,0);01:(0,1);02:(1,3);03:(0,4);04:(0,6);05:(0,7);06:(1,9);07:(1,10);08:(0,11);09:(1,13);10:(0,14);11:(1,16);12:(1,17);13:(1,19);14:(1,20);15:(1,22);16:(0,23);17:(1,24);18:(0,26);19:(1,27);20:(0,29);21:(1,30);22:(0,32);23:(0,33)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:0,06,completed
25,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,24,50.0,48.166667,pi_g34_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,15,13,"(17,19);(13,19);(15,22);(21,5)",11,13,19,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(16,1);01:(11,1);02:(16,2);03:(14,5);04:(18,7);05:(14,8);06:(16,8);07:(15,13);08:(12,12);09:(14,18);10:(12,21);11:(13,20);12:(15,21);13:(12,22);14:(14,23);15:(0,25);16:(11,25);17:(14,25);18:(11,28);19:(14,26);20:(15,27);21:(15,28);22:(16,29);23:(17,30)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:1;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:0,07,completed
26,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,24,50.0,48.166667,pi_g34_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,32,32,"(28,32);(32,3);(32,9);(20,27)",17,20,27,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(27,1);01:(5,0);02:(27,2);03:(7,8);04:(32,10);05:(28,3);06:(30,13);07:(32,11);08:(23,8);09:(11,8);10:(32,17);11:(9,27);12:(32,26);13:(29,2);14:(33,22);15:(2,12);16:(14,9);17:(1,13);18:(9,9);19:(31,23);20:(33,15);21:(29,33);22:(30,31);23:(32,32)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:1;18:0;19:0;20:0;21:1;22:0;23:0,23,completed
27,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,24,50.0,48.166667,pi_g34_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,14,28,"(15,27);(3,16);(14,31);(17,12)",11,3,16,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(11,1);01:(11,8);02:(12,3);03:(9,1);04:(13,4);05:(9,11);06:(14,7);07:(12,11);08:(12,10);09:(13,12);10:(14,14);11:(14,16);12:(14,19);13:(13,17);14:(14,18);15:(12,21);16:(14,21);17:(14,26);18:(10,28);19:(10,33);20:(14,28);21:(14,29);22:(14,30);23:(14,32)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:1;12:0;13:1;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:1,20,completed
28,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,24,50.0,48.166667,pi_g34_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,13,28,"(22,28);(29,33);(15,28);(19,6)",04,19,6,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(19,2);01:(17,1);02:(21,3);03:(20,5);04:(22,6);05:(21,7);06:(18,8);07:(19,10);08:(18,12);09:(11,15);10:(15,16);11:(7,18);12:(13,19);13:(14,20);14:(15,22);15:(0,23);16:(12,25);17:(16,25);18:(13,28);19:(16,26);20:(17,27);21:(18,29);22:(19,30);23:(20,32)",00:0;01:0;02:0;03:0;04:1;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:0,18,completed
29,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,24,50.0,48.166667,pi_g34_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,4,29,"(24,27);(10,23);(21,15);(10,30)",,,,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(6,0);01:(4,2);02:(6,3);03:(6,4);04:(6,6);05:(6,7);06:(6,9);07:(6,10);08:(6,11);09:(6,13);10:(6,14);11:(6,16);12:(6,17);13:(6,19);14:(6,20);15:(6,22);16:(6,23);17:(6,24);18:(4,27);19:(4,29);20:(5,30);21:(5,31);22:(6,32);23:(6,33)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:0,19,completed
30,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,24,50.0,48.166667,pi_g34_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,5,18,"(20,18);(14,19);(10,18);(22,27)",11,10,18,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(20,0);01:(14,1);02:(20,3);03:(15,5);04:(20,4);05:(19,10);06:(14,8);07:(17,13);08:(13,12);09:(15,18);10:(11,19);11:(5,18);12:(13,20);13:(15,20);14:(15,21);15:(0,21);16:(11,25);17:(13,25);18:(13,27);19:(14,27);20:(16,27);21:(18,28);22:(19,29);23:(20,30)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:1;11:1;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:0,11,completed
31,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,24,50.0,48.166667,pi_g34_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,20,16,"(30,8);(16,1);(14,6);(22,15)",04,14,6,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(0,2);01:(19,2);02:(18,2);03:(0,4);04:(21,5);05:(21,7);06:(2,7);07:(19,15);08:(20,16);09:(0,9);10:(0,13);11:(18,14);12:(18,17);13:(1,19);14:(15,23);15:(0,15);16:(19,27);17:(19,19);18:(6,21);19:(20,22);20:(17,28);21:(17,32);22:(16,26);23:(20,26)",00:0;01:1;02:0;03:0;04:1;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:0,08,completed
32,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,24,50.0,48.166667,pi_g34_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,11,33,"(22,23);(1,24);(20,20);(15,10)",17,1,24,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(9,2);01:(4,0);02:(11,5);03:(11,7);04:(10,4);05:(8,6);06:(12,13);07:(13,10);08:(12,10);09:(14,12);10:(15,17);11:(14,15);12:(12,20);13:(15,21);14:(15,18);15:(14,23);16:(13,26);17:(14,26);18:(15,22);19:(13,29);20:(12,26);21:(11,33);22:(12,31);23:(12,33)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:1;18:0;19:0;20:0;21:0;22:0;23:0,21,completed
33,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,24,50.0,48.166667,pi_g34_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,17,11,"(12,11);(6,8);(20,13);(31,6)",08,12,11,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(15,2);01:(4,1);02:(14,3);03:(7,5);04:(17,9);05:(7,8);06:(15,8);07:(17,11);08:(16,12);09:(5,12);10:(15,12);11:(16,16);12:(12,15);13:(13,19);14:(13,20);15:(11,22);16:(0,23);17:(12,23);18:(8,27);19:(13,25);20:(11,27);21:(13,30);22:(14,26);23:(14,33)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:1;09:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:0,07,completed
34,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,24,50.0,48.166667,pi_g34_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,27,6,"(17,17);(25,9);(20,10);(10,2)",01,10,2,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(24,3);01:(27,2);02:(28,2);03:(28,8);04:(22,3);05:(26,2);06:(26,3);07:(29,4);08:(27,6);09:(29,9);10:(29,10);11:(29,16);12:(30,13);13:(29,18);14:(26,27);15:(19,32);16:(21,33);17:(25,25);18:(18,31);19:(30,14);20:(25,28);21:(24,29);22:(29,21);23:(25,32)",00:0;01:1;02:1;03:1;04:0;05:1;06:0;07:0;08:0;09:0;10:0;11:0;12:1;13:1;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:0,08,completed
35,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,24,50.0,48.166667,pi_g34_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,29,2,"(28,5);(16,23);(18,17);(18,9)",05,18,9,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(25,1);01:(0,24);02:(11,6);03:(24,0);04:(29,2);05:(27,2);06:(32,12);07:(31,5);08:(5,18);09:(32,16);10:(0,12);11:(30,17);12:(33,18);13:(28,7);14:(32,9);15:(1,22);16:(13,5);17:(32,26);18:(32,32);19:(30,24);20:(32,31);21:(32,33);22:(32,28);23:(31,28)",00:0;01:0;02:0;03:0;04:1;05:1;06:0;07:0;08:1;09:0;10:0;11:0;12:0;13:1;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:0,04,completed
36,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,24,50.0,48.166667,pi_g34_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,17,13,"(12,14);(14,7);(18,10);(23,18)",05,14,7,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(17,3);01:(16,2);02:(19,5);03:(4,5);04:(17,9);05:(17,13);06:(5,8);07:(20,8);08:(16,13);09:(9,14);10:(13,16);11:(13,15);12:(15,16);13:(16,19);14:(16,22);15:(0,20);16:(9,25);17:(13,24);18:(5,28);19:(13,29);20:(13,26);21:(17,29);22:(16,24);23:(18,30)",00:0;01:0;02:0;03:0;04:0;05:2;06:0;07:0;08:0;09:0;10:0;11:1;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:0,05,completed
37,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,24,50.0,48.166667,pi_g34_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,15,4,"(33,3);(12,12);(3,18);(15,3)",02,15,3,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(15,0);01:(13,2);02:(15,3);03:(15,4);04:(14,6);05:(14,7);06:(14,9);07:(14,10);08:(15,11);09:(15,13);10:(14,14);11:(13,17);12:(12,19);13:(10,23);14:(10,24);15:(5,25);16:(7,26);17:(11,27);18:(6,28);19:(12,29);20:(13,30);21:(13,31);22:(15,32);23:(14,33)",00:0;01:0;02:1;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:0,03,completed
38,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,24,50.0,48.166667,pi_g34_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,31,30,"(11,20);(9,23);(13,4);(32,29)",14,9,23,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(29,3);01:(30,0);02:(27,1);03:(31,4);04:(29,4);05:(31,8);06:(30,4);07:(32,6);08:(30,11);09:(31,17);10:(25,26);11:(28,9);12:(30,10);13:(30,16);14:(29,15);15:(32,19);16:(32,26);17:(30,26);18:(31,18);19:(28,30);20:(31,22);21:(30,33);22:(31,30);23:(32,28)",00:0;01:0;02:1;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:1;13:0;14:1;15:0;16:0;17:0;18:1;19:0;20:0;21:0;22:0;23:0,22,completed
39,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,24,50.0,48.166667,pi_g34_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,14,2,"(13,16);(17,31);(14,3);(30,8)",11,13,16,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(14,1);01:(14,2);02:(14,4);03:(12,4);04:(13,5);05:(12,8);06:(14,8);07:(14,11);08:(13,12);09:(14,14);10:(12,15);11:(14,15);12:(15,17);13:(11,20);14:(10,24);15:(8,26);16:(4,25);17:(9,25);18:(5,27);19:(10,27);20:(11,28);21:(12,30);22:(13,30);23:(14,32)",00:0;01:0;02:1;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:1;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:0,01,completed
40,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,ideal,1.0,34,1156,24,50.0,48.166667,pi_g34_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,32,4,"(15,3);(33,2);(32,2);(5,6)",04,5,6,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(32,4);01:(31,3);02:(32,2);03:(29,5);04:(32,1);05:(33,4);06:(30,12);07:(33,1);08:(28,18);09:(32,8);10:(30,16);11:(29,14);12:(27,23);13:(31,17);14:(26,29);15:(28,22);16:(29,20);17:(30,30);18:(29,25);19:(26,19);20:(29,22);21:(30,27);22:(31,33);23:(27,30)",00:0;01:0;02:2;03:0;04:2;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:0,00,completed
