trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,robot_id,steps_total,steps_after_first_clue,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,messages_sent,protected_messages_sent,unprotected_messages_sent,core_messages_sent,allocation_messages_sent,post_clue_messages_sent,messages_sent_by_topic,messages_delivered_to_robot,messages_dropped_to_robot,trial_status
4,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,144,0,96,49,0,0,0,584,145,439,289,295,0,collision_intent:145;hipc_clear_bundle:1;hipc_entry:294;state:144,1668,48,completed
4,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,149,0,96,54,0,0,0,609,149,460,298,311,0,collision_intent:149;hipc_entry:311;state:149,1627,64,completed
4,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,122,0,72,51,0,0,0,514,125,389,247,267,0,collision_intent:125;hipc_clear_bundle:1;hipc_entry:266;state:122,1723,63,completed
4,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,148,0,97,52,0,0,0,594,148,446,296,298,0,collision_intent:148;hipc_entry:298;state:148,1669,38,completed
5,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,108,0,60,49,0,0,0,421,112,309,220,201,0,collision_intent:112;hipc_entry:201;state:108,1516,48,completed
5,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,112,0,113,0,0,0,0,552,112,440,224,328,0,collision_intent:112;hipc_entry:328;state:112,1390,44,completed
5,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,109,0,95,15,0,0,0,502,111,391,220,282,0,collision_intent:111;hipc_clear_bundle:2;hipc_entry:280;state:109,1424,59,completed
5,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,108,0,93,16,0,0,0,511,108,403,216,295,0,collision_intent:108;hipc_entry:295;state:108,1426,48,completed
6,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,114,0,97,18,0,0,0,529,114,415,228,301,0,collision_intent:114;hipc_entry:301;state:114,1442,82,completed
6,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,114,0,82,33,0,0,0,478,117,361,231,247,0,collision_intent:117;hipc_clear_bundle:1;hipc_entry:246;state:114,1538,38,completed
6,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,114,0,105,10,0,0,0,540,114,426,228,312,0,collision_intent:114;hipc_entry:312;state:114,1480,33,completed
6,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,114,0,77,38,0,0,0,507,114,393,228,279,0,collision_intent:114;hipc_entry:279;state:114,1439,107,completed
7,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,113,0,113,1,0,0,0,547,113,434,226,321,0,collision_intent:113;hipc_entry:321;state:113,1412,33,completed
7,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,109,0,68,42,0,0,0,453,114,339,223,230,0,collision_intent:114;hipc_entry:230;state:109,1473,65,completed
7,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,112,0,95,18,0,0,0,504,113,391,225,279,0,collision_intent:113;hipc_entry:279;state:112,1468,19,completed
7,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,108,0,85,24,0,0,0,488,110,378,218,270,0,collision_intent:110;hipc_entry:270;state:108,1451,52,completed
8,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,123,0,83,41,0,0,0,506,125,381,248,258,0,collision_intent:125;hipc_entry:258;state:123,1573,61,completed
8,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,120,0,92,29,0,0,0,548,124,424,244,304,0,collision_intent:124;hipc_entry:304;state:120,1537,55,completed
8,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,123,0,89,35,0,0,0,540,127,413,250,290,0,collision_intent:127;hipc_clear_bundle:1;hipc_entry:289;state:123,1563,37,completed
8,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,123,0,97,27,0,0,0,547,123,424,246,301,0,collision_intent:123;hipc_entry:301;state:123,1554,40,completed
9,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,114,0,88,27,0,0,0,498,118,380,232,266,0,collision_intent:118;hipc_clear_bundle:1;hipc_entry:265;state:114,1462,49,completed
9,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,117,0,64,54,0,0,0,414,121,293,238,176,0,collision_intent:121;hipc_entry:176;state:117,1539,55,completed
9,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,114,0,99,16,0,0,0,542,117,425,231,311,0,collision_intent:117;hipc_entry:311;state:114,1404,62,completed
9,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,113,0,110,4,0,0,0,555,115,440,228,327,0,collision_intent:115;hipc_entry:327;state:113,1421,33,completed
10,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,107,0,84,24,0,0,0,489,110,379,217,272,0,collision_intent:110;hipc_entry:272;state:107,1410,87,completed
10,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,107,0,90,18,0,0,0,493,110,383,217,276,0,collision_intent:110;hipc_entry:276;state:107,1468,25,completed
10,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,108,0,103,6,0,0,0,507,108,399,216,291,0,collision_intent:108;hipc_entry:291;state:108,1445,34,completed
10,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,107,0,84,24,0,0,0,498,109,389,216,282,0,collision_intent:109;hipc_entry:282;state:107,1397,92,completed
11,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,112,0,88,25,0,0,0,517,116,401,228,289,0,collision_intent:116;hipc_entry:289;state:112,1464,60,completed
11,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,116,0,102,15,0,0,0,542,118,424,234,308,0,collision_intent:118;hipc_entry:308;state:116,1425,73,completed
11,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,113,0,87,27,0,0,0,500,116,384,229,271,0,collision_intent:116;hipc_entry:271;state:113,1521,19,completed
11,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,116,0,84,33,0,0,0,482,116,366,232,250,0,collision_intent:116;hipc_entry:250;state:116,1491,67,completed
12,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,99,0,92,8,0,0,0,486,102,384,201,285,0,collision_intent:102;hipc_entry:285;state:99,1380,40,completed
12,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,100,0,98,3,0,0,0,486,101,385,201,285,0,collision_intent:101;hipc_entry:285;state:100,1376,45,completed
12,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,99,0,91,9,0,0,0,481,100,381,199,282,0,collision_intent:100;hipc_entry:282;state:99,1362,63,completed
12,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,100,0,80,21,0,0,0,454,100,354,200,254,0,collision_intent:100;hipc_entry:254;state:100,1380,72,completed
13,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,106,0,104,3,0,0,0,516,107,409,213,303,0,collision_intent:107;hipc_entry:303;state:106,1436,37,completed
13,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,105,0,100,6,0,0,0,521,108,413,213,308,0,collision_intent:108;hipc_entry:308;state:105,1416,51,completed
13,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,104,0,65,40,0,0,0,443,104,339,208,235,0,collision_intent:104;hipc_entry:235;state:104,1480,66,completed
13,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,102,0,92,11,0,0,0,509,104,405,206,303,0,collision_intent:104;hipc_entry:303;state:102,1404,75,completed
14,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,105,0,105,1,0,0,0,522,105,417,210,312,0,collision_intent:105;hipc_entry:312;state:105,1350,66,completed
14,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,101,0,83,19,0,0,0,486,104,382,205,281,0,collision_intent:104;hipc_clear_bundle:1;hipc_entry:280;state:101,1364,88,completed
14,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,103,0,84,20,0,0,0,457,104,353,207,250,0,collision_intent:104;hipc_entry:250;state:103,1444,37,completed
14,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,104,0,89,16,0,0,0,474,106,368,210,264,0,collision_intent:106;hipc_entry:264;state:104,1427,38,completed
15,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,121,0,93,29,0,0,0,541,126,415,247,294,0,collision_intent:126;hipc_entry:294;state:121,1485,77,completed
15,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,120,0,92,29,0,0,0,535,124,411,244,291,0,collision_intent:124;hipc_clear_bundle:1;hipc_entry:290;state:120,1477,91,completed
15,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,122,0,92,31,0,0,0,530,125,405,247,283,0,collision_intent:125;hipc_entry:283;state:122,1534,40,completed
15,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,118,0,84,35,0,0,0,498,123,375,241,257,0,collision_intent:123;hipc_entry:257;state:118,1512,93,completed
16,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,115,0,86,30,0,0,0,539,121,418,236,303,0,collision_intent:121;hipc_entry:303;state:115,1525,82,completed
16,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,118,0,77,42,0,0,0,512,122,390,240,272,0,collision_intent:122;hipc_entry:272;state:118,1532,102,completed
16,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,120,0,93,28,0,0,0,538,123,415,243,295,0,collision_intent:123;hipc_clear_bundle:1;hipc_entry:294;state:120,1551,58,completed
16,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,121,0,105,17,0,0,0,558,121,437,242,316,0,collision_intent:121;hipc_clear_bundle:1;hipc_entry:315;state:121,1543,45,completed
17,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,107,0,88,20,0,0,0,514,110,404,217,297,0,collision_intent:110;hipc_entry:297;state:107,1446,34,completed
17,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,108,0,94,15,0,0,0,514,108,406,216,298,0,collision_intent:108;hipc_entry:298;state:108,1399,81,completed
17,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,107,0,82,26,0,0,0,471,107,364,214,257,0,collision_intent:107;hipc_entry:257;state:107,1454,69,completed
17,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,108,0,97,12,0,0,0,496,109,387,217,279,0,collision_intent:109;hipc_clear_bundle:1;hipc_entry:278;state:108,1453,46,completed
18,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,98,0,92,7,0,0,0,482,99,383,197,285,0,collision_intent:99;hipc_entry:285;state:98,1367,64,completed
18,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,98,0,85,14,0,0,0,467,101,366,199,268,0,collision_intent:101;hipc_entry:268;state:98,1357,90,completed
18,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,101,0,95,7,0,0,0,499,102,397,203,296,0,collision_intent:102;hipc_entry:296;state:101,1381,33,completed
18,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,98,0,89,10,0,0,0,466,99,367,197,269,0,collision_intent:99;hipc_entry:269;state:98,1381,66,completed
19,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,113,0,89,25,0,0,0,515,117,398,230,285,0,collision_intent:117;hipc_entry:285;state:113,1441,54,completed
19,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,112,0,99,14,0,0,0,522,112,410,224,298,0,collision_intent:112;hipc_entry:298;state:112,1431,57,completed
19,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,112,0,85,28,0,0,0,473,113,360,225,248,0,collision_intent:113;hipc_entry:248;state:112,1502,36,completed
19,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,109,0,88,22,0,0,0,501,114,387,223,278,0,collision_intent:114;hipc_entry:278;state:109,1477,32,completed
20,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,96,0,91,6,0,0,0,475,97,378,193,282,0,collision_intent:97;hipc_entry:282;state:96,1339,37,completed
20,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,91,0,89,3,0,0,0,464,96,368,187,277,0,collision_intent:96;hipc_entry:277;state:91,1333,54,completed
20,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,93,0,89,5,0,0,0,448,93,355,186,262,0,collision_intent:93;hipc_entry:262;state:93,1341,62,completed
20,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,92,0,92,1,0,0,0,465,94,371,186,279,0,collision_intent:94;hipc_entry:279;state:92,1334,53,completed
21,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,102,0,88,15,0,0,0,494,107,387,209,285,0,collision_intent:107;hipc_entry:285;state:102,1451,57,completed
21,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,108,0,90,19,0,0,0,504,109,395,217,287,0,collision_intent:109;hipc_clear_bundle:1;hipc_entry:286;state:108,1468,31,completed
21,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,104,0,96,9,0,0,0,499,107,392,211,288,0,collision_intent:107;hipc_entry:288;state:104,1464,43,completed
21,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,108,0,87,22,0,0,0,510,108,402,216,294,0,collision_intent:108;hipc_entry:294;state:108,1433,64,completed
22,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,120,0,95,26,0,0,0,503,121,382,241,262,0,collision_intent:121;hipc_entry:262;state:120,1551,43,completed
22,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,118,0,79,40,0,0,0,514,125,389,243,271,0,collision_intent:125;hipc_clear_bundle:1;hipc_entry:270;state:118,1500,83,completed
22,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,117,0,77,41,0,0,0,519,121,398,238,281,0,collision_intent:121;hipc_entry:281;state:117,1506,72,completed
22,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,120,0,110,11,0,0,0,562,120,442,240,322,0,collision_intent:120;hipc_entry:322;state:120,1482,54,completed
23,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,101,0,87,15,0,0,0,489,105,384,206,283,0,collision_intent:105;hipc_entry:283;state:101,1417,60,completed
23,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,106,0,103,4,0,0,0,506,106,400,212,294,0,collision_intent:106;hipc_entry:294;state:106,1398,63,completed
23,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,106,0,90,17,0,0,0,503,109,394,215,288,0,collision_intent:109;hipc_entry:288;state:106,1409,54,completed
23,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,104,0,81,24,0,0,0,469,109,360,213,256,0,collision_intent:109;hipc_entry:256;state:104,1423,75,completed
24,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,116,0,96,21,0,0,0,527,117,410,233,294,0,collision_intent:117;hipc_entry:294;state:116,1491,57,completed
24,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,116,0,96,21,0,0,0,536,120,416,236,300,0,collision_intent:120;hipc_clear_bundle:1;hipc_entry:299;state:116,1459,79,completed
24,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,118,0,88,31,0,0,0,513,118,395,236,277,0,collision_intent:118;hipc_entry:277;state:118,1478,84,completed
24,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,118,0,81,38,0,0,0,499,118,381,236,263,0,collision_intent:118;hipc_entry:263;state:118,1519,56,completed
25,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,112,0,79,34,0,0,0,481,114,367,226,255,0,collision_intent:114;hipc_entry:255;state:112,1482,69,completed
25,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,112,0,103,10,0,0,0,528,113,415,225,303,0,collision_intent:113;hipc_clear_bundle:1;hipc_entry:302;state:112,1450,55,completed
25,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,115,0,79,37,0,0,0,487,117,370,232,255,0,collision_intent:117;hipc_entry:255;state:115,1484,61,completed
