trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,robot_id,steps_total,steps_after_first_clue,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,messages_sent,protected_messages_sent,unprotected_messages_sent,core_messages_sent,allocation_messages_sent,post_clue_messages_sent,messages_sent_by_topic,messages_delivered_to_robot,messages_dropped_to_robot,trial_status
0,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,120,0,98,23,0,0,0,554,123,431,243,311,0,collision_intent:123;hipc_entry:311;state:120,1491,60,completed
0,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,120,0,80,41,0,0,0,491,121,370,241,250,0,collision_intent:121;hipc_clear_bundle:1;hipc_entry:249;state:120,1567,46,completed
0,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,118,0,84,35,0,0,0,503,122,381,240,263,0,collision_intent:122;hipc_clear_bundle:2;hipc_entry:261;state:118,1554,47,completed
0,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,117,0,99,19,0,0,0,557,118,439,235,322,0,collision_intent:118;hipc_entry:322;state:117,1449,98,completed
1,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,95,0,83,13,0,0,0,465,97,368,192,273,0,collision_intent:97;hipc_entry:273;state:95,1389,34,completed
1,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,98,0,95,4,0,0,0,481,98,383,196,285,0,collision_intent:98;hipc_entry:285;state:98,1372,36,completed
1,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,95,0,91,5,0,0,0,478,96,382,191,287,0,collision_intent:96;hipc_entry:287;state:95,1351,59,completed
1,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,97,0,92,6,0,0,0,465,97,368,194,271,0,collision_intent:97;hipc_entry:271;state:97,1383,40,completed
2,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,111,0,92,20,0,0,0,459,114,345,225,234,0,collision_intent:114;hipc_entry:234;state:111,1494,26,completed
2,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,108,0,100,9,0,0,0,540,111,429,219,321,0,collision_intent:111;hipc_clear_bundle:1;hipc_entry:320;state:108,1383,55,completed
2,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,111,0,85,27,0,0,0,497,114,383,225,272,0,collision_intent:114;hipc_clear_bundle:1;hipc_entry:271;state:111,1391,90,completed
2,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,110,0,84,27,0,0,0,483,112,371,222,261,0,collision_intent:112;hipc_entry:261;state:110,1456,39,completed
3,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,98,0,98,1,0,0,0,491,99,392,197,294,0,collision_intent:99;hipc_entry:294;state:98,1326,57,completed
3,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,96,0,85,12,0,0,0,451,97,354,193,258,0,collision_intent:97;hipc_entry:258;state:96,1361,62,completed
3,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,97,0,92,6,0,0,0,474,97,377,194,280,0,collision_intent:97;hipc_entry:280;state:97,1373,27,completed
3,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,94,0,86,9,0,0,0,459,95,364,189,270,0,collision_intent:95;hipc_entry:270;state:94,1351,65,completed
