trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,blocked_task_quarantines_total,blocked_task_quarantine_time_s_total,maximum_quarantine_level,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,allocator_calls_total,allocator_time_ms_team_total,allocator_time_ms_team_max,allocator_solve_time_ms_team_total,allocator_solve_time_ms_team_max,candidate_filter_calls_total,candidate_filter_time_ms_team_total,candidate_filter_time_ms_team_max,trial_status
0,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h1_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,34.626730091409,34.626730091409,1,1,1,83,21,85,2,1,0,0,0,0.0,0,174,0,180,471,66,83,97,170,10,0.22916666666666666,36.0,2.0,collision_intent:83;pi_clear_path:1;pi_entry:9;state:87,0.1499999999999999,0.020588235294117574,19,9.382,0.7934,7.549,0.5687,9,1.833,0.2356,completed
1,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h1_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,21.463149883573696,21.463149883573696,0,0,0,48,13,51,1,0,1,1,0,0.0,0,119,0,112,284,51,50,62,102,10,0.2756756756756757,22.4,2.0,collision_intent:50;pi_clear_path:1;pi_entry:9;state:52,0.1499999999999999,0.044117647058823595,22,11.5553,0.7059,8.3412,0.4934,17,3.2141,0.2333,completed
2,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h1_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,28.772001891280674,28.772001891280674,1,1,1,55,17,58,1,3,0,0,0,0.0,0,162,0,135,350,53,59,76,118,17,0.2345132743362832,27.0,3.4,collision_intent:59;pi_clear_path:4;pi_entry:13;state:59,0.55,0.11206896551724133,61,37.6676,5.3803,27.6731,5.1952,53,9.9945,0.2841,completed
3,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h1_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,36.475386429845464,36.475386429845464,2,2,2,68,22,65,7,5,2,2,0,0.0,0,212,0,170,442,67,74,96,146,24,0.23344947735191637,34.0,4.8,collision_intent:74;pi_clear_path:5;pi_entry:19;state:72,0.3500000000000001,0.13461538461538458,81,40.0909,0.7278,26.5816,0.5459,76,13.5093,0.2914,completed
4,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h1_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,39.01302535956134,39.01302535956134,1,1,1,91,23,91,4,2,3,3,0,0.0,0,201,0,201,526,75,94,107,189,12,0.23510971786833856,40.2,2.4,collision_intent:94;pi_clear_path:1;pi_entry:11;state:95,0.6499999999999999,0.030219780219780112,20,10.4081,0.9383,8.2984,0.7129,11,2.1097,0.2254,completed
5,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h1_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,40.672266463519456,40.672266463519456,1,1,1,79,24,80,3,0,0,0,0,0.0,0,228,0,178,439,92,82,96,165,13,0.32280701754385965,35.6,2.6,collision_intent:82;pi_clear_path:3;pi_entry:10;state:83,0.1499999999999999,0.1312500000000001,74,35.4298,0.7397,23.8706,0.52,67,11.5592,0.2389,completed
6,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h1_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,43.460306205049044,43.460306205049044,1,1,1,103,26,95,12,3,0,0,0,0.0,0,223,0,226,576,97,103,123,210,16,0.2664835164835165,45.2,3.2,collision_intent:103;pi_entry:16;state:107,0.55,0.0552631578947369,22,11.6518,0.7074,8.465,0.4924,16,3.1868,0.2388,completed
7,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h1_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,32.93266090344387,32.93266090344387,0,0,0,79,20,82,1,1,0,0,0,0.0,0,163,0,175,452,65,80,95,163,12,0.23214285714285715,35.0,2.4,collision_intent:80;pi_clear_path:2;pi_entry:10;state:83,0.44999999999999996,0.012195121951219523,20,9.0045,0.7976,7.1167,0.5309,11,1.8878,0.2667,completed
8,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h1_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,24.139048769703436,24.139048769703436,0,0,0,53,15,56,1,0,0,0,0,0.0,0,125,0,122,313,52,54,68,111,11,0.2561576354679803,24.4,2.2,collision_intent:54;pi_clear_path:1;pi_entry:10;state:57,0.3500000000000001,0.0803571428571428,32,13.5317,0.7092,9.8057,0.4983,24,3.726,0.2118,completed
9,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h1_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,31.251285683065746,31.251285683065746,0,0,0,72,19,75,1,0,6,6,0,0.0,0,168,0,166,415,80,78,88,154,12,0.3065134099616858,33.2,2.4,collision_intent:78;pi_entry:12;state:76,0.1499999999999999,0.023333333333333428,18,8.0715,0.6687,6.039,0.4313,12,2.0325,0.2585,completed
10,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h1_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,36.919616853955205,36.919616853955205,2,2,2,67,22,62,9,3,0,0,0,0.0,0,211,0,158,404,68,70,88,141,17,0.2595419847328244,31.6,3.4,collision_intent:70;pi_clear_path:2;pi_entry:15;state:71,0.3500000000000001,0.2338709677419355,89,39.7385,0.7551,25.9152,0.5324,80,13.8233,0.2279,completed
11,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h1_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,36.908469155418295,36.908469155418295,3,3,3,66,22,56,14,5,4,2,1,5.0,1,216,0,162,419,64,71,91,141,21,0.23703703703703705,32.4,4.2,collision_intent:71;pi_clear_path:4;pi_entry:17;state:70,0.1499999999999999,0.1785714285714286,87,38.6926,0.767,25.2469,0.5402,82,13.4457,0.2506,completed
12,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h1_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,49.21728905550659,49.21728905550659,3,3,3,98,29,82,20,3,5,3,1,5.0,1,270,0,228,589,92,104,124,206,22,0.24932249322493225,45.6,4.4,collision_intent:104;pi_clear_path:4;pi_entry:18;state:102,0.3500000000000001,0.16463414634146334,77,38.2443,0.7848,25.0538,0.5264,71,13.1905,0.2584,completed
13,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h1_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,46.373194836898534,46.373194836898534,3,3,3,75,27,71,8,4,0,0,0,0.0,0,275,0,176,452,73,78,98,157,19,0.2508591065292096,35.2,3.8,collision_intent:78;pi_clear_path:5;pi_entry:14;state:79,0.44999999999999996,0.16549295774647876,130,61.1274,2.0735,40.4333,1.8939,123,20.6941,0.3222,completed
14,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h1_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,34.80196005913176,34.80196005913176,0,0,0,81,21,83,2,4,0,0,0,0.0,0,174,0,181,465,75,83,98,168,13,0.25773195876288657,36.2,2.6,collision_intent:83;pi_clear_path:2;pi_entry:11;state:85,0.3500000000000001,0.027108433734939652,23,11.4789,0.7774,8.957,0.5482,13,2.5219,0.2341,completed
