trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,robot_id,steps_total,targets_found,task_cell_revisits,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,stall_recoveries,messages_sent,core_messages_sent,allocation_messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,sensitivity_suite,sensitivity_parameter,sensitivity_value,sensitivity_label,num_targets,num_robots
0,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h3_bernoulli_025,known_visit_10target_300.csv,00,18,1,0,17,2,1,0,0,0,95,38,57,267,62,known_visit_horizon,commitment_horizon,3,h3,10,4
0,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h3_bernoulli_025,known_visit_10target_300.csv,01,28,6,0,29,0,5,0,0,0,119,57,62,237,68,known_visit_horizon,commitment_horizon,3,h3,10,4
0,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h3_bernoulli_025,known_visit_10target_300.csv,02,24,2,4,14,11,0,3,2,0,116,51,65,250,58,known_visit_horizon,commitment_horizon,3,h3,10,4
0,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h3_bernoulli_025,known_visit_10target_300.csv,03,14,1,1,12,3,2,0,0,0,94,32,62,263,66,known_visit_horizon,commitment_horizon,3,h3,10,4
1,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h3_bernoulli_025,known_visit_10target_300.csv,00,24,1,1,22,3,1,0,0,0,96,49,47,229,55,known_visit_horizon,commitment_horizon,3,h3,10,4
1,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h3_bernoulli_025,known_visit_10target_300.csv,01,24,4,0,25,0,1,0,0,0,100,49,51,236,45,known_visit_horizon,commitment_horizon,3,h3,10,4
1,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h3_bernoulli_025,known_visit_10target_300.csv,02,23,2,0,23,1,1,1,1,0,99,49,50,227,54,known_visit_horizon,commitment_horizon,3,h3,10,4
1,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h3_bernoulli_025,known_visit_10target_300.csv,03,23,3,1,23,1,0,0,0,0,86,48,38,235,59,known_visit_horizon,commitment_horizon,3,h3,10,4
2,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h3_bernoulli_025,known_visit_10target_300.csv,00,27,3,0,28,0,1,2,2,0,107,58,49,277,52,known_visit_horizon,commitment_horizon,3,h3,10,4
2,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h3_bernoulli_025,known_visit_10target_300.csv,01,31,0,1,28,4,1,0,0,0,113,63,50,270,54,known_visit_horizon,commitment_horizon,3,h3,10,4
2,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h3_bernoulli_025,known_visit_10target_300.csv,02,32,4,0,21,12,2,1,1,0,119,65,54,262,55,known_visit_horizon,commitment_horizon,3,h3,10,4
2,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h3_bernoulli_025,known_visit_10target_300.csv,03,28,3,0,29,0,1,0,0,0,98,58,40,273,66,known_visit_horizon,commitment_horizon,3,h3,10,4
3,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h3_bernoulli_025,known_visit_10target_300.csv,00,26,3,0,27,0,1,0,0,0,93,53,40,190,38,known_visit_horizon,commitment_horizon,3,h3,10,4
3,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h3_bernoulli_025,known_visit_10target_300.csv,01,14,2,2,10,5,0,0,0,0,68,31,37,214,39,known_visit_horizon,commitment_horizon,3,h3,10,4
3,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h3_bernoulli_025,known_visit_10target_300.csv,02,26,4,1,26,1,0,0,0,0,93,53,40,173,55,known_visit_horizon,commitment_horizon,3,h3,10,4
3,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h3_bernoulli_025,known_visit_10target_300.csv,03,15,1,1,14,2,0,0,0,0,68,32,36,204,49,known_visit_horizon,commitment_horizon,3,h3,10,4
4,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h3_bernoulli_025,known_visit_10target_300.csv,00,28,5,0,29,0,0,0,0,0,118,58,60,290,71,known_visit_horizon,commitment_horizon,3,h3,10,4
4,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h3_bernoulli_025,known_visit_10target_300.csv,01,15,0,2,8,8,3,0,0,0,110,34,76,296,72,known_visit_horizon,commitment_horizon,3,h3,10,4
4,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h3_bernoulli_025,known_visit_10target_300.csv,02,27,1,2,18,10,2,0,0,0,129,55,74,286,63,known_visit_horizon,commitment_horizon,3,h3,10,4
4,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h3_bernoulli_025,known_visit_10target_300.csv,03,27,4,0,28,0,2,0,0,0,122,55,67,288,68,known_visit_horizon,commitment_horizon,3,h3,10,4
5,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h3_bernoulli_025,known_visit_10target_300.csv,00,24,3,0,25,0,0,0,0,0,112,49,63,271,72,known_visit_horizon,commitment_horizon,3,h3,10,4
5,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h3_bernoulli_025,known_visit_10target_300.csv,01,22,5,0,23,0,1,0,0,0,113,46,67,260,81,known_visit_horizon,commitment_horizon,3,h3,10,4
5,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h3_bernoulli_025,known_visit_10target_300.csv,02,20,1,0,21,0,0,0,0,0,106,43,63,273,75,known_visit_horizon,commitment_horizon,3,h3,10,4
5,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h3_bernoulli_025,known_visit_10target_300.csv,03,23,1,0,24,0,7,2,2,0,124,47,77,271,60,known_visit_horizon,commitment_horizon,3,h3,10,4
6,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h3_bernoulli_025,known_visit_10target_300.csv,00,21,3,0,22,0,0,0,0,0,87,44,43,227,49,known_visit_horizon,commitment_horizon,3,h3,10,4
6,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h3_bernoulli_025,known_visit_10target_300.csv,01,23,3,0,24,0,1,0,0,0,94,48,46,211,59,known_visit_horizon,commitment_horizon,3,h3,10,4
6,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h3_bernoulli_025,known_visit_10target_300.csv,02,14,3,0,15,0,2,2,1,0,88,32,56,217,59,known_visit_horizon,commitment_horizon,3,h3,10,4
6,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h3_bernoulli_025,known_visit_10target_300.csv,03,23,1,1,20,4,2,2,1,0,95,49,46,217,51,known_visit_horizon,commitment_horizon,3,h3,10,4
7,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h3_bernoulli_025,known_visit_10target_300.csv,00,32,3,1,24,9,3,0,0,0,132,65,67,312,84,known_visit_horizon,commitment_horizon,3,h3,10,4
7,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h3_bernoulli_025,known_visit_10target_300.csv,01,24,1,1,21,4,0,0,0,0,117,51,66,319,91,known_visit_horizon,commitment_horizon,3,h3,10,4
7,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h3_bernoulli_025,known_visit_10target_300.csv,02,33,2,1,26,8,2,0,0,0,138,67,71,309,80,known_visit_horizon,commitment_horizon,3,h3,10,4
7,known_visit,ACBBA,bernoulli,0.25,19,361,4,10,acbba_h3_bernoulli_025,known_visit_10target_300.csv,03,33,4,0,33,1,5,0,0,0,141,67,74,313,74,known_visit_horizon,commitment_horizon,3,h3,10,4
