trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,robot_id,steps_total,steps_after_first_clue,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,messages_sent,protected_messages_sent,unprotected_messages_sent,core_messages_sent,allocation_messages_sent,post_clue_messages_sent,messages_sent_by_topic,messages_delivered_to_robot,messages_dropped_to_robot,trial_status,failure_type,failure_message
0,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,00,124,0,86,39,0,0,0,370,130,240,254,116,0,collision_intent:130;pi_entry:116;state:124,978,135,completed,,
0,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,01,129,0,80,50,0,0,0,366,134,232,263,103,0,collision_intent:134;pi_entry:103;state:129,1012,104,completed,,
0,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,02,126,0,82,45,0,0,0,366,130,236,256,110,0,collision_intent:130;pi_entry:110;state:126,978,138,completed,,
0,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,03,130,0,113,18,0,0,0,381,130,251,260,121,0,collision_intent:130;pi_entry:121;state:130,978,123,completed,,
1,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,00,138,0,103,36,0,0,0,415,144,271,282,133,0,collision_intent:144;pi_entry:133;state:138,1068,143,completed,,
1,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,01,144,0,88,57,0,0,0,411,145,266,289,122,0,collision_intent:145;pi_entry:122;state:144,1035,178,completed,,
1,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,02,133,0,91,43,0,0,0,398,139,259,272,126,0,collision_intent:139;pi_entry:126;state:133,1095,131,completed,,
1,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,03,144,0,79,66,0,0,0,403,146,257,290,113,0,collision_intent:146;pi_entry:113;state:144,1106,117,completed,,
2,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,00,117,0,92,26,0,0,0,351,120,231,237,114,0,collision_intent:120;pi_entry:114;state:117,911,145,completed,,
2,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,01,122,0,108,15,0,0,0,362,123,239,245,117,0,collision_intent:123;pi_entry:117;state:122,964,81,completed,,
2,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,02,118,0,84,35,0,0,0,345,123,222,241,104,0,collision_intent:123;pi_entry:104;state:118,950,112,completed,,
2,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,03,121,0,77,45,0,0,0,350,123,227,244,106,0,collision_intent:123;pi_entry:106;state:121,929,129,completed,,
3,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,00,130,0,102,29,0,0,0,395,138,257,268,127,0,collision_intent:138;pi_entry:127;state:130,980,164,completed,,
3,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,01,125,0,84,42,0,0,0,377,134,243,259,118,0,collision_intent:134;pi_entry:118;state:125,985,177,completed,,
3,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,02,130,0,97,34,0,0,0,393,134,259,264,129,0,collision_intent:134;pi_clear_path:1;pi_entry:128;state:130,974,171,completed,,
3,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,03,124,0,78,47,0,0,0,374,133,241,257,117,0,collision_intent:133;pi_entry:117;state:124,1034,130,completed,,
4,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,00,121,0,91,31,0,0,0,375,129,246,250,125,0,collision_intent:129;pi_entry:125;state:121,937,188,completed,,
4,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,01,130,0,111,20,0,0,0,378,132,246,262,116,0,collision_intent:132;pi_entry:116;state:130,1019,103,completed,,
4,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,02,129,0,88,42,0,0,0,377,131,246,260,117,0,collision_intent:131;pi_entry:117;state:129,979,145,completed,,
4,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,03,129,0,71,59,0,0,0,371,135,236,264,107,0,collision_intent:135;pi_clear_path:1;pi_entry:106;state:129,994,135,completed,,
5,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,00,145,0,107,39,0,0,0,420,146,274,291,129,0,collision_intent:146;pi_entry:129;state:145,1133,126,completed,,
5,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,01,140,0,116,25,0,0,0,429,148,281,288,141,0,collision_intent:148;pi_entry:141;state:140,1125,126,completed,,
5,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,02,147,0,47,101,0,0,0,400,150,250,297,103,0,collision_intent:150;pi_entry:103;state:147,1051,228,completed,,
5,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,03,146,0,91,56,0,0,0,431,150,281,296,135,0,collision_intent:150;pi_entry:135;state:146,1087,161,completed,,
6,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,00,138,0,111,28,0,0,0,414,140,274,278,136,0,collision_intent:140;pi_entry:136;state:138,1023,170,completed,,
6,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,01,141,0,39,103,0,0,0,379,141,238,282,97,0,collision_intent:141;pi_entry:97;state:141,1014,214,completed,,
6,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,02,134,0,80,55,0,0,0,394,142,252,276,118,0,collision_intent:142;pi_entry:118;state:134,1067,146,completed,,
6,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,03,142,0,131,12,0,0,0,421,145,276,287,134,0,collision_intent:145;pi_clear_path:1;pi_entry:133;state:142,1045,142,completed,,
7,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,00,133,0,118,16,0,0,0,398,139,259,272,126,0,collision_intent:139;pi_entry:126;state:133,1048,141,completed,,
7,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,01,131,0,80,52,0,0,0,397,139,258,270,127,0,collision_intent:139;pi_entry:127;state:131,977,212,completed,,
